7955.ENSDARP00000027118	Q5PRD0
7955.ENSDARP00000105463	E7F5T4
7955.ENSDARP00000052788	E7FBK8
7955.ENSDARP00000035665	E7FG49
7955.ENSDARP00000027181	Q8JFF8
7955.ENSDARP00000098545	E7EXL7
7955.ENSDARP00000114083	E7EY15
7955.ENSDARP00000103396	E7EYU9
7955.ENSDARP00000098190	E7EZH1
7955.ENSDARP00000098113	E7EZL4
7955.ENSDARP00000104532	E7EZV6
7955.ENSDARP00000007566	E7F0H8
7955.ENSDARP00000091495	E7F3S7
7955.ENSDARP00000068362	E7F402
7955.ENSDARP00000102433	E7F4Z4
7955.ENSDARP00000068934	E7F510
7955.ENSDARP00000087493	E7F544
7955.ENSDARP00000107826	E7F5C9
7955.ENSDARP00000111041	E7F5F0
7955.ENSDARP00000108717	E7F6I2
7955.ENSDARP00000110868	E7F782
7955.ENSDARP00000103651	E7F7G9
7955.ENSDARP00000110709	E7F7S2
7955.ENSDARP00000106139	E7F914
7955.ENSDARP00000076398	E7FAJ4
7955.ENSDARP00000083765	E7FCY5
7955.ENSDARP00000098696	E7FDA6
7955.ENSDARP00000024194	E7FDF0
7955.ENSDARP00000110044	E7FDJ1
7955.ENSDARP00000067872	E7FE17
7955.ENSDARP00000004827	E7FEG2
7955.ENSDARP00000108900	E7FEU8
7955.ENSDARP00000100775	E7FF29
7955.ENSDARP00000105196	E7FFC0
7955.ENSDARP00000073776	E7FFN1
7955.ENSDARP00000100065	E7FH19
7955.ENSDARP00000054592	E7FH45
7955.ENSDARP00000033806	F1Q898
7955.ENSDARP00000107366	F1Q8K4
7955.ENSDARP00000124366	F1Q9D7
7955.ENSDARP00000095645	F1Q9X9
7955.ENSDARP00000017195	F1QER8
7955.ENSDARP00000027385	F1QFJ8
7955.ENSDARP00000109073	F1QI11
7955.ENSDARP00000102674	F1QI25
7955.ENSDARP00000111512	F1R017
7955.ENSDARP00000099601	F1R124
7955.ENSDARP00000104030	F1R745
7955.ENSDARP00000028385	F1RCE3
7955.ENSDARP00000104462	Q2PRJ1
7955.ENSDARP00000053932	Q5U397
7955.ENSDARP00000037108	Q6DHU0
7955.ENSDARP00000061546	Q8JFV0
7955.ENSDARP00000060821	A0A0B5JSD9
7955.ENSDARP00000121734	E7EXI8
7955.ENSDARP00000111981	E7EXQ1
7955.ENSDARP00000111556	E7EZR5
7955.ENSDARP00000102918	E7F0E9
7955.ENSDARP00000084529	E7F1H6
7955.ENSDARP00000111090	E7F5B2
7955.ENSDARP00000105272	E7F5X3
7955.ENSDARP00000085592	E7F6M4
7955.ENSDARP00000110941	E7F6V4
7955.ENSDARP00000116075	E7F828
7955.ENSDARP00000108077	E7F9T6
7955.ENSDARP00000071856	E7FA27
7955.ENSDARP00000106552	E7FB73
7955.ENSDARP00000067661	E7FB91
7955.ENSDARP00000048939	E7FC92
7955.ENSDARP00000121740	E7FCF8
7955.ENSDARP00000106902	E7FCL1
7955.ENSDARP00000118203	E7FCR7
7955.ENSDARP00000095806	E7FCX7
7955.ENSDARP00000076012	E7FD50
7955.ENSDARP00000095053	E7FE31
7955.ENSDARP00000112331	E7FEL7
7955.ENSDARP00000066697	E7FEX0
7955.ENSDARP00000094167	E7FGR8
7955.ENSDARP00000054734	E7FGY3
7955.ENSDARP00000102218	F1Q722
7955.ENSDARP00000078148	F1Q8V9
7955.ENSDARP00000118436	F1QBA5
7955.ENSDARP00000062989	F1QBI7
7955.ENSDARP00000089381	F1QK31
7955.ENSDARP00000123924	F1QN20
7955.ENSDARP00000056234	F1QND2
7955.ENSDARP00000116646	F1R154
7955.ENSDARP00000051550	F1R3U8
7955.ENSDARP00000072374	F1R8S2
7955.ENSDARP00000075083	F1RDV8
7955.ENSDARP00000102530	Q5EAS6
7955.ENSDARP00000038349	Q7ZUD2
7955.ENSDARP00000090365	B0S779
7955.ENSDARP00000016061	B0V3G0
7955.ENSDARP00000079567	F1Q5U2
7955.ENSDARP00000083866	F1Q7E3
7955.ENSDARP00000126286	F1Q7N4
7955.ENSDARP00000071659	F1Q9Z2
7955.ENSDARP00000103487	F1QA57
7955.ENSDARP00000103910	F1QC08
7955.ENSDARP00000111479	F1QGU3
7955.ENSDARP00000074317	F1QJE8
7955.ENSDARP00000095253	F1QLR3
7955.ENSDARP00000021237	F1QM97
7955.ENSDARP00000095379	F1QMB2
7955.ENSDARP00000094308	F1QNK9
7955.ENSDARP00000068002	F1QNM5
7955.ENSDARP00000009601	F1QNY4
7955.ENSDARP00000094286	F1QNY7
7955.ENSDARP00000023877	F1QP99
7955.ENSDARP00000105276	F1QPI8
7955.ENSDARP00000100939	F1QTB0
7955.ENSDARP00000076788	F1QUT3
7955.ENSDARP00000110039	F1QUY3
7955.ENSDARP00000014299	F1QUY6
7955.ENSDARP00000086504	F1QV20
7955.ENSDARP00000056163	F1QV80
7955.ENSDARP00000073133	F1QW13
7955.ENSDARP00000122587	F1QW25
7955.ENSDARP00000108279	F1QW39
7955.ENSDARP00000105821	F1QZF7
7955.ENSDARP00000013509	F1R350
7955.ENSDARP00000118327	F1R3E9
7955.ENSDARP00000107653	F1R5T8
7955.ENSDARP00000096532	F1R5X4
7955.ENSDARP00000107646	F1R6E5
7955.ENSDARP00000060344	F1R6U1
7955.ENSDARP00000084443	F1R7D5
7955.ENSDARP00000061469	F1R7X0
7955.ENSDARP00000090030	F1RA02
7955.ENSDARP00000101007	F1RA47
7955.ENSDARP00000095194	F1RCC0
7955.ENSDARP00000105591	F1RD50
7955.ENSDARP00000112332	F1RDA7
7955.ENSDARP00000123222	F1RDD5
7955.ENSDARP00000054743	F1REQ6
7955.ENSDARP00000041465	H9GX88
7955.ENSDARP00000064386	H9GXE9
7955.ENSDARP00000105306	H9GYA4
7955.ENSDARP00000117013	L7MTQ8
7955.ENSDARP00000092634	Q08BW7
7955.ENSDARP00000114253	Q1L965
7955.ENSDARP00000095098	Q6DHU9
7955.ENSDARP00000065113	E7F3V7
7955.ENSDARP00000106800	E7FDI2
7955.ENSDARP00000087871	G3DTN4
7955.ENSDARP00000069334	A6H8R4
7955.ENSDARP00000126357	E7EXR4
7955.ENSDARP00000104773	E7EXZ4
7955.ENSDARP00000098343	E7EYJ8
7955.ENSDARP00000067103	E7EYZ4
7955.ENSDARP00000124375	E7F050
7955.ENSDARP00000111471	E7F0Q9
7955.ENSDARP00000102881	E7F120
7955.ENSDARP00000107098	E7F146
7955.ENSDARP00000091676	E7F1M3
7955.ENSDARP00000015591	E7F2G7
7955.ENSDARP00000103441	E7F8B4
7955.ENSDARP00000103300	E7F8R9
7955.ENSDARP00000110465	E7F8X2
7955.ENSDARP00000110447	E7F8Y6
7955.ENSDARP00000123398	E7F9A3
7955.ENSDARP00000106637	E7FAI1
7955.ENSDARP00000040382	E7FAM3
7955.ENSDARP00000019376	E7FBF3
7955.ENSDARP00000104903	E7FBS9
7955.ENSDARP00000114262	E7FCN6
7955.ENSDARP00000085903	E7FG44
7955.ENSDARP00000108838	E7FGC2
7955.ENSDARP00000118562	E7FGV4
7955.ENSDARP00000106934	F1Q8M4
7955.ENSDARP00000108599	F1Q987
7955.ENSDARP00000103106	F1QAJ6
7955.ENSDARP00000117226	F1QBF2
7955.ENSDARP00000116868	F1QES7
7955.ENSDARP00000123136	F1QFH8
7955.ENSDARP00000039112	F1QJB9
7955.ENSDARP00000120516	F1QLZ5
7955.ENSDARP00000091492	F1QMR3
7955.ENSDARP00000017292	F1R0C7
7955.ENSDARP00000097550	F1R1V2
7955.ENSDARP00000098415	F1R3W5
7955.ENSDARP00000005284	F1RA33
7955.ENSDARP00000111744	Q4KM22
7955.ENSDARP00000075137	Q5VSD0
7955.ENSDARP00000098383	Q8UVD6
7955.ENSDARP00000095919	F1Q9K7
7955.ENSDARP00000015104	F1Q9U5
7955.ENSDARP00000115972	F1QAP9
7955.ENSDARP00000039870	F1QBH5
7955.ENSDARP00000098818	F1QC25
7955.ENSDARP00000106048	F1QC79
7955.ENSDARP00000111152	F1QFI8
7955.ENSDARP00000006973	F1QFQ6
7955.ENSDARP00000074012	F1QG25
7955.ENSDARP00000114379	F1QGK8
7955.ENSDARP00000111001	F1QH62
7955.ENSDARP00000059996	F1QHU1
7955.ENSDARP00000120735	F1QL00
7955.ENSDARP00000082723	F1QL60
7955.ENSDARP00000106260	F1QLA1
7955.ENSDARP00000109389	F1QMI0
7955.ENSDARP00000061852	F1QMZ2
7955.ENSDARP00000094287	F1QNY6
7955.ENSDARP00000011866	F1QPB0
7955.ENSDARP00000116074	F1QQR0
7955.ENSDARP00000097580	F1QU29
7955.ENSDARP00000053992	F1QVF9
7955.ENSDARP00000122249	F1QVI0
7955.ENSDARP00000110596	F1QW38
7955.ENSDARP00000093197	F1R2K2
7955.ENSDARP00000108041	F1R2R1
7955.ENSDARP00000096644	F1R2S3
7955.ENSDARP00000099786	F1R354
7955.ENSDARP00000098098	F1R3A5
7955.ENSDARP00000046783	F1R3A6
7955.ENSDARP00000010764	F1R419
7955.ENSDARP00000093027	F1R443
7955.ENSDARP00000116108	F1R5L1
7955.ENSDARP00000119308	F1R5X2
7955.ENSDARP00000061775	F1R622
7955.ENSDARP00000084847	F1R6D3
7955.ENSDARP00000067481	F1R831
7955.ENSDARP00000072076	F1R877
7955.ENSDARP00000072016	F1R8V7
7955.ENSDARP00000107058	F1R955
7955.ENSDARP00000099604	F1RCI0
7955.ENSDARP00000110546	F1RCU5
7955.ENSDARP00000112221	F1RCV4
7955.ENSDARP00000100763	F1RCY0
7955.ENSDARP00000051241	F1REC5
7955.ENSDARP00000052997	F6NW82
7955.ENSDARP00000081054	Q6AXM3
7955.ENSDARP00000087613	Q6DEL6
7955.ENSDARP00000006017	A2BDR5
7955.ENSDARP00000122372	A2BGQ2
7955.ENSDARP00000050969	A3QK10
7955.ENSDARP00000112946	A5WWF5
7955.ENSDARP00000091479	A9C3R5
7955.ENSDARP00000117818	B7ZDE1
7955.ENSDARP00000061576	B8K1V4
7955.ENSDARP00000091826	C8XTB7
7955.ENSDARP00000090506	E9QBJ7
7955.ENSDARP00000106431	F6NQK1
7955.ENSDARP00000086446	F6PDF1
7955.ENSDARP00000071489	H9GXH0
7955.ENSDARP00000097157	H9GXS9
7955.ENSDARP00000105008	H9GY91
7955.ENSDARP00000106196	H9GYE4
7955.ENSDARP00000109229	O13210
7955.ENSDARP00000011133	Q6DC78
7955.ENSDARP00000098742	Q6DRG2
7955.ENSDARP00000036209	Q6EF97
7955.ENSDARP00000112238	Q7ZUU2
7955.ENSDARP00000050550	E7EXS3
7955.ENSDARP00000081638	E7EXY0
7955.ENSDARP00000111771	E7EYN7
7955.ENSDARP00000109425	E7EYS0
7955.ENSDARP00000121324	E7EZY9
7955.ENSDARP00000111486	E7F0B4
7955.ENSDARP00000077520	E7F0C5
7955.ENSDARP00000118513	E7F1J8
7955.ENSDARP00000068611	E7F1T5
7955.ENSDARP00000105810	E7F2V1
7955.ENSDARP00000105958	E7F3F3
7955.ENSDARP00000084869	E7F3K6
7955.ENSDARP00000105756	E7F434
7955.ENSDARP00000111154	E7F4A0
7955.ENSDARP00000107384	E7F4C8
7955.ENSDARP00000102429	E7F4Z6
7955.ENSDARP00000111069	E7F5D7
7955.ENSDARP00000105231	E7F5Z1
7955.ENSDARP00000097546	E7F6N3
7955.ENSDARP00000091815	E7F824
7955.ENSDARP00000097024	E7F8T1
7955.ENSDARP00000116716	E7F944
7955.ENSDARP00000088453	E7F9H9
7955.ENSDARP00000106671	E7FA33
7955.ENSDARP00000103191	E7FAX0
7955.ENSDARP00000086731	E7FBD4
7955.ENSDARP00000110271	E7FBG4
7955.ENSDARP00000120102	E7FDR3
7955.ENSDARP00000097974	E7FFD3
7955.ENSDARP00000111838	E7FGD5
7955.ENSDARP00000112049	E7FH16
7955.ENSDARP00000115826	F1Q640
7955.ENSDARP00000080189	F1Q8B3
7955.ENSDARP00000112408	F1Q9G8
7955.ENSDARP00000120291	F1QCK7
7955.ENSDARP00000124069	F1QLJ8
7955.ENSDARP00000082351	F1QNI7
7955.ENSDARP00000106649	F1QQA0
7955.ENSDARP00000114217	F1QXM6
7955.ENSDARP00000102028	F1QYH0
7955.ENSDARP00000056131	F1QZ15
7955.ENSDARP00000122712	F1QZ59
7955.ENSDARP00000105546	F1QZS1
7955.ENSDARP00000093532	F1R0Y7
7955.ENSDARP00000107947	F1R463
7955.ENSDARP00000099811	F1R6X4
7955.ENSDARP00000084404	F1R768
7955.ENSDARP00000123509	F1R9W1
7955.ENSDARP00000116629	F1RD10
7955.ENSDARP00000103660	Q6GQP0
7955.ENSDARP00000058501	F1Q5D6
7955.ENSDARP00000094830	F1Q5E9
7955.ENSDARP00000119615	F1Q5H6
7955.ENSDARP00000097700	F1Q624
7955.ENSDARP00000080256	F1Q764
7955.ENSDARP00000115041	F1Q7I2
7955.ENSDARP00000071650	F1Q9Z4
7955.ENSDARP00000066578	F1QA74
7955.ENSDARP00000115973	F1QAP8
7955.ENSDARP00000083822	F1QBP6
7955.ENSDARP00000024670	F1QBT6
7955.ENSDARP00000118099	F1QBX8
7955.ENSDARP00000124749	F1QEV0
7955.ENSDARP00000077743	F1QEX6
7955.ENSDARP00000098069	F1QFC6
7955.ENSDARP00000091347	F1QHB2
7955.ENSDARP00000102907	F1QII3
7955.ENSDARP00000086992	F1QMQ8
7955.ENSDARP00000044461	F1QN19
7955.ENSDARP00000070211	F1QP24
7955.ENSDARP00000102789	F1QQN6
7955.ENSDARP00000110784	F1QSZ0
7955.ENSDARP00000122021	F1QUW7
7955.ENSDARP00000108739	F1QV22
7955.ENSDARP00000115757	F1QV60
7955.ENSDARP00000108275	F1QW41
7955.ENSDARP00000056913	F1QWU2
7955.ENSDARP00000094762	F1QZA5
7955.ENSDARP00000093487	F1R1A8
7955.ENSDARP00000079812	F1R298
7955.ENSDARP00000107846	F1R2N2
7955.ENSDARP00000099707	F1R646
7955.ENSDARP00000107633	F1R6F9
7955.ENSDARP00000075898	F1R6S5
7955.ENSDARP00000099849	F1R6S9
7955.ENSDARP00000056685	F1R732
7955.ENSDARP00000099674	F1R8E8
7955.ENSDARP00000106901	F1R9G2
7955.ENSDARP00000067714	F1R9T8
7955.ENSDARP00000090257	F1RAG2
7955.ENSDARP00000078796	F1RE01
7955.ENSDARP00000013105	F1RE78
7955.ENSDARP00000052259	Q2QKJ8
7955.ENSDARP00000090006	A0A0A0MPK9
7955.ENSDARP00000101055	A3KPH5
7955.ENSDARP00000021993	B0R159
7955.ENSDARP00000112550	B0S7E1
7955.ENSDARP00000091948	B0UXK1
7955.ENSDARP00000009582	B0UYH2
7955.ENSDARP00000102196	B0V2G6
7955.ENSDARP00000093318	B8A478
7955.ENSDARP00000076500	B8JI33
7955.ENSDARP00000083844	B8JI49
7955.ENSDARP00000099275	B8JJJ8
7955.ENSDARP00000071460	B8JJS4
7955.ENSDARP00000039916	B8JK23
7955.ENSDARP00000057072	B8JL34
7955.ENSDARP00000116003	B8JLW1
7955.ENSDARP00000109929	F1QCH1
7955.ENSDARP00000099617	F6NXG0
7955.ENSDARP00000075010	F6PEM1
7955.ENSDARP00000087964	H9GXN2
7955.ENSDARP00000105265	H9GYA1
7955.ENSDARP00000105742	H9GYC8
7955.ENSDARP00000108262	H9GYP6
7955.ENSDARP00000109758	H9GYZ3
7955.ENSDARP00000109887	H9GZ04
7955.ENSDARP00000111299	H9GZ87
7955.ENSDARP00000112205	H9GZD9
7955.ENSDARP00000078148	Q08C37
7955.ENSDARP00000112297	Q08CH0
7955.ENSDARP00000052421	Q1L8P8
7955.ENSDARP00000056302	Q6DHT1
7955.ENSDARP00000063046	F1Q7D7
7955.ENSDARP00000115671	F1Q7V2
7955.ENSDARP00000103000	F1Q8H2
7955.ENSDARP00000092435	F1Q8W2
7955.ENSDARP00000083057	F1QEL3
7955.ENSDARP00000065643	F1QFH6
7955.ENSDARP00000111498	F1QG61
7955.ENSDARP00000106568	F1QLL4
7955.ENSDARP00000069034	F1QME1
7955.ENSDARP00000045068	F1QMF5
7955.ENSDARP00000099801	F1QMT7
7955.ENSDARP00000088880	F1QT60
7955.ENSDARP00000105560	F1QZQ7
7955.ENSDARP00000079786	F1R010
7955.ENSDARP00000096826	F1R6C8
7955.ENSDARP00000028381	F1RCE5
7955.ENSDARP00000100992	F1RCN2
7955.ENSDARP00000099045	F1RDV7
7955.ENSDARP00000112955	A2BGJ8
7955.ENSDARP00000115431	A8DZA4
7955.ENSDARP00000010651	B0S7I1
7955.ENSDARP00000112594	B8JLV8
7955.ENSDARP00000043247	F1Q4M8
7955.ENSDARP00000066453	F1Q662
7955.ENSDARP00000033698	F1QAE8
7955.ENSDARP00000097784	F1QAM7
7955.ENSDARP00000088691	F1QAZ9
7955.ENSDARP00000113371	F1QBR8
7955.ENSDARP00000098827	F1QC02
7955.ENSDARP00000112841	F1QH71
7955.ENSDARP00000024096	F1QHG2
7955.ENSDARP00000094274	F1QHJ2
7955.ENSDARP00000102999	F1QHS9
7955.ENSDARP00000053837	F1QJ38
7955.ENSDARP00000107498	F1QJ52
7955.ENSDARP00000094274	F1QNZ0
7955.ENSDARP00000081773	F1QQA1
7955.ENSDARP00000076591	F1QQG3
7955.ENSDARP00000122854	F1QQU4
7955.ENSDARP00000113476	F1QVN3
7955.ENSDARP00000122592	F1QW23
7955.ENSDARP00000105547	F1QX10
7955.ENSDARP00000073469	F1QXE3
7955.ENSDARP00000004298	F1R160
7955.ENSDARP00000082552	F1R1L5
7955.ENSDARP00000104336	F1R2H5
7955.ENSDARP00000087775	F1R323
7955.ENSDARP00000063570	F1R3S0
7955.ENSDARP00000044370	F1R3W3
7955.ENSDARP00000025618	F1R4M4
7955.ENSDARP00000065466	F1R815
7955.ENSDARP00000084049	F1R880
7955.ENSDARP00000122860	F1R897
7955.ENSDARP00000099646	F1R8G0
7955.ENSDARP00000113644	F1R9F6
7955.ENSDARP00000088129	F1RA77
7955.ENSDARP00000101152	F1RAR8
7955.ENSDARP00000081370	F6NHU3
7955.ENSDARP00000124362	F6NK53
7955.ENSDARP00000106959	H9GYI4
7955.ENSDARP00000109780	H9GYZ5
7955.ENSDARP00000109811	H9GYZ8
7955.ENSDARP00000120218	Q08C06
7955.ENSDARP00000109085	Q1L8F2
7955.ENSDARP00000120649	Q1LVL2
7955.ENSDARP00000120405	Q5SPQ3
7955.ENSDARP00000092027	Q6DH04
7955.ENSDARP00000050878	Q6DRQ0
7955.ENSDARP00000097593	A7MBX2
7955.ENSDARP00000067688	C8XT57
7955.ENSDARP00000120798	E9QBD5
7955.ENSDARP00000108665	E9QJ83
7955.ENSDARP00000119019	E9QBV9
7955.ENSDARP00000113639	E9QEC4
7955.ENSDARP00000092078	E9QFK9
7955.ENSDARP00000085242	E9QJ94
7955.ENSDARP00000122994	E9QJL5
7955.ENSDARP00000126008	M9MMF2
7955.ENSDARP00000062562	A0A0A0MPI4
7955.ENSDARP00000112094	A2ATX2
7955.ENSDARP00000121843	A5WUH4
7955.ENSDARP00000050911	B0R157
7955.ENSDARP00000118119	B0V0X3
7955.ENSDARP00000002531	B8A453
7955.ENSDARP00000094626	B8JKT0
7955.ENSDARP00000079159	B8JKT9
7955.ENSDARP00000125764	B8JKY5
7955.ENSDARP00000104161	B8JMC0
7955.ENSDARP00000067963	F6P8H4
7955.ENSDARP00000089007	H9GXP2
7955.ENSDARP00000108939	H9GYU1
7955.ENSDARP00000112072	H9GZD0
7955.ENSDARP00000059038	Q1L8A2
7955.ENSDARP00000052125	Q1LWM3
7955.ENSDARP00000002576	Q1LX41
7955.ENSDARP00000122823	Q1LYN7
7955.ENSDARP00000070472	Q5RGB9
7955.ENSDARP00000085412	A2RV12
7955.ENSDARP00000114324	E9QB88
7955.ENSDARP00000113979	E9QC20
7955.ENSDARP00000115734	E9QJH7
7955.ENSDARP00000119330	E9QJP9
7955.ENSDARP00000112180	E9QBE8
7955.ENSDARP00000121419	E9QBI8
7955.ENSDARP00000118411	E9QBN4
7955.ENSDARP00000121241	E9QC76
7955.ENSDARP00000067056	E9QCL7
7955.ENSDARP00000110688	E9QJH6
7955.ENSDARP00000015898	Q1RM93
7955.ENSDARP00000049009	Q4V9M4
7955.ENSDARP00000007305	Q9IAK5
7955.ENSDARP00000118528	A5PLI3
7955.ENSDARP00000097603	B1H1H3
7955.ENSDARP00000126515	B1NYI1
7955.ENSDARP00000060416	B1P0R9
7955.ENSDARP00000111479	B9VQK8
7955.ENSDARP00000002941	E9QB28
7955.ENSDARP00000040811	E9QBK4
7955.ENSDARP00000116858	E9QBQ3
7955.ENSDARP00000121294	E9QC59
7955.ENSDARP00000113408	E9QJN0
7955.ENSDARP00000102893	Q4KML1
7955.ENSDARP00000007227	Q5VSI3
7955.ENSDARP00000071703	Q7SXK9
7955.ENSDARP00000113763	A5PLA2
7955.ENSDARP00000103087	C3S171
7955.ENSDARP00000081504	E1B2R7
7955.ENSDARP00000125575	H0WFE3
7955.ENSDARP00000118068	Q1LXT1
7955.ENSDARP00000118603	A5PLF3
7955.ENSDARP00000078824	A5PLG8
7955.ENSDARP00000116320	H0WFE1
7955.ENSDARP00000108289	Q4KMK4
7955.ENSDARP00000067387	Q5TLD4
7955.ENSDARP00000021876	G5CIM9
7955.ENSDARP00000125123	H0WET3
7955.ENSDARP00000125471	H0WF40
7955.ENSDARP00000125615	H0WFI2
7955.ENSDARP00000061534	E9QDN5
7955.ENSDARP00000112796	E9QEP0
7955.ENSDARP00000093650	E9QHW8
7955.ENSDARP00000073611	E9QIJ9
7955.ENSDARP00000117094	E9QIL1
7955.ENSDARP00000117064	E9QIM1
7955.ENSDARP00000114525	E9QIS2
7955.ENSDARP00000115920	E9QIX1
7955.ENSDARP00000096190	F1CLF4
7955.ENSDARP00000036656	F1QBT0
7955.ENSDARP00000056685	F1QJH2
7955.ENSDARP00000053857	F1QJP5
7955.ENSDARP00000106779	F1QKP1
7955.ENSDARP00000106769	F1QKP8
7955.ENSDARP00000091084	F1QYB3
7955.ENSDARP00000116170	F1R4T8
7955.ENSDARP00000058671	F1R4U5
7955.ENSDARP00000121660	F1R570
7955.ENSDARP00000037582	F1R5C2
7955.ENSDARP00000087318	F1RBT8
7955.ENSDARP00000040189	Q7SY44
7955.ENSDARP00000064585	Q7SZD0
7955.ENSDARP00000052916	Q7T2P3
7955.ENSDARP00000026201	Q7ZUH9
7955.ENSDARP00000107622	Q7ZUV9
7955.ENSDARP00000005578	U3JAR1
7955.ENSDARP00000105443	E9QEG1
7955.ENSDARP00000116781	E9QFH6
7955.ENSDARP00000039821	E9QFI7
7955.ENSDARP00000117059	E9QG64
7955.ENSDARP00000112496	E9QG86
7955.ENSDARP00000113235	E9QGJ2
7955.ENSDARP00000118643	E9QI91
7955.ENSDARP00000096190	F1CLF3
7955.ENSDARP00000092248	F1Q758
7955.ENSDARP00000012342	F1QDA2
7955.ENSDARP00000102776	F1QDK0
7955.ENSDARP00000077137	F1QKC3
7955.ENSDARP00000102304	F1QKG1
7955.ENSDARP00000106401	F1QR95
7955.ENSDARP00000110858	F1QRG5
7955.ENSDARP00000029445	F1R9W2
7955.ENSDARP00000090196	F1RBB1
7955.ENSDARP00000038939	Q7SZX0
7955.ENSDARP00000018263	Q7ZUD5
7955.ENSDARP00000103592	Q9DDS6
7955.ENSDARP00000041299	U3PYP4
7955.ENSDARP00000019097	F1Q6Y0
7955.ENSDARP00000117925	F1QYM3
7955.ENSDARP00000025057	F1RBW7
7955.ENSDARP00000079958	U3JAA2
7955.ENSDARP00000023547	U3JAC2
7955.ENSDARP00000116332	A8E5L8
7955.ENSDARP00000068056	A8KC03
7955.ENSDARP00000032399	A8KC39
7955.ENSDARP00000043495	A8WG15
7955.ENSDARP00000105057	A8WG68
7955.ENSDARP00000107861	B8JI52
7955.ENSDARP00000023459	B8JJ18
7955.ENSDARP00000099263	B8JLK6
7955.ENSDARP00000126034	I3ISY4
7955.ENSDARP00000090242	I3ITN4
7955.ENSDARP00000122861	Q1LWG9
7955.ENSDARP00000094997	Q4V9J0
7955.ENSDARP00000045092	Q501U3
7955.ENSDARP00000111075	Q5D012
7955.ENSDARP00000092672	Q5XTN6
7955.ENSDARP00000114899	A2BHM5
7955.ENSDARP00000117105	A2CE45
7955.ENSDARP00000120231	A3QJX8
7955.ENSDARP00000118382	B0R1D6
7955.ENSDARP00000093898	B0S564
7955.ENSDARP00000092986	B8A5K2
7955.ENSDARP00000039099	B8JIZ4
7955.ENSDARP00000123355	B8JKT4
7955.ENSDARP00000117598	F6NSP9
7955.ENSDARP00000086347	F6NZA7
7955.ENSDARP00000124125	F6PA41
7955.ENSDARP00000006732	H0WF78
7955.ENSDARP00000067187	H0WFH1
7955.ENSDARP00000033311	Q5RGT5
7955.ENSDARP00000063916	Q5TYM8
7955.ENSDARP00000069039	E9QCV4
7955.ENSDARP00000030904	E9QFP0
7955.ENSDARP00000074585	F1QDD9
7955.ENSDARP00000110389	F1QTB2
7955.ENSDARP00000069028	U3JB32
7955.ENSDARP00000114052	E9QEC6
7955.ENSDARP00000122689	E9QG53
7955.ENSDARP00000120382	E9QGL0
7955.ENSDARP00000072478	E9QGL2
7955.ENSDARP00000116209	E9QGP2
7955.ENSDARP00000102371	E9QHQ3
7955.ENSDARP00000125148	F1Q6G9
7955.ENSDARP00000051615	F1Q6R8
7955.ENSDARP00000031379	F1QD33
7955.ENSDARP00000109387	F1QDG0
7955.ENSDARP00000058247	F1QDY9
7955.ENSDARP00000123234	F1QJX9
7955.ENSDARP00000074143	F1QRC3
7955.ENSDARP00000073316	F1QS98
7955.ENSDARP00000021982	F1QVJ0
7955.ENSDARP00000102083	F1QXQ8
7955.ENSDARP00000114167	F1QYG9
7955.ENSDARP00000086168	F1R4U7
7955.ENSDARP00000060521	F1R519
7955.ENSDARP00000010295	F1R523
7955.ENSDARP00000124288	F1R5G7
7955.ENSDARP00000117474	F1RBD7
7955.ENSDARP00000111182	F1RDG2
7955.ENSDARP00000107180	Q7SYJ0
7955.ENSDARP00000105555	Q7ZUH2
7955.ENSDARP00000089375	A3KQJ0
7955.ENSDARP00000094034	A7MCL4
7955.ENSDARP00000097800	A8KAY8
7955.ENSDARP00000122226	B0S7W8
7955.ENSDARP00000042780	E3NZJ2
7955.ENSDARP00000125338	H0WEJ3
7955.ENSDARP00000089791	Q1LVM2
7955.ENSDARP00000070200	Q4V8Q6
7955.ENSDARP00000075079	Q4V8S0
7955.ENSDARP00000069334	Q4V8T5
7955.ENSDARP00000095128	Q4V9D7
7955.ENSDARP00000059499	Q4VDB2
7955.ENSDARP00000106374	Q50J55
7955.ENSDARP00000108386	Q7ZW69
7955.ENSDARP00000092698	A7MC01
7955.ENSDARP00000108280	A8E570
7955.ENSDARP00000102992	A8KB20
7955.ENSDARP00000100761	A8KBM1
7955.ENSDARP00000118104	A8KBY1
7955.ENSDARP00000086238	A8WGS9
7955.ENSDARP00000109005	B0CM03
7955.ENSDARP00000006917	E9QFC0
7955.ENSDARP00000114442	E9QFE2
7955.ENSDARP00000115254	E9QFG9
7955.ENSDARP00000084036	E9QGE2
7955.ENSDARP00000003894	E9QHS7
7955.ENSDARP00000120363	F1D694
7955.ENSDARP00000064595	F1QSL4
7955.ENSDARP00000004577	F1RDY7
7955.ENSDARP00000064719	I3IS09
7955.ENSDARP00000055565	Q7SY02
7955.ENSDARP00000061785	Q7SY12
7955.ENSDARP00000023984	Q7SZE9
7955.ENSDARP00000037789	Q7ZUK3
7955.ENSDARP00000016280	F1QAL1
7955.ENSDARP00000106594	F1QD37
7955.ENSDARP00000111293	F1QJV5
7955.ENSDARP00000111243	F1QJZ8
7955.ENSDARP00000018867	F1QK76
7955.ENSDARP00000088434	F1QR50
7955.ENSDARP00000113688	F1QRZ0
7955.ENSDARP00000073782	F1QS67
