224308.Bsubs1_010100014651	O05413
224308.Bsubs1_010100005491	A0A0D1L7Z6
224308.Bsubs1_010100019791	A0A0C3GKR4
224308.Bsubs1_010100021746	A0A0D1JCJ6
224308.Bsubs1_010100003558	A0A0D1JDZ8
224308.Bsubs1_010100008761	A0A0D1JJB6
224308.Bsubs1_010100020696	A0A0D1KSN7
224308.Bsubs1_010100007251	A0A0D1L1N2
224308.Bsubs1_010100016831	A0A0D1L5D5
224308.Bsubs1_010100015936	A0A0C3FSL4
224308.Bsubs1_010100009846	A0A0C3GPE8
224308.Bsubs1_010100017921	A0A0C3LY50
224308.Bsubs1_010100006086	A0A0D1IRQ6
224308.Bsubs1_010100019416	A0A0D1J0X2
224308.Bsubs1_010100013046	A0A0D1JGC1
224308.Bsubs1_010100013151	A0A0D1JGE3
224308.Bsubs1_010100005351	A0A0D1JH87
224308.Bsubs1_010100009001	A0A0D1JJE2
224308.Bsubs1_010100020096	A0A0D1KCC0
224308.Bsubs1_010100017526	A0A0D1KGX8
224308.Bsubs1_010100018356	A0A0D1KHM3
224308.Bsubs1_010100020161	A0A0D1KIX7
224308.Bsubs1_010100014846	A0A0D1KWC8
224308.Bsubs1_010100013321	A0A0D1KZQ2
224308.Bsubs1_010100005043	A0A0D1L066
224308.Bsubs1_010100009866	A0A086WWY0
224308.Bsubs1_010100004473	A0A0A0TNZ7
224308.Bsubs1_010100020361	A0A0A1ML60
224308.Bsubs1_010100021676	A0A0A1MLW0
224308.Bsubs1_010100018636	D7R6G8
224308.Bsubs1_010100015891	A0A086X4M9
224308.Bsubs1_010100021091	C5I945
224308.Bsubs1_010100017391	A0A0A1M1Z0
224308.Bsubs1_010100012356	A0A063XBX1
224308.Bsubs1_010100015111	A0A0A1M0K7
224308.Bsubs1_010100008846	A0A0A1MCU0
224308.Bsubs1_010100019091	A0A063XD91
224308.Bsubs1_010100004418	A0A063XIC9
224308.Bsubs1_010100001578	A0A085C2L5
224308.Bsubs1_010100015376	A0A085C8J3
224308.Bsubs1_010100007036	A0A085CAM8
224308.Bsubs1_010100005376	A0A0A0YBE0
224308.Bsubs1_010100014066	A0A0A1MFQ2
224308.Bsubs1_010100012051	A0A0A1MGA6
224308.Bsubs1_010100004508	A0A085C227
224308.Bsubs1_010100010491	A0A085C6G0
224308.Bsubs1_010100010946	A0A085C6P1
224308.Bsubs1_010100009621	A0A085CCI5
224308.Bsubs1_010100021756	A0A0A0YJY3
224308.Bsubs1_010100001168	A0A0A1LSK5
224308.Bsubs1_010100013511	A0A0A1M5Z9
224308.Bsubs1_010100016221	A0A0A1M7I5
224308.Bsubs1_010100001808	A0A0A1M8H2
224308.Bsubs1_010100004758	A0A063XI69
224308.Bsubs1_010100004628	A0A063XIE5
224308.Bsubs1_010100001403	A0A085C2I4
224308.Bsubs1_010100013666	A0A085C7M2
224308.Bsubs1_010100008361	A0A085CBC3
224308.Bsubs1_010100001043	A0A0A1LYY0
224308.Bsubs1_010100006456	A0A0C3FL43
224308.Bsubs1_010100007486	A0A0C3H3Q5
224308.Bsubs1_010100017826	A0A0C3LDE9
224308.Bsubs1_010100002268	A0A0D1INK8
224308.Bsubs1_010100006876	A0A0D1IS59
224308.Bsubs1_010100007786	A0A0D1ISP5
224308.Bsubs1_010100016176	A0A0D1JLH9
224308.Bsubs1_010100019536	A0A0D1KC18
224308.Bsubs1_010100020466	A0A0D1KCH4
224308.Bsubs1_010100003993	A0A0D1KNK5
224308.Bsubs1_010100003708	A0A0D1KNR9
224308.Bsubs1_010100019401	A0A0D1KRP9
224308.Bsubs1_010100004728	A0A0D1KVV0
224308.Bsubs1_010100007311	A0A0D1L1Q0
224308.Bsubs1_010100012686	A0A0D1L6N9
224308.Bsubs1_010100013211	A0A0D1L763
224308.Bsubs1_010100005796	A0A0D1L864
224308.Bsubs1_010100007196	A0A0D1L8V1
224308.Bsubs1_010100002143	A0A0A1M977
224308.Bsubs1_010100015531	A0A0A0TT66
224308.Bsubs1_010100018386	A0A063XCK4
224308.Bsubs1_010100015801	A0A063XE61
224308.Bsubs1_010100008616	A0A063XI40
224308.Bsubs1_010100002838	A0A0A1LTJ3
224308.Bsubs1_010100001253	A0A0A1MA89
224308.Bsubs1_010100021656	A0A0A1MK58
224308.Bsubs1_010100013126	A0A063X7K6
224308.Bsubs1_010100019346	A0A063XBG1
224308.Bsubs1_010100007116	A0A063XBK9
224308.Bsubs1_010100004058	A0A063XI98
224308.Bsubs1_010100015516	A0A063XIP8
224308.Bsubs1_010100019006	A0A085C4K6
224308.Bsubs1_010100005471	A0A085C9T3
224308.Bsubs1_010100009806	A0A085CCL9
224308.Bsubs1_010100010331	A0A0A1LXV8
224308.Bsubs1_010100019391	A0A0A1M2Y5
224308.Bsubs1_010100021206	A0A0A1M3X4
224308.Bsubs1_010100013461	A0A0A1M5Z0
224308.Bsubs1_010100003458	A0A0A1MBE2
224308.Bsubs1_010100002148	A0A0A1LZL1
224308.Bsubs1_010100017026	A0A0C3G3Y1
224308.Bsubs1_010100000465	A0A0C3G6P4
224308.Bsubs1_010100012576	A0A0C3K6E2
224308.Bsubs1_010100017406	A0A0C3KWH0
224308.Bsubs1_010100004498	A0A0D1IMJ6
224308.Bsubs1_010100012771	A0A0D1IQ29
224308.Bsubs1_010100008511	A0A0D1IT71
224308.Bsubs1_010100009986	A0A0D1IU25
224308.Bsubs1_010100013401	A0A0D1JGI7
224308.Bsubs1_010100019451	A0A0D1KC02
224308.Bsubs1_010100018586	A0A0D1KHS0
224308.Bsubs1_010100003268	A0A0D1KNZ8
224308.Bsubs1_010100001238	A0A0D1KQ73
224308.Bsubs1_010100017866	A0A0D1KQY2
224308.Bsubs1_010100018351	A0A0D1KR76
224308.Bsubs1_010100012971	A0A0D1KRG8
224308.Bsubs1_010100015946	A0A0D1KX78
224308.Bsubs1_010100013751	A0A0D1L7E8
224308.Bsubs1_010100015031	A0A0D1LB45
224308.Bsubs1_010100013811	A0A0A1M651
224308.Bsubs1_010100002028	B5AZX3
224308.Bsubs1_010100019126	A0A085C4N0
224308.Bsubs1_010100020966	A0A0A1MJC1
224308.Bsubs1_010100021381	A0A085C5V1
224308.Bsubs1_010100017986	A0A0A1MHM1
224308.Bsubs1_010100009156	A0A086X206
224308.Bsubs1_010100019691	A0A086X0F4
224308.Bsubs1_010100009231	A0A0C3FUC4
224308.Bsubs1_010100000155	A0A0C3L2Q4
224308.Bsubs1_010100017086	A0A0D1I8P0
224308.Bsubs1_010100010026	A0A0D1IU36
224308.Bsubs1_010100014756	A0A0D1IUG9
224308.Bsubs1_010100018836	A0A0D1J0G5
224308.Bsubs1_010100002828	A0A0D1JEC3
224308.Bsubs1_010100012916	A0A0D1JG94
224308.Bsubs1_010100006486	A0A0D1JHW3
224308.Bsubs1_010100020926	A0A0D1KJC4
224308.Bsubs1_010100002153	A0A0D1KPM4
224308.Bsubs1_010100012051	A0A0D1KQR7
224308.Bsubs1_010100012896	A0A0D1KRF0
224308.Bsubs1_010100002758	A0A0D1KSE9
224308.Bsubs1_010100000310	A0A0D1KVH7
224308.Bsubs1_010100004093	A0A0D1KW66
224308.Bsubs1_010100021256	A0A0D1L2Z9
224308.Bsubs1_010100009856	A0A0D1L377
224308.Bsubs1_010100006076	A0A0D1L8B7
224308.Bsubs1_010100007236	A0A0A1M2H6
224308.Bsubs1_010100017506	A0A063XAS4
224308.Bsubs1_010100006586	A0A063XAV6
224308.Bsubs1_010100009326	A0A063XFG7
224308.Bsubs1_010100015581	A0A063XGI1
224308.Bsubs1_010100010531	A0A085C6G8
224308.Bsubs1_010100002983	A0A0A1LTL7
224308.Bsubs1_010100013541	A0A0A1MEY9
224308.Bsubs1_010100016826	A0A0A1MJ06
224308.Bsubs1_010100002103	A0A085C2U9
224308.Bsubs1_010100004898	A0A0A1MA85
224308.Bsubs1_010100000988	A0A0A1M8I3
224308.Bsubs1_010100017881	A0A0A1MHK1
224308.Bsubs1_010100018661	A0A0A1MK59
224308.Bsubs1_010100008421	A0A0A0TQ18
224308.Bsubs1_010100019486	A0A0A1MIG8
224308.Bsubs1_010100019101	A0A063X849
224308.Bsubs1_010100000525	A0A0A0TQW6
224308.Bsubs1_010100013306	A0A063X6X3
224308.Bsubs1_010100014751	A0A063XGV1
224308.Bsubs1_010100018331	A0A085C473
224308.Bsubs1_010100017966	A0A0A0YJC5
224308.Bsubs1_010100007421	A0A0A1M2K6
224308.Bsubs1_010100009456	U5U6Q4
224308.Bsubs1_010100017026	A0A085C3H4
224308.Bsubs1_010100014256	A0A085C7X8
224308.Bsubs1_010100014941	A0A085C8B2
224308.Bsubs1_010100008691	A0A085CBI4
224308.Bsubs1_010100009931	A0A085CCP2
224308.Bsubs1_010100009781	A0A0A1LXN6
224308.Bsubs1_010100016926	A0A0A1M1J2
224308.Bsubs1_010100014156	A0A0A1M6A5
224308.Bsubs1_010100018161	A0A0A1M8R0
224308.Bsubs1_010100005301	A0A0A1MCG3
224308.Bsubs1_010100014226	A0A0A1MHH6
224308.Bsubs1_010100018031	A0A0A1MI12
224308.Bsubs1_010100018716	A0A0A1MID0
224308.Bsubs1_010100016631	A0A086X489
224308.Bsubs1_010100021321	A0A0A1MJY7
224308.Bsubs1_010100015806	A0A063XFC7
224308.Bsubs1_010100002198	A0A085C2W7
224308.Bsubs1_010100002423	A0A085C305
224308.Bsubs1_010100004393	A0A0A1M0U6
224308.Bsubs1_010100010146	A0A0D1L3E0
224308.Bsubs1_010100021816	A0A0D1L3E2
224308.Bsubs1_010100000280	A0A0D1L3J8
224308.Bsubs1_010100004603	A0A0D1L3V5
224308.Bsubs1_010100013796	A0A0D1L7G1
224308.Bsubs1_010100019736	A0A0C3LNJ3
224308.Bsubs1_010100018541	A0A0D1I9V2
224308.Bsubs1_010100012361	A0A0D1IPU5
224308.Bsubs1_010100008326	A0A0D1IT21
224308.Bsubs1_010100009196	A0A0D1ITL6
224308.Bsubs1_010100019616	A0A0D1J126
224308.Bsubs1_010100001498	A0A0D1JF06
224308.Bsubs1_010100018556	A0A0D1KHR4
224308.Bsubs1_010100019461	A0A0D1KIC8
224308.Bsubs1_010100001753	A0A0D1KPW4
224308.Bsubs1_010100001368	A0A0D1KQ46
224308.Bsubs1_010100005791	A0A0D1KSY8
224308.Bsubs1_010100005886	A0A0D1KT04
224308.Bsubs1_010100009031	A0A0D1L9W8
224308.Bsubs1_010100015296	A0A0D1LB89
224308.Bsubs1_010100011261	A0A063XA39
224308.Bsubs1_010100014736	A0A063XJ27
224308.Bsubs1_010100002568	A0A080U5X1
224308.Bsubs1_010100009856	A0A0A1LXP7
224308.Bsubs1_010100012606	A0A0A1M5K1
224308.Bsubs1_010100010601	A0A063XG53
224308.Bsubs1_010100005426	A0A063XIK4
224308.Bsubs1_010100014266	A0A085C7Y0
224308.Bsubs1_010100015616	A0A085C8U7
224308.Bsubs1_010100009966	A0A085CCP9
224308.Bsubs1_010100002323	A0A0A0YBE6
224308.Bsubs1_010100014401	A0A0A1M039
224308.Bsubs1_010100001138	A0A0A1M827
224308.Bsubs1_010100018871	A0A0A1M930
224308.Bsubs1_010100020701	A0A0A1MA53
224308.Bsubs1_010100007656	A0A0A1MBQ1
224308.Bsubs1_010100010386	R9WPT3
224308.Bsubs1_010100019131	Q93RI3
224308.Bsubs1_010100013691	A0A063X9A0
224308.Bsubs1_010100000175	A0A063XBW9
224308.Bsubs1_010100002538	A0A0C3JQE6
224308.Bsubs1_010100021306	A0A0D1L308
224308.Bsubs1_010100015066	A0A0D1L3Z4
224308.Bsubs1_010100012051	A0A0D1L6C6
224308.Bsubs1_010100012661	A0A0D1L6N5
224308.Bsubs1_010100021011	A0A080U950
224308.Bsubs1_010100017281	A0A0C3ERX8
224308.Bsubs1_010100007951	A0A0C3K274
224308.Bsubs1_010100020626	A0A0C3K7E2
224308.Bsubs1_010100003963	A0A0D1IMS7
224308.Bsubs1_010100006731	A0A0D1IS41
224308.Bsubs1_010100008626	A0A0D1ITA3
224308.Bsubs1_010100009276	A0A0D1ITP1
224308.Bsubs1_010100008281	A0A0D1JIY8
224308.Bsubs1_010100016291	A0A0D1JLK5
224308.Bsubs1_010100018416	A0A0D1KBJ2
224308.Bsubs1_010100019446	A0A0D1KIC4
224308.Bsubs1_010100019731	A0A0D1KII2
224308.Bsubs1_010100004713	A0A0D1KN76
224308.Bsubs1_010100020951	A0A0D1KSU8
224308.Bsubs1_010100003133	A0A0D1KWW3
224308.Bsubs1_010100002008	A0A0D1KXL3
224308.Bsubs1_010100012851	A0A0D1L6U4
224308.Bsubs1_010100015246	A0A085C8G7
224308.Bsubs1_010100008141	A0A085CB80
224308.Bsubs1_010100009741	A0A085CCK8
224308.Bsubs1_010100017026	A0A0A1MHD5
224308.Bsubs1_010100000785	A0A063X915
224308.Bsubs1_010100010796	A0A085C6L7
224308.Bsubs1_010100014101	A0A085C7V2
224308.Bsubs1_010100016776	A0A085C9G7
224308.Bsubs1_010100009981	A0A085CCQ1
224308.Bsubs1_010100001118	A0A0A1LSJ2
224308.Bsubs1_010100003933	A0A0A1LU47
224308.Bsubs1_010100016746	A0A0A1M1E8
224308.Bsubs1_010100017626	A0A0A1M215
224308.Bsubs1_010100021956	A0A0A1MKC3
224308.Bsubs1_010100022131	A0A0A1MKG2
224308.Bsubs1_010100000585	M4PMY8
224308.Bsubs1_010100008481	A0A0A0TWN4
224308.Bsubs1_010100006356	A0A0A0TNU3
224308.Bsubs1_010100006341	A0A063XBV4
224308.Bsubs1_010100001078	A0A085C2C3
224308.Bsubs1_010100013816	A0A063XB59
224308.Bsubs1_010100004158	A0A085C1W4
224308.Bsubs1_010100015241	A0A0A1MG02
224308.Bsubs1_010100016741	A0A0A1MGS0
224308.Bsubs1_010100012651	A0A0C3G6K9
224308.Bsubs1_010100020511	A0A0D1IB96
224308.Bsubs1_010100002053	A0A0D1JEQ9
224308.Bsubs1_010100001198	A0A0D1JF74
224308.Bsubs1_010100017091	A0A0D1KAQ0
224308.Bsubs1_010100017941	A0A0D1KBC6
224308.Bsubs1_010100019941	A0A0D1KIP9
224308.Bsubs1_010100018531	A0A0D1KRA1
224308.Bsubs1_010100018671	A0A0D1KRC1
224308.Bsubs1_010100008981	A0A0D1KV70
224308.Bsubs1_010100009526	A0A0D1KVG1
224308.Bsubs1_010100003643	A0A0D1KWK1
224308.Bsubs1_010100002448	A0A0D1KXB2
224308.Bsubs1_010100012056	A0A0D1KYT1
224308.Bsubs1_010100012141	A0A0D1KYU6
224308.Bsubs1_010100012831	A0A0D1KZA8
224308.Bsubs1_010100005386	A0A0D1L0G5
224308.Bsubs1_010100003853	A0A0D1L495
224308.Bsubs1_010100015351	A0A0D1L4A8
224308.Bsubs1_010100002693	A0A0D1L4X2
224308.Bsubs1_010100010451	A0A063XCC9
224308.Bsubs1_010100006726	A0A085CAH2
224308.Bsubs1_010100008206	A0A085CB92
224308.Bsubs1_010100001303	A0A0A1MAA3
224308.Bsubs1_010100021481	A0A0A1MAH6
224308.Bsubs1_010100009226	A0A0A1MD12
224308.Bsubs1_010100018741	A0A0A1MID4
224308.Bsubs1_010100013301	A0A063X8L5
224308.Bsubs1_010100013471	A0A063XBB8
224308.Bsubs1_010100013036	A0A063XCX5
224308.Bsubs1_010100016431	A0A0A1M7L6
224308.Bsubs1_010100016426	A0A0A1MH03
224308.Bsubs1_010100017361	A0A0A1MH87
224308.Bsubs1_010100009191	A0A0A0TRL9
224308.Bsubs1_010100008401	A0A0D1L2G2
224308.Bsubs1_010100017286	A0A0C3EPR9
224308.Bsubs1_010100019646	A0A0C3JZD4
224308.Bsubs1_010100017911	A0A0D1IZX9
224308.Bsubs1_010100019016	A0A0D1J0K6
224308.Bsubs1_010100007526	A0A0D1JIE4
224308.Bsubs1_010100016246	A0A0D1JLJ7
224308.Bsubs1_010100016896	A0A0D1KAJ7
224308.Bsubs1_010100021191	A0A0D1KMB2
224308.Bsubs1_010100000460	A0A0D1KN10
224308.Bsubs1_010100017836	A0A0D1KQX4
224308.Bsubs1_010100013691	A0A0D1KS14
224308.Bsubs1_010100009051	A0A0D1KV84
224308.Bsubs1_010100000040	A0A0D1KVD5
224308.Bsubs1_010100004043	A0A0D1KW74
224308.Bsubs1_010100002073	A0A0D1KXK2
224308.Bsubs1_010100010806	A0A0D1KYN1
224308.Bsubs1_010100006281	A0A0D1L8G4
224308.Bsubs1_010100006916	A0A0D1L8Q4
224308.Bsubs1_010100010016	A0A0D1LAF9
224308.Bsubs1_010100013076	A0A063X7U6
224308.Bsubs1_010100015586	A0A063XEW6
224308.Bsubs1_010100002658	A0A063XG97
224308.Bsubs1_010100006621	A0A085CAF3
224308.Bsubs1_010100020121	A0A0A1M3E8
224308.Bsubs1_010100011166	A0A063X518
224308.Bsubs1_010100013116	A0A063X9U2
224308.Bsubs1_010100015546	A0A063XIP7
224308.Bsubs1_010100000500	A0A085C1B1
224308.Bsubs1_010100000903	A0A085C291
224308.Bsubs1_010100002968	A0A085C377
224308.Bsubs1_010100018171	A0A085C442
224308.Bsubs1_010100012301	A0A085C6W4
224308.Bsubs1_010100014456	A0A085C816
224308.Bsubs1_010100008706	A0A085CBI7
224308.Bsubs1_010100009596	A0A085CCI0
224308.Bsubs1_010100006856	A0A0A0YD91
224308.Bsubs1_010100003453	A0A0A1LTT9
224308.Bsubs1_010100001993	A0A0A1M957
224308.Bsubs1_010100002178	A0A085C2W3
224308.Bsubs1_010100016896	A0A085C3E7
224308.Bsubs1_010100015916	A0A085C903
224308.Bsubs1_010100015781	A0A0A1MG88
224308.Bsubs1_010100017481	A0A0C3FYG0
224308.Bsubs1_010100013226	A0A0D1JGG6
224308.Bsubs1_010100018951	A0A0D1KBQ3
224308.Bsubs1_010100019046	A0A0D1KBR1
224308.Bsubs1_010100017951	A0A0D1KHA1
224308.Bsubs1_010100018751	A0A0D1KHV7
224308.Bsubs1_010100003198	A0A0D1KP12
224308.Bsubs1_010100013866	A0A0D1KS53
224308.Bsubs1_010100021091	A0A0D1KUG8
224308.Bsubs1_010100004503	A0A0D1KVZ0
224308.Bsubs1_010100001388	A0A0D1L5N0
224308.Bsubs1_010100007066	A0A0D1L8S7
224308.Bsubs1_010100007721	A0A0D1L956
224308.Bsubs1_010100007431	A0A0C3FXW0
224308.Bsubs1_010100007866	A0A0D1ISR2
224308.Bsubs1_010100017361	A0A0D1IZB5
224308.Bsubs1_010100017661	A0A0D1IZP9
224308.Bsubs1_010100017756	A0A0D1IZU3
224308.Bsubs1_010100019976	A0A0D1J1D0
224308.Bsubs1_010100014436	A0A0D1JK88
224308.Bsubs1_010100018421	A0A0D1KR84
224308.Bsubs1_010100018476	A0A0D1KR92
224308.Bsubs1_010100006811	A0A0D1KTL6
224308.Bsubs1_010100021526	A0A0A1MK28
224308.Bsubs1_010100012496	A0A0A0TQT9
224308.Bsubs1_010100020481	A0A0A1MJ47
224308.Bsubs1_010100018366	A0A085C480
224308.Bsubs1_010100018851	A0A085C4H5
224308.Bsubs1_010100008666	A0A086X2A0
224308.Bsubs1_010100015286	A0A086X4Z3
224308.Bsubs1_010100006121	A0A063XGV5
224308.Bsubs1_010100018526	A0A085C4B1
224308.Bsubs1_010100014166	A0A085C7W2
224308.Bsubs1_010100009871	A0A0A0YHX9
224308.Bsubs1_010100018156	A0A0A1MI32
224308.Bsubs1_010100012776	A0A063X9R7
224308.Bsubs1_010100007001	A0A063XAL3
224308.Bsubs1_010100012526	A0A063XFH3
224308.Bsubs1_010100015526	A0A063XGI8
224308.Bsubs1_010100016961	A0A085C3G0
224308.Bsubs1_010100010351	A0A085C6D7
224308.Bsubs1_010100013331	A0A085C7F6
224308.Bsubs1_010100000755	A0A0A0YCU8
224308.Bsubs1_010100008941	A0A0A1LX13
224308.Bsubs1_010100018856	A0A0A1M2L8
224308.Bsubs1_010100000450	A0A0A1M9V2
224308.Bsubs1_010100001628	A0A0A1MAG4
224308.Bsubs1_010100006006	A0A0A1MCS8
224308.Bsubs1_010100000938	A0A0A1M7Y2
224308.Bsubs1_010100010291	A0A0D1L5Z7
224308.Bsubs1_010100010821	A0A0D1L686
224308.Bsubs1_010100013861	A0A0C3K214
224308.Bsubs1_010100016191	A0A0C3K4D3
224308.Bsubs1_010100016491	A0A0C3LFD2
224308.Bsubs1_010100016381	A0A0D1IVN3
224308.Bsubs1_010100020291	A0A0D1J1M8
224308.Bsubs1_010100005811	A0A0D1JHJ1
224308.Bsubs1_010100019266	A0A0D1KI74
224308.Bsubs1_010100019236	A0A0D1KRL0
224308.Bsubs1_010100008791	A0A0D1KV42
224308.Bsubs1_010100002358	A0A0D1KXD5
224308.Bsubs1_010100002168	A0A0D1KXI0
224308.Bsubs1_010100013606	A0A0D1KZU4
224308.Bsubs1_010100002793	A0A0D1L085
224308.Bsubs1_010100007956	A0A0D1L224
224308.Bsubs1_010100016731	A0A0D1LC30
224308.Bsubs1_010100015421	A0A0A0TUB9
224308.Bsubs1_010100008056	A0A0A0TXV4
224308.Bsubs1_010100021101	A0A0A1MJE4
224308.Bsubs1_010100017916	A0A063XD43
224308.Bsubs1_010100020706	A0A0A1MJ79
224308.Bsubs1_010100009636	A0A085CCI7
224308.Bsubs1_010100019431	A0A0A1M9F9
224308.Bsubs1_010100012126	A0A063X705
224308.Bsubs1_010100012246	A0A063X8S6
224308.Bsubs1_010100017711	A0A063XCG2
224308.Bsubs1_010100017431	A0A063XGB6
224308.Bsubs1_010100017716	A0A085C3V8
224308.Bsubs1_010100020396	A0A085C5C0
224308.Bsubs1_010100012676	A0A085C733
224308.Bsubs1_010100000030	A0A0A1LS24
224308.Bsubs1_010100012591	A0A0A1LZ61
224308.Bsubs1_010100007161	A0A0A1MBV6
224308.Bsubs1_010100011061	A0A0A1MFQ5
224308.Bsubs1_010100010941	A0A0A1MDH1
224308.Bsubs1_010100015701	A0A0A1MG76
224308.Bsubs1_010100014871	A0A0C3G9E7
224308.Bsubs1_010100013611	A0A0C3GGT9
224308.Bsubs1_010100016366	A0A0C3JQ39
224308.Bsubs1_010100007166	A0A0C3JZ21
224308.Bsubs1_010100019411	A0A0D1IAC4
224308.Bsubs1_010100004548	A0A0D1IMI4
224308.Bsubs1_010100004908	A0A0D1IQY3
224308.Bsubs1_010100010281	A0A0D1JFE8
224308.Bsubs1_010100017666	A0A0D1KB47
224308.Bsubs1_010100003163	A0A0D1KP20
224308.Bsubs1_010100001773	A0A0D1KPV7
224308.Bsubs1_010100018036	A0A0D1KR23
224308.Bsubs1_010100006211	A0A0D1KT79
224308.Bsubs1_010100000385	A0A0D1KVI7
224308.Bsubs1_010100005406	A0A0D1L0H3
224308.Bsubs1_010100016071	A0A0D1L4V0
224308.Bsubs1_010100016536	A0A0D1L568
224308.Bsubs1_010100020071	A0A086X0M3
224308.Bsubs1_010100011861	A0A0A0TSZ6
224308.Bsubs1_010100001798	A0A0A1M904
224308.Bsubs1_010100017441	A0A0A1MHC9
224308.Bsubs1_010100021666	A0A0A1MJP5
224308.Bsubs1_010100000585	A0A097RGG5
224308.Bsubs1_010100009161	A0A0A0TQC2
224308.Bsubs1_010100010636	A0A063XAM0
224308.Bsubs1_010100006661	A0A063XE86
224308.Bsubs1_010100008241	A0A063XGC8
224308.Bsubs1_010100018221	A0A063XGD1
224308.Bsubs1_010100002233	A0A085C2X4
224308.Bsubs1_010100015681	A0A085C8V9
224308.Bsubs1_010100004933	A0A085C9J6
224308.Bsubs1_010100014486	A0A0A1M056
224308.Bsubs1_010100001928	A0A0A1M953
224308.Bsubs1_010100007636	A0A0A1MDT7
224308.Bsubs1_010100016401	A0A0A1MGZ7
224308.Bsubs1_010100006896	A0A063XCY0
224308.Bsubs1_010100001208	A0A085C2E8
224308.Bsubs1_010100010056	A0A085CCR5
224308.Bsubs1_010100012096	A0A0C3GK68
224308.Bsubs1_010100009551	A0A0C3GAQ6
224308.Bsubs1_010100007056	A0A0C3GYI5
224308.Bsubs1_010100005566	A0A0C3JLV5
224308.Bsubs1_010100013366	A0A0C3KJG2
224308.Bsubs1_010100020851	A0A0C3LRE9
224308.Bsubs1_010100020811	A0A0D1IBE8
224308.Bsubs1_010100003003	A0A0D1IN98
224308.Bsubs1_010100002318	A0A0D1INK1
224308.Bsubs1_010100014621	A0A0D1IUG2
224308.Bsubs1_010100013376	A0A0D1JGI5
224308.Bsubs1_010100008631	A0A0D1JJ86
224308.Bsubs1_010100016621	A0A0D1JLT6
224308.Bsubs1_010100018716	A0A0D1KBM4
224308.Bsubs1_010100018481	A0A0D1KHP4
224308.Bsubs1_010100019396	A0A0D1KI93
224308.Bsubs1_010100017141	A0A0D1KQ70
224308.Bsubs1_010100002903	A0A0D1KX09
224308.Bsubs1_010100001273	A0A0D1KY41
224308.Bsubs1_010100002743	A0A0D1L7R9
224308.Bsubs1_010100010386	F6LP56
224308.Bsubs1_010100000560	A0A063XB23
224308.Bsubs1_010100012806	A0A085C758
224308.Bsubs1_010100020386	A0A063XHP4
224308.Bsubs1_010100021406	A0A0A1MJJ6
224308.Bsubs1_010100021486	A0A0A1MJL0
224308.Bsubs1_010100021801	A0A0A1MJS8
224308.Bsubs1_010100020181	A0A063XD32
224308.Bsubs1_010100000770	A0A063XCH0
224308.Bsubs1_010100020251	A0A0A1MJ10
224308.Bsubs1_010100020301	A0A0A1MJ16
224308.Bsubs1_010100017371	A0A0A1MJH0
224308.Bsubs1_010100021291	A0A0A1MLN6
224308.Bsubs1_010100020451	A0A085C5D1
224308.Bsubs1_010100013651	A0A086X5H7
224308.Bsubs1_010100012061	A0A063XCV3
224308.Bsubs1_010100004663	A0A085C258
224308.Bsubs1_010100001868	A0A0A1LT42
224308.Bsubs1_010100004938	A0A0A1MAQ2
224308.Bsubs1_010100012006	A0A0A1MEK0
224308.Bsubs1_010100022151	A0A063XED3
224308.Bsubs1_010100020346	A0A085C5B0
224308.Bsubs1_010100016066	A0A0A0YMT1
224308.Bsubs1_010100016196	A0A063XE98
224308.Bsubs1_010100003153	A0A085C3A9
224308.Bsubs1_010100018461	A0A085C498
224308.Bsubs1_010100012576	A0A085C715
224308.Bsubs1_010100013771	A0A0A1LZQ8
224308.Bsubs1_010100003873	A0A0A1M0H0
224308.Bsubs1_010100005386	A0A0A1M1C5
224308.Bsubs1_010100016976	A0A0A1M1K7
224308.Bsubs1_010100019591	A0A0A1M335
224308.Bsubs1_010100020661	A0A0A1M3M9
224308.Bsubs1_010100017586	A0A0A1M8H9
224308.Bsubs1_010100020216	A0A0A1M9Y9
224308.Bsubs1_010100002268	A0A0A1MAV3
224308.Bsubs1_010100007541	A0A0A1MC40
224308.Bsubs1_010100013376	A0A0A1MH10
224308.Bsubs1_010100006021	A0A063XC05
224308.Bsubs1_010100009466	A0A0A1MCR1
224308.Bsubs1_010100016046	A0A0A1MGD2
224308.Bsubs1_010100014146	A0A085C7V9
224308.Bsubs1_010100009691	A0A0A1MF29
224308.Bsubs1_010100013146	A0A063XB22
224308.Bsubs1_010100015841	A0A0A1MIF7
224308.Bsubs1_010100019666	A0A063X897
224308.Bsubs1_010100014881	A0A0C3FMB4
224308.Bsubs1_010100013101	A0A0C3GRP6
224308.Bsubs1_010100012466	A0A0C3KQU7
224308.Bsubs1_010100004318	A0A0D1IMN0
224308.Bsubs1_010100003933	A0A0D1IMT1
224308.Bsubs1_010100016976	A0A0D1IZ06
224308.Bsubs1_010100018496	A0A0D1KR94
224308.Bsubs1_010100018846	A0A0D1KRE4
224308.Bsubs1_010100013026	A0A0D1KRI8
224308.Bsubs1_010100005008	A0A0D1KSD4
224308.Bsubs1_010100015171	A0A0D1KWN1
224308.Bsubs1_010100015676	A0A0D1KX39
224308.Bsubs1_010100016416	A0A0D1KXG6
224308.Bsubs1_010100009136	A0A0D1L2W4
224308.Bsubs1_010100003898	A0A0D1L485
