7165.AGAP004810-PA	Q93118
7165.AGAP013230-PA	F5HMX2
7165.AGAP001058-PA	Q7QDD6
7165.AGAP010653-PA	Q7QE48
7165.AGAP013336-PA	F5HKT8
7165.AGAP013304-PA	F5HL18
7165.AGAP013188-PA	F5HLF4
7165.AGAP011101-PA	Q7QHA4
7165.AGAP010380-PA	Q5TUF4
7165.AGAP000160-PA	Q5TV51
7165.AGAP011635-PA	Q7PYY1
7165.AGAP012207-PA	Q7Q020
7165.AGAP008385-PA	Q7Q4G3
7165.AGAP000266-PA	Q7QF23
7165.AGAP003732-PA	Q7QG17
7165.AGAP009551-PA	Q7QG84
7165.AGAP007213-PA	Q7QJ23
7165.AGAP007221-PA	A7URK9
7165.AGAP006846-PA	A7URY9
7165.AGAP009466-PA	A7USC7
7165.AGAP011331-PG	Q7PSP5
7165.AGAP001499-PB	Q7PXN8
7165.AGAP008323-PA	Q7Q4B5
7165.AGAP005386-PA	Q7Q7C4
7165.AGAP000781-PA	Q7QE81
7165.AGAP000506-PA	Q7QFI6
7165.AGAP011358-PA	Q7QHU5
7165.AGAP009473-PA	Q7PFN7
7165.AGAP003972-PA	Q7PML6
7165.AGAP011181-PA	Q7PSS4
7165.AGAP001027-PA	Q7PSV5
7165.AGAP008917-PA	Q7PWM2
7165.AGAP001201-PA	Q7PX41
7165.AGAP001625-PA	Q7PXW1
7165.AGAP001764-PA	Q7PY64
7165.AGAP001778-PA	Q7PY71
7165.AGAP009948-PA	Q7Q162
7165.AGAP009790-PA	Q7Q1H2
7165.AGAP004708-PA	Q7Q2L9
7165.AGAP005594-PA	Q7Q6Z4
7165.AGAP004996-PA	Q7Q7V9
7165.AGAP004861-PA	Q7Q961
7165.AGAP003651-PA	Q7QAK4
7165.AGAP003589-PA	Q7QAP8
7165.AGAP002432-PA	Q7QC37
7165.AGAP008683-PA	A0NE37
7165.AGAP010215-PA	A0NG40
7165.AGAP010286-PE	A0NG53
7165.AGAP009123-PA	A0NGA6
7165.AGAP012294-PA	A0NGL0
7165.AGAP011058-PA	Q5TX69
7165.AGAP012114-PA	Q7PKD9
7165.AGAP009321-PA	Q7PSE7
7165.AGAP008092-PA	Q7Q3X9
7165.AGAP002175-PA	Q7QK67
7165.AGAP009725-PA	A0NFT6
7165.AGAP011810-PA	A0NGL8
7165.AGAP003898-PA	A7UR46
7165.AGAP007224-PA	A7URK8
7165.AGAP011356-PA	A7US54
7165.AGAP010992-PA	A7US81
7165.AGAP011016-PA	A7US96
7165.AGAP007979-PA	A7UUR8
7165.AGAP011389-PA	A7UUU1
7165.AGAP009806-PA	A7UV18
7165.AGAP009708-PA	A7UV19
7165.AGAP002105-PA	A7UVL5
7165.AGAP001245-PA	A7UVQ8
7165.AGAP002350-PB	Q7PGE9
7165.AGAP001227-PA	Q7PX58
7165.AGAP007926-PA	Q7Q3K6
7165.AGAP000776-PA	Q7QE85
7165.AGAP006260-PA	A7UU65
7165.AGAP006480-PA	A7UUB0
7165.AGAP004777-PA	A7UUX5
7165.AGAP003398-PD	F5HK10
7165.AGAP009107-PA	Q7PW32
7165.AGAP001671-PA	Q7PXZ4
7165.AGAP001733-PA	Q7PY37
7165.AGAP012029-PA	Q7PZR0
7165.AGAP005903-PA	Q7Q6E1
7165.AGAP005564-PA	Q7Q711
7165.AGAP005227-PA	Q7Q9H9
7165.AGAP011350-PA	Q7QHT6
7165.AGAP006947-PA	Q7QIM1
7165.AGAP008060-PA	A0NF62
7165.AGAP007862-PA	A0NF94
7165.AGAP011430-PA	A0NFE0
7165.AGAP004730-PA	A0NFH9
7165.AGAP006597-PA	Q7PP69
7165.AGAP011284-PA	Q7PSR5
7165.AGAP009267-PA	Q7PVI5
7165.AGAP009258-PA	Q7PVJ5
7165.AGAP008974-PA	Q7PWG7
7165.AGAP009895-PA	Q7Q199
7165.AGAP007966-PA	Q7Q3N8
7165.AGAP004560-PA	Q7Q9W9
7165.AGAP004275-PA	Q7QAZ2
7165.AGAP004254-PA	Q7QB06
7165.AGAP002482-PA	Q7QC73
7165.AGAP002595-PA	Q7QCE6
7165.AGAP006776-PA	A0NBN6
7165.AGAP004714-PA	A0NFH6
7165.AGAP001192-PA	A0NH86
7165.AGAP005948-PA	A5A1J9
7165.AGAP010061-PA	Q7PME0
7165.AGAP010812-PA	Q7PMK4
7165.AGAP001638-PA	Q7PUL0
7165.AGAP012304-PA	Q7PV70
7165.AGAP001903-PA	Q7PYE7
7165.AGAP011814-PA	Q7PZA4
7165.AGAP006594-PA	Q7Q580
7165.AGAP006155-PA	Q7Q5X5
7165.AGAP006061-PA	Q7Q636
7165.AGAP004634-PA	Q7Q7Q8
7165.AGAP004858-PA	Q7Q959
7165.AGAP005120-PA	Q7Q9P6
7165.AGAP003542-PA	Q7QAT9
7165.AGAP002872-PA	Q7QCZ3
7165.AGAP011132-PA	Q7QHC9
7165.AGAP007010-PA	B5KPC2
7165.AGAP006438-PA	Q7PP19
7165.AGAP010517-PA	Q7Q8W6
7165.AGAP006348-PA	L7RSC9
7165.AGAP007041-PA	L7T2T9
7165.AGAP011185-PA	Q5TW11
7165.AGAP006834-PA	Q5TWH9
7165.AGAP011406-PA	Q7PJD4
7165.AGAP009172-PA	Q7PVV8
7165.AGAP002880-PA	Q7QCZ8
7165.AGAP006911-PA	Q9U451
7165.AGAP007032-PA	L7RG41
7165.AGAP005762-PA	L7RHA3
7165.AGAP010815-PA	L7RKT8
7165.AGAP001826-PA	L7RLC6
7165.AGAP007033-PA	L7T0H3
7165.AGAP007058-PA	L7T5L2
7165.AGAP001960-PA	Q7PYI8
7165.AGAP000896-PA	Q7Q4S1
7165.AGAP007032-PA	L7RGJ9
7165.AGAP007032-PA	L7RHL8
7165.AGAP006421-PA	L7RKH1
7165.AGAP007032-PA	L7RKT5
7165.AGAP002593-PA	L7RN11
7165.AGAP012352-PA	L7RQ45
7165.AGAP007033-PA	L7T238
7165.AGAP007041-PA	L7T368
7165.AGAP007041-PA	L7T6F7
7165.AGAP010673-PA	Q5TUK9
7165.AGAP009278-PA	Q7PVH2
7165.AGAP009800-PA	Q7Q1G3
7165.AGAP004171-PA	Q9GPL7
7165.AGAP005686-PA	A7UTT8
7165.AGAP003250-PA	C0L2P7
7165.AGAP007896-PA	A0NF88
7165.AGAP006906-PA	C6JXS0
7165.AGAP007693-PA	C6JYG6
7165.AGAP007713-PA	C6K1S3
7165.AGAP010389-PA	G1UK04
7165.AGAP001377-PA	C6JZ98
7165.AGAP013480-PA	F5HL67
7165.AGAP008946-PA	B2G1K2
7165.AGAP013265-PA	F5HJH7
7165.AGAP013423-PA	F5HM48
7165.AGAP001590-PA	F5HMK5
7165.AGAP006507-PA	Q7JMV4
7165.AGAP000697-PA	Q7PG80
7165.AGAP013028-PA	F5HJU7
7165.AGAP004261-PA	Q0QW07
7165.AGAP009352-PA	Q5TVH1
7165.AGAP012291-PA	Q7PKF0
7165.AGAP010273-PA	Q7PMF0
7165.AGAP004604-PA	Q7PPD8
7165.AGAP003211-PA	Q7PQS3
7165.AGAP003243-PA	Q7PQT5
7165.AGAP010208-PA	Q7Q0Q8
7165.AGAP002383-PA	Q7QC00
7165.AGAP009336-PA	Q7QGF3
7165.AGAP006803-PA	Q7QIE3
7165.AGAP003790-PD	F5HJB3
7165.AGAP013398-PA	F5HLA5
7165.AGAP012959-PA	F5HM96
7165.AGAP001372-PB	F5HMS8
7165.AGAP001087-PA	Q5TPU2
7165.AGAP012585-PA	Q5TQJ7
7165.AGAP002805-PA	Q5TU08
7165.AGAP002820-PA	Q5TU11
7165.AGAP000708-PA	Q5TUN1
7165.AGAP000918-PA	Q5TWB9
7165.AGAP006749-PA	Q5TWF6
7165.AGAP007603-PA	Q5TX23
7165.AGAP000269-PA	Q7QF25
7165.AGAP009525-PA	Q7QG64
7165.AGAP007108-PA	Q7QIW9
7165.AGAP002196-PA	Q7QK81
7165.AGAP008368-PA	B2FXY5
7165.AGAP001929-PA	B2G065
7165.AGAP007585-PA	A7UR92
7165.AGAP000082-PA	A7USJ6
7165.AGAP006585-PA	A0NEV7
7165.AGAP007719-PA	A7UR65
7165.AGAP007597-PA	A7UR87
7165.AGAP000021-PA	A7USE2
7165.AGAP000499-PA	A7USE5
7165.AGAP000453-PA	A7USE7
7165.AGAP006613-PB	A7UUG0
7165.AGAP002740-PA	F5HKN2
7165.AGAP003350-PB	F5HLR4
7165.AGAP001102-PA	Q7PWX7
7165.AGAP008739-PA	Q7Q891
7165.AGAP003229-PA	Q7QBC8
7165.AGAP010717-PA	Q7QE06
7165.AGAP007223-PA	A0NBD3
7165.AGAP010203-PA	A0NG38
7165.AGAP001683-PA	A0NGZ6
7165.AGAP000254-PA	F5HJN5
7165.AGAP004025-PA	Q7PMM7
7165.AGAP004403-PA	Q7PQ77
7165.AGAP009408-PA	Q7PSE9
7165.AGAP001681-PA	Q7PUV9
7165.AGAP011794-PA	Q7PZ90
7165.AGAP011830-PA	Q7PZB9
7165.AGAP011911-PA	Q7PZH4
7165.AGAP009653-PA	Q7Q1S1
7165.AGAP007826-PA	Q7Q3D7
7165.AGAP006448-PD	Q7Q5G6
7165.AGAP005731-PA	Q7Q6Q1
7165.AGAP005098-PA	Q7Q9Q9
7165.AGAP004262-PA	Q7QB02
7165.AGAP004130-PA	Q7QB91
7165.AGAP002449-PA	Q7QC46
7165.AGAP002799-PA	Q7QCT7
7165.AGAP003434-PA	Q7QDI4
7165.AGAP006348-PA	A5A1F7
7165.AGAP006348-PA	A5A1H0
7165.AGAP005335-PA	A5A1R0
7165.AGAP000168-PA	Q7PRU9
7165.AGAP007032-PA	L7RH65
7165.AGAP012352-PA	L7RKZ6
7165.AGAP005716-PA	L7RQI0
7165.AGAP007041-PA	L7T1D4
7165.AGAP010869-PA	Q6VPN2
7165.AGAP002208-PA	Q7PEZ2
7165.AGAP000886-PA	Q7PNJ3
7165.AGAP005431-PA	Q7Q792
7165.AGAP000099-PA	Q7QEQ3
7165.AGAP000612-PA	Q7QFQ0
7165.AGAP007032-PA	L7RGM3
7165.AGAP007059-PA	L7RJ00
7165.AGAP006102-PA	L7RNX8
7165.AGAP001826-PA	L7RQM6
7165.AGAP011467-PA	Q8MTW0
7165.AGAP001533-PA	Q380I7
7165.AGAP005564-PA	A7UTR5
7165.AGAP005589-PA	A7UTS1
7165.AGAP005832-PB	A7UTW9
7165.AGAP012351-PA	Q5TN78
7165.AGAP000140-PA	Q7QET5
7165.AGAP006432-PA	Q6VAV5
7165.AGAP009077-PA	Q7PW63
7165.AGAP007996-PC	Q7Q3R5
7165.AGAP010372-PA	A0NCW4
7165.AGAP005762-PA	L7RHE3
7165.AGAP003159-PA	Q7QBI6
7165.AGAP007691-PB	C6K040
7165.AGAP005246-PA	C6JZ09
7165.AGAP013459-PA	F5HK82
7165.AGAP002119-PB	F5HMZ6
7165.AGAP009241-PA	Q5XM60
7165.AGAP012142-PA	Q7PV98
7165.AGAP005605-PA	Q7Q6Y3
7165.AGAP007172-PA	Q7QJ05
7165.AGAP008946-PA	B2G1K8
7165.AGAP002933-PA	F5HKE4
7165.AGAP002924-PB	F5HKF1
7165.AGAP013231-PA	F5HL87
7165.AGAP010631-PA	Q5TXC9
7165.AGAP008300-PA	Q7PJ82
7165.AGAP010089-PA	Q7PM16
7165.AGAP000834-PA	Q7PNJ1
7165.AGAP004974-PA	Q7PPH3
7165.AGAP003595-PA	Q7PQF3
7165.AGAP002427-PA	Q7PQZ7
7165.AGAP003032-PA	Q7PR31
7165.AGAP000420-PA	Q7PRU2
7165.AGAP005380-PA	Q7Q7C9
7165.AGAP005109-PA	Q7Q9Q1
7165.AGAP004245-PA	Q7QB11
7165.AGAP002830-PA	Q7QCW3
7165.AGAP000787-PA	Q7QE76
7165.AGAP003137-PB	F5HKZ8
7165.AGAP013358-PA	F5HLE3
7165.AGAP002807-PB	F5HKL1
7165.AGAP013217-PA	F5HLB1
7165.AGAP000117-PA	Q7QER8
7165.AGAP002446-PA	Q2EPZ6
7165.AGAP006582-PB	Q2EPZ9
7165.AGAP012132-PA	Q5TN13
7165.AGAP012015-PA	Q5TMU4
7165.AGAP006502-PA	Q5TQV9
7165.AGAP005976-PA	Q5TR95
7165.AGAP006908-PA	Q5TWK2
7165.AGAP011038-PA	Q7PTJ1
7165.AGAP011663-PA	Q7PYZ9
7165.AGAP005345-PA	Q7Q7F0
7165.AGAP000141-PA	Q7QET6
7165.AGAP006798-PA	Q7QID9
7165.AGAP009909-PA	A0NFX1
7165.AGAP009308-PA	A0NG70
7165.AGAP000403-PA	A7USH0
7165.AGAP000684-PA	A7USL5
7165.AGAP006362-PA	A7UU80
7165.AGAP008465-PA	A7UUN5
7165.AGAP003931-PA	A7UV03
7165.AGAP009206-PA	A7UVA3
7165.AGAP012159-PA	A7UVD8
7165.AGAP001823-PA	Q7PYA8
7165.AGAP002470-PA	Q7QC64
7165.AGAP000952-PA	Q7QI19
7165.AGAP001271-PB	F5HMU6
7165.AGAP007170-PA	A0NBC5
7165.AGAP009424-PE	A0NC65
7165.AGAP009462-PA	A0NC94
7165.AGAP012039-PA	A0NGN4
7165.AGAP000226-PA	Q7PFY5
7165.AGAP006605-PA	Q7PNW6
7165.AGAP001241-PA	Q7PUB9
7165.AGAP001590-PA	Q7PUW7
7165.AGAP008911-PA	Q7PWM9
7165.AGAP001801-PA	Q7PY94
7165.AGAP001967-PA	Q7PYJ4
7165.AGAP002048-PB	Q7PYP4
7165.AGAP011896-PA	Q7PZG4
7165.AGAP004031-PA	Q7Q254
7165.AGAP001069-PA	Q7Q2G0
7165.AGAP004736-PA	Q7Q2N7
7165.AGAP006029-PA	Q7Q660
7165.AGAP005727-PA	Q7Q6Q5
7165.AGAP004991-PA	Q7Q7W2
7165.AGAP008805-PA	Q7Q848
7165.AGAP004204-PA	Q7QB34
7165.AGAP002381-PA	Q7QC01
7165.AGAP007654-PA	Q7QJT8
7165.AGAP004860-PA	Q7Q960
7165.AGAP001580-PA	Q8T5K8
7165.AGAP000484-PA	Q7QFH4
7165.AGAP001356-PA	W0GJE3
7165.AGAP007032-PA	L7RGI4
7165.AGAP005762-PA	L7RID6
7165.AGAP007059-PA	L7RIX0
7165.AGAP012352-PA	L7RK66
7165.AGAP001826-PA	L7RKL3
7165.AGAP001081-PA	L7RN42
7165.AGAP006348-PA	L7RNH9
7165.AGAP006974-PA	L7RP66
7165.AGAP005716-PA	L7RPQ9
7165.AGAP007041-PA	L7T1C6
7165.AGAP007491-PA	Q5TWZ0
7165.AGAP009758-PA	Q7PM18
7165.AGAP004670-PA	Q7PMN0
7165.AGAP005233-PA	Q7Q9H6
7165.AGAP011564-PA	Q7QGJ3
7165.AGAP003960-PA	Q7Q298
7165.AGAP002126-PA	Q7PUI3
7165.AGAP011137-PA	Q7QHD3
7165.AGAP009701-PA	K7Z625
7165.AGAP005690-PA	A7UTU0
7165.AGAP010646-PA	Q7PRK8
7165.AGAP002747-PA	A0ND06
7165.AGAP012352-PA	D3KAN2
7165.AGAP007693-PA	C6JYG8
7165.AGAP005246-PA	B2FX46
7165.AGAP003709-PA	F5HLG2
7165.AGAP005000-PA	B2FX20
7165.AGAP009221-PA	B2FY53
7165.AGAP000236-PB	F5HJP0
7165.AGAP013502-PA	F5HLD1
7165.AGAP000323-PA	A0NCN7
7165.AGAP002978-PA	A0ND73
7165.AGAP011920-PA	Q5TMR2
7165.AGAP002503-PA	Q7PGI2
7165.AGAP006028-PA	Q7PII3
7165.AGAP001119-PA	Q7PKH1
7165.AGAP009876-PA	Q7PM44
7165.AGAP006149-PA	Q7PP06
7165.AGAP005890-PA	Q7PP48
7165.AGAP004940-PA	Q7PPI8
7165.AGAP008881-PA	Q7PWQ8
7165.AGAP007249-PA	Q7QJ36
7165.AGAP007612-PA	Q7QJQ1
7165.AGAP007652-PA	Q7QJT6
7165.AGAP004384-PA	A8B1H0
7165.AGAP003546-PC	F5HLA1
7165.AGAP010180-PA	Q7Q0T0
7165.AGAP004803-PA	Q7Q2T4
7165.AGAP002751-PA	Q7QCP9
7165.AGAP010866-PA	Q7QGR5
7165.AGAP013055-PA	F5HJF8
7165.AGAP013476-PA	F5HJL1
7165.AGAP000255-PE	F5HJN4
7165.AGAP013372-PA	F5HJV9
7165.AGAP013276-PA	F5HJX3
7165.AGAP013486-PA	F5HK31
7165.AGAP013529-PA	F5HKJ7
7165.AGAP013351-PA	F5HKK0
7165.AGAP002559-PA	F5HKV7
7165.AGAP013477-PA	F5HLE6
7165.AGAP004297-PA	F5HLK2
7165.AGAP013312-PA	F5HM18
7165.AGAP003308-PB	F5HM59
7165.AGAP011725-PA	Q5TML1
7165.AGAP003983-PA	Q5TPK0
7165.AGAP006523-PA	Q5TQV2
7165.AGAP004282-PA	Q5TTA3
7165.AGAP003438-PA	Q5TUB5
7165.AGAP011328-PA	Q5TW61
7165.AGAP012276-PA	Q7Q064
7165.AGAP010190-PA	Q7Q0S2
7165.AGAP004011-PA	Q7Q266
7165.AGAP004886-PA	Q7Q988
7165.AGAP003454-PA	Q7QDG7
7165.AGAP007105-PA	Q7QIW6
7165.AGAP011294-PA	B2FZB8
7165.AGAP009216-PA	A0NG83
7165.AGAP007717-PA	A7UR66
7165.AGAP006924-PA	A7URW0
7165.AGAP011432-PA	A7UUU4
7165.AGAP007796-PA	Q7Q3B4
7165.AGAP006178-PA	A7UU40
7165.AGAP006179-PA	A7UU41
7165.AGAP006603-PA	A7UUF7
7165.AGAP001311-PA	A7UVP7
7165.AGAP003790-PD	F5HJB2
7165.AGAP011233-PA	Q5TW36
7165.AGAP002221-PA	Q7PTK2
7165.AGAP011343-PA	Q7QHT1
7165.AGAP010963-PA	A0NBZ3
7165.AGAP003312-PA	A0NG63
7165.AGAP003176-PA	Q7PQS2
7165.AGAP011313-PA	Q7PSR1
7165.AGAP001914-PA	Q7PUE4
7165.AGAP002005-PA	Q7PYM0
7165.AGAP010768-PA	Q7Q211
7165.AGAP007995-PA	Q7Q3R4
7165.AGAP006092-PA	Q7Q612
7165.AGAP005673-PA	Q7Q6T8
7165.AGAP005671-PA	Q7Q6U0
7165.AGAP004615-PA	Q7Q7P3
7165.AGAP003238-PD	Q7QBC4
7165.AGAP002551-PA	Q7QCB9
7165.AGAP006348-PA	A5A1H3
7165.AGAP005832-PB	B5KP50
7165.AGAP007034-PA	L7RI19
7165.AGAP007034-PA	L7RLB9
7165.AGAP006974-PA	L7RMD1
7165.AGAP002593-PA	L7RMD4
7165.AGAP006348-PA	L7RNP5
7165.AGAP007030-PA	L7SZX8
7165.AGAP011462-PA	Q5TQ04
7165.AGAP001502-PA	Q7PXP0
7165.AGAP006166-PA	Q7Q5W5
7165.AGAP005420-PA	Q7Q7A0
7165.AGAP010604-PA	Q7Q8R3
7165.AGAP010420-PA	Q7PRG1
7165.AGAP004869-PA	A7UTD7
7165.AGAP012885-PA	P90677
7165.AGAP006432-PA	Q6VAV9
7165.AGAP008311-PA	Q7Q4A5
7165.AGAP005540-PA	Q7Q728
7165.AGAP007325-PA	A7URG4
7165.AGAP007074-PA	A7URR4
7165.AGAP010094-PA	A7UV59
7165.AGAP001346-PA	A7UVP0
7165.AGAP002416-PA	Q5XM71
7165.AGAP005320-PA	Q7Q7G6
7165.AGAP007401-PA	A0NBF5
7165.AGAP003304-PB	A0NG66
7165.AGAP001213-PA	Q7PUD2
7165.AGAP012303-PA	Q7PV12
7165.AGAP011889-PA	Q7PZG0
7165.AGAP012633-PA	Q7Q0L0
7165.AGAP008265-PA	Q7Q472
7165.AGAP008499-PA	Q7Q4N5
7165.AGAP000894-PA	Q7Q4S2
7165.AGAP004851-PA	Q7Q953
7165.AGAP002815-PA	Q7QCV2
7165.AGAP011219-PA	Q7QHK0
7165.AGAP004263-PA	Q86PT4
7165.AGAP005328-PA	A7UTL2
7165.AGAP001039-PB	F5HJ41
7165.AGAP003805-PA	F5HJB5
7165.AGAP004159-PB	F5HL44
7165.AGAP006579-PB	F5HLX8
7165.AGAP013300-PA	F5HM98
7165.AGAP011676-PA	Q5TMJ6
7165.AGAP009865-PA	Q7Q1B8
7165.AGAP009743-PA	Q7Q1K4
7165.AGAP006357-PA	Q5TR06
7165.AGAP005346-PA	Q5TRQ9
7165.AGAP008729-PA	Q7Q8A0
7165.AGAP000196-PA	Q7QEX5
7165.AGAP000611-PA	Q9BII1
7165.AGAP002634-PA	A4GSD8
7165.AGAP007032-PA	L7RGG2
7165.AGAP005762-PA	L7RJ01
7165.AGAP006102-PA	L7RJX0
7165.AGAP012352-PA	L7RLJ5
7165.AGAP002593-PA	L7RM02
7165.AGAP005762-PA	L7RMB4
7165.AGAP002593-PA	L7RMF0
7165.AGAP007033-PA	L7T5T0
7165.AGAP007041-PA	L7T6G3
7165.AGAP007035-PA	L7T7F6
7165.AGAP009706-PA	Q5PTY4
7165.AGAP009597-PA	Q5TPD0
7165.AGAP000108-PA	Q7PRU0
7165.AGAP005212-PA	Q7Q9J0
7165.AGAP000994-PA	Q7QHZ3
7165.AGAP002243-PA	Q7QKA9
7165.AGAP008360-PA	B2FXS9
7165.AGAP003602-PA	F5HLB6
7165.AGAP006205-PA	Q7Q5U3
7165.AGAP003041-PA	Q7QDB5
7165.AGAP009212-PA	B2FY09
7165.AGAP008946-PA	B2G1K1
7165.AGAP005792-PA	B5KPG4
7165.AGAP013350-PA	F5HL52
7165.AGAP004469-PA	F5HLQ1
7165.AGAP010196-PA	Q5TPA6
7165.AGAP004056-PA	Q7QH65
7165.AGAP003538-PA	A0NDJ1
7165.AGAP011926-PA	A0NGP8
7165.AGAP005196-PA	F2X597
7165.AGAP004719-PA	Q7PJH3
7165.AGAP009929-PA	Q7PMB7
7165.AGAP008255-PA	Q7PNE2
7165.AGAP006283-PB	Q7PP95
7165.AGAP002711-PA	Q7PQW5
7165.AGAP000445-PA	Q7PRU8
7165.AGAP003867-PA	Q7PS84
7165.AGAP001212-PA	Q7PUB3
7165.AGAP007656-PA	Q7QJU0
7165.AGAP009459-PA	Q7QKF5
7165.AGAP009709-PA	Q5TP87
7165.AGAP005617-PC	Q5TRJ0
7165.AGAP009702-PA	Q7Q1N7
7165.AGAP005155-PA	Q7Q9M5
7165.AGAP010381-PA	Q7QDR8
7165.AGAP000136-PA	Q7QET0
7165.AGAP010812-PA	B2FYP9
7165.AGAP011186-PA	B2FYZ7
7165.AGAP002598-PA	A7USU2
7165.AGAP009624-PA	Q7Q1U7
7165.AGAP008469-PA	Q7Q4L3
7165.AGAP008633-PA	Q7Q8H3
7165.AGAP004462-PA	Q7QA29
7165.AGAP003185-PA	Q7QBG2
7165.AGAP000357-PA	Q7QF85
7165.AGAP000352-PA	A7USH6
7165.AGAP011135-PA	Q5TVZ1
7165.AGAP007739-PA	Q7Q371
7165.AGAP009313-PA	Q7QGG6
7165.AGAP007232-PA	A7URK0
7165.AGAP007040-PA	A7URS1
7165.AGAP006721-PA	A7US10
7165.AGAP000048-PA	A7USK1
7165.AGAP008879-PA	A7UV92
7165.AGAP012024-PA	A7UVE7
7165.AGAP001866-PA	A7UVJ8
7165.AGAP010142-PA	Q7PMH5
7165.AGAP011360-PA	Q7Q2V9
7165.AGAP005659-PA	Q7Q6U7
7165.AGAP005001-PA	Q7Q7V7
7165.AGAP004136-PA	Q7QB86
7165.AGAP004128-PA	Q7QB93
7165.AGAP011042-PA	Q7QK19
7165.AGAP006137-PA	A0NEP2
7165.AGAP006537-PA	A0NEV0
7165.AGAP001229-PA	Q7PX60
7165.AGAP001943-PA	Q7PYH6
7165.AGAP011751-PA	Q7PZ64
7165.AGAP010049-PA	Q7Q0Z8
7165.AGAP010814-PA	Q7Q251
7165.AGAP003513-PA	Q7QAW2
7165.AGAP002315-PC	Q7QBU3
7165.AGAP002336-PA	Q7QBW2
7165.AGAP005335-PA	A5A1V2
7165.AGAP011107-PA	Q5XNS6
7165.AGAP004397-PA	Q7PQ80
7165.AGAP010330-PA	Q7Q2I5
7165.AGAP005663-PA	Q5TRI1
7165.AGAP007032-PA	L7RG08
7165.AGAP005728-PA	L7RHL2
7165.AGAP007059-PA	L7RJH6
7165.AGAP007059-PA	L7RJP9
7165.AGAP012352-PA	L7RL30
7165.AGAP012352-PA	L7RQA7
7165.AGAP007058-PA	L7T4X2
7165.AGAP009036-PC	Q5TNB1
7165.AGAP005995-PA	Q5TR90
7165.AGAP002097-PA	Q7PYT4
7165.AGAP004751-PA	Q7Q2P6
7165.AGAP008625-PC	E5LCE7
7165.AGAP000214-PA	Q17013
7165.AGAP009706-PA	Q5PTW3
7165.AGAP011176-PA	Q7QHG2
7165.AGAP007143-PA	B0F484
7165.AGAP006421-PA	L7RK57
7165.AGAP007030-PA	L7T0A5
7165.AGAP010039-PA	Q7PMH3
7165.AGAP012044-PA	Q7PZR6
7165.AGAP008687-PA	Q7Q8D3
7165.AGAP000481-PA	Q7QFH1
7165.AGAP011872-PA	Q5TMQ0
7165.AGAP000731-PA	Q7QEB6
7165.AGAP003802-PA	Q7QFW8
7165.AGAP004125-PA	Q7QB96
7165.AGAP000405-PA	Q7QFC4
7165.AGAP007143-PA	B0F4A1
7165.AGAP007059-PA	L7RHG4
7165.AGAP006421-PA	L7RK12
7165.AGAP028212-PA	Q5TQB0
7165.AGAP008338-PA	Q7Q4D0
7165.AGAP006330-PA	Q7Q5P0
7165.AGAP002629-PA	Q5TTW4
7165.AGAP005550-PA	Q7Q721
7165.AGAP011737-PA	Q5TML7
7165.AGAP003250-PA	C0L2K3
7165.AGAP010127-PA	O61488
7165.AGAP000814-PA	Q7QE57
7165.AGAP004830-PA	A7UTC8
7165.AGAP012263-PA	Q5TN50
7165.AGAP012302-PA	Q7PV84
7165.AGAP001292-PA	Q7PX96
7165.AGAP011562-PA	Q7QGJ2
7165.AGAP010056-PA	Q9GT47
7165.AGAP007757-PA	Q7PIY0
7165.AGAP000564-PA	Q7PS10
7165.AGAP011950-PA	Q7PZJ9
7165.AGAP004206-PA	Q7PQN0
7165.AGAP006672-PA	Q7Q530
7165.AGAP005126-PA	A7UT83
7165.AGAP005970-PA	A7UTZ5
7165.AGAP005138-PA	Q7PHI7
7165.AGAP002519-PA	Q7QC98
7165.AGAP000851-PA	Q7Q4V9
7165.AGAP000299-PA	Q7QF46
7165.AGAP009554-PA	Q7QG88
7165.AGAP002419-PA	Q8WQN6
7165.AGAP001377-PA	C6JZ80
7165.AGAP006910-PA	C6K189
7165.AGAP008732-PA	A7UTH3
7165.AGAP007717-PA	C6K210
7165.AGAP009673-PA	C6K2C9
7165.AGAP006343-PA	D2STX1
7165.AGAP013174-PA	F5HK72
7165.AGAP001388-PA	C6JWS4
7165.AGAP003143-PA	C6JX21
7165.AGAP007693-PA	C6JYG4
7165.AGAP006910-PA	C6K171
7165.AGAP006910-PA	C6K187
7165.AGAP009673-PA	C6K2D6
7165.AGAP005065-PA	B2G0P0
7165.AGAP013202-PA	F5HKI9
7165.AGAP012992-PA	F5HLD0
7165.AGAP013479-PA	F5HM23
7165.AGAP006906-PA	C6JXQ7
7165.AGAP001228-PA	Q7PX59
7165.AGAP010844-PA	C5ML18
7165.AGAP006906-PA	C6JXQ8
7165.AGAP005246-PA	C6JZ22
7165.AGAP003187-PA	Q7QBG0
7165.AGAP010812-PA	B2FYN4
7165.AGAP010812-PA	B2FYN8
7165.AGAP007063-PA	B2G165
7165.AGAP007050-PA	B2G188
7165.AGAP005717-PA	B5KPM1
7165.AGAP013142-PA	F5HJ89
7165.AGAP001052-PC	F5HLW2
7165.AGAP013340-PA	F5HMH6
7165.AGAP002357-PA	Q7QBY0
7165.AGAP002968-PA	Q7QD56
7165.AGAP002799-PA	B2FW08
7165.AGAP005065-PA	B2G0N7
7165.AGAP005717-PA	B5KPM0
7165.AGAP013180-PA	F5HJ78
