9031.ENSGALP00000006578	Q5ZLQ6
9031.ENSGALP00000037367	Q7T186
9031.ENSGALP00000005994	E1BQ85
9031.ENSGALP00000019663	E1BQF6
9031.ENSGALP00000015211	E1BR33
9031.ENSGALP00000026777	E1BRK8
9031.ENSGALP00000014763	E1BRP4
9031.ENSGALP00000003142	E1BTA1
9031.ENSGALP00000002654	E1BUG0
9031.ENSGALP00000020821	E1BWK6
9031.ENSGALP00000007774	E1BXE9
9031.ENSGALP00000010085	E1BYR6
9031.ENSGALP00000006463	E1BYZ3
9031.ENSGALP00000033971	E1BZC5
9031.ENSGALP00000024600	E1C0V9
9031.ENSGALP00000011268	E1C196
9031.ENSGALP00000003618	E1C1B5
9031.ENSGALP00000030365	E1C1T4
9031.ENSGALP00000025327	E1C4X6
9031.ENSGALP00000004783	E1C7E8
9031.ENSGALP00000023879	E1C827
9031.ENSGALP00000009006	F1NGS8
9031.ENSGALP00000020189	F1NA43
9031.ENSGALP00000016721	F1NAQ2
9031.ENSGALP00000011755	F1NAY8
9031.ENSGALP00000016873	F1NB35
9031.ENSGALP00000013177	F1NCP5
9031.ENSGALP00000001150	F1ND13
9031.ENSGALP00000013096	F1ND74
9031.ENSGALP00000026989	F1NER6
9031.ENSGALP00000011409	F1NF37
9031.ENSGALP00000026670	F1NHQ4
9031.ENSGALP00000002679	F1NI43
9031.ENSGALP00000002626	F1NID5
9031.ENSGALP00000036356	F1NJE2
9031.ENSGALP00000032908	F1NKQ5
9031.ENSGALP00000000693	F1NNF7
9031.ENSGALP00000006811	F1NP26
9031.ENSGALP00000027965	F1NP97
9031.ENSGALP00000019192	F1NPH9
9031.ENSGALP00000038209	F1NRM8
9031.ENSGALP00000037094	F1NS23
9031.ENSGALP00000037694	F1NSE4
9031.ENSGALP00000005363	F1NSQ3
9031.ENSGALP00000019928	F1NTX3
9031.ENSGALP00000022061	F1NWW5
9031.ENSGALP00000015396	F1NXD7
9031.ENSGALP00000018643	F1P1L5
9031.ENSGALP00000039169	Q9YI48
9031.ENSGALP00000027812	A8IG45
9031.ENSGALP00000002114	F6VIY8
9031.ENSGALP00000010154	Q03793
9031.ENSGALP00000013968	Q5ZHY1
9031.ENSGALP00000037155	Q6YMW3
9031.ENSGALP00000040302	Q8UUJ6
9031.ENSGALP00000035729	Q8JHV4
9031.ENSGALP00000000294	R4GHB8
9031.ENSGALP00000023357	R4GHW6
9031.ENSGALP00000013312	M1ZMR1
9031.ENSGALP00000002412	R4GFE4
9031.ENSGALP00000002828	R4GK33
9031.ENSGALP00000003454	R4GKU1
9031.ENSGALP00000000193	Q5PSM9
9031.ENSGALP00000024296	Q5ZKS3
9031.ENSGALP00000009006	O93559
9031.ENSGALP00000027694	Q90729
9031.ENSGALP00000019122	E1BSS9
9031.ENSGALP00000025644	Q5XPI1
9031.ENSGALP00000000221	B5BSK2
9031.ENSGALP00000015471	F1P5C7
9031.ENSGALP00000016212	Q5F345
9031.ENSGALP00000007671	Q5F374
9031.ENSGALP00000040351	Q9PS80
9031.ENSGALP00000039876	Q7T3R1
9031.ENSGALP00000005655	Q90822
9031.ENSGALP00000001587	F1NXU0
9031.ENSGALP00000038897	F1NXV0
9031.ENSGALP00000003376	F1NY37
9031.ENSGALP00000001981	F1NYC4
9031.ENSGALP00000003978	F1NZF7
9031.ENSGALP00000022848	F1NZW5
9031.ENSGALP00000001877	F1P0S2
9031.ENSGALP00000001475	F1P3T1
9031.ENSGALP00000027076	F1P4Q0
9031.ENSGALP00000001874	E1BSI9
9031.ENSGALP00000033411	E1BSJ2
9031.ENSGALP00000000256	H9KYR2
9031.ENSGALP00000018033	H9KZS4
9031.ENSGALP00000021774	H9L023
9031.ENSGALP00000027813	Q98UC6
9031.ENSGALP00000034623	Q5D6Z9
9031.ENSGALP00000036964	Q8UVV4
9031.ENSGALP00000038801	Q91968
9031.ENSGALP00000036500	Q98TQ9
9031.ENSGALP00000008323	F1P4K0
9031.ENSGALP00000007246	E1BQM8
9031.ENSGALP00000002760	E1BS82
9031.ENSGALP00000007501	E1BT97
9031.ENSGALP00000034646	E1BU73
9031.ENSGALP00000010630	E1BUC3
9031.ENSGALP00000002983	E1BWN6
9031.ENSGALP00000026495	E1BXM7
9031.ENSGALP00000001661	E1BXT0
9031.ENSGALP00000007744	E1BXX2
9031.ENSGALP00000030484	E1BZZ7
9031.ENSGALP00000009468	E1C0H4
9031.ENSGALP00000039634	E1C0Q3
9031.ENSGALP00000024595	E1C317
9031.ENSGALP00000031237	E1C3A4
9031.ENSGALP00000004902	E1C3U5
9031.ENSGALP00000030720	E1C425
9031.ENSGALP00000016303	E1C6G7
9031.ENSGALP00000006122	E1C6Q4
9031.ENSGALP00000016786	E1C7D6
9031.ENSGALP00000003855	E1C7M1
9031.ENSGALP00000029552	E1C926
9031.ENSGALP00000018045	G1JRK4
9031.ENSGALP00000016613	F1N9P4
9031.ENSGALP00000004831	F1NBT5
9031.ENSGALP00000001939	F1NHC9
9031.ENSGALP00000000805	F1NJ42
9031.ENSGALP00000020395	F1NQL2
9031.ENSGALP00000012927	F1NSG6
9031.ENSGALP00000010361	F1P1D9
9031.ENSGALP00000000236	F5CST3
9031.ENSGALP00000009252	R4GJW5
9031.ENSGALP00000008436	R4GLS2
9031.ENSGALP00000018847	R4GLY2
9031.ENSGALP00000035646	Q6RSS5
9031.ENSGALP00000013774	O42341
9031.ENSGALP00000027470	Q9W7F9
9031.ENSGALP00000035264	B6DTP6
9031.ENSGALP00000034622	W8NXV0
9031.ENSGALP00000012058	W8VUK4
9031.ENSGALP00000009807	F1N8W9
9031.ENSGALP00000016986	F1N9I9
9031.ENSGALP00000016480	F1NAT2
9031.ENSGALP00000016882	F1NB30
9031.ENSGALP00000026688	F1NB50
9031.ENSGALP00000023612	F1NB95
9031.ENSGALP00000011025	F1NER5
9031.ENSGALP00000011001	F1NET8
9031.ENSGALP00000004234	F1NG58
9031.ENSGALP00000002794	F1NGL8
9031.ENSGALP00000026716	F1NGQ3
9031.ENSGALP00000000823	F1NJ35
9031.ENSGALP00000024379	F1NJD9
9031.ENSGALP00000014500	F1NJE8
9031.ENSGALP00000002522	F1NJF0
9031.ENSGALP00000012733	F1NL97
9031.ENSGALP00000002412	F1NLL8
9031.ENSGALP00000024688	F1NMR0
9031.ENSGALP00000012684	F1NND9
9031.ENSGALP00000029835	F1NPM0
9031.ENSGALP00000024299	F1NQ13
9031.ENSGALP00000022591	F1NS01
9031.ENSGALP00000024214	F1NS51
9031.ENSGALP00000012177	F1NSY9
9031.ENSGALP00000023009	F1NTK2
9031.ENSGALP00000006436	F1NWE0
9031.ENSGALP00000022991	F1NWL4
9031.ENSGALP00000020955	F1P1L7
9031.ENSGALP00000025792	F1P2E1
9031.ENSGALP00000023943	F6TLI2
9031.ENSGALP00000020002	Q5ZHT9
9031.ENSGALP00000036623	Q5ZKW3
9031.ENSGALP00000029597	Q9DEE1
9031.ENSGALP00000037427	O93437
9031.ENSGALP00000027726	R4GFN1
9031.ENSGALP00000002892	R4GI96
9031.ENSGALP00000025244	Q765Z0
9031.ENSGALP00000039068	F1P4A7
9031.ENSGALP00000023499	Q5F3N3
9031.ENSGALP00000009770	Q5F3Q9
9031.ENSGALP00000036581	Q5GDB1
9031.ENSGALP00000008236	Q8UUQ7
9031.ENSGALP00000023620	Q9PUC7
9031.ENSGALP00000001007	Q9YGP8
9031.ENSGALP00000015340	F1NY42
9031.ENSGALP00000006737	F1NZH7
9031.ENSGALP00000039921	F1P1D5
9031.ENSGALP00000001425	F1P3W8
9031.ENSGALP00000020888	F1P4C6
9031.ENSGALP00000038342	F1P5T1
9031.ENSGALP00000039883	Q6BDY1
9031.ENSGALP00000027793	F1NXZ3
9031.ENSGALP00000012416	Q91403
9031.ENSGALP00000005923	Q9PTH0
9031.ENSGALP00000012620	F1NP44
9031.ENSGALP00000027313	F1NY43
9031.ENSGALP00000010857	F1NZY0
9031.ENSGALP00000018342	F1P332
9031.ENSGALP00000032616	F1P345
9031.ENSGALP00000003092	H9KZ13
9031.ENSGALP00000005453	Q5F3X5
9031.ENSGALP00000004350	Q68BG0
9031.ENSGALP00000000138	Q6EC02
9031.ENSGALP00000039231	Q9PRY6
9031.ENSGALP00000002121	O73840
9031.ENSGALP00000002876	F1NFM7
9031.ENSGALP00000015699	F1P0G7
9031.ENSGALP00000028603	Q58S69
9031.ENSGALP00000006738	Q5F355
9031.ENSGALP00000033960	F1NY71
9031.ENSGALP00000027757	F1NYM5
9031.ENSGALP00000022449	F1NYW0
9031.ENSGALP00000008128	F1NZB4
9031.ENSGALP00000010870	F1NZW3
9031.ENSGALP00000025812	F1P0T0
9031.ENSGALP00000015924	F1P558
9031.ENSGALP00000013689	F1P5N3
9031.ENSGALP00000038164	F2Z4K4
9031.ENSGALP00000009021	F1NGK6
9031.ENSGALP00000026444	F1NKW4
9031.ENSGALP00000015687	Q6LCG0
9031.ENSGALP00000010809	F1P006
9031.ENSGALP00000025717	F1P3N7
9031.ENSGALP00000006565	F1P4F7
9031.ENSGALP00000006529	F1P4X3
9031.ENSGALP00000006521	F1P4X7
9031.ENSGALP00000013674	F1P5P6
9031.ENSGALP00000016651	H9KZP6
9031.ENSGALP00000007875	Q5ZI15
9031.ENSGALP00000013590	E1BQ99
9031.ENSGALP00000021124	E1BQW2
9031.ENSGALP00000026714	E1BRR3
9031.ENSGALP00000006710	E1BRU2
9031.ENSGALP00000022317	E1BSA3
9031.ENSGALP00000008011	E1BSC1
9031.ENSGALP00000002633	E1BUH6
9031.ENSGALP00000019493	E1BUL1
9031.ENSGALP00000021793	E1BUM0
9031.ENSGALP00000032886	E1BVE0
9031.ENSGALP00000026192	E1BVW8
9031.ENSGALP00000025600	E1BXS5
9031.ENSGALP00000022470	E1BYM6
9031.ENSGALP00000001189	E1BZQ9
9031.ENSGALP00000016151	E1C041
9031.ENSGALP00000031381	E1C0D9
9031.ENSGALP00000024602	E1C0V8
9031.ENSGALP00000012100	E1C2I9
9031.ENSGALP00000003996	E1C5A6
9031.ENSGALP00000000484	E1C5K9
9031.ENSGALP00000004803	E1C5N7
9031.ENSGALP00000024859	E1C600
9031.ENSGALP00000017290	E1C683
9031.ENSGALP00000027805	E1C7K6
9031.ENSGALP00000009563	E1C8K3
9031.ENSGALP00000024270	E1C999
9031.ENSGALP00000011333	E1C9I4
9031.ENSGALP00000007499	E1BV30
9031.ENSGALP00000003451	E1BVK7
9031.ENSGALP00000014420	E1BYU0
9031.ENSGALP00000032329	E1C8F3
9031.ENSGALP00000000311	H9KYR6
9031.ENSGALP00000001434	D5HSX3
9031.ENSGALP00000026465	J9PBQ3
9031.ENSGALP00000039101	B9VVJ4
9031.ENSGALP00000019815	E1BVG1
9031.ENSGALP00000032855	E1BVX2
9031.ENSGALP00000014175	E1BWI2
9031.ENSGALP00000013996	E1BZD9
9031.ENSGALP00000025128	E1BZQ3
9031.ENSGALP00000018217	E1C478
9031.ENSGALP00000031565	E1C688
9031.ENSGALP00000000534	H9KYN9
9031.ENSGALP00000021156	H9KZX6
9031.ENSGALP00000023081	H9L0H1
9031.ENSGALP00000023083	H9L0H2
9031.ENSGALP00000034800	H9L1L1
9031.ENSGALP00000017185	Q3V5M1
9031.ENSGALP00000010400	E1BQC4
9031.ENSGALP00000003574	E1BT37
9031.ENSGALP00000026636	E1BTW0
9031.ENSGALP00000033670	E1BXH3
9031.ENSGALP00000020178	E1C3P9
9031.ENSGALP00000016481	E1C3Y5
9031.ENSGALP00000019537	E1BSS0
9031.ENSGALP00000036154	E1C161
9031.ENSGALP00000016092	E1C1D2
9031.ENSGALP00000019994	E1C2Q4
9031.ENSGALP00000010953	E1C894
9031.ENSGALP00000021959	H9L064
9031.ENSGALP00000028613	H9L0W3
9031.ENSGALP00000000233	U3PXD4
9031.ENSGALP00000012849	A0A088BIK7
9031.ENSGALP00000020216	A2TH15
9031.ENSGALP00000014793	E1BRL4
9031.ENSGALP00000019831	E1BUZ4
9031.ENSGALP00000027415	E1BVH3
9031.ENSGALP00000007007	E1BVU7
9031.ENSGALP00000004887	E1C517
9031.ENSGALP00000009617	E1C6V3
9031.ENSGALP00000012729	E1C8H4
9031.ENSGALP00000007432	F1NGS0
9031.ENSGALP00000038795	F1NI22
9031.ENSGALP00000017075	F1NNK0
9031.ENSGALP00000000138	F1CN64
9031.ENSGALP00000009175	F1N870
9031.ENSGALP00000028328	F1N8I8
9031.ENSGALP00000020014	F1N8R8
9031.ENSGALP00000001085	F1N8X8
9031.ENSGALP00000011754	F1NAY9
9031.ENSGALP00000016881	F1NB32
9031.ENSGALP00000032023	F1NBU8
9031.ENSGALP00000033978	F1NFX4
9031.ENSGALP00000007419	F1NH43
9031.ENSGALP00000019929	F1NIB9
9031.ENSGALP00000007389	F1NJI6
9031.ENSGALP00000024361	F1NJZ8
9031.ENSGALP00000040351	F1NKG3
9031.ENSGALP00000026050	F1NL23
9031.ENSGALP00000012746	F1NL84
9031.ENSGALP00000002413	F1NLL7
9031.ENSGALP00000002390	F1NNS4
9031.ENSGALP00000031763	F1NPT6
9031.ENSGALP00000007158	F1NQ64
9031.ENSGALP00000038278	F1NQB4
9031.ENSGALP00000038586	F1NSH9
9031.ENSGALP00000021333	F1NT33
9031.ENSGALP00000017717	F1NTA2
9031.ENSGALP00000015402	F1NVA7
9031.ENSGALP00000015844	F1NWF7
9031.ENSGALP00000020971	F1P1J3
9031.ENSGALP00000028635	F1N975
9031.ENSGALP00000023420	A7XMT6
9031.ENSGALP00000026128	Q5ZHM7
9031.ENSGALP00000026933	Q5ZIV4
9031.ENSGALP00000006155	Q5ZME0
9031.ENSGALP00000034623	Q957U2
9031.ENSGALP00000001733	R4GGP0
9031.ENSGALP00000034335	E1BRQ2
9031.ENSGALP00000017877	E1BS31
9031.ENSGALP00000006600	E1BU49
9031.ENSGALP00000019025	E1BVA4
9031.ENSGALP00000014507	E1BX04
9031.ENSGALP00000037674	E1BX39
9031.ENSGALP00000025622	E1BXQ9
9031.ENSGALP00000038424	E1BY55
9031.ENSGALP00000018817	E1BY93
9031.ENSGALP00000002874	E1BYQ2
9031.ENSGALP00000007297	E1BZH8
9031.ENSGALP00000035708	E1C0H7
9031.ENSGALP00000003627	E1C1B4
9031.ENSGALP00000021062	E1C246
9031.ENSGALP00000016976	E1C326
9031.ENSGALP00000000961	E1C3P6
9031.ENSGALP00000009255	E1C5U1
9031.ENSGALP00000015742	E1C9E5
9031.ENSGALP00000009058	E1C9G8
9031.ENSGALP00000027495	Q9I9N9
9031.ENSGALP00000039329	Q9PSS1
9031.ENSGALP00000012982	R4GGS1
9031.ENSGALP00000017180	R4GGZ9
9031.ENSGALP00000026910	R4GH59
9031.ENSGALP00000030270	R4GI65
9031.ENSGALP00000011456	F1N849
9031.ENSGALP00000004970	F1N9Y2
9031.ENSGALP00000011357	F1NGI5
9031.ENSGALP00000011235	F1NHI8
9031.ENSGALP00000039191	F1NI02
9031.ENSGALP00000007837	F1NIP5
9031.ENSGALP00000024104	F1NM68
9031.ENSGALP00000038575	F1NUB0
9031.ENSGALP00000005268	F1NUY1
9031.ENSGALP00000018856	F1NW83
9031.ENSGALP00000003331	F1NY63
9031.ENSGALP00000001947	F1NYY6
9031.ENSGALP00000036581	G4XJR4
9031.ENSGALP00000025024	F1N946
9031.ENSGALP00000039778	F1N9J4
9031.ENSGALP00000011922	F1NA58
9031.ENSGALP00000035882	F1NAW4
9031.ENSGALP00000019710	F1NFB2
9031.ENSGALP00000038858	F1NFF9
9031.ENSGALP00000026704	F1NGR2
9031.ENSGALP00000028012	F1NHW5
9031.ENSGALP00000005664	F1NJS4
9031.ENSGALP00000019980	F1NKS7
9031.ENSGALP00000012767	F1NL65
9031.ENSGALP00000005548	F1NMM6
9031.ENSGALP00000039931	F1NPA2
9031.ENSGALP00000008990	F1NQQ2
9031.ENSGALP00000008972	F1NQR9
9031.ENSGALP00000000569	F1NRX9
9031.ENSGALP00000021353	F1NT14
9031.ENSGALP00000040459	F1NTW7
9031.ENSGALP00000013608	F1NVL6
9031.ENSGALP00000010763	F1P1Y2
9031.ENSGALP00000020515	F1P2F6
9031.ENSGALP00000037464	F7BYQ2
9031.ENSGALP00000039442	Q5ZM08
9031.ENSGALP00000013913	E1BQM1
9031.ENSGALP00000010653	E1BUB4
9031.ENSGALP00000037924	E1BZE6
9031.ENSGALP00000013979	E1BZF4
9031.ENSGALP00000036676	E1C085
9031.ENSGALP00000017038	E1C110
9031.ENSGALP00000031205	E1C3C4
9031.ENSGALP00000029782	E1C4A1
9031.ENSGALP00000032050	E1C533
9031.ENSGALP00000015979	E1C591
9031.ENSGALP00000009602	E1C6W3
9031.ENSGALP00000030926	E1C9B6
9031.ENSGALP00000011330	E1C9I7
9031.ENSGALP00000000233	Q5PY04
9031.ENSGALP00000012990	Q5ZHK5
9031.ENSGALP00000002114	Q5ZIE5
9031.ENSGALP00000023184	Q5ZJ92
9031.ENSGALP00000025903	E1BQJ2
9031.ENSGALP00000018785	E1BR67
9031.ENSGALP00000008060	E1BS85
9031.ENSGALP00000023091	E1BUZ0
9031.ENSGALP00000037085	E1C1H9
9031.ENSGALP00000016018	E1C2P6
9031.ENSGALP00000016562	F1NBR1
9031.ENSGALP00000019940	F1NIA2
9031.ENSGALP00000037796	F1NJ28
9031.ENSGALP00000027976	F1NMZ3
9031.ENSGALP00000004710	F1NAR8
9031.ENSGALP00000032089	F1NBC6
9031.ENSGALP00000023856	F1NBN9
9031.ENSGALP00000004542	F1NC42
9031.ENSGALP00000013184	F1NCJ8
9031.ENSGALP00000033225	F1NCY6
9031.ENSGALP00000013360	F1NDS9
9031.ENSGALP00000021905	F1NG31
9031.ENSGALP00000017536	F1NM25
9031.ENSGALP00000027944	F1NPC0
9031.ENSGALP00000021084	F1NPQ3
9031.ENSGALP00000021314	F1NT51
9031.ENSGALP00000005725	F1NTA7
9031.ENSGALP00000013618	F1NVL2
9031.ENSGALP00000031013	F1NWK3
9031.ENSGALP00000010968	F1NXA0
9031.ENSGALP00000022768	F1P1V7
9031.ENSGALP00000035916	O93346
9031.ENSGALP00000011384	P79884
9031.ENSGALP00000040082	R4GGU2
9031.ENSGALP00000030513	R4GH74
9031.ENSGALP00000040605	E1BRC2
9031.ENSGALP00000020620	E1BRJ4
9031.ENSGALP00000027538	E1BT05
9031.ENSGALP00000037398	E1BU00
9031.ENSGALP00000039470	E1BUU1
9031.ENSGALP00000019005	E1BVC5
9031.ENSGALP00000015460	E1BVF6
9031.ENSGALP00000022386	E1BVX5
9031.ENSGALP00000002860	E1BZ66
9031.ENSGALP00000027369	E1C0G6
9031.ENSGALP00000005441	E1C2A3
9031.ENSGALP00000036541	E1C337
9031.ENSGALP00000009169	E1C7L3
9031.ENSGALP00000009586	E1C839
9031.ENSGALP00000031430	E1C8M5
9031.ENSGALP00000005145	E1C8Q5
9031.ENSGALP00000030935	E1C9A4
9031.ENSGALP00000025176	R4GI20
9031.ENSGALP00000011934	F1NA01
9031.ENSGALP00000025216	F1ND54
9031.ENSGALP00000037185	F1NED5
9031.ENSGALP00000002982	F1NEZ0
9031.ENSGALP00000014155	F1NIW3
9031.ENSGALP00000005223	F1NJ98
9031.ENSGALP00000012970	F1NR60
9031.ENSGALP00000021359	F1NT11
9031.ENSGALP00000004024	Q90612
9031.ENSGALP00000037320	F1NDR7
9031.ENSGALP00000007455	F1NF34
9031.ENSGALP00000026790	F1NGC1
9031.ENSGALP00000019589	F1NH06
9031.ENSGALP00000036329	F1NH87
9031.ENSGALP00000014424	F1NLK3
9031.ENSGALP00000038330	F1NN48
9031.ENSGALP00000014375	F1NNQ8
9031.ENSGALP00000029403	F1NPY3
9031.ENSGALP00000024445	F1NU41
9031.ENSGALP00000009684	F1NUI2
9031.ENSGALP00000002549	F1NV56
9031.ENSGALP00000006952	F1NVF6
9031.ENSGALP00000018470	F1NVQ2
9031.ENSGALP00000008218	F1NWM9
9031.ENSGALP00000027264	F1P029
9031.ENSGALP00000012431	Q5ZIX9
9031.ENSGALP00000027991	Q8JHF7
9031.ENSGALP00000010901	Q9YHZ0
9031.ENSGALP00000010311	E1BSK6
9031.ENSGALP00000034622	E5DED9
9031.ENSGALP00000024292	O02870
9031.ENSGALP00000022880	R4GJX1
9031.ENSGALP00000035380	R4GLZ5
9031.ENSGALP00000040001	H9L3M8
9031.ENSGALP00000020494	R4GFR4
9031.ENSGALP00000009770	R4GJC7
9031.ENSGALP00000034641	R4GK87
9031.ENSGALP00000015483	R4GK91
9031.ENSGALP00000040462	R4GLF9
9031.ENSGALP00000026100	R4GMF5
9031.ENSGALP00000000193	Q5PSN2
9031.ENSGALP00000036691	Q6PTX0
9031.ENSGALP00000022931	R4GF40
9031.ENSGALP00000030602	R4GGD0
9031.ENSGALP00000016922	R4GIU7
9031.ENSGALP00000021349	R4GJD9
9031.ENSGALP00000010117	R4GJJ2
9031.ENSGALP00000026858	R4GKI6
9031.ENSGALP00000025146	R4GKU9
9031.ENSGALP00000022939	R4GL68
9031.ENSGALP00000012632	Q5ZLX1
9031.ENSGALP00000003978	Q5ZMP0
9031.ENSGALP00000039526	Q4AEI5
9031.ENSGALP00000027595	Q5ZKL1
9031.ENSGALP00000019585	Q98TB5
9031.ENSGALP00000026466	R4GFU4
9031.ENSGALP00000031111	R4GGC0
9031.ENSGALP00000002693	R4GJ83
9031.ENSGALP00000016028	A4GUG7
9031.ENSGALP00000002510	R4GFJ2
9031.ENSGALP00000021506	A5HSH7
9031.ENSGALP00000021506	Q2XSZ7
9031.ENSGALP00000030872	Q52UP6
9031.ENSGALP00000005928	R4GGN3
9031.ENSGALP00000015372	R4GL54
9031.ENSGALP00000036300	Q71UR1
9031.ENSGALP00000025562	R4GJ69
9031.ENSGALP00000015401	R4GJ86
9031.ENSGALP00000001909	R4GLW9
9031.ENSGALP00000018743	Q6EML1
9031.ENSGALP00000037022	L7NSZ5
9031.ENSGALP00000000470	Q71LH8
9031.ENSGALP00000025640	Q9YHV9
9031.ENSGALP00000007968	D3X736
9031.ENSGALP00000021506	Q2XT08
9031.ENSGALP00000011699	Q50GM9
9031.ENSGALP00000010031	F1NXK6
9031.ENSGALP00000010870	Q9I8D9
9031.ENSGALP00000024901	Q788V6
9031.ENSGALP00000000233	Q860Y2
9031.ENSGALP00000038573	Q90696
9031.ENSGALP00000024901	Q91031
9031.ENSGALP00000011986	Q6Q1Q8
9031.ENSGALP00000000233	Q7YPW6
9031.ENSGALP00000007475	A7E3N3
9031.ENSGALP00000032296	Q6UC85
9031.ENSGALP00000014775	Q98918
9031.ENSGALP00000019582	Q1G7H3
9031.ENSGALP00000011238	O42397
9031.ENSGALP00000024943	Q6TKF4
9031.ENSGALP00000001717	Q90775
9031.ENSGALP00000006432	Q90949
9031.ENSGALP00000018278	Q5GR16
9031.ENSGALP00000001418	Q90911
9031.ENSGALP00000028939	Q98TD2
9031.ENSGALP00000020157	Q9DGI1
9031.ENSGALP00000021477	E1BSG4
9031.ENSGALP00000015492	Q9DFS5
9031.ENSGALP00000004029	Q9PSD4
9031.ENSGALP00000013814	E1BST6
9031.ENSGALP00000033517	R4QNW4
9031.ENSGALP00000020087	B3GS82
9031.ENSGALP00000005670	B3VI59
9031.ENSGALP00000021860	E1BSP7
9031.ENSGALP00000014107	Q49MC1
9031.ENSGALP00000012430	V5Y013
9031.ENSGALP00000010035	K0IVH9
9031.ENSGALP00000004630	A0A023PIT4
9031.ENSGALP00000025832	E1BSG2
9031.ENSGALP00000029869	M9TFP0
9031.ENSGALP00000034623	E5DEV9
9031.ENSGALP00000013540	F1NYE3
9031.ENSGALP00000008569	F1NZV5
9031.ENSGALP00000013522	F1P0Z4
9031.ENSGALP00000012720	Q5F3G9
9031.ENSGALP00000025528	F1NXV1
9031.ENSGALP00000039243	F1P020
9031.ENSGALP00000018223	F1P0D3
9031.ENSGALP00000003123	F1P3G8
9031.ENSGALP00000010202	F1P492
9031.ENSGALP00000020833	F1P4H2
9031.ENSGALP00000007379	H9KZ88
9031.ENSGALP00000009605	H9KZC8
9031.ENSGALP00000016653	H9KZP7
9031.ENSGALP00000035331	H9L332
9031.ENSGALP00000018188	A2T4N9
9031.ENSGALP00000001945	E1BQM6
9031.ENSGALP00000007651	E1BQZ7
9031.ENSGALP00000034660	E1BTQ9
9031.ENSGALP00000026663	E1BTT4
9031.ENSGALP00000034262	E1BTU1
9031.ENSGALP00000013700	E1BVC4
9031.ENSGALP00000038916	E1BW62
9031.ENSGALP00000008254	E1BWS4
9031.ENSGALP00000008212	E1BXA7
9031.ENSGALP00000002886	E1BYN5
9031.ENSGALP00000018434	E1BYY7
9031.ENSGALP00000027372	E1C0G7
9031.ENSGALP00000000602	E1C0Y9
9031.ENSGALP00000008402	E1C2P8
9031.ENSGALP00000012982	E1C311
9031.ENSGALP00000000940	E1C482
9031.ENSGALP00000005786	E1C4U5
9031.ENSGALP00000037576	E1C8M6
9031.ENSGALP00000016660	E1C9A0
9031.ENSGALP00000009048	E1C9H3
9031.ENSGALP00000040285	Q5TKS6
9031.ENSGALP00000026244	E1BTI8
9031.ENSGALP00000019418	E1BVM7
9031.ENSGALP00000015647	E1C182
9031.ENSGALP00000009863	E1C1G0
9031.ENSGALP00000001016	E1C334
9031.ENSGALP00000003971	E1C5R8
9031.ENSGALP00000023881	E1C821
9031.ENSGALP00000018121	F1NCE2
9031.ENSGALP00000013380	F1NDM6
9031.ENSGALP00000014398	F1NN36
9031.ENSGALP00000024636	F1NNG2
9031.ENSGALP00000012282	F1NQ43
9031.ENSGALP00000024947	F1NR62
9031.ENSGALP00000038513	F1NV14
9031.ENSGALP00000009678	F1N9D5
9031.ENSGALP00000023737	F1NAX7
9031.ENSGALP00000019862	F1NEL9
9031.ENSGALP00000007714	F1NFC3
9031.ENSGALP00000037528	F1NFW9
9031.ENSGALP00000026741	F1NGL3
9031.ENSGALP00000025436	F1NJY8
9031.ENSGALP00000037068	F1NLW2
9031.ENSGALP00000021525	F1NMD3
9031.ENSGALP00000038376	F1NN08
9031.ENSGALP00000012646	F1NNI4
9031.ENSGALP00000029885	F1NP01
9031.ENSGALP00000012564	F1NRB3
9031.ENSGALP00000010631	F1NV29
9031.ENSGALP00000039350	F1NVB3
9031.ENSGALP00000006954	F1NVF5
9031.ENSGALP00000018495	F1NVN6
9031.ENSGALP00000018610	F1P288
9031.ENSGALP00000001415	F1P3X5
9031.ENSGALP00000014727	F6VFK3
9031.ENSGALP00000025297	R4GHL8
9031.ENSGALP00000038920	Q5ZHL1
9031.ENSGALP00000020169	Q5ZJ15
9031.ENSGALP00000022522	Q90ZF0
9031.ENSGALP00000030463	R4GGP5
9031.ENSGALP00000017293	R4GHA5
9031.ENSGALP00000009656	R4GHY5
9031.ENSGALP00000000151	A5HUK1
9031.ENSGALP00000012342	R4GI36
9031.ENSGALP00000009770	A5HMN7
9031.ENSGALP00000007243	R4GF48
9031.ENSGALP00000013895	R4GFB9
9031.ENSGALP00000033211	R4GL55
9031.ENSGALP00000028034	Q5F3U1
9031.ENSGALP00000036433	Q90714
9031.ENSGALP00000033636	Q9PUF7
9031.ENSGALP00000025952	F8UWD5
9031.ENSGALP00000031994	Q5F370
9031.ENSGALP00000020651	Q159C7
9031.ENSGALP00000002355	Q7T060
9031.ENSGALP00000030658	C4PFJ8
9031.ENSGALP00000027811	Q789D2
9031.ENSGALP00000010779	P87381
9031.ENSGALP00000027524	Q8UW79
9031.ENSGALP00000005433	Q9W643
9031.ENSGALP00000019120	C0L3J6
9031.ENSGALP00000034614	E5DF54
9031.ENSGALP00000038801	Q91005
9031.ENSGALP00000016919	R9PXN7
9031.ENSGALP00000020540	R9PXP2
9031.ENSGALP00000027197	E1BSL8
9031.ENSGALP00000007016	B4X7N0
