9913.ENSBTAP00000022411	P68250
9913.ENSBTAP00000054154	G3MX93
9913.ENSBTAP00000054235	G3MXG8
9913.ENSBTAP00000054408	G3MXY5
9913.ENSBTAP00000056646	G3N3Y2
9913.ENSBTAP00000017590	Q2TBT2
9913.ENSBTAP00000015839	Q6QJF3
9913.ENSBTAP00000015846	A0A077S9Q3
9913.ENSBTAP00000022472	F1MMX9
9913.ENSBTAP00000014072	Q0PK28
9913.ENSBTAP00000009028	Q0V8G7
9913.ENSBTAP00000016233	Q862D3
9913.ENSBTAP00000048183	Q862M5
9913.ENSBTAP00000000353	Q6WQW9
9913.ENSBTAP00000053148	Q5ERT6
9913.ENSBTAP00000053148	Q5ERT7
9913.ENSBTAP00000018601	Q95KW1
9913.ENSBTAP00000026738	A6H7I2
9913.ENSBTAP00000007537	Q2QCT4
9913.ENSBTAP00000000788	E6Y432
9913.ENSBTAP00000020855	Q5EAD7
9913.ENSBTAP00000000876	Q0V7N5
9913.ENSBTAP00000053148	Q5EDF2
9913.ENSBTAP00000011702	F1MX74
9913.ENSBTAP00000019823	F2Z4F2
9913.ENSBTAP00000029251	Q0VCF2
9913.ENSBTAP00000025742	Q2TBS7
9913.ENSBTAP00000041984	Q703F1
9913.ENSBTAP00000025010	F2Y8A4
9913.ENSBTAP00000049614	F2Z4C6
9913.ENSBTAP00000053644	Q0VCE6
9913.ENSBTAP00000002887	Q6L6S7
9913.ENSBTAP00000015870	A6H7G7
9913.ENSBTAP00000022787	F1MEN5
9913.ENSBTAP00000041650	F2Z4J6
9913.ENSBTAP00000053644	Q2PQT6
9913.ENSBTAP00000019752	Q9GLH5
9913.ENSBTAP00000053570	A6H719
9913.ENSBTAP00000007611	A6H799
9913.ENSBTAP00000013963	Q9XS61
9913.ENSBTAP00000010169	Q0PEU9
9913.ENSBTAP00000033059	Q2T9P8
9913.ENSBTAP00000023068	F6QB05
9913.ENSBTAP00000049191	F1MU57
9913.ENSBTAP00000038113	F6QMY9
9913.ENSBTAP00000024169	O19174
9913.ENSBTAP00000005382	Q3SZJ3
9913.ENSBTAP00000009075	F6Q6P4
9913.ENSBTAP00000006167	K4JBS8
9913.ENSBTAP00000002240	Q08E58
9913.ENSBTAP00000023468	D5HSW8
9913.ENSBTAP00000055607	H9BEA3
9913.ENSBTAP00000049660	B3VNC2
9913.ENSBTAP00000006167	K4JDS3
9913.ENSBTAP00000022157	F6RZF3
9913.ENSBTAP00000021317	F6QMH3
9913.ENSBTAP00000037577	Q4H0Z3
9913.ENSBTAP00000003978	G3X6C8
9913.ENSBTAP00000005543	G3X6E8
9913.ENSBTAP00000056622	G3X6P6
9913.ENSBTAP00000017482	G3X724
9913.ENSBTAP00000019952	G3X756
9913.ENSBTAP00000038824	G3X7N1
9913.ENSBTAP00000046012	G3X7Z5
9913.ENSBTAP00000047630	G3X832
9913.ENSBTAP00000048027	G3X840
9913.ENSBTAP00000051715	G3X8A0
9913.ENSBTAP00000056384	G3X8F3
9913.ENSBTAP00000044536	Q3SZG7
9913.ENSBTAP00000035393	A8WFQ1
9913.ENSBTAP00000008376	G3X6K9
9913.ENSBTAP00000011218	G3X6P7
9913.ENSBTAP00000013358	G3X6U1
9913.ENSBTAP00000015220	G3X6W8
9913.ENSBTAP00000015235	G3X6W9
9913.ENSBTAP00000027078	G3X7G4
9913.ENSBTAP00000034212	G3X7K6
9913.ENSBTAP00000046669	G3X805
9913.ENSBTAP00000046288	G3X885
9913.ENSBTAP00000051264	G3X897
9913.ENSBTAP00000051841	G3X8A4
9913.ENSBTAP00000037256	Q1H8S2
9913.ENSBTAP00000012926	A2PYH9
9913.ENSBTAP00000018091	G1K1P8
9913.ENSBTAP00000004058	G3X6D0
9913.ENSBTAP00000009324	G3X6M5
9913.ENSBTAP00000014266	G3X6V2
9913.ENSBTAP00000015461	G3X6X7
9913.ENSBTAP00000017338	G3X716
9913.ENSBTAP00000021852	G3X787
9913.ENSBTAP00000023534	G3X7B7
9913.ENSBTAP00000024453	G3X7D7
9913.ENSBTAP00000028229	G3X7H4
9913.ENSBTAP00000032969	G3X7J8
9913.ENSBTAP00000053738	G3X7P6
9913.ENSBTAP00000002265	G3X8D3
9913.ENSBTAP00000056401	G3X8G9
9913.ENSBTAP00000008634	Q1LZ91
9913.ENSBTAP00000015846	Q7JFR6
9913.ENSBTAP00000051820	A0A023VWT2
9913.ENSBTAP00000020218	G3X763
9913.ENSBTAP00000041846	G3X7S0
9913.ENSBTAP00000051859	G3X8A5
9913.ENSBTAP00000012295	G3X8G4
9913.ENSBTAP00000020313	G4XKY4
9913.ENSBTAP00000020261	Q7JFY1
9913.ENSBTAP00000005760	A8YXY6
9913.ENSBTAP00000031167	G1K230
9913.ENSBTAP00000002380	G3X6B3
9913.ENSBTAP00000007556	G3X6J6
9913.ENSBTAP00000008278	G3X6K7
9913.ENSBTAP00000024080	G3X7C9
9913.ENSBTAP00000024954	G3X7E4
9913.ENSBTAP00000030440	G3X7I4
9913.ENSBTAP00000044010	G3X7V0
9913.ENSBTAP00000024475	G3X7Y2
9913.ENSBTAP00000046955	G3X822
9913.ENSBTAP00000051793	G3X8A2
9913.ENSBTAP00000017405	G9BDB5
9913.ENSBTAP00000023373	Q3SZI2
9913.ENSBTAP00000004329	A2VE35
9913.ENSBTAP00000006924	G3X6I0
9913.ENSBTAP00000015305	G3X6X1
9913.ENSBTAP00000022358	G3X793
9913.ENSBTAP00000023849	G3X7C6
9913.ENSBTAP00000044634	G3X7W3
9913.ENSBTAP00000049013	G3X856
9913.ENSBTAP00000056383	G3X8F2
9913.ENSBTAP00000037256	Q1H8S3
9913.ENSBTAP00000039319	Q3T0M6
9913.ENSBTAP00000049754	B0JYJ9
9913.ENSBTAP00000019916	B0JYK4
9913.ENSBTAP00000022710	B0JYN1
9913.ENSBTAP00000042488	A5PKM0
9913.ENSBTAP00000013664	E1B735
9913.ENSBTAP00000025655	E1B789
9913.ENSBTAP00000001917	E1B8R5
9913.ENSBTAP00000000874	E1B8T2
9913.ENSBTAP00000043987	E1B8T7
9913.ENSBTAP00000020446	E1B8W1
9913.ENSBTAP00000006663	E1BAX9
9913.ENSBTAP00000020819	E1BC13
9913.ENSBTAP00000020761	E1BC67
9913.ENSBTAP00000053733	E1BC79
9913.ENSBTAP00000017695	E1BDH6
9913.ENSBTAP00000025295	E1BE45
9913.ENSBTAP00000017579	E1BG26
9913.ENSBTAP00000036241	E1BHD5
9913.ENSBTAP00000022870	E1BHI1
9913.ENSBTAP00000034772	E1BIU9
9913.ENSBTAP00000000528	E1BKU1
9913.ENSBTAP00000029353	E1BKW8
9913.ENSBTAP00000043629	E1BKX0
9913.ENSBTAP00000017382	E1BKX2
9913.ENSBTAP00000033692	E1BMB2
9913.ENSBTAP00000006080	E1BMF9
9913.ENSBTAP00000053201	E1BMH3
9913.ENSBTAP00000025441	Q3MHP4
9913.ENSBTAP00000045911	Q6V952
9913.ENSBTAP00000017851	E1B7K8
9913.ENSBTAP00000010044	E1B7Q0
9913.ENSBTAP00000044637	E1B7Y2
9913.ENSBTAP00000040277	E1B7Z8
9913.ENSBTAP00000032691	E1B859
9913.ENSBTAP00000040250	E1B878
9913.ENSBTAP00000018366	E1B887
9913.ENSBTAP00000052192	E1BA21
9913.ENSBTAP00000001431	E1BA40
9913.ENSBTAP00000049384	E1BA58
9913.ENSBTAP00000021396	E1BAK2
9913.ENSBTAP00000006699	E1BAK9
9913.ENSBTAP00000026263	E1BAP0
9913.ENSBTAP00000049588	E1BB97
9913.ENSBTAP00000021159	E1BBJ6
9913.ENSBTAP00000051974	E1BBV5
9913.ENSBTAP00000040400	E1BBX7
9913.ENSBTAP00000048405	E1BCD4
9913.ENSBTAP00000019836	E1BCS1
9913.ENSBTAP00000007833	E1BCW1
9913.ENSBTAP00000023594	E1BD37
9913.ENSBTAP00000004379	E1BEH5
9913.ENSBTAP00000015897	E1BEL3
9913.ENSBTAP00000028741	E1BEX3
9913.ENSBTAP00000011498	E1BF38
9913.ENSBTAP00000008682	E1BFR1
9913.ENSBTAP00000042519	E1BFT1
9913.ENSBTAP00000042518	E1BFT2
9913.ENSBTAP00000037103	E1BGL6
9913.ENSBTAP00000025120	E1BGM5
9913.ENSBTAP00000011330	E1BH04
9913.ENSBTAP00000024692	E1BH84
9913.ENSBTAP00000041958	E1BI71
9913.ENSBTAP00000043751	E1BIC9
9913.ENSBTAP00000009487	E1BIK3
9913.ENSBTAP00000022793	E1BIV4
9913.ENSBTAP00000008496	E1BIX2
9913.ENSBTAP00000008982	E1BJA6
9913.ENSBTAP00000004081	E1BJF3
9913.ENSBTAP00000048512	E1BJQ8
9913.ENSBTAP00000028534	E1BJS8
9913.ENSBTAP00000024171	E1BJT1
9913.ENSBTAP00000001001	E1BK65
9913.ENSBTAP00000020191	E1BK79
9913.ENSBTAP00000023678	E1BKH1
9913.ENSBTAP00000023163	E1BKM6
9913.ENSBTAP00000048078	E1BL23
9913.ENSBTAP00000053796	E1BLC8
9913.ENSBTAP00000015044	E1BLT0
9913.ENSBTAP00000007421	E1BLU8
9913.ENSBTAP00000018941	E1BM10
9913.ENSBTAP00000019791	E1BMK2
9913.ENSBTAP00000007776	E1BMP0
9913.ENSBTAP00000002858	E1BN91
9913.ENSBTAP00000022420	E1BN99
9913.ENSBTAP00000008112	E1BND9
9913.ENSBTAP00000002795	E1BNW2
9913.ENSBTAP00000008081	E1BNX4
9913.ENSBTAP00000008060	E1BNY9
9913.ENSBTAP00000019587	E1BP51
9913.ENSBTAP00000039151	E1BP61
9913.ENSBTAP00000003191	E1BPB7
9913.ENSBTAP00000038692	E1BPE5
9913.ENSBTAP00000006308	E1B883
9913.ENSBTAP00000024700	E1BFE1
9913.ENSBTAP00000030951	E1BHB8
9913.ENSBTAP00000043706	E1BIY3
9913.ENSBTAP00000003547	E1BKQ4
9913.ENSBTAP00000023104	E1BKQ9
9913.ENSBTAP00000019662	E1BNJ3
9913.ENSBTAP00000024863	E1B907
9913.ENSBTAP00000021435	E1B9S7
9913.ENSBTAP00000000971	E1B9U1
9913.ENSBTAP00000024903	E1B9V5
9913.ENSBTAP00000026267	E1BAM4
9913.ENSBTAP00000042180	E1BDE7
9913.ENSBTAP00000050261	E1BDS9
9913.ENSBTAP00000029133	E1BG79
9913.ENSBTAP00000016202	E1BGC6
9913.ENSBTAP00000027772	E1BGD9
9913.ENSBTAP00000015765	E1BGG8
9913.ENSBTAP00000017102	E1BGS3
9913.ENSBTAP00000022855	E1BHK0
9913.ENSBTAP00000022806	E1BHP2
9913.ENSBTAP00000003368	E1BMR6
9913.ENSBTAP00000007321	E1BMS9
9913.ENSBTAP00000007705	E1BMZ9
9913.ENSBTAP00000003338	E1BN04
9913.ENSBTAP00000038860	E1BN10
9913.ENSBTAP00000053454	E1BP37
9913.ENSBTAP00000005655	G1K192
9913.ENSBTAP00000027919	Q1LZF4
9913.ENSBTAP00000002784	Q3SZ75
9913.ENSBTAP00000028983	Q3SZ81
9913.ENSBTAP00000056194	Q7JIQ5
9913.ENSBTAP00000013619	E1B762
9913.ENSBTAP00000020771	E1BBD2
9913.ENSBTAP00000052434	E1BBS4
9913.ENSBTAP00000006593	E1BBZ9
9913.ENSBTAP00000055710	E1BCV1
9913.ENSBTAP00000035550	E1BD45
9913.ENSBTAP00000009273	E1BD77
9913.ENSBTAP00000034540	E1BDG4
9913.ENSBTAP00000050246	E1BDT3
9913.ENSBTAP00000013227	E1BES2
9913.ENSBTAP00000050630	E1BEW7
9913.ENSBTAP00000012245	E1BHY0
9913.ENSBTAP00000008439	E1BJF5
9913.ENSBTAP00000024163	E1BJT8
9913.ENSBTAP00000005168	E1BK21
9913.ENSBTAP00000053271	E1BMB0
9913.ENSBTAP00000040726	E1BN65
9913.ENSBTAP00000033947	E1BNI2
9913.ENSBTAP00000015174	E1BPA4
9913.ENSBTAP00000025094	Q3T0B1
9913.ENSBTAP00000010730	Q3T0J2
9913.ENSBTAP00000053148	Q9TES6
9913.ENSBTAP00000055650	G5E6L3
9913.ENSBTAP00000007107	A0A060IHZ1
9913.ENSBTAP00000019803	A0FJZ6
9913.ENSBTAP00000010932	A2VDX6
9913.ENSBTAP00000020206	B0JYQ9
9913.ENSBTAP00000053156	B1P0N6
9913.ENSBTAP00000018305	E1B899
9913.ENSBTAP00000040697	E1B8D1
9913.ENSBTAP00000026034	E1BB44
9913.ENSBTAP00000018525	E1BBV0
9913.ENSBTAP00000054096	E1BC96
9913.ENSBTAP00000000419	E1BD27
9913.ENSBTAP00000026992	E1BDC7
9913.ENSBTAP00000013295	E1BE85
9913.ENSBTAP00000005218	E1BED7
9913.ENSBTAP00000008659	E1BFU6
9913.ENSBTAP00000042442	E1BHJ1
9913.ENSBTAP00000029092	E1BI30
9913.ENSBTAP00000009887	E1BIE7
9913.ENSBTAP00000023707	E1BIP6
9913.ENSBTAP00000048506	E1BK63
9913.ENSBTAP00000028907	E1BK83
9913.ENSBTAP00000008355	E1BLB8
9913.ENSBTAP00000020974	Q1MW22
9913.ENSBTAP00000007217	Q1RMK7
9913.ENSBTAP00000046611	Q1RMQ7
9913.ENSBTAP00000036305	E1BF12
9913.ENSBTAP00000052775	E1BMS8
9913.ENSBTAP00000000927	G5E505
9913.ENSBTAP00000056367	G5E6M4
9913.ENSBTAP00000011043	A5PKE2
9913.ENSBTAP00000018187	E1B929
9913.ENSBTAP00000001710	E1BAX6
9913.ENSBTAP00000005993	E1BB51
9913.ENSBTAP00000005930	E1BBL0
9913.ENSBTAP00000022603	E1BC44
9913.ENSBTAP00000002955	E1BDZ3
9913.ENSBTAP00000003759	E1BGY8
9913.ENSBTAP00000025100	E1BH40
9913.ENSBTAP00000047274	E1BI62
9913.ENSBTAP00000050467	E1BJ79
9913.ENSBTAP00000042852	E1BJ82
9913.ENSBTAP00000054725	E1BLR2
9913.ENSBTAP00000026452	E1BN58
9913.ENSBTAP00000053599	E1BNA3
9913.ENSBTAP00000042480	Q28921
9913.ENSBTAP00000040769	Q9TS61
9913.ENSBTAP00000001408	E1B9U9
9913.ENSBTAP00000019538	G5E5H7
9913.ENSBTAP00000033443	G5E5V2
9913.ENSBTAP00000047678	G5E659
9913.ENSBTAP00000048970	G5E686
9913.ENSBTAP00000042858	Q2ABB7
9913.ENSBTAP00000010928	Q3ZCG6
9913.ENSBTAP00000007790	B0JYK9
9913.ENSBTAP00000001615	E1B732
9913.ENSBTAP00000021556	E1B8D6
9913.ENSBTAP00000032460	E1B924
9913.ENSBTAP00000013574	E1BBE1
9913.ENSBTAP00000041753	E1BC89
9913.ENSBTAP00000004443	E1BCI2
9913.ENSBTAP00000000084	E1BCI6
9913.ENSBTAP00000051177	E1BD18
9913.ENSBTAP00000011034	E1BDD1
9913.ENSBTAP00000046503	E1BDG8
9913.ENSBTAP00000054581	E1BDI2
9913.ENSBTAP00000048393	E1BEA7
9913.ENSBTAP00000013201	E1BEU1
9913.ENSBTAP00000017591	E1BG12
9913.ENSBTAP00000023803	E1BGA6
9913.ENSBTAP00000048684	E1BGN6
9913.ENSBTAP00000008981	E1BJA7
9913.ENSBTAP00000016959	E1BK68
9913.ENSBTAP00000029300	E1BLF1
9913.ENSBTAP00000053594	E1BNA9
9913.ENSBTAP00000022368	E1BNW5
9913.ENSBTAP00000024097	G5E5K9
9913.ENSBTAP00000054795	G5E641
9913.ENSBTAP00000048583	G5E679
9913.ENSBTAP00000053151	B1P072
9913.ENSBTAP00000017833	E1B7H1
9913.ENSBTAP00000049498	E1B863
9913.ENSBTAP00000000861	E1B8W3
9913.ENSBTAP00000017757	E1BAC5
9913.ENSBTAP00000020838	E1BBT9
9913.ENSBTAP00000039420	E1BCQ9
9913.ENSBTAP00000003927	E1BDQ1
9913.ENSBTAP00000001223	E1BEV3
9913.ENSBTAP00000000786	E1BFD1
9913.ENSBTAP00000000335	E1BFK3
9913.ENSBTAP00000001114	E1BHA0
9913.ENSBTAP00000047741	E1BI13
9913.ENSBTAP00000016131	E1BI42
9913.ENSBTAP00000022762	E1BIX7
9913.ENSBTAP00000005477	E1BJ01
9913.ENSBTAP00000005025	E1BJ67
9913.ENSBTAP00000041893	E1BJH9
9913.ENSBTAP00000050380	E1BL25
9913.ENSBTAP00000028490	E1BL29
9913.ENSBTAP00000036478	E1BLJ9
9913.ENSBTAP00000002589	E1BM47
9913.ENSBTAP00000007340	E1BMK0
9913.ENSBTAP00000038778	E1BNS4
9913.ENSBTAP00000053440	E1BP48
9913.ENSBTAP00000053849	Q3T1A0
9913.ENSBTAP00000002309	E1B9I7
9913.ENSBTAP00000050141	E1BFR3
9913.ENSBTAP00000015955	G5E5F0
9913.ENSBTAP00000037223	G5E5X3
9913.ENSBTAP00000048307	G5E673
9913.ENSBTAP00000010195	B1GVZ0
9913.ENSBTAP00000014417	E1B7A9
9913.ENSBTAP00000017728	E1B9X7
9913.ENSBTAP00000049720	E1BAF8
9913.ENSBTAP00000007075	E1BAY5
9913.ENSBTAP00000013515	E1BB66
9913.ENSBTAP00000017284	E1BDK1
9913.ENSBTAP00000053666	E1BE18
9913.ENSBTAP00000050957	E1BH63
9913.ENSBTAP00000012187	E1BJV4
9913.ENSBTAP00000046653	E1BL66
9913.ENSBTAP00000017304	E1BLG9
9913.ENSBTAP00000015047	E1BLS9
9913.ENSBTAP00000053334	E1BPW3
9913.ENSBTAP00000049810	E1B9D6
9913.ENSBTAP00000025809	E1B9P2
9913.ENSBTAP00000049619	E1BC26
9913.ENSBTAP00000011898	E1BG49
9913.ENSBTAP00000043977	E1BGI0
9913.ENSBTAP00000002933	G5E526
9913.ENSBTAP00000004616	G5E559
9913.ENSBTAP00000036050	G5E5V8
9913.ENSBTAP00000048732	G5E681
9913.ENSBTAP00000049569	G5E697
9913.ENSBTAP00000012646	G5E6D0
9913.ENSBTAP00000051700	G5E6F4
9913.ENSBTAP00000051434	E1B8A3
9913.ENSBTAP00000012863	E1B970
9913.ENSBTAP00000013879	E1B9B0
9913.ENSBTAP00000009916	E1BGL7
9913.ENSBTAP00000031132	G5E5U6
9913.ENSBTAP00000001494	E1B7L0
9913.ENSBTAP00000002432	E1B7Q1
9913.ENSBTAP00000044487	E1B958
9913.ENSBTAP00000025847	E1B9A8
9913.ENSBTAP00000026230	E1BAH1
9913.ENSBTAP00000052497	E1BAM1
9913.ENSBTAP00000001772	E1BAX3
9913.ENSBTAP00000026035	E1BB35
9913.ENSBTAP00000005965	E1BBD1
9913.ENSBTAP00000011993	E1BDI3
9913.ENSBTAP00000027882	E1BEJ7
9913.ENSBTAP00000035427	E1BF43
9913.ENSBTAP00000047808	E1BFN8
9913.ENSBTAP00000051477	E1BFX6
9913.ENSBTAP00000035274	E1BI79
9913.ENSBTAP00000000200	E1BIJ5
9913.ENSBTAP00000003572	E1BKN6
9913.ENSBTAP00000026535	E1BM26
9913.ENSBTAP00000021616	E1BMR7
9913.ENSBTAP00000022353	E1BNX6
9913.ENSBTAP00000048971	Q1RMN6
9913.ENSBTAP00000002896	Q3T0J8
9913.ENSBTAP00000053063	E1B9G9
9913.ENSBTAP00000000231	G5E502
9913.ENSBTAP00000012349	G5E5C0
9913.ENSBTAP00000013808	G5E5D4
9913.ENSBTAP00000013812	G5E5D5
9913.ENSBTAP00000049173	G5E692
9913.ENSBTAP00000056476	G5E6R3
9913.ENSBTAP00000022073	E1B721
9913.ENSBTAP00000018367	E1B886
9913.ENSBTAP00000048897	E1B8Y0
9913.ENSBTAP00000024981	E1BAB1
9913.ENSBTAP00000024479	E1BCC8
9913.ENSBTAP00000009212	E1BDR2
9913.ENSBTAP00000047888	E1BF25
9913.ENSBTAP00000023876	E1BFN4
9913.ENSBTAP00000027787	E1BGD3
9913.ENSBTAP00000043786	E1BHV9
9913.ENSBTAP00000047239	E1BI85
9913.ENSBTAP00000048156	E1BJ84
9913.ENSBTAP00000000557	E1BKC3
9913.ENSBTAP00000003523	E1BKR3
9913.ENSBTAP00000024098	E1BLK6
9913.ENSBTAP00000003327	E1BN13
9913.ENSBTAP00000022485	E1BN35
9913.ENSBTAP00000041560	Q1PS47
9913.ENSBTAP00000007588	G5E573
9913.ENSBTAP00000009101	G5E586
9913.ENSBTAP00000009739	G5E587
9913.ENSBTAP00000046489	G5E620
9913.ENSBTAP00000051159	G5E6E2
9913.ENSBTAP00000055622	G5E6I6
9913.ENSBTAP00000056430	B1GW03
9913.ENSBTAP00000004136	B1GW06
9913.ENSBTAP00000006821	E1B6Z7
9913.ENSBTAP00000045557	E1B7S8
9913.ENSBTAP00000002270	E1BAS9
9913.ENSBTAP00000033158	E1BBB4
9913.ENSBTAP00000017907	E1BBI2
9913.ENSBTAP00000004384	E1BEH2
9913.ENSBTAP00000024713	E1BFD5
9913.ENSBTAP00000006021	E1BFX8
9913.ENSBTAP00000009575	E1BG65
9913.ENSBTAP00000016142	E1BHN9
9913.ENSBTAP00000011264	E1BIR3
9913.ENSBTAP00000003630	E1BIS9
9913.ENSBTAP00000001070	E1BJK0
9913.ENSBTAP00000053837	E1BK03
9913.ENSBTAP00000019320	E1BMJ2
9913.ENSBTAP00000008186	E1BN70
9913.ENSBTAP00000053569	E1BND6
9913.ENSBTAP00000026607	E1BPM4
9913.ENSBTAP00000021330	Q1RMV2
9913.ENSBTAP00000053827	Q29RQ0
9913.ENSBTAP00000028708	Q3T0K6
9913.ENSBTAP00000028546	E1BJR9
9913.ENSBTAP00000038862	E1BN09
9913.ENSBTAP00000053306	E1BPZ4
9913.ENSBTAP00000022950	G5E5K2
9913.ENSBTAP00000028387	G5E5Q7
9913.ENSBTAP00000051030	G5E6D7
9913.ENSBTAP00000041946	A2VE77
9913.ENSBTAP00000053152	B1NZ26
9913.ENSBTAP00000004350	G5E552
9913.ENSBTAP00000052078	G5E6G2
9913.ENSBTAP00000012929	Q3ZBR2
9913.ENSBTAP00000001147	B0LSH3
9913.ENSBTAP00000053155	B1NZK3
9913.ENSBTAP00000033549	E1B8G3
9913.ENSBTAP00000021565	E1B8N4
9913.ENSBTAP00000027448	E1BCS0
9913.ENSBTAP00000000779	E1BFD7
9913.ENSBTAP00000008645	E1BFV6
9913.ENSBTAP00000023292	E1BI88
9913.ENSBTAP00000035733	E1BIJ8
9913.ENSBTAP00000034797	E1BIT6
9913.ENSBTAP00000050471	E1BJ69
9913.ENSBTAP00000050860	E1BJL6
9913.ENSBTAP00000041859	E1BK20
9913.ENSBTAP00000011171	E1BKP1
9913.ENSBTAP00000011652	E1BKZ9
9913.ENSBTAP00000030740	E1BLN1
9913.ENSBTAP00000007743	E1BMP9
9913.ENSBTAP00000003203	E1BNU3
9913.ENSBTAP00000003176	E1BPD6
9913.ENSBTAP00000020099	Q3T0Y2
9913.ENSBTAP00000016273	Q7JJ73
9913.ENSBTAP00000027925	E1BD65
9913.ENSBTAP00000029131	E1BG80
9913.ENSBTAP00000022902	E1BGB0
9913.ENSBTAP00000021750	E1BQ05
9913.ENSBTAP00000010108	G5E589
9913.ENSBTAP00000001212	A2VE96
9913.ENSBTAP00000051516	E1BE67
9913.ENSBTAP00000012738	Q1RMM4
9913.ENSBTAP00000048579	Q1RMV1
9913.ENSBTAP00000013450	E1B7P7
9913.ENSBTAP00000021593	E1B7V1
9913.ENSBTAP00000001319	E1B8X5
9913.ENSBTAP00000013852	E1B9I8
9913.ENSBTAP00000044595	E1B9Z2
9913.ENSBTAP00000001445	E1BA07
9913.ENSBTAP00000020597	E1BA08
9913.ENSBTAP00000014591	E1BAM0
9913.ENSBTAP00000020915	E1BAP3
9913.ENSBTAP00000006622	E1BAU0
9913.ENSBTAP00000025502	E1BBM0
9913.ENSBTAP00000006464	E1BBM5
9913.ENSBTAP00000038101	E1BBU9
9913.ENSBTAP00000023975	E1BD32
9913.ENSBTAP00000028342	E1BDU6
9913.ENSBTAP00000010516	E1BE21
9913.ENSBTAP00000037226	E1BE89
9913.ENSBTAP00000005251	E1BEA5
9913.ENSBTAP00000001269	E1BER7
9913.ENSBTAP00000043463	E1BFL6
9913.ENSBTAP00000031886	E1BFZ1
9913.ENSBTAP00000011369	E1BGY7
9913.ENSBTAP00000009016	E1BH08
9913.ENSBTAP00000024636	E1BHT1
9913.ENSBTAP00000024635	E1BHT3
9913.ENSBTAP00000009889	E1BIE5
9913.ENSBTAP00000011716	E1BJ47
9913.ENSBTAP00000019927	E1BKL4
9913.ENSBTAP00000011112	E1BL71
9913.ENSBTAP00000022667	E1BL95
9913.ENSBTAP00000028879	E1BLI8
9913.ENSBTAP00000028865	E1BLK1
9913.ENSBTAP00000040841	E1BLZ7
9913.ENSBTAP00000010198	E1BM48
9913.ENSBTAP00000006874	E1BN64
9913.ENSBTAP00000053598	E1BNA5
9913.ENSBTAP00000039173	E1BP40
9913.ENSBTAP00000040931	E1BPJ0
9913.ENSBTAP00000027071	E1BPY4
9913.ENSBTAP00000019457	E1BPZ1
9913.ENSBTAP00000040060	Q6T5C5
9913.ENSBTAP00000036942	E1B9T4
9913.ENSBTAP00000000920	G5E504
9913.ENSBTAP00000036443	G5E5V9
9913.ENSBTAP00000002066	Q2EGT4
9913.ENSBTAP00000004288	Q3ZC74
9913.ENSBTAP00000018876	B0LSH4
9913.ENSBTAP00000029403	B1GVZ2
9913.ENSBTAP00000053970	E1B7M2
9913.ENSBTAP00000040669	E1B8I7
9913.ENSBTAP00000053058	E1B9J8
9913.ENSBTAP00000021335	E1BAG5
9913.ENSBTAP00000045395	E1BAY3
9913.ENSBTAP00000025796	E1BB22
9913.ENSBTAP00000020783	E1BB80
9913.ENSBTAP00000026163	E1BC30
9913.ENSBTAP00000032029	E1BCX0
9913.ENSBTAP00000048378	E1BEC2
9913.ENSBTAP00000011393	E1BGW9
9913.ENSBTAP00000016981	E1BJP4
9913.ENSBTAP00000027527	E1BKL9
9913.ENSBTAP00000040867	E1BLX4
9913.ENSBTAP00000027302	E1BMR0
9913.ENSBTAP00000047402	E1BD81
9913.ENSBTAP00000004588	G5E558
9913.ENSBTAP00000048343	G5E675
9913.ENSBTAP00000046362	H2DE30
9913.ENSBTAP00000045952	Q1RMN4
9913.ENSBTAP00000025471	E1B7G8
9913.ENSBTAP00000013463	E1B7J2
9913.ENSBTAP00000006684	E1BAQ7
9913.ENSBTAP00000019039	E1BB17
9913.ENSBTAP00000055526	E1BBP3
9913.ENSBTAP00000053787	E1BC37
9913.ENSBTAP00000027976	E1BCL7
9913.ENSBTAP00000053671	E1BE14
9913.ENSBTAP00000015898	E1BEL2
9913.ENSBTAP00000031079	E1BEN6
9913.ENSBTAP00000000750	E1BFF5
9913.ENSBTAP00000035843	E1BFM9
9913.ENSBTAP00000051485	E1BFX0
9913.ENSBTAP00000051444	E1BG10
9913.ENSBTAP00000020221	E1BHV7
9913.ENSBTAP00000039645	E1BI74
9913.ENSBTAP00000009431	E1BIP3
9913.ENSBTAP00000028046	E1BJD2
9913.ENSBTAP00000048503	E1BK64
9913.ENSBTAP00000006957	E1BM29
9913.ENSBTAP00000015969	G5E5F1
9913.ENSBTAP00000027786	B2DG23
9913.ENSBTAP00000043136	F1MCG2
9913.ENSBTAP00000048486	F1MCJ1
9913.ENSBTAP00000048161	F1ME34
9913.ENSBTAP00000031023	F1ME72
9913.ENSBTAP00000006753	F1MNV6
9913.ENSBTAP00000012777	F1MRI2
9913.ENSBTAP00000012631	F1MS24
9913.ENSBTAP00000040120	F1MS45
9913.ENSBTAP00000050989	F1MT34
9913.ENSBTAP00000009950	F1MTD6
9913.ENSBTAP00000037206	F1MTG7
9913.ENSBTAP00000001281	F1MTH1
9913.ENSBTAP00000009703	F1MUQ3
9913.ENSBTAP00000028890	F1MUQ6
9913.ENSBTAP00000011697	F1MYB0
9913.ENSBTAP00000026720	F1N402
9913.ENSBTAP00000022750	F1MER1
9913.ENSBTAP00000036111	F1MEV7
