208964.PA1024	Q9I4V0
208964.PA3079	A0A0C7CZ63
208964.PA2025	A0A077JUI7
208964.PA4277	A7L763
208964.PA5372	A0A0C6ETJ6
208964.PA2179	A0A0C6EZP3
208964.PA2071	A0A0C7AGN9
208964.PA3165	A0A0C7CS26
208964.PA2773	A0A0C7CSN7
208964.PA1795	A0A0C7CWH9
208964.PA0039	A0A0C7CX07
208964.PA4530	A0A0C7CZC1
208964.PA4000	A0A0C7D189
208964.PA3734	A0A0C7D1X0
208964.PA1389	A0A0C7D4M8
208964.PA2555	A0A0C6EGL5
208964.PA2195	A0A0C6EID4
208964.PA3934	A0A0C6ESE8
208964.PA3901	A0A0C6ESH7
208964.PA3203	A0A0C6EV13
208964.PA2672	A0A0C6EXL0
208964.PA1271	A0A0C6EY08
208964.PA1132	A0A0C6EYN9
208964.PA5063	A0A0C6F3K2
208964.PA2543	A0A0C7AJQ1
208964.PA4796	A0A0C7ANT0
208964.PA3835	A0A0C7AP35
208964.PA2268	A0A0C7CUS0
208964.PA2058	A0A0C7CVW8
208964.PA1612	A0A0C7CXN4
208964.PA2672	A0A0C7CXT8
208964.PA1390	A0A0C7D4K1
208964.PA3763	A0A069Q8L4
208964.PA4403	A0A072ZED7
208964.PA0168	A0A072ZHC0
208964.PA5340	A0A072ZUB4
208964.PA3618	A0A080VF80
208964.PA4081	A0A080VJJ6
208964.PA2541	A0A080VK94
208964.PA0479	A0A0A8RBV9
208964.PA0241	A0A0A8RBX5
208964.PA3108	A0A0A8RCI1
208964.PA4135	A0A0A8RD18
208964.PA2838	A0A0A8RDE7
208964.PA4115	A0A0A8RDH6
208964.PA4655	A0A0A8RGK2
208964.PA4412	A0A0A8RHI0
208964.PA1672	A0A0A8RPZ9
208964.PA2432	A0A0A8RSK0
208964.PA4011	A0A077JJ06
208964.PA1407	A0A072ZM57
208964.PA5146	A0A0A8RF82
208964.PA0530	A0A077JHW1
208964.PA4071	A0A077JM75
208964.PA4993	A0A077JY22
208964.PA0622	A0A081HDZ1
208964.PA1338	A0A0A8RKH7
208964.PA4411	A0A069Q0T1
208964.PA0126	A0A072ZH90
208964.PA0435	A0A077JKX9
208964.PA4027	A0A077JLY5
208964.PA3750	A0A077JMT2
208964.PA4487	A0A077JMX5
208964.PA1268	A0A077JN04
208964.PA1134	A0A077JNQ7
208964.PA4612	A0A077JQH0
208964.PA3420	A0A077JRF8
208964.PA3369	A0A077JXC2
208964.PA4836	A0A077JZE0
208964.PA5383	A0A077K1T0
208964.PA1992	A0A077K1V2
208964.PA5266	A0A077K344
208964.PA5016	A0A077K5F6
208964.PA1001	A0A077JTK9
208964.PA2043	A0A077JW74
208964.PA1971	A0A077JWE7
208964.PA0247	A0A0C6E860
208964.PA0575	A0A0C6E9Q3
208964.PA3912	A0A0C6EBG2
208964.PA0386	A0A0C6EKK9
208964.PA4597	A0A0C6EQJ5
208964.PA5416	A0A0C6ETM7
208964.PA2420	A0A0C6EU43
208964.PA3784	A0A0C6EYN1
208964.PA3584	A0A0C6EZP2
208964.PA3908	A0A0C6F3T9
208964.PA2842	A0A0C6F7K0
208964.PA5184	A0A0C6F8H1
208964.PA2537	A0A0C6F995
208964.PA2442	A0A0C6F9V1
208964.PA1618	A0A0C6FCV2
208964.PA2193	A0A0C7AGB0
208964.PA3589	A0A0C7AL72
208964.PA0112	A0A0C7ARC4
208964.PA0705	A0A0C7CRU0
208964.PA2266	A0A0C7CU56
208964.PA0808	A0A0C7CVN3
208964.PA2921	A0A0C7D195
208964.PA3982	A0A0C7D1A4
208964.PA2895	A0A0C7D1B3
208964.PA0629	A0A0C7D2Y4
208964.PA3792	A0A0C7D309
208964.PA4701	A0A0C7D5Z2
208964.PA5198	A0A0C7D6B4
208964.PA1474	A0A0C7D6H9
208964.PA1794	A0A0C6EJS5
208964.PA0272	A0A0C6EPQ3
208964.PA4811	A0A0C6F2V3
208964.PA4852	A0A0C6F304
208964.PA1624	A0A0C6F6I2
208964.PA0103	A0A0C7CRH1
208964.PA2793	A0A0C7CTL1
208964.PA3938	A0A0C7D169
208964.PA4692	A0A069Q1Y7
208964.PA0024	A0A0A8RB96
208964.PA2905	A0A0A8RD75
208964.PA2837	A0A0A8RHP1
208964.PA4771	A0A0A8RID6
208964.PA5260	A0A0A8RJE9
208964.PA1875	A0A0A8RLU5
208964.PA3033	A0A069QDJ8
208964.PA0069	A0A072ZFZ8
208964.PA2632	A0A072ZP09
208964.PA3885	A0A080V974
208964.PA0764	A0A080VGN5
208964.PA4927	A0A080VP12
208964.PA1283	A0A080VTC4
208964.PA4234	A0A0A8RCJ6
208964.PA5042	A0A0A8REX4
208964.PA5077	A0A0A8RJH1
208964.PA0843	A0A0A8RM74
208964.PA1868	A0A0A8RQQ6
208964.PA3186	A0A0A8RSN8
208964.PA3596	A0A0A8RF21
208964.PA1448	A0A0A8RK36
208964.PA2128	A0A0A8RMF8
208964.PA0745	A0A0A8RID2
208964.PA1554	A0A0A8RPE0
208964.PA1601	A0A0A8RPV1
208964.PA2194	Q6DUX5
208964.PA1092	O30736
208964.PA1402	A0A0A8RJZ4
208964.PA0368	A0A0A8R9R2
208964.PA4227	A0A0A8RDF5
208964.PA5185	A0A0A8RFB6
208964.PA1252	A0A077JK25
208964.PA4357	A0A072ZEB4
208964.PA0521	A0A077JHV4
208964.PA3037	A0A077JQV5
208964.PA3375	A0A077JSG7
208964.PA3068	A0A077JSP1
208964.PA2609	A0A077JVB0
208964.PA1691	A0A077JXI1
208964.PA1521	A0A077JXW6
208964.PA1355	A0A077JYE5
208964.PA1539	A0A080VRB5
208964.PA2467	A0A077JVW2
208964.PA3477	A0A077JSC2
208964.PA2716	A0A077JV49
208964.PA0121	A0A0C6E7U8
208964.PA3958	A0A0C6EBB4
208964.PA3862	A0A0C6EBK4
208964.PA4080	A0A0C6EMJ2
208964.PA2886	A0A0C6ERI4
208964.PA2090	A0A0C6EVE2
208964.PA2142	A0A0C6FAV0
208964.PA5531	A0A0C6FLH1
208964.PA3489	A0A0C7CV82
208964.PA2134	A0A0C7CVW5
208964.PA4132	A0A0C7CX32
208964.PA4442	A0A0C7CZ96
208964.PA4334	A0A0C7CZK0
208964.PA2874	A0A0C7D0E8
208964.PA3013	A0A0C7D123
208964.PA3595	A0A0C7D2M8
208964.PA0479	A0A0C7D3G3
208964.PA1391	A0A0C7D5J0
208964.PA4736	A0A0C7D628
208964.PA4961	A0A0C7D6L6
208964.PA0759	A0A0C6ENM5
208964.PA4323	A0A0C6EP72
208964.PA5010	A0A0C6ES49
208964.PA3677	A0A0C6ETC0
208964.PA0413	A0A0C6EW15
208964.PA1732	A0A0C6EWG3
208964.PA1601	A0A0C6F1Q4
208964.PA4543	A0A0C6F1W8
208964.PA4815	A0A0C6F2W0
208964.PA5281	A0A0C6F4F9
208964.PA1966	A0A0C7CSQ4
208964.PA0217	A0A0C7CT93
208964.PA0804	A0A0C7CUK7
208964.PA4079	A0A0C7CX20
208964.PA1649	A0A0C7CXI5
208964.PA2913	A0A0C7CZP7
208964.PA2889	A0A0C7D057
208964.PA3058	A0A0C7D070
208964.PA0451	A0A0C7D2H6
208964.PA0421	A0A0C7D2J8
208964.PA1414	A0A0C7D4M3
208964.PA4705	A0A0C7D4X7
208964.PA4898	A0A0C7D5G5
208964.PA5142	A0A0C7D8A0
208964.PA0785	A0A080VLA4
208964.PA4529	A0A072ZEQ5
208964.PA3912	A0A077JMA5
208964.PA3377	A0A077JRP1
208964.PA2628	A0A077JV93
208964.PA3559	A0A080VUW2
208964.PA4236	A0A0A8RA21
208964.PA3464	A0A0A8RBH3
208964.PA4818	A0A0A8RE37
208964.PA5202	A0A0A8RFC8
208964.PA3305	A0A0A8RG02
208964.PA3075	A0A0A8RG55
208964.PA3047	A0A0A8RG77
208964.PA5189	A0A0A8RIX1
208964.PA5203	A0A0A8RJA1
208964.PA4491	A0A0A8RLQ9
208964.PA0674	A0A0A8RMH0
208964.PA1345	A0A0A8RP64
208964.PA1377	A0A0A8RQ85
208964.PA2544	A0A0A8RST0
208964.PA1498	A0A077JY16
208964.PA1753	A0A0A8RQR6
208964.PA1108	A0A072ZZ38
208964.PA1254	A0A077JN17
208964.PA0234	A0A077JPB9
208964.PA2700	A0A077JU70
208964.PA0428	A0A0A8RCM0
208964.PA1361	A0A0A8RKK4
208964.PA3390	A0A071KXX6
208964.PA0222	A0A077JK51
208964.PA4289	A0A077JMA7
208964.PA3760	A0A077JMS4
208964.PA4575	A0A077JN90
208964.PA1260	A0A077JND7
208964.PA0679	A0A077JPR0
208964.PA3355	A0A077JPV9
208964.PA0759	A0A077JQ24
208964.PA3107	A0A077JQQ1
208964.PA4288	A0A077JUU1
208964.PA3399	A0A077JX93
208964.PA1666	A0A077JXN5
208964.PA1489	A0A077JXZ1
208964.PA2293	A0A077K116
208964.PA2275	A0A077K140
208964.PA0235	A0A077JH20
208964.PA4986	A0A0C6F7S7
208964.PA3616	A0A0C6ECV5
208964.PA2457	A0A0C6EH18
208964.PA2360	A0A0C6EHJ8
208964.PA1129	A0A0C6EM25
208964.PA5102	A0A0C6ESD0
208964.PA1966	A0A0C6EVS8
208964.PA2265	A0A0C6EZ55
208964.PA2321	A0A0C6F465
208964.PA2012	A0A0C6F5H6
208964.PA1886	A0A0C6F5R7
208964.PA3293	A0A0C6F647
208964.PA1213	A0A0C6F7J0
208964.PA4905	A0A0C6FC93
208964.PA5384	A0A0C6FE13
208964.PA4559	A0A0C6FHS7
208964.PA4882	A0A0C6FJ33
208964.PA5017	A0A0C6FJG7
208964.PA4304	A0A0C7ABS9
208964.PA1856	A0A0C7AHN3
208964.PA2941	A0A0C7AJL0
208964.PA1950	A0A0C7CT84
208964.PA2750	A0A0C7CTF9
208964.PA2238	A0A0C7CTG3
208964.PA5325	A0A0C7CUY3
208964.PA1858	A0A0C7CUZ3
208964.PA1827	A0A0C7CWX7
208964.PA4065	A0A0C7CX29
208964.PA5542	A0A0C7CXR2
208964.PA5532	A0A0C7CXT0
208964.PA3200	A0A0C7D027
208964.PA0439	A0A0C7D2I5
208964.PA3920	A0A0C7D2K7
208964.PA1085	A0A0C7D3Y0
208964.PA4964	A0A0C7D5T2
208964.PA5111	A0A0C7D837
208964.PA0682	A0A069Q5U4
208964.PA5017	A0A072ZK91
208964.PA1118	A0A072ZM03
208964.PA4478	A0A080VHC7
208964.PA0488	A0A080VIC6
208964.PA2902	A0A080VV17
208964.PA2920	A0A0A8RD61
208964.PA4169	A0A0A8RD64
208964.PA4123	A0A0A8RDX6
208964.PA3598	A0A0A8RFL0
208964.PA5483	A0A0A8RKA0
208964.PA4396	A0A0A8RL62
208964.PA2644	A0A0A8RTH9
208964.PA0492	A0A072ZFY3
208964.PA0201	A0A080VIQ1
208964.PA0213	A0A0A8RBE1
208964.PA3593	A0A0A8RFL2
208964.PA5439	A0A0A8RJY0
208964.PA4310	A0A0A8RME2
208964.PA1693	A0A0A8RQM4
208964.PA0235	A0A071L0R9
208964.PA3715	A0A077JRR7
208964.PA1953	A0A077K1Z1
208964.PA2712	A0A080VC11
208964.PA0709	A0A080VHS7
208964.PA4881	A0A071L0D6
208964.PA4737	A0A071L2Q6
208964.PA1293	A0A072ZIM1
208964.PA3935	A0A077JJ69
208964.PA1230	A0A077JK77
208964.PA0253	A0A077JK83
208964.PA4008	A0A077JLZ8
208964.PA0078	A0A077JNV9
208964.PA0963	A0A077JP78
208964.PA3534	A0A077JR43
208964.PA4065	A0A077JRH6
208964.PA3243	A0A077JS26
208964.PA3389	A0A077JSG3
208964.PA3227	A0A077JSM7
208964.PA2833	A0A077JTG6
208964.PA1779	A0A077JV86
208964.PA4651	A0A077JYY1
208964.PA2769	A0A077JZA9
208964.PA1277	A0A077JZK6
208964.PA5518	A0A077JZN2
208964.PA5528	A0A077JZP6
208964.PA5026	A0A077JZZ7
208964.PA5252	A0A077K1F0
208964.PA2312	A0A0A8RSR1
208964.PA0087	A0A077JJV2
208964.PA2308	A0A077JVC7
208964.PA2282	A0A077JW96
208964.PA4219	A0A0C6EA30
208964.PA4089	A0A0C6EMI0
208964.PA3393	A0A0C6EPY9
208964.PA3551	A0A0C6EZR6
208964.PA3885	A0A0C6F3W4
208964.PA1800	A0A0C6FBZ9
208964.PA0816	A0A0C6FFN5
208964.PA5415	A0A0C6FL48
208964.PA1120	A0A0C7ADU5
208964.PA2783	A0A0C7CTD5
208964.PA3494	A0A0C7CV88
208964.PA2359	A0A0C7CXB9
208964.PA3029	A0A0C7CZZ3
208964.PA2834	A0A0C7D0I8
208964.PA4874	A0A0C7D6F9
208964.PA2471	A0A0C6EGZ2
208964.PA2010	A0A0C6EJ41
208964.PA3591	A0A0C6ETU9
208964.PA3548	A0A0C6ETY6
208964.PA3539	A0A0C6ETZ2
208964.PA1988	A0A0C6EVQ9
208964.PA1956	A0A0C6EVT6
208964.PA1060	A0A0C6F395
208964.PA5078	A0A0C6F3L2
208964.PA4819	A0A0C6F756
208964.PA4779	A0A0C6FBN0
208964.PA1809	A0A0C7AFS1
208964.PA2701	A0A0C7CR68
208964.PA3166	A0A0C7CRY1
208964.PA1930	A0A0C7CSM2
208964.PA5470	A0A0C7CTY4
208964.PA2258	A0A0C7CUP1
208964.PA1717	A0A0C7CXA1
208964.PA1712	A0A0C7CXA9
208964.PA2664	A0A0C7CYC8
208964.PA4321	A0A0C7CYT2
208964.PA4376	A0A0C7CZ89
208964.PA3933	A0A0C7D175
208964.PA3744	A0A0C7D1W2
208964.PA0843	A0A0C7D381
208964.PA1008	A0A0C7D3B7
208964.PA1141	A0A0C7D427
208964.PA1219	A0A0C7D485
208964.PA1262	A0A0C7D492
208964.PA1385	A0A0C7D4J9
208964.PA5212	A0A0C7D8K3
208964.PA1799	A0A069PZM4
208964.PA4281	A0A072ZC79
208964.PA1717	A0A072ZHZ5
208964.PA0547	A0A0A8R9V7
208964.PA3492	A0A0A8RFD5
208964.PA5297	A0A0A8RGG0
208964.PA4842	A0A0A8RHP8
208964.PA1445	A0A0A8RK71
208964.PA1363	A0A0A8RP83
208964.PA1782	A0A0A8RQU3
208964.PA2243	A0A077JWC0
208964.PA0090	A0A0C6EJL3
208964.PA2493	A0A0C6ETK6
208964.PA4036	A0A0C6F3G2
208964.PA1480	A0A0C6FD73
208964.PA4710	A0A0C6FI80
208964.PA4491	A0A0C7CZ57
208964.PA4524	A0A0C7D077
208964.PA0490	A0A0C7D3F7
208964.PA1386	A0A0C7D5I7
208964.PA1397	A0A0C7D6A8
208964.PA3059	A0A0C6EEG0
208964.PA2373	A0A0C6EHI7
208964.PA2097	A0A0C6EIU7
208964.PA2075	A0A0C6EIY1
208964.PA2069	A0A0C6EIY9
208964.PA0942	A0A0C6EML2
208964.PA4955	A0A0C6ES14
208964.PA0151	A0A0C6EV11
208964.PA2877	A0A0C6EW51
208964.PA0799	A0A0C6F497
208964.PA2217	A0A0C6F4N8
208964.PA5427	A0A0C6F4Y3
208964.PA4750	A0A0C6F6N5
208964.PA1402	A0A0C6F720
208964.PA5407	A0A0C6F9A8
208964.PA5059	A0A0C6FCM9
208964.PA0897	A0A0C7ACG0
208964.PA0370	A0A0C7ATW0
208964.PA5375	A0A0C7CR24
208964.PA1976	A0A0C7CSR4
208964.PA5454	A0A0C7CSV1
208964.PA0730	A0A0C7CV25
208964.PA2147	A0A0C7CW68
208964.PA2594	A0A0C7CWM6
208964.PA1642	A0A0C7CYE0
208964.PA2882	A0A0C7CZS0
208964.PA3704	A0A0C7D1Z7
208964.PA0596	A0A0C7D2D6
208964.PA1301	A0A0C7D4C5
208964.PA5099	A0A0C7D5X2
208964.PA1294	A0A0A8RKC7
208964.PA4779	A0A0A8RE41
208964.PA0335	A0A077JHH3
208964.PA2078	A0A077K1N1
208964.PA5481	A0A071L4G6
208964.PA4232	A0A077JIC9
208964.PA0241	A0A077JJH7
208964.PA0670	A0A077JM98
208964.PA1109	A0A077JNI3
208964.PA3022	A0A077JQX0
208964.PA4504	A0A077JR01
208964.PA4534	A0A077JVK3
208964.PA1619	A0A077JXP1
208964.PA5471	A0A077K1L0
208964.PA1527	A0A077K3C8
208964.PA2704	A0A077JSD4
208964.PA2368	A0A077JV73
208964.PA4110	A0A0A0Q8P5
208964.PA0074	A0A0C6E7K9
208964.PA0503	A0A0C6ELD0
208964.PA4156	A0A0C6EM22
208964.PA5238	A0A0C6F8N6
208964.PA1846	A0A0C6FBT3
208964.PA2497	A0A0C7AIB0
208964.PA2707	A0A0C7CRU7
208964.PA4233	A0A0C7CT44
208964.PA4186	A0A0C7CTJ7
208964.PA1913	A0A0C7CTZ1
208964.PA2353	A0A0C7CWJ2
208964.PA2572	A0A0C7CXJ3
208964.PA1627	A0A0C7CYP0
208964.PA3848	A0A0C7D1W0
208964.PA0511	A0A0C7D3E1
208964.PA1175	A0A0C7D515
208964.PA3592	A0A0C6ECX1
208964.PA5471	A0A0C6ETS4
208964.PA1910	A0A0C6F0K1
208964.PA2241	A0A0C6F4D3
208964.PA1270	A0A0C6F7D4
208964.PA4975	A0A0C7APE1
208964.PA5297	A0A0C7AQ45
208964.PA0252	A0A0C7CQU3
208964.PA2709	A0A0C7CR09
208964.PA2262	A0A0C7CTK0
208964.PA2303	A0A0C7CV94
208964.PA1826	A0A0C7CVR3
208964.PA2152	A0A0C7CW71
208964.PA5541	A0A0C7CWM3
208964.PA4347	A0A0C7CZC2
208964.PA3291	A0A0C7D0P6
208964.PA3893	A0A0C7D1I2
208964.PA1285	A0A0C7D4E4
208964.PA4775	A0A0C7D596
208964.PA5164	A0A0C7D6E3
208964.PA0364	A0A069Q9I3
208964.PA1296	A0A072ZIM8
208964.PA2173	A0A072ZNE0
208964.PA0058	A0A080VG72
208964.PA0173	A0A080VTE7
208964.PA0242	A0A080VVW3
208964.PA1218	A0A081HQS9
208964.PA0471	A0A0A8RC78
208964.PA3929	A0A0A8RDK7
208964.PA4003	A0A0A8RE86
208964.PA3927	A0A0A8REH5
208964.PA3453	A0A0A8RFH6
208964.PA2921	A0A0A8RGK8
208964.PA4640	A0A0A8RGL6
208964.PA4427	A0A0A8RHG3
208964.PA0904	A0A0A8RIX0
208964.PA5136	A0A0A8RJ56
208964.PA1155	A0A0A8RNJ6
208964.PA1528	A0A0A8RPC5
208964.PA2529	A0A0A8RSC5
208964.PA4067	A0A0A8RD77
208964.PA5223	A0A069Q9J1
208964.PA3161	Q8KN77
208964.PA1225	A0A072ZMD5
208964.PA2343	A0A0A8RN87
208964.PA1027	A0A069Q4Z7
208964.PA4130	A0A077JLN0
208964.PA4403	A0A077JQN7
208964.PA5192	A0A077JYR1
208964.PA2352	A0A077K0U7
208964.PA0126	A0A090A2V4
208964.PA2903	A0A0C6EEW0
208964.PA0435	A0A0C6EL27
208964.PA0604	A0A0C6EQW8
208964.PA5307	A0A0C6ETD9
208964.PA0072	A0A0C6EUR7
208964.PA2122	A0A0C6EV95
208964.PA0292	A0A0C6EVE7
208964.PA1635	A0A0C6EWU5
208964.PA0851	A0A0C6EZJ5
208964.PA2076	A0A0C6F592
208964.PA4507	A0A0C6F5I6
208964.PA4603	A0A0C6F658
208964.PA1373	A0A0C6F744
208964.PA5382	A0A0C6F990
208964.PA0755	A0A0C6FFZ9
208964.PA1086	A0A0C7AF07
208964.PA2024	A0A0C7AI23
208964.PA0255	A0A0C7ART2
208964.PA4169	A0A0C7CSA1
208964.PA0669	A0A0C7CST9
208964.PA2097	A0A0C7CVB9
208964.PA2124	A0A0C7CWL5
208964.PA4133	A0A0C7CXH9
208964.PA4548	A0A0C7CY19
208964.PA1720	A0A0C7CYB4
208964.PA4470	A0A0C7D0D5
208964.PA1080	A0A0C7D3W8
208964.PA1136	A0A0C7D424
208964.PA1215	A0A0C7D457
208964.PA0926	A0A0C7D484
208964.PA1329	A0A0C7D4I3
208964.PA1432	A0A0C7D4R5
208964.PA4475	A2ICY3
208964.PA2196	A0A069Q8H3
208964.PA4089	A0A072ZPY5
208964.PA3273	A0A080VJK4
208964.PA3330	A0A087L9I6
208964.PA3313	A0A0A8RFZ0
208964.PA5055	A0A0A8RIK3
208964.PA5544	A0A0A8RJ78
208964.PA1271	A0A0A8RNF3
208964.PA1740	A0A0A8RQ53
208964.PA1982	A0A0A8RQT6
208964.PA2167	A0A0A8RR59
208964.PA1223	A0A069QCQ6
208964.PA0280	A0A072ZFC4
208964.PA4052	A0A080VL74
208964.PA1929	A0A087L8T4
208964.PA0338	A0A0A8RBV4
208964.PA2909	A0A0A8RHG6
208964.PA4357	A0A0A8RHP3
208964.PA1931	A0A0A8RM11
208964.PA1413	A0A0A8RP10
208964.PA1386	A0A0A8RPH4
208964.PA2588	A0A0A8RT95
208964.PA2634	A0A0A8RTG8
208964.PA3111	G3XCM6
208964.PA0495	A0A071KT19
208964.PA1001	A0A0A8RJ37
208964.PA3928	A0A080VRN6
208964.PA0891	A0A0A8RIS0
208964.PA1905	A0A0A8RLV0
208964.PA5165	A0A069Q136
208964.PA1056	A0A077JNP9
208964.PA3670	A0A077JRV1
208964.PA1567	A0A077JXT0
208964.PA3465	A0A072ZRM3
208964.PA4021	A0A077JIZ9
208964.PA0326	A0A077JKI5
208964.PA0575	A0A077JKL8
208964.PA4082	A0A077JLM0
208964.PA3998	A0A077JM05
208964.PA4091	A0A077JM57
208964.PA1233	A0A077JNI7
208964.PA0525	A0A077JQD3
208964.PA4323	A0A077JQG6
208964.PA2750	A0A077JS07
208964.PA1558	A0A077JVZ1
208964.PA2522	A0A077K0E2
208964.PA1880	A0A077K260
208964.PA5326	A0A080VRB4
208964.PA0026	A0A080VUN0
208964.PA3394	A0A081HKL5
208964.PA4494	A0A0A8RL78
208964.PA1260	A0A0A8RNT6
208964.PA1491	A0A0A8RP97
208964.PA1698	A0A0A8RPN5
208964.PA2243	A0A0A8RSI4
208964.PA4735	A0A077K4L5
208964.PA3324	A0A080VH64
208964.PA4905	A0A080VWB7
208964.PA0467	A0A0A8RBV2
208964.PA3125	A0A0A8RCL9
208964.PA4157	A0A0A8RCW0
208964.PA4184	A0A0A8RD45
208964.PA5284	A0A0A8RFK0
208964.PA3028	A0A0A8RG95
208964.PA5036	A0A0A8RJ93
208964.PA4577	A0A0A8RKQ0
208964.PA1699	A0A0A8RL68
208964.PA4385	A0A0A8RL75
208964.PA0788	A0A0A8RLZ5
208964.PA0835	A0A0A8RN67
208964.PA0840	A0A0A8RN72
208964.PA2152	A0A0A8RR47
208964.PA2249	A0A0A8RMZ0
208964.PA1068	A0A077JN63
208964.PA1020	A0A077JNZ6
208964.PA3180	A0A077JQH6
208964.PA3132	A0A077JQM4
208964.PA3406	A0A077JRK8
208964.PA2940	A0A077JTJ3
208964.PA2770	A0A077JUA4
208964.PA2160	A0A077JWG5
208964.PA1820	A0A077JX61
208964.PA4928	A0A077JZR6
208964.PA2270	A0A077K145
208964.PA1780	A0A077K2N5
208964.PA0040	A0A077JJR7
208964.PA5186	A0A077K0D8
208964.PA5184	A0A0A8RIW9
208964.PA1329	A0A0A8RPH5
208964.PA0278	A0A077JJM4
208964.PA2450	A0A077JV05
208964.PA1979	A0A077JWT0
208964.PA5063	A0A077K5K8
208964.PA1482	A0A080VLU1
208964.PA0663	A0A080VTZ1
208964.PA4790	A0A0A8RE49
208964.PA4795	A0A0A8RE53
208964.PA2431	A0A0A8RNK0
208964.PA2603	A0A0A8RPC3
208964.PA1685	A0A071LC79
208964.PA3952	A0A077JLV7
208964.PA4581	A0A077JQF4
208964.PA3094	A0A077JSW2
208964.PA2098	A0A077JWI8
208964.PA4774	A0A077JXA0
208964.PA4851	A0A077JZN1
208964.PA5036	A0A077K005
208964.PA0268	A0A077JJL2
208964.PA1243	A0A077JMT5
208964.PA2843	A0A077JTU9
208964.PA2580	A0A077JVD6
208964.PA5456	A0A077K1J6
208964.PA5167	A0A077K0J4
208964.PA0540	A0A0A8R9X7
208964.PA5058	A0A071LB02
208964.PA3885	A0A072ZFI3
208964.PA4496	A0A077JVF6
208964.PA4950	A0A077JZR2
208964.PA3456	A0A0A8RBN0
208964.PA0886	A0A0A8RIR4
208964.PA1338	A0A069Q0Q4
208964.PA4356	A0A069Q7F0
208964.PA2437	A0A073A155
208964.PA3758	A0A077JJS1
208964.PA4087	A0A077JLL7
208964.PA0685	A0A077JM83
208964.PA3393	A0A077JPS1
208964.PA4281	A0A077JQB4
208964.PA3588	A0A077JQZ4
208964.PA2842	A0A077JRI4
208964.PA2549	A0A077JVG1
208964.PA1922	A0A077JWX7
208964.PA1905	A0A077JX95
208964.PA3305	A0A077JXI8
208964.PA2096	A0A077K1L5
208964.PA1870	A0A077K269
208964.PA0608	A0A0C6E9S8
208964.PA4096	A0A0C6EAQ6
208964.PA0239	A0A0C6EK04
208964.PA4126	A0A0C6EM69
208964.PA0235	A0A0C6EV75
208964.PA0531	A0A0C6EWF6
208964.PA0772	A0A0C6F4D5
208964.PA3444	A0A0C6F5P2
208964.PA0987	A0A0C6F8M7
208964.PA2177	A0A0C6FAQ8
208964.PA1824	A0A0C6FBW4
208964.PA4337	A0A0C6FGM0
208964.PA5031	A0A0C6FJH8
208964.PA3318	A0A0C7AKN8
208964.PA3696	A0A0C7ALU7
208964.PA4649	A0A0C7CRQ5
208964.PA0706	A0A0C7CT35
208964.PA0190	A0A0C7CTY9
208964.PA1918	A0A0C7CTZ3
208964.PA5356	A0A0C7CUD3
208964.PA1848	A0A0C7CUZ9
208964.PA3387	A0A0C7CVQ8
208964.PA2333	A0A0C7CWH1
208964.PA0001	A0A0C7CWT1
208964.PA4037	A0A0C7CXC9
208964.PA2378	A0A0C7CXE6
208964.PA2837	A0A0C7D0B7
208964.PA3312	A0A0C7D0Y9
208964.PA3761	A0A0C7D1G6
208964.PA1186	A0A0C7D518
208964.PA1317	A0A0C7D650
208964.PA3020	A0A0C6EEJ0
208964.PA0238	A0A0C6EPI5
208964.PA3098	A0A0C6EVE8
208964.PA2801	A0A0C6EX55
208964.PA4442	A0A0C6F156
208964.PA4824	A0A0C6F2X2
208964.PA5458	A0A0C6F507
208964.PA0699	A0A0C7ACR7
208964.PA3623	A0A0C7ALS0
208964.PA4558	A0A0C7CY10
208964.PA3321	A0A0C7D0L2
208964.PA0664	A0A0C7D224
208964.PA1505	A0A0C7D4R3
208964.PA0097	A0A0C6E7P7
208964.PA0063	A0A0C6EUQ4
208964.PA4046	A0A0C6EXX3
208964.PA3357	A0A0C6F067
208964.PA3927	A0A0C6F3S1
208964.PA1401	A0A0C7D5K1
208964.PA4244	A0A0C6EA07
208964.PA3926	A0A0C6EBE4
208964.PA4113	A0A0C6EMF4
208964.PA3590	A0A0C6EPI3
208964.PA2431	A0A0C6EYM7
208964.PA1108	A0A0C6F366
208964.PA0777	A0A0C6F4C8
208964.PA4571	A0A0C6F627
208964.PA2413	A0A0C6F9Y0
208964.PA2287	A0A0C6FA72
208964.PA2110	A0A0C6FAZ9
208964.PA1916	A0A0C6FBK5
208964.PA0918	A0A0C7ADE6
208964.PA5270	A0A0C7CVB7
208964.PA2130	A0A0C7CVE9
208964.PA2362	A0A0C7CWV8
208964.PA2390	A0A0C7CWZ1
208964.PA4100	A0A0C7CXN2
208964.PA2581	A0A0C7CY05
208964.PA1568	A0A0C7CYJ3
208964.PA4484	A0A0C7CYY0
208964.PA1671	A0A0C7CZK4
208964.PA3020	A0A0C7D090
208964.PA3939	A0A0C7D130
208964.PA0569	A0A0C7D2A2
208964.PA0861	A0A0C7D2Y9
208964.PA3707	A0A0C7D3B1
208964.PA1060	A0A0C7D3T7
208964.PA4832	A0A0C7D575
208964.PA5027	A0A0C7D7Q6
208964.PA0476	A0A0A8R9S8
208964.PA1873	A0A0A8RQR0
208964.PA0189	A0A072ZHC6
208964.PA0008	A0A077JJP9
208964.PA2480	A0A077K0H1
