10090.ENSMUSP00000018470	Q9CQV8
10090.ENSMUSP00000093130	Q8BTF5
10090.ENSMUSP00000028858	A2APR8
10090.ENSMUSP00000042405	Q62467
10090.ENSMUSP00000092828	Q69ZX7
10090.ENSMUSP00000022793	F6Q8C0
10090.ENSMUSP00000098756	F6QUA9
10090.ENSMUSP00000030805	A2A815
10090.ENSMUSP00000124123	Q05DE2
10090.ENSMUSP00000030142	A2ALK6
10090.ENSMUSP00000081903	Q8CEM7
10090.ENSMUSP00000085325	D3Z7I0
10090.ENSMUSP00000005671	E9QNX9
10090.ENSMUSP00000069488	A0A0A0MQM1
10090.ENSMUSP00000110586	A0A0A0MQJ8
10090.ENSMUSP00000058454	A2AVX6
10090.ENSMUSP00000059312	L7MTT3
10090.ENSMUSP00000063054	Q3TQ93
10090.ENSMUSP00000021062	Q3UXW3
10090.ENSMUSP00000097441	Q3MI67
10090.ENSMUSP00000054343	Q3TZE5
10090.ENSMUSP00000043996	Q3U9D1
10090.ENSMUSP00000106318	Q3U9P7
10090.ENSMUSP00000062864	Q3UPS4
10090.ENSMUSP00000082995	Q3UPT4
10090.ENSMUSP00000038412	Q3UQS4
10090.ENSMUSP00000020257	Q3USJ2
10090.ENSMUSP00000052755	Q3UV57
10090.ENSMUSP00000042271	B8X349
10090.ENSMUSP00000095200	B9EJ96
10090.ENSMUSP00000104405	B9EK76
10090.ENSMUSP00000102624	E9PUB0
10090.ENSMUSP00000020017	E9PVP1
10090.ENSMUSP00000126800	E9PWS4
10090.ENSMUSP00000067337	E9PX66
10090.ENSMUSP00000132812	E9PXD2
10090.ENSMUSP00000057103	E9PXK8
10090.ENSMUSP00000097929	E9PYD7
10090.ENSMUSP00000035980	E9PYK8
10090.ENSMUSP00000108148	E9PZ58
10090.ENSMUSP00000002588	E9Q1R7
10090.ENSMUSP00000002837	E9Q2J2
10090.ENSMUSP00000080350	E9Q2S4
10090.ENSMUSP00000132470	E9Q4T3
10090.ENSMUSP00000030269	E9Q517
10090.ENSMUSP00000021142	E9Q559
10090.ENSMUSP00000055237	E9Q6I4
10090.ENSMUSP00000052107	E9Q6P5
10090.ENSMUSP00000067243	E9Q6V0
10090.ENSMUSP00000055975	E9Q6Z7
10090.ENSMUSP00000031985	E9QAG7
10090.ENSMUSP00000039699	E9QAQ8
10090.ENSMUSP00000133564	G3X9G4
10090.ENSMUSP00000024627	G3UWS6
10090.ENSMUSP00000089036	Q3UF74
10090.ENSMUSP00000080038	A0A0A6YVS6
10090.ENSMUSP00000030894	E9PV22
10090.ENSMUSP00000017692	E9PW15
10090.ENSMUSP00000112110	E9PX62
10090.ENSMUSP00000103530	E9Q284
10090.ENSMUSP00000128276	E9Q5I3
10090.ENSMUSP00000112776	E9Q6A0
10090.ENSMUSP00000074969	G3UXM5
10090.ENSMUSP00000024627	G3V014
10090.ENSMUSP00000023271	E9PZ22
10090.ENSMUSP00000129280	E9PZR8
10090.ENSMUSP00000132288	E9Q1L7
10090.ENSMUSP00000112563	E9Q3H9
10090.ENSMUSP00000102521	G3UWT3
10090.ENSMUSP00000023507	Q3TB31
10090.ENSMUSP00000059395	Q3UIJ2
10090.ENSMUSP00000090237	Q3UKD6
10090.ENSMUSP00000034912	Q3UY04
10090.ENSMUSP00000095228	Q3V1A8
10090.ENSMUSP00000018905	E9PVP3
10090.ENSMUSP00000117908	E9Q2I3
10090.ENSMUSP00000037915	E9Q8V6
10090.ENSMUSP00000023462	Q3UF82
10090.ENSMUSP00000118452	Q3UYB4
10090.ENSMUSP00000035746	Q3UZU3
10090.ENSMUSP00000078088	Q3V388
10090.ENSMUSP00000030510	E9Q0R6
10090.ENSMUSP00000020501	G3UZA7
10090.ENSMUSP00000071508	L7N1Y3
10090.ENSMUSP00000047652	Q6A088
10090.ENSMUSP00000099468	A7M7R1
10090.ENSMUSP00000106226	L7N1Z6
10090.ENSMUSP00000090727	Q3USC3
10090.ENSMUSP00000089464	Q3USZ7
10090.ENSMUSP00000046101	Q3UZ14
10090.ENSMUSP00000030845	Q3V455
10090.ENSMUSP00000033058	Q69ZA9
10090.ENSMUSP00000114522	E9PYB0
10090.ENSMUSP00000131342	E9Q2P5
10090.ENSMUSP00000126352	G3UXJ4
10090.ENSMUSP00000020991	G3UZK0
10090.ENSMUSP00000094986	Q3UG84
10090.ENSMUSP00000095776	E9PVA0
10090.ENSMUSP00000129325	E9PWZ3
10090.ENSMUSP00000116492	G3UX43
10090.ENSMUSP00000106500	G3UYM8
10090.ENSMUSP00000043286	E9PXB0
10090.ENSMUSP00000132470	E9Q072
10090.ENSMUSP00000108837	E9Q131
10090.ENSMUSP00000037113	Q3UYK5
10090.ENSMUSP00000093702	Q3V2G3
10090.ENSMUSP00000111297	E9PV41
10090.ENSMUSP00000117326	E9PZC1
10090.ENSMUSP00000046191	E9Q0K9
10090.ENSMUSP00000103586	E9Q263
10090.ENSMUSP00000015712	Q3UCZ2
10090.ENSMUSP00000027214	Q3UV64
10090.ENSMUSP00000078800	B9EKM1
10090.ENSMUSP00000096411	E9PV36
10090.ENSMUSP00000033058	E9Q372
10090.ENSMUSP00000075540	E9Q4D7
10090.ENSMUSP00000088456	G3X9M0
10090.ENSMUSP00000113717	Q3TTQ0
10090.ENSMUSP00000015712	Q3U5U0
10090.ENSMUSP00000032998	Q3UCL7
10090.ENSMUSP00000021091	Q3UH92
10090.ENSMUSP00000124674	E9PX57
10090.ENSMUSP00000116519	E9Q2V7
10090.ENSMUSP00000006749	Q3TZJ1
10090.ENSMUSP00000048260	Q3U5C0
10090.ENSMUSP00000078685	Q3U7F6
10090.ENSMUSP00000005889	Q3UAH3
10090.ENSMUSP00000033900	Q3ULD3
10090.ENSMUSP00000054270	Q3US19
10090.ENSMUSP00000022793	Q3UXT9
10090.ENSMUSP00000095081	A0A0A6YVS2
10090.ENSMUSP00000126980	E9PUF2
10090.ENSMUSP00000109089	E9PUN0
10090.ENSMUSP00000089777	E9PUQ9
10090.ENSMUSP00000032732	E9Q0G5
10090.ENSMUSP00000027009	E9Q575
10090.ENSMUSP00000026858	E9PVH4
10090.ENSMUSP00000127580	E9Q246
10090.ENSMUSP00000005256	E9Q5I8
10090.ENSMUSP00000039790	G3UWI0
10090.ENSMUSP00000043851	G3UYB7
10090.ENSMUSP00000000828	G3X8P6
10090.ENSMUSP00000126560	E9PVL4
10090.ENSMUSP00000105926	E9Q0A7
10090.ENSMUSP00000029053	Q3TB93
10090.ENSMUSP00000120632	Q3UGU3
10090.ENSMUSP00000017692	Q3URR6
10090.ENSMUSP00000081239	V9GWW3
10090.ENSMUSP00000027174	A0A087WRD9
10090.ENSMUSP00000109089	E9PUN2
10090.ENSMUSP00000105173	E9PYH0
10090.ENSMUSP00000062692	E9Q2B9
10090.ENSMUSP00000081611	E9Q8G3
10090.ENSMUSP00000108166	E9QAG4
10090.ENSMUSP00000125656	Q3TSU6
10090.ENSMUSP00000019605	Q3T9B7
10090.ENSMUSP00000099653	Q3T9Y8
10090.ENSMUSP00000058919	Q3TLC1
10090.ENSMUSP00000119242	H2BL43
10090.ENSMUSP00000054233	Q3KP16
10090.ENSMUSP00000038321	B7ZMX0
10090.ENSMUSP00000087047	Q3T9F8
10090.ENSMUSP00000022641	Q3U0T4
10090.ENSMUSP00000121744	A2VDF7
10090.ENSMUSP00000105676	Q3TS00
10090.ENSMUSP00000046101	Q3TWX1
10090.ENSMUSP00000021091	Q3UGR6
10090.ENSMUSP00000075242	Q3UVZ8
10090.ENSMUSP00000096175	V9GWW1
10090.ENSMUSP00000029744	E9PXZ3
10090.ENSMUSP00000035964	E9PYL4
10090.ENSMUSP00000101913	E9Q5M7
10090.ENSMUSP00000123238	E9Q632
10090.ENSMUSP00000133811	G3UXT0
10090.ENSMUSP00000041543	Q3UUF0
10090.ENSMUSP00000131401	E9Q0I4
10090.ENSMUSP00000014911	E9Q6D9
10090.ENSMUSP00000025979	Q3TWN8
10090.ENSMUSP00000005671	Q3UVJ3
10090.ENSMUSP00000027777	Q3UX06
10090.ENSMUSP00000062420	A0A0A6YVR2
10090.ENSMUSP00000107388	E9Q026
10090.ENSMUSP00000046714	E9Q3N1
10090.ENSMUSP00000025993	E9QAW9
10090.ENSMUSP00000107827	Q3UNG2
10090.ENSMUSP00000092539	Q3TQ56
10090.ENSMUSP00000042291	Q80YD0
10090.ENSMUSP00000098756	Q3TNW7
10090.ENSMUSP00000033289	Q3TUX9
10090.ENSMUSP00000072195	Q3TJE3
10090.ENSMUSP00000022947	Q3TQ80
10090.ENSMUSP00000059770	Q8CE07
10090.ENSMUSP00000035980	Q3TDW8
10090.ENSMUSP00000063217	Q3TS63
10090.ENSMUSP00000113717	Q3TT32
10090.ENSMUSP00000122103	V9GXX9
10090.ENSMUSP00000033776	Q3TI79
10090.ENSMUSP00000033161	Q3TP51
10090.ENSMUSP00000092975	A0A0A0MQB2
10090.ENSMUSP00000029912	Q3TET7
10090.ENSMUSP00000087587	Q8BU78
10090.ENSMUSP00000045218	B7ZNJ9
10090.ENSMUSP00000065275	Q921U7
10090.ENSMUSP00000071989	Q3TFV6
10090.ENSMUSP00000033752	B2LHN0
10090.ENSMUSP00000043090	B2RWU5
10090.ENSMUSP00000113717	B2RX07
10090.ENSMUSP00000035999	B2RRI5
10090.ENSMUSP00000099804	B2RUJ6
10090.ENSMUSP00000082928	B2RRK2
10090.ENSMUSP00000106481	Q3TIE8
10090.ENSMUSP00000037764	Q3TMG7
10090.ENSMUSP00000033721	Q3TAR2
10090.ENSMUSP00000051033	Q3TIZ0
10090.ENSMUSP00000077423	Q3TPW3
10090.ENSMUSP00000137526	Q4TU88
10090.ENSMUSP00000032399	Q53WZ3
10090.ENSMUSP00000101941	B1ATC0
10090.ENSMUSP00000050586	F6SPU5
10090.ENSMUSP00000025651	Q99M86
10090.ENSMUSP00000035037	A0JNZ1
10090.ENSMUSP00000129662	A2A9H6
10090.ENSMUSP00000131010	B1AT86
10090.ENSMUSP00000080538	B8JJH3
10090.ENSMUSP00000101514	F6RQA2
10090.ENSMUSP00000137038	Q925L1
10090.ENSMUSP00000022793	F6RJ39
10090.ENSMUSP00000037909	Q3TRX1
10090.ENSMUSP00000027777	Q3UJ03
10090.ENSMUSP00000065706	Q501L5
10090.ENSMUSP00000112563	Q8CF26
10090.ENSMUSP00000130604	S4R168
10090.ENSMUSP00000125509	F6SUV7
10090.ENSMUSP00000132467	L7N2E1
10090.ENSMUSP00000041955	Q5YB37
10090.ENSMUSP00000107048	E9QPD3
10090.ENSMUSP00000025897	F6RPB0
10090.ENSMUSP00000062277	A2AGS1
10090.ENSMUSP00000099815	A2AS45
10090.ENSMUSP00000101315	B1AS28
10090.ENSMUSP00000021142	B1ATS5
10090.ENSMUSP00000099468	Q5ND05
10090.ENSMUSP00000124738	A0A0A0MQE0
10090.ENSMUSP00000048309	E5RKF9
10090.ENSMUSP00000029142	Q3U740
10090.ENSMUSP00000099559	Q8BY36
10090.ENSMUSP00000063329	Q8VHS4
10090.ENSMUSP00000137726	M0QW94
10090.ENSMUSP00000088464	Q80U82
10090.ENSMUSP00000091678	O54739
10090.ENSMUSP00000107628	A0A0A0MQE1
10090.ENSMUSP00000069350	A2AGQ7
10090.ENSMUSP00000085712	E9QN14
10090.ENSMUSP00000011398	Q8BT63
10090.ENSMUSP00000095316	Q8C338
10090.ENSMUSP00000061126	A2A977
10090.ENSMUSP00000080694	B1B0X4
10090.ENSMUSP00000062864	Q3UVA4
10090.ENSMUSP00000113717	A5HLW0
10090.ENSMUSP00000022793	Q80TU6
10090.ENSMUSP00000125729	Q810L6
10090.ENSMUSP00000033058	Q8BJD2
10090.ENSMUSP00000042852	Q9CV90
10090.ENSMUSP00000131010	B1AT87
10090.ENSMUSP00000075924	E9QP44
10090.ENSMUSP00000101077	E9QP76
10090.ENSMUSP00000126383	A0A087WNY3
10090.ENSMUSP00000126383	A0A087WQF4
10090.ENSMUSP00000034056	Q8C2X8
10090.ENSMUSP00000095214	Q925L0
10090.ENSMUSP00000136995	A0A087WQA6
10090.ENSMUSP00000027690	A0A087WR95
10090.ENSMUSP00000088464	Q3TPW8
10090.ENSMUSP00000001202	Q80XM6
10090.ENSMUSP00000111008	Q8BP17
10090.ENSMUSP00000031545	Q8BQ27
10090.ENSMUSP00000015358	Q8C489
10090.ENSMUSP00000091742	B5THE3
10090.ENSMUSP00000035662	Q8BWA0
10090.ENSMUSP00000046101	Q99LT6
10090.ENSMUSP00000027127	A0A087WNS2
10090.ENSMUSP00000129678	O88724
10090.ENSMUSP00000084523	Q8CJA1
10090.ENSMUSP00000031750	Q922T1
10090.ENSMUSP00000080378	A0A087WP41
10090.ENSMUSP00000136973	A0A087WP97
10090.ENSMUSP00000022391	A0A087WQ25
10090.ENSMUSP00000005630	A0A087WQN0
10090.ENSMUSP00000043477	A0A087WRA0
10090.ENSMUSP00000124123	Q05CI9
10090.ENSMUSP00000063166	Q8BUX6
10090.ENSMUSP00000042905	Q99KH1
10090.ENSMUSP00000029717	Q7TMK5
10090.ENSMUSP00000057859	Q8BK42
10090.ENSMUSP00000049315	Q8R097
10090.ENSMUSP00000106963	Q8BQW4
10090.ENSMUSP00000060949	Q8K492
10090.ENSMUSP00000024967	Q80V79
10090.ENSMUSP00000020283	Q8BP16
10090.ENSMUSP00000050353	Q8BPJ1
10090.ENSMUSP00000075924	Q8BYL0
10090.ENSMUSP00000104298	Q9ER40
10090.ENSMUSP00000039058	Q8C853
10090.ENSMUSP00000113527	Q8CE18
10090.ENSMUSP00000037764	Q65Z92
10090.ENSMUSP00000047881	Q7TN11
10090.ENSMUSP00000090227	Q7TPW2
10090.ENSMUSP00000029623	Q811T5
10090.ENSMUSP00000099816	Q8BLN7
10090.ENSMUSP00000008995	A0A087WSF0
10090.ENSMUSP00000049063	Q8C8A8
10090.ENSMUSP00000029929	Q8C9E1
10090.ENSMUSP00000022391	A0A087WQQ5
10090.ENSMUSP00000063817	A0A087WQY5
10090.ENSMUSP00000137685	A0A087WR36
10090.ENSMUSP00000034912	A0A087WS68
10090.ENSMUSP00000044420	A0A087WNP6
10090.ENSMUSP00000063817	A0A087WP63
10090.ENSMUSP00000069969	A0A087WQ32
10090.ENSMUSP00000105348	M1VHG1
10090.ENSMUSP00000071231	Q3TJQ7
10090.ENSMUSP00000023246	A0A087WQF5
10090.ENSMUSP00000043522	A0A087WRW7
10090.ENSMUSP00000099671	Q80T68
10090.ENSMUSP00000082684	Q8C1J3
10090.ENSMUSP00000103935	V9GXV8
10090.ENSMUSP00000003818	A0A087WQP7
10090.ENSMUSP00000034178	Q924V7
10090.ENSMUSP00000073618	Q5DTP8
10090.ENSMUSP00000030456	B1AU76
10090.ENSMUSP00000087544	F8WH35
10090.ENSMUSP00000086588	Q9D3L6
10090.ENSMUSP00000073913	F8WJE9
10090.ENSMUSP00000021900	Q8BJC1
10090.ENSMUSP00000075074	W0UVC5
10090.ENSMUSP00000040488	S4R1D9
10090.ENSMUSP00000136544	S4R2M7
10090.ENSMUSP00000086714	Q6TLW1
10090.ENSMUSP00000014063	A0A0B6VPC8
10090.ENSMUSP00000095929	A0A0B6VSI9
10090.ENSMUSP00000095929	A0A0B6VKM9
10090.ENSMUSP00000030530	Q8K0Y1
10090.ENSMUSP00000029626	Q9D089
10090.ENSMUSP00000029929	Q9R070
10090.ENSMUSP00000019965	D6RGM4
10090.ENSMUSP00000061769	E0CYA1
10090.ENSMUSP00000027560	G8H735
10090.ENSMUSP00000102521	Q8BQB2
10090.ENSMUSP00000080066	F7CL63
10090.ENSMUSP00000056882	A0A0A6YXC5
10090.ENSMUSP00000099874	A2AHW8
10090.ENSMUSP00000037416	A2AIR9
10090.ENSMUSP00000097454	A2AVB5
10090.ENSMUSP00000102521	B1AWD1
10090.ENSMUSP00000063999	B2RXL7
10090.ENSMUSP00000075924	F6U703
10090.ENSMUSP00000047652	F6YXW9
10090.ENSMUSP00000081122	A0A0A0MQM2
10090.ENSMUSP00000010208	A0A0A6YWC0
10090.ENSMUSP00000080938	A0A0A6YWU7
10090.ENSMUSP00000068971	A0A0A6YX70
10090.ENSMUSP00000110223	F2Z447
10090.ENSMUSP00000020408	J3QP04
10090.ENSMUSP00000129663	Q8C730
10090.ENSMUSP00000006618	A2A827
10090.ENSMUSP00000099468	A7M7R0
10090.ENSMUSP00000105574	B1ATD3
10090.ENSMUSP00000120357	G3UWM5
10090.ENSMUSP00000072195	Q3UPC4
10090.ENSMUSP00000074300	Q3V3J3
10090.ENSMUSP00000083462	E9PWP1
10090.ENSMUSP00000051215	E9Q3Z4
10090.ENSMUSP00000021091	Q3TJG1
10090.ENSMUSP00000082689	E9QMF0
10090.ENSMUSP00000054494	Q2HJC1
10090.ENSMUSP00000066627	D7F2B7
10090.ENSMUSP00000027252	Q8BYX3
10090.ENSMUSP00000058754	A0A087WRS3
10090.ENSMUSP00000041202	Q8BK85
10090.ENSMUSP00000049457	Q8C6Y3
10090.ENSMUSP00000021273	O35619
10090.ENSMUSP00000030939	Q3TNZ1
10090.ENSMUSP00000061014	Q4VBF8
10090.ENSMUSP00000069004	D3YTQ9
10090.ENSMUSP00000026577	D3YWI5
10090.ENSMUSP00000077423	D3YWZ9
10090.ENSMUSP00000074290	D3YXJ0
10090.ENSMUSP00000077423	D3Z7S1
10090.ENSMUSP00000038478	F8WHU3
10090.ENSMUSP00000057771	Q6ZPH4
10090.ENSMUSP00000092703	A1L338
10090.ENSMUSP00000003433	A7E2R7
10090.ENSMUSP00000026590	Q0P623
10090.ENSMUSP00000086398	S4R1C4
10090.ENSMUSP00000091551	Z4YN68
10090.ENSMUSP00000106968	Q5XK33
10090.ENSMUSP00000113571	D6RJ51
10090.ENSMUSP00000117200	A0A0A6YX25
10090.ENSMUSP00000092210	B2RXP4
10090.ENSMUSP00000029719	A0A0A6YX71
10090.ENSMUSP00000128464	A0A0A6YXG1
10090.ENSMUSP00000104009	A0A0A6YXQ8
10090.ENSMUSP00000108099	G3F8Y8
10090.ENSMUSP00000110894	Q3UUU4
10090.ENSMUSP00000131306	E9PZ21
10090.ENSMUSP00000019861	E9Q9H6
10090.ENSMUSP00000030834	E9Q9X4
10090.ENSMUSP00000043596	B7ZP46
10090.ENSMUSP00000032457	Q3TM87
10090.ENSMUSP00000129220	Q3TRT6
10090.ENSMUSP00000007708	Q7TMX2
10090.ENSMUSP00000019625	B2RWW8
10090.ENSMUSP00000091439	I7HPW8
10090.ENSMUSP00000059598	Q6NZD9
10090.ENSMUSP00000041851	Q811F8
10090.ENSMUSP00000028487	Q8CI80
10090.ENSMUSP00000081492	Q9Z1V4
10090.ENSMUSP00000131073	Q80TE2
10090.ENSMUSP00000094075	Q8R434
10090.ENSMUSP00000045285	Q9JL37
10090.ENSMUSP00000048823	D3Z2N1
10090.ENSMUSP00000084846	D3YWI1
10090.ENSMUSP00000025749	Q6NXX3
10090.ENSMUSP00000111409	C4IXT3
10090.ENSMUSP00000125407	H3BK41
10090.ENSMUSP00000054209	S4R221
10090.ENSMUSP00000025875	Q6P1Z8
10090.ENSMUSP00000060169	Q9JIL0
10090.ENSMUSP00000024794	E0CYC8
10090.ENSMUSP00000035662	Q8R0G0
10090.ENSMUSP00000101236	Q99M68
10090.ENSMUSP00000031414	D6RG84
10090.ENSMUSP00000088196	D6RIM4
10090.ENSMUSP00000085712	F8VPQ4
10090.ENSMUSP00000034301	Q05D37
10090.ENSMUSP00000056347	Q8CB45
10090.ENSMUSP00000068854	B1ATM1
10090.ENSMUSP00000060205	B1ATW6
10090.ENSMUSP00000095832	B2KKU6
10090.ENSMUSP00000137313	A0A0A6YW52
10090.ENSMUSP00000082777	A0A0A6YWJ7
10090.ENSMUSP00000027766	A0A0A6YXI0
10090.ENSMUSP00000102987	A2A5F5
10090.ENSMUSP00000002080	A2AFG3
10090.ENSMUSP00000046837	A2AWF0
10090.ENSMUSP00000136228	A2CG92
10090.ENSMUSP00000061769	E9QMX4
10090.ENSMUSP00000028155	F2Z3W0
10090.ENSMUSP00000094989	Q8BRB6
10090.ENSMUSP00000061519	A2A5K4
10090.ENSMUSP00000075601	H9KUY5
10090.ENSMUSP00000033992	Q3TWI5
10090.ENSMUSP00000123078	Q3V2X4
10090.ENSMUSP00000103825	E9PUI7
10090.ENSMUSP00000025993	E9Q2P0
10090.ENSMUSP00000095984	E9Q4D1
10090.ENSMUSP00000081690	E9Q8F8
10090.ENSMUSP00000023507	E9QAQ5
10090.ENSMUSP00000001240	Q3TXT9
10090.ENSMUSP00000006749	Q3TZ12
10090.ENSMUSP00000075924	Q3UW93
10090.ENSMUSP00000109633	A0A023ZT56
10090.ENSMUSP00000040412	Q3TEQ6
10090.ENSMUSP00000107827	Q3TGE4
10090.ENSMUSP00000131163	A0FF38
10090.ENSMUSP00000112488	B1ARV6
10090.ENSMUSP00000127641	Q8C2A3
10090.ENSMUSP00000057640	A0A087WSD0
10090.ENSMUSP00000077674	Q7TS52
10090.ENSMUSP00000063999	Q80TG7
10090.ENSMUSP00000047387	Q8BMP2
10090.ENSMUSP00000083242	Q8BNQ0
10090.ENSMUSP00000066325	Q8BYZ6
10090.ENSMUSP00000036053	D3YXA6
10090.ENSMUSP00000032732	D3Z3A5
10090.ENSMUSP00000078972	Q7TPS4
10090.ENSMUSP00000014174	A2AKM6
10090.ENSMUSP00000099816	A2APN2
10090.ENSMUSP00000023754	A4FUR0
10090.ENSMUSP00000046956	D3Z0N1
10090.ENSMUSP00000040062	D3Z118
10090.ENSMUSP00000070588	Q0PD42
10090.ENSMUSP00000062096	Q0PM14
10090.ENSMUSP00000017188	F8WIV2
10090.ENSMUSP00000004097	H3BLS0
10090.ENSMUSP00000030237	A7LP29
10090.ENSMUSP00000037025	Q80UU8
10090.ENSMUSP00000030691	S4R2E0
10090.ENSMUSP00000048430	B2RRF1
10090.ENSMUSP00000044866	A0A0A0MQ87
10090.ENSMUSP00000086933	Q8CF73
10090.ENSMUSP00000072336	D6RFB0
10090.ENSMUSP00000102770	Q3TSM2
10090.ENSMUSP00000002044	Q3UVM5
10090.ENSMUSP00000098118	Q5SWB0
10090.ENSMUSP00000095912	Q69ZF4
10090.ENSMUSP00000028857	A1Z2X7
10090.ENSMUSP00000073355	A2AEH9
10090.ENSMUSP00000095507	A0A0A0MQH5
10090.ENSMUSP00000068971	A0A0A6YXS8
10090.ENSMUSP00000035220	A0A0A6YY28
10090.ENSMUSP00000061963	A6H6E4
10090.ENSMUSP00000136615	J3QN64
10090.ENSMUSP00000074787	Q4LG64
10090.ENSMUSP00000007207	A9C437
10090.ENSMUSP00000072137	L7N1Y6
10090.ENSMUSP00000113685	E9Q6E5
10090.ENSMUSP00000030739	F6S4K9
10090.ENSMUSP00000063817	Q3U4M6
10090.ENSMUSP00000047678	Q3UZD9
10090.ENSMUSP00000067685	B9EKK3
10090.ENSMUSP00000077302	E9PWU0
10090.ENSMUSP00000071325	E9PXF0
10090.ENSMUSP00000091177	E9PZQ2
10090.ENSMUSP00000092429	E9Q2Y5
10090.ENSMUSP00000080150	E9Q5X0
10090.ENSMUSP00000110749	E9Q6M1
10090.ENSMUSP00000027287	E9Q9A0
10090.ENSMUSP00000110955	E9Q9F1
10090.ENSMUSP00000033992	Q3TXK9
10090.ENSMUSP00000029912	Q3U724
10090.ENSMUSP00000034396	Q3V030
10090.ENSMUSP00000109633	A0A023ZTV5
10090.ENSMUSP00000027214	Q3TUT3
10090.ENSMUSP00000038203	Q6ZPK5
10090.ENSMUSP00000099942	A0A0A0MQB8
10090.ENSMUSP00000029989	A2AIR0
10090.ENSMUSP00000060771	Q80WA0
10090.ENSMUSP00000041899	Q8BM35
10090.ENSMUSP00000043676	Q8CBU8
10090.ENSMUSP00000029850	A0A0A6YVS7
10090.ENSMUSP00000064333	E9PVI8
10090.ENSMUSP00000063217	E9PX52
10090.ENSMUSP00000125803	E9Q600
10090.ENSMUSP00000038504	G3UXP1
10090.ENSMUSP00000109650	G3UXY3
10090.ENSMUSP00000092250	A0A087WRM6
10090.ENSMUSP00000037525	B7ZNH3
10090.ENSMUSP00000022048	Q3TRY2
10090.ENSMUSP00000082533	Q3U0Z1
10090.ENSMUSP00000093955	Q8R1N8
10090.ENSMUSP00000132673	A0A087WP08
10090.ENSMUSP00000032946	D3YV69
10090.ENSMUSP00000114746	D3Z5S1
10090.ENSMUSP00000129678	Q8CBZ2
10090.ENSMUSP00000127249	D3Z5I6
10090.ENSMUSP00000113761	D3Z7Q5
10090.ENSMUSP00000043145	F8WIC0
10090.ENSMUSP00000026590	Q17S18
10090.ENSMUSP00000041013	Q9D1U4
10090.ENSMUSP00000132812	E9QKB1
10090.ENSMUSP00000074787	E9QKC0
10090.ENSMUSP00000086703	Q9D1Z5
10090.ENSMUSP00000031072	D6RDT6
10090.ENSMUSP00000063397	D6RFR0
10090.ENSMUSP00000101924	Q3UY37
10090.ENSMUSP00000039724	B1AS06
10090.ENSMUSP00000035105	B2CY77
10090.ENSMUSP00000076130	F6V5S5
10090.ENSMUSP00000064443	Q8BL04
10090.ENSMUSP00000027602	Q8BK18
10090.ENSMUSP00000079932	A0A087WPI2
10090.ENSMUSP00000056774	A0A087WQM2
10090.ENSMUSP00000068738	A0A087WR13
10090.ENSMUSP00000034932	D3Z2S8
10090.ENSMUSP00000027839	Q8C476
10090.ENSMUSP00000028311	Q8C6X9
10090.ENSMUSP00000132918	Q8CAB4
10090.ENSMUSP00000066426	Q8CDS6
10090.ENSMUSP00000077302	Q8VES8
10090.ENSMUSP00000097500	Q2NKW1
10090.ENSMUSP00000050694	Q8VGU0
10090.ENSMUSP00000061519	A2A5K3
10090.ENSMUSP00000091831	A0A0A6YWR6
10090.ENSMUSP00000069725	A0A0A6YXH4
10090.ENSMUSP00000027035	A0A0A6YXS3
10090.ENSMUSP00000035203	A0A0A6YXY9
10090.ENSMUSP00000074232	D3YVG2
10090.ENSMUSP00000100636	L7MU83
10090.ENSMUSP00000029871	Q3U1Y7
10090.ENSMUSP00000101638	H7BWZ2
10090.ENSMUSP00000022391	A0A087WNW3
10090.ENSMUSP00000058966	A0A087WP93
10090.ENSMUSP00000077423	E9PW37
10090.ENSMUSP00000092836	E9PYP1
10090.ENSMUSP00000005889	Q3TXC4
10090.ENSMUSP00000089703	Q3UU65
10090.ENSMUSP00000045216	Q3UWP4
10090.ENSMUSP00000087762	Q80Z69
10090.ENSMUSP00000136444	Q8C0Q8
10090.ENSMUSP00000125303	M1GNA0
10090.ENSMUSP00000127615	Q8BPJ0
10090.ENSMUSP00000105740	Q8BWJ6
10090.ENSMUSP00000033058	Q8BX53
10090.ENSMUSP00000077099	A0A087WRP5
10090.ENSMUSP00000125729	Q8R4E5
10090.ENSMUSP00000104436	V9GX20
10090.ENSMUSP00000126449	F8WJ05
10090.ENSMUSP00000060706	Q3UYJ4
10090.ENSMUSP00000102855	F8WI18
10090.ENSMUSP00000005256	Q3TSR4
10090.ENSMUSP00000043691	Q6IQY4
10090.ENSMUSP00000094528	F8WJ93
10090.ENSMUSP00000135990	J3KMS0
10090.ENSMUSP00000050683	H3BKE2
10090.ENSMUSP00000072686	A1L3R2
10090.ENSMUSP00000042134	Q8K239
10090.ENSMUSP00000055145	S4R290
10090.ENSMUSP00000032457	S4R1K1
10090.ENSMUSP00000101104	Q5DUA3
10090.ENSMUSP00000058313	D3Y272
10090.ENSMUSP00000047678	D3YWY7
10090.ENSMUSP00000041007	D3YX36
10090.ENSMUSP00000045218	D3YXQ3
10090.ENSMUSP00000005077	D3YZ06
10090.ENSMUSP00000042602	D3Z124
10090.ENSMUSP00000070119	D3Z1K1
10090.ENSMUSP00000101833	D3Z3Y4
10090.ENSMUSP00000095929	A0A0B6VQV1
10090.ENSMUSP00000113561	A2A7A1
10090.ENSMUSP00000058313	H6WZF5
