160490.SPy_1744	Q99YE0
160490.SPy_0845	A0A0C6G5L2
160490.SPy_2211	A0A0C6G3W0
160490.SPy_1672	A0A0C6G4I9
160490.SPy_0303	A0A0C6FUI3
160490.SPy_0577	A0A0C6G5G5
160490.SPy_0307	A0A0C6FYL8
160490.SPy_1134	A0A0C6G2K9
160490.SPy_0571	A0A0C6G5G4
160490.SPy_1031	A0A0C6G5N1
160490.SPy_2183	A0A0C6FU25
160490.SPy_1722	A0A0C6G0R7
160490.SPy_0879	A0A0C6FRV5
160490.SPy_1362	A0A0C6FSM9
160490.SPy_2204	A0A0C6FX06
160490.SPy_1533	A0A0C6G0A4
160490.SPy_0808	A0A0C6G5K6
160490.SPy_0099	A0A0C6FCV6
160490.SPy_0593	A0A0C6FUX7
160490.SPy_1302	A0A0C6FFE2
160490.SPy_0843	A0A0C6FV79
160490.SPy_2031	A0A0C6G3R8
160490.SPy_0263	A0A0C6FDA9
160490.SPy_1673	A0A0C6G3A1
160490.SPy_0184	A0A0C6FY58
160490.SPy_1695	A0A0C6FKU9
160490.SPy_2163	A0A0C6G3U6
160490.SPy_1724	A0A0C6FWE1
160490.SPy_0165	D7S076
160490.SPy_1802	A0A0C6G0J4
160490.SPy_1416	A0A0C6FFM4
160490.SPy_0317	A0A0C6FI76
160490.SPy_1422	A0A0C6FKG1
160490.SPy_2105	A0A0C6FTY8
160490.SPy_1508	A0A0C6G5W3
160490.SPy_1142	A0A0C6FF01
160490.SPy_1564	A0A0C6G0K2
160490.SPy_0861	Q9F1R7
160490.SPy_1733	A0A0C6FKW6
160490.SPy_0931	A0A0C6G5M7
160490.SPy_1456	A0A0C6FFQ7
160490.SPy_0034	A0A0C6FHQ3
160490.SPy_1648	A0A0C6G0P7
160490.SPy_0616	A0A0C6G5H4
160490.SPy_0131	A0A0C6FQL0
160490.SPy_0101	A0A0C6FY15
160490.SPy_0155	A0A0C6FY43
160490.SPy_1139	A0A0C6FVX0
160490.SPy_1957	A0A0C6FTP0
160490.SPy_0924	A0A0C6FVA6
160490.SPy_0821	A0A0C6FZ52
160490.SPy_1813	Q9APG4
160490.SPy_0033	A0A0C6FQC2
160490.SPy_1556	A0A0C6FWR0
160490.SPy_1738	A0A0C6G0S3
160490.SPy_1950	A0A0C6G115
160490.SPy_1412	A0A0C6G316
160490.SPy_0405	A0A0C6G3C7
160490.SPy_1858	A0A0C6G618
160490.SPy_0623	A0A0C6G266
160490.SPy_1180	A0A0C6FSC4
160490.SPy_0654	A0A0C6G279
160490.SPy_0908	A0A0C6G2E7
160490.SPy_0357	A0A0C6FIA1
160490.SPy_1902	A0A0C6FXB1
160490.SPy_0813	A0A0C6G2B9
160490.SPy_0779	A0A0C6G5K1
160490.SPy_1833	A0A0C6G614
160490.SPy_0590	A0A0C6G3I7
160490.SPy_1110	A0A0C6FS84
160490.SPy_1127	A0A0C6G2K7
160490.SPy_1652	A0A0C6G395
160490.SPy_0516	A0A0C6G3G2
160490.SPy_1154	A0A0C6FSA9
160490.SPy_1539	A0A0C6G358
160490.SPy_0376	A0A0C6FDN8
160490.SPy_1731	A0A0C6G5Z8
160490.SPy_1828	A0A0C6FX71
160490.SPy_0173	A0A0C6FY52
160490.SPy_1691	A0A0C6FWC4
160490.SPy_1634	A0A0C6FWY4
160490.SPy_1726	A0A0C6G5Z7
160490.SPy_0470	A0A0C6FR99
160490.SPy_0267	A0A0C6FUF4
160490.SPy_2203	A0A0C6G128
160490.SPy_0036	A0A0C6FU86
160490.SPy_1220	A0A0C6G001
160490.SPy_1421	A0A0C6G5U9
160490.SPy_1113	A0A0C6FJK1
160490.SPy_1715	A0A0C6FKV6
160490.SPy_0530	A0A0C6G5F0
160490.SPy_1061	A0A0C6G5N6
160490.SPy_1707	A0A0C6FGI4
160490.SPy_1584	A0A0C6FW67
160490.SPy_1245	A0A0C6G2Q9
160490.SPy_1250	A0A0C6G2R2
160490.SPy_2037	A0A0C6G3S0
160490.SPy_1212	A0A0C6G5R2
160490.SPy_0555	A0A0C6FIR2
160490.SPy_0644	A0A0C6G273
160490.SPy_2195	A0A0C6FU33
160490.SPy_1640	A0A0C6FGF7
160490.SPy_0888	A0A0C6FV92
160490.SPy_0744	A0A0C6FZ00
160490.SPy_1751	A0A0C6G3D8
160490.SPy_1283	A0A0C6G5S4
160490.SPy_0757	A0A0C6FZ20
160490.SPy_0282	A0A0C6FQZ7
160490.SPy_0163	A0A0C6FY95
160490.SPy_1538	A0A0C6G0I9
160490.SPy_0540	A0A0C6G229
160490.SPy_0803	A0A0C6FE97
160490.SPy_1473	A0A0C6G079
160490.SPy_1795	Q06A47
160490.SPy_1214	A0A0C6FSE2
160490.SPy_1874	A0A0C6G621
160490.SPy_0615	A0A0C6G263
160490.SPy_0502	A0A0C6FIL2
160490.SPy_0475	A0A0C6FUQ3
160490.SPy_1861	A0A0C6FTH3
160490.SPy_0053	A0A0C6FXZ5
160490.SPy_0323	A0A0C6G594
160490.SPy_1949	A0A0C6G633
160490.SPy_1204	A0A0C6FSD6
160490.SPy_0514	A0A0C6FYN7
160490.SPy_1820	A0A0C6G612
160490.SPy_1600	A0A0C6FT33
160490.SPy_0460	A0A0C6FIH6
160490.SPy_1882	A0A0C6G0M2
160490.SPy_1454	A0A0C6G5V3
160490.SPy_1151	A0A0C6FJN1
160490.SPy_2039	A0A0C6FLN2
160490.SPy_0370	A0A0C6FUK3
160490.SPy_1521	A0A0C6G4C7
160490.SPy_1535	A0A0C6G4D1
160490.SPy_1374	A0A0C6FVV7
160490.SPy_1771	A0A0C6FX42
160490.SPy_1345	D3VND4
160490.SPy_1138	A0A0C6FEZ7
160490.SPy_1420	A0A0C6FSR8
160490.SPy_1488	A0A0C6FW25
160490.SPy_1304	A0A0C6FW82
160490.SPy_0649	A0A0C6G276
160490.SPy_1326	A0A0C6G471
160490.SPy_2060	A0A0C6G4V3
160490.SPy_0080	A0A0C6FU98
160490.SPy_0233	A0A0C6G570
160490.SPy_0187	P72567
160490.SPy_2043	Q54969
160490.SPy_0809	A0A0C6FJ73
160490.SPy_1277	A0A0C6FJZ2
160490.SPy_1409	A0A0C6FKF3
160490.SPy_2209	A0A0C6G1E9
160490.SPy_1147	A0A0C6FZJ1
160490.SPy_2110	A0A0C6G3T9
160490.SPy_1209	A0A0C6FZN2
160490.SPy_0560	A0A0C6FDX3
160490.SPy_0056	A0A0C6FY12
160490.SPy_1938	A0A0C6FTM6
160490.SPy_1670	A0A0C6G0E6
160490.SPy_0385	Q06A43
160490.SPy_0303	A0A0C6FGP2
160490.SPy_0374	A0A0C6G5A7
160490.SPy_1339	A0A0C6G5T6
160490.SPy_0480	A0A0C6FUQ7
160490.SPy_0549	A0A0C6FUU7
160490.SPy_2215	A0A0C6G132
160490.SPy_2205	A0A0C6FHL3
160490.SPy_1570	A0A0C6FT19
160490.SPy_1335	A0A0C6FZY8
160490.SPy_1137	A0A0C6G410
160490.SPy_2048	A0A0C6FLQ2
160490.SPy_0653	A0A0C6FV14
160490.SPy_0806	A0A0C6FV69
160490.SPy_1506	A0A0C6FWM3
160490.SPy_1994	A0A0C6FWR8
160490.SPy_2055	A0A0C6G4V2
160490.SPy_1016	A0A0C6FEK7
160490.SPy_0902	A0A0C6G2E5
160490.SPy_0764	A0A0C6FV53
160490.SPy_1148	A0A0C6FVH6
160490.SPy_0061	A0A0C6FQE5
160490.SPy_1296	A0A0C6FVR0
160490.SPy_1558	A0A0C6FW56
160490.SPy_0884	A0A0C6G2E0
160490.SPy_0645	A0A0C6G5I2
160490.SPy_0651	A0A0C6G3K7
160490.SPy_0462	A0A0C6FUP9
160490.SPy_1548	A0A0C6FWQ6
160490.SPy_1689	A0A0C6G0Q8
160490.SPy_1398	A0A0C6G5U5
160490.SPy_0900	A0A0C6FVI2
160490.SPy_0009	A0A0C6FCN7
160490.SPy_1991	A0A0C6FLJ3
160490.SPy_0330	A0A0C6FR30
160490.SPy_1747	A0A0C6FTB4
160490.SPy_2117	A0A0C6FTZ6
160490.SPy_0849	A0A0C6G3R5
160490.SPy_1391	A0A0C6FKC4
160490.SPy_1503	A0A0C6G4C3
160490.SPy_1955	A0A0C6FWQ4
160490.SPy_0611	A0A0C6FYU7
160490.SPy_0766	A0A0C6G2A6
160490.SPy_1178	A0A0C6G2M9
160490.SPy_0609	A0A0C6FIV4
160490.SPy_0782	A0A0C6FV74
160490.SPy_1314	A0A0C6FVR9
160490.SPy_0351	A0A0C6G3B2
160490.SPy_0158	A0A0C6FD08
160490.SPy_0023	A0A0C6FTR2
160490.SPy_1656	A0A0C6FWA7
160490.SPy_0591	A0A0C6G254
160490.SPy_1641	A0A0C6G5Y4
160490.SPy_0122	Q9ZB44
160490.SPy_0810	A0A0C6FZ46
160490.SPy_1827	A0A0C6FGQ3
160490.SPy_1917	A0A0C6G3M0
160490.SPy_2112	A0A0C6FLT8
160490.SPy_1527	A0A0C6FWN8
160490.SPy_1628	A0A0C6FWY0
160490.SPy_1297	A0A0C6FFD7
160490.SPy_1934	A0A0C6FLE4
160490.SPy_0272	A0A0C6FYA7
160490.SPy_1869	A0A0C6G620
160490.SPy_1863	A0A0C6G4P4
160490.SPy_0878	A0A0C6FVG3
160490.SPy_0787	A0A0C6FE85
160490.SPy_1048	A0A0C6G3X5
160490.SPy_2002	A0A0C6FTS0
160490.SPy_1285	A0A0C6FW57
160490.SPy_1605	W0S3I8
160490.SPy_1193	A0A0C6FJR3
160490.SPy_1310	A0A0C6FW86
160490.SPy_1662	A0A0C6G4I7
160490.SPy_1086	Q9FDU6
160490.SPy_0904	A0A0C6FVI6
160490.SPy_0239	A0A0C6G323
160490.SPy_0911	A0A0C6FRX5
160490.SPy_2180	A0A0C6FTE4
160490.SPy_0369	A0A0C6FDN6
160490.SPy_1760	A0A0C6FTB9
160490.SPy_0720	A0A0C6G5I8
160490.SPy_0534	A0A0C6FDV7
160490.SPy_1026	A0A0C6FZB1
160490.SPy_0121	A7K7A1
160490.SPy_0031	A0A0C6FU78
160490.SPy_0759	A0A0C6G2A4
160490.SPy_1837	A0A0C6G4N8
160490.SPy_1100	Q7AUN2
160490.SPy_0769	A0A0C6FJ52
160490.SPy_2042	Q4ZHP6
160490.SPy_0185	A0A0C6FUD0
160490.SPy_0197	A0A0C6G1N1
160490.SPy_0182	A0A0C6G557
160490.SPy_0547	A0A0C6FDW7
160490.SPy_0857	A0A0C6FZD2
160490.SPy_1784	A0A0C6FTC9
160490.SPy_1725	A0A0C6FX14
160490.SPy_0093	A0A0C6FY36
160490.SPy_1593	A0A0C6G0L4
160490.SPy_1595	A0A0C6G5X7
160490.SPy_0646	A0A0C6G3K5
160490.SPy_0174	A0A0C6FD26
160490.SPy_0397	A0A0C6FDQ1
160490.SPy_0723	A0A0C6FV21
160490.SPy_0128	B8QYC1
160490.SPy_1605	W0S453
160490.SPy_1415	A0A0C6G498
160490.SPy_1065	A0A0C6G2H8
160490.SPy_0406	A0A0C6G5B5
160490.SPy_0639	A0A0C6G5I0
160490.SPy_1988	A0A0C6FH21
160490.SPy_0543	A0A0C6FUU3
160490.SPy_1515	A0A0C6FKK5
160490.SPy_0175	A0A0C6G1M2
160490.SPy_1895	A0A0C6FLB1
160490.SPy_0408	A0A0C6FR73
160490.SPy_1393	A0A0C6FVX4
160490.SPy_1520	A0A0C6G0H7
160490.SPy_1453	A0A0C6G325
160490.SPy_1700	A0A0C6G5Z3
160490.SPy_0870	A0A0C6FRU4
160490.SPy_0127	A0A0C6FUB1
160490.SPy_2174	A0A0C6FWY6
160490.SPy_0246	A0A0C6G1P5
160490.SPy_1507	A0A0C6FSX3
160490.SPy_1275	A0A0C6FW49
160490.SPy_2162	A0A0C6FWX9
160490.SPy_1315	A0A0C6G2V4
160490.SPy_2032	A0A0C6G645
160490.SPy_0758	A0A0C6FE62
160490.SPy_0106	A0A0C6FY18
160490.SPy_1479	A0A0C6FWJ4
160490.SPy_1923	A0A0C6FGW0
160490.SPy_0191a	A0A0C6FQS3
160490.SPy_1368	A0A0C6FSN3
160490.SPy_0733	A0A0C6FYZ1
160490.SPy_1375	A0A0C6G2Z0
160490.SPy_0936	A0A0C6FEK2
160490.SPy_1529	A0A0C6G354
160490.SPy_1105	A0A0C6FZU9
160490.SPy_1879	A0A0C6FGT2
160490.SPy_0201	A0A0C6FD58
160490.SPy_2065	A0A0C6FTW6
160490.SPy_0062	A0A0C6FY17
160490.SPy_0918	A0A0C6FZJ6
160490.SPy_1946	A0A0C6G4S1
160490.SPy_0312	A0A0C6FUH1
160490.SPy_1181	A0A0C6FZL6
160490.SPy_2169	A0A0C6FHH6
160490.SPy_1777	A0A0C6FWH1
160490.SPy_1886	A0A0C6G623
160490.SPy_1576	A0A0C6FW65
160490.SPy_0149	A0A0C6FY82
160490.SPy_1604	A0A0C6FKP5
160490.SPy_1534	A0A0C6FW46
160490.SPy_1984	A0A0C6G3Q1
160490.SPy_1201	A0A0C6G5R0
160490.SPy_1965	A0A0C6FWQ9
160490.SPy_1544	A0A0C6G0J3
160490.SPy_1013	A0A0C6G3V8
160490.SPy_0148	A0A0C6FHY5
160490.SPy_1881	A0A0C6FLA0
160490.SPy_1169	A0A0C6G5Q5
160490.SPy_0528	A0A0C6FUS2
160490.SPy_1582	A0A0C6G4F2
160490.SPy_1246	A0A0C6G5R8
160490.SPy_2155	A0A0C6G4X4
160490.SPy_0957	A0A0C6FFS7
160490.SPy_2096	A0A0C6G3T6
160490.SPy_1404	A0A0C6FSQ5
160490.SPy_0165	D7S038
160490.SPy_0124	Q54749
160490.SPy_0165	D7S096
160490.SPy_0711	Q71US9
160490.SPy_0337	B3VA65
160490.SPy_2016	Q54958
160490.SPy_1136	Q9EUD2
160490.SPy_0361	Q9EVZ6
160490.SPy_0416	Q202A1
160490.SPy_0416	Q202A6
160490.SPy_0337	D3KVH9
160490.SPy_0361	Q9ET93
160490.SPy_0361	Q9EVZ4
160490.SPy_0440	B3GA12
160490.SPy_1506	Q9EU33
160490.SPy_0337	B3VA79
160490.SPy_1506	Q9EU12
160490.SPy_1506	Q9EW03
160490.SPy_2148	Q9ETU8
160490.SPy_0165	Q9R304
160490.SPy_1676	Q9ETK3
160490.SPy_2148	Q9ETZ4
160490.SPy_0140	Q9ETW9
160490.SPy_0165	D7S050
160490.SPy_2070	C0SN52
160490.SPy_2003	Q9ZAS3
160490.SPy_1676	Q9EU55
160490.SPy_2018	W0T1Q3
160490.SPy_0337	D3KVE8
160490.SPy_1506	Q9ETP4
160490.SPy_0165	D7S051
160490.SPy_0165	D7S091
160490.SPy_0374	Q99Q85
160490.SPy_0165	D7S039
160490.SPy_0165	D7S055
160490.SPy_0166	D7S0G0
160490.SPy_0337	D3KVJ0
160490.SPy_1506	Q9ETP5
160490.SPy_0166	D7S0I1
160490.SPy_0165	D7S048
160490.SPy_0727	Q59JF3
160490.SPy_0337	B3VA91
160490.SPy_1013	Q6SPD0
160490.SPy_0361	Q9ET92
160490.SPy_0165	D7S058
160490.SPy_0165	D7S064
160490.SPy_0140	Q6WQJ3
160490.SPy_0758	A6PY06
160490.SPy_0098	Q8KIB1
160490.SPy_2018	Q9R3A1
160490.SPy_0768	A6PXN1
160490.SPy_2016	Q9JMQ4
160490.SPy_0768	A7DUF1
160490.SPy_0128	A0A096ZH86
160490.SPy_0165	D7S0A6
160490.SPy_1676	Q9EVY4
160490.SPy_0098	Q8KI97
160490.SPy_1676	Q9EU67
160490.SPy_0166	Q5R2D9
160490.SPy_0166	D7S0F2
160490.SPy_0165	D7S041
160490.SPy_1529	Q9ETE5
160490.SPy_0361	Q9EUA2
160490.SPy_0165	D7S081
160490.SPy_2148	Q9ETZ5
160490.SPy_2016	Q9JMQ7
160490.SPy_1979	Q6LCU0
160490.SPy_0135	Q8RM88
160490.SPy_0167	Q9AJD3
160490.SPy_2070	Q9L6F1
160490.SPy_0274	Q4W638
160490.SPy_0212	Q9K2G9
160490.SPy_0165	D7S061
160490.SPy_0361	Q9ETB9
160490.SPy_0165	D7S0B5
160490.SPy_1013	Q6SPC6
160490.SPy_2016	Q9JMQ9
160490.SPy_1506	Q9EU44
160490.SPy_1013	Q6SPC7
160490.SPy_1152	Q9K3D0
160490.SPy_0098	Q8KHZ6
160490.SPy_0361	Q9EUC5
160490.SPy_1529	Q9ETP9
160490.SPy_0337	D3KVJ2
160490.SPy_0910	Q9K350
160490.SPy_1529	Q9ETJ2
160490.SPy_2148	Q9EVZ1
160490.SPy_0140	Q9EW39
160490.SPy_1506	D0VKF6
160490.SPy_1979	Q7X0S4
160490.SPy_0140	Q9ETP6
160490.SPy_0416	Q202A2
160490.SPy_2004	Q9ZAS2
160490.SPy_1529	Q9ETJ1
160490.SPy_1136	Q9EW21
160490.SPy_2043	Q5R1Z9
160490.SPy_1529	Q9EW14
160490.SPy_1136	Q9EUD3
160490.SPy_0165	Q9R2Y9
160490.SPy_0611	Q9EZW3
160490.SPy_0711	Q76MJ3
160490.SPy_1099	Q8L1F9
160490.SPy_1830	Q9FDF5
160490.SPy_1049	A0A0C6FEP5
160490.SPy_0714	A0A0C6FIZ6
160490.SPy_0880	Q9FD60
160490.SPy_0877	Q9FD58
160490.SPy_0503	A0A0C6FYN1
160490.SPy_0453	A0A0C6FYU1
160490.SPy_1032	A0A0C6FZN6
160490.SPy_0773	A0A0C6G5K0
160490.SPy_1592	A0A0C6FT30
160490.SPy_0388	A0A0C6FUL1
160490.SPy_0740	A0A0C6FV34
160490.SPy_0794	A0A0C6FV64
160490.SPy_0807	A0A0C6G3P9
160490.SPy_2126	A0A077BW35
160490.SPy_0882	A0A0C6FEF2
160490.SPy_1625	A0A0C6FT60
160490.SPy_1082	A0A0C6FVT6
160490.SPy_1899	A0A0C6G0Y1
160490.SPy_0875	A0A0C6G5L7
160490.SPy_2197	O87531
160490.SPy_0295	Q54909
160490.SPy_2002	Q9ZAS4
160490.SPy_0321	A0A0C6FDH8
160490.SPy_0781	A0A0C6FE81
160490.SPy_0839	A0A0C6FEC0
160490.SPy_1029	A0A0C6FEM0
160490.SPy_1370	A0A0C6FFI4
160490.SPy_1407	A0A0C6FFL1
160490.SPy_1566	A0A0C6FG35
160490.SPy_1622	A0A0C6FG95
160490.SPy_1852	A0A0C6FGR5
160490.SPy_0167	A0A0C6FHZ7
160490.SPy_2180	A0A0C6FI69
160490.SPy_0331	A0A0C6FI83
160490.SPy_0538	A0A0C6FIP6
160490.SPy_1213	A0A0C6FJS6
160490.SPy_1807	A0A0C6FLA5
160490.SPy_1210	A0A0C6FSD9
160490.SPy_1356	A0A0C6FSM6
160490.SPy_2177	A0A0C6FU20
160490.SPy_0073	A0A0C6FU97
160490.SPy_0320	A0A0C6FUH3
160490.SPy_1054	A0A0C6FVC9
160490.SPy_1210	A0A0C6FVK4
160490.SPy_0378	A0A0C6FYS1
160490.SPy_0875	A0A0C6FZE5
160490.SPy_1211	A0A0C6FZZ6
160490.SPy_1232	A0A0C6G008
160490.SPy_1333	A0A0C6G069
160490.SPy_1385	A0A0C6G0A3
160490.SPy_1643	A0A0C6G0P5
160490.SPy_0016	A0A0C6G1G1
160490.SPy_0008	A0A0C6G2Q5
160490.SPy_0189	A0A0C6G301
160490.SPy_0872	A0A0C6G3S2
160490.SPy_2216	A0A0C6G4Z0
160490.SPy_1807	A0A0C6FR53
160490.SPy_0503	A0A0C6FRB2
160490.SPy_0136	A0A0C6FTZ7
160490.SPy_0159	A0A0C6FU13
160490.SPy_0242	A0A0C6FU66
160490.SPy_0359	A0A0C6FUJ5
160490.SPy_0839	A0A0C6FVD2
160490.SPy_1029	A0A0C6FVN0
160490.SPy_1200	A0A0C6FVZ6
160490.SPy_1592	A0A0C6FW71
160490.SPy_1355	A0A0C6FWB6
160490.SPy_1366	A0A0C6FWC5
160490.SPy_1856	A0A0C6FWK9
160490.SPy_1779	A0A0C6FX45
160490.SPy_0189	A0A0C6FY61
160490.SPy_1807	A0A0C6FY74
160490.SPy_0303	A0A0C6FYF3
160490.SPy_1203	A0A0C6FZM8
160490.SPy_2090	A0A0C6G3T5
160490.SPy_0027	A0A0C6G503
160490.SPy_0166	A0A0C6G552
160490.SPy_0224	A0A0C6G568
160490.SPy_1470	A0A0C6G5V5
160490.SPy_1622	A0A0C6G5Y1
160490.SPy_1899	A0A0C6G625
160490.SPy_0097	A0A0C6FUA1
160490.SPy_1035	A0A0C6G2G5
160490.SPy_1530	A0A0C6G5W7
160490.SPy_0456	A0A0C6FDS2
160490.SPy_0365	A0A0C6FR56
160490.SPy_1615	A0A0C6FW81
160490.SPy_0008	A0A0C6FXV8
160490.SPy_0729	A0A0C6FZ27
160490.SPy_0198	A0A0C6FVS5
160490.SPy_0012	A0A0C6FXX8
160490.SPy_1115	A0A0C6FZV3
160490.SPy_1892	A0A0C6FGT9
160490.SPy_1086	A0A0C6G3Z4
160490.SPy_1807	A0A0C6G4Y1
160490.SPy_1217	A0A0C6G5R3
160490.SPy_1721	A0A0C6G5Z6
160490.SPy_0712	Q76MJ4
160490.SPy_1524	Q9FB02
160490.SPy_0378	A0A0C6FR62
160490.SPy_0901	A0A0C6FV96
160490.SPy_0198	A0A0C6FWA3
160490.SPy_1586	A0A0C6G372
160490.SPy_1370	A0A0C6G483
160490.SPy_1101	A0A0C6FJJ4
160490.SPy_0027	A0A0C6FTR7
160490.SPy_0627	A0A0C6FUZ5
160490.SPy_0290	A0A0C6FYK5
160490.SPy_0737	A0A0C6G5J3
160490.SPy_1234	A0A0C6G5R6
160490.SPy_1666	A0A0C6G5Y8
160490.SPy_1217	A0A0C6FF58
160490.SPy_1644	A0A0C6FGG0
160490.SPy_1337	A0A0C6FSL7
160490.SPy_1286	A0A0C6G036
160490.SPy_1357	A0A0C6G084
160490.SPy_1798	A0A0C6G4M8
160490.SPy_0477	A0A0C6G5D4
160490.SPy_1117	A0A0C6FEY2
160490.SPy_0910	A0A0C6FVJ0
160490.SPy_1236	A0A0C6FJV3
160490.SPy_0841	A0A0C6FZB6
160490.SPy_1616	A0A0C6G4G5
160490.SPy_1208	A0A0C6FJS0
160490.SPy_1523	A0A0C6FSY3
160490.SPy_0746	A0A0C6FE53
160490.SPy_0242	A0A0C6FI35
160490.SPy_0442	A0A0C6FUM1
160490.SPy_1114	A0A0C6FZG5
160490.SPy_0458	A0A0C6G1Y0
160490.SPy_1111	A0A0C6G5P5
160490.SPy_2019	A0A0C6FTT6
160490.SPy_0303	A0A0C6G118
160490.SPy_1366	A0A0C6FKA0
160490.SPy_1081	A0A0C6FZT8
160490.SPy_1164	A0A0C6FZX7
160490.SPy_0535	A0A0C6FUU0
160490.SPy_0793	A0A0C6FZ40
160490.SPy_2198	A0A0C6FLX5
160490.SPy_1035	A0A0C6FS13
160490.SPy_1232	A0A0C6FVL5
160490.SPy_0872	A0A0C6FZ67
160490.SPy_1616	A0A0C6G0M4
160490.SPy_0021	A0A0C6G1G4
160490.SPy_1566	A0A0C6G5X3
160490.SPy_0773	A0A0C6FRM9
160490.SPy_1281	A0A0C6FW52
160490.SPy_1817	A0A0C6FWJ2
160490.SPy_1042	A0A0C6G3X2
160490.SPy_1227	A0A0C6FF67
160490.SPy_1470	A0A0C6FFT2
160490.SPy_0339	A0A0C6FI87
160490.SPy_1897	A0A0C6FWM8
160490.SPy_0928	A0A0C6FZK8
160490.SPy_1345	A0A0C6G076
160490.SPy_1616	A0A0C6G381
160490.SPy_1643	A0A0C6G4I2
160490.SPy_2177	A0A0C6G664
160490.SPy_1958	A0A0C6FLG5
160490.SPy_1203	A0A0C6FW00
160490.SPy_1227	A0A0C6G5R5
160490.SPy_2026	A0A0C6FTT9
160490.SPy_0303	A0A0C6G375
160490.SPy_1526	A0A0C6FFZ2
160490.SPy_1337	A0A0C6G074
160490.SPy_1370	A0A0C6G2Y6
160490.SPy_0343	A0A0C6G599
160490.SPy_0768	A0A0C6FRM5
160490.SPy_1115	A0A0C6FVF9
160490.SPy_0320	A0A0C6FYM9
160490.SPy_1101	A0A0C6FZU7
160490.SPy_2090	A0A0C6FHC4
160490.SPy_1491	A0A0C6G5W0
160490.SPy_0793	A0A0C6FE89
160490.SPy_0538	A0A0C6FYQ1
160490.SPy_1817	A0A0C6G0V1
160490.SPy_0778	A0A0C6G2A9
160490.SPy_1114	A0A0C6FVV3
160490.SPy_1643	A0A0C6G0D7
160490.SPy_1333	A0A0C6G473
160490.SPy_1350	A0A0C6FK85
160490.SPy_1897	A0A0C6FXA8
160490.SPy_0872	A0A0C6FZE0
160490.SPy_1567	A0A0C6G0B5
160490.SPy_0949	A0A0C6G4B6
160490.SPy_0303	A0A0C6FXA1
160490.SPy_0097	A0A0C6FY41
160490.SPy_1912	A0A0C6G4Q9
160490.SPy_1526	A0A0C6FKL0
160490.SPy_1114	A0A0C6FS87
160490.SPy_0331	A0A0C6FYN8
160490.SPy_0568	A0A0C6FYS0
160490.SPy_1337	A0A0C6G2W6
160490.SPy_1470	A0A0C6G4B0
160490.SPy_2002	Q2PJ84
160490.SPy_2122	A0A088FB84
160490.SPy_0365	A0A0C6FUI7
160490.SPy_0008	A0A0C6FXX5
160490.SPy_0568	A0A0C6FYY9
160490.SPy_1537	A0A0C6G0A5
160490.SPy_0035	A0A0C6G2R9
160490.SPy_1798	A0A0C6G3G1
160490.SPy_0303	A0A0C6FWY9
160490.SPy_0442	A0A0C6FYT8
160490.SPy_1355	A0A0C6G002
160490.SPy_1115	A0A0C6G404
160490.SPy_1287	A0A0C6FFB5
160490.SPy_0458	A0A0C6FR92
160490.SPy_2026	A0A0C6FXI2
160490.SPy_0314	A0A0C6FYM4
160490.SPy_0794	A0A0C6FZ74
160490.SPy_1798	A0A0C6G0U6
160490.SPy_1335	A0A0C6G307
160490.SPy_0949	A0A0C6G5V8
160490.SPy_1175	A0A0C6FJQ1
160490.SPy_0794	A0A0C6FRP3
160490.SPy_0739	A0A0C6FZ35
160490.SPy_1525	A0A0C6G4C9
160490.SPy_0167	A0A0C6FQP4
160490.SPy_0814	A0A0C6FVA9
160490.SPy_0853	A0A0C6FZC7
160490.SPy_1470	A0A0C6G0E5
160490.SPy_1492	A0A0C6FKJ3
160490.SPy_0012	A0A0C6FQ96
160490.SPy_1164	A0A0C6FVI5
160490.SPy_2019	A0A0C6FXH8
160490.SPy_0010	A0A0C6G1F7
160490.SPy_0343	A0A0C6G3A7
160490.SPy_0846	A0A0C6FJ87
160490.SPy_1721	A0A0C6FT99
160490.SPy_1574	A0A0C6G147
160490.SPy_0714	A0A0C6FE28
160490.SPy_1664	A0A0C6FWB2
160490.SPy_2198	A0A0C6FXT6
160490.SPy_1351	A0A0C6FZZ8
160490.SPy_1259	A0A0C6G448
160490.SPy_1525	A0A0C6G5W6
160490.SPy_0016	A0A0C6FQA1
160490.SPy_1926	A0A0C6G0Z9
160490.SPy_0254	A0A0C6FU75
160490.SPy_1083	A0A0C6G2I6
160490.SPy_0337	W0S6T3
160490.SPy_0004	A0A0C6FCN2
160490.SPy_0926	A0A0C6FEI8
160490.SPy_1566	A0A0C6FWS0
160490.SPy_1366	A0A0C6FFH9
160490.SPy_1537	A0A0C6FSZ5
160490.SPy_0882	A0A0C6FVG6
160490.SPy_1992	A0A0C6FH27
160490.SPy_1333	A0A0C6FK72
160490.SPy_0568	A0A0C6FRE4
160490.SPy_0453	A0A0C6FUN9
160490.SPy_2066	A0A0C6G0Y9
160490.SPy_0128	A0A0C6G2W3
160490.SPy_1664	A0A0C6FGG8
160490.SPy_1666	A0A0C6FT78
160490.SPy_0776	A0A0C6FZ31
160490.SPy_1841	A0A0C6G0K7
160490.SPy_1236	A0A0C6FW24
160490.SPy_1992	A0A0C6G0U0
160490.SPy_0331	A0A0C6G394
160490.SPy_0339	A0A0C6G398
160490.SPy_0926	A0A0C6G5M6
