546414.Deide_23220	C1D087
546414.Deide_02550	C1CZ26
546414.Deide_02770	C1CZ47
546414.Deide_03570	C1CZS7
546414.Deide_16100	C1CWL0
546414.Deide_01900	C1CYH8
546414.Deide_20645	C1CYQ6
546414.Deide_16340	C1CWN6
546414.Deide_02210	C1CYK8
546414.Deide_05280	C1D0J0
546414.Deide_06450	C1D0W6
546414.Deide_06511	C1D0X7
546414.Deide_07410	C1D174
546414.Deide_00940	C1CXT8
546414.Deide_22090	C1CZI9
546414.Deide_03450	C1CZR5
546414.Deide_04070	C1CZY1
546414.Deide_04080	C1CZY2
546414.Deide_01434	C1CYD0
546414.Deide_20580	C1CYP5
546414.Deide_07620	C1D1A0
546414.Deide_12300	C1CVC8
546414.Deide_22600	C1CZP3
546414.Deide_09900	C1CUK4
546414.Deide_15180	C1CWA7
546414.Deide_00330	C1CXM5
546414.Deide_00630	C1CXQ4
546414.Deide_10620	C1CUT7
546414.Deide_21570	C1CZD5
546414.Deide_01380	C1CYC3
546414.Deide_11700	C1CV59
546414.Deide_13511	C1CVS4
546414.Deide_17590	C1CX15
546414.Deide_22240	C1CZK5
546414.Deide_11020	C1CUY1
546414.Deide_09690	C1CUI1
546414.Deide_14140	C1CVZ4
546414.Deide_01990	C1CYI6
546414.Deide_05880	C1D0Q4
546414.Deide_06190	C1D0T9
546414.Deide_06781	C1D110
546414.Deide_07350	C1D169
546414.Deide_07600	C1D198
546414.Deide_11980	C1CV91
546414.Deide_19170	C1CXV3
546414.Deide_10960	C1CUX5
546414.Deide_11950	C1CV86
546414.Deide_13540	C1CVS7
546414.Deide_10331	C1CUQ2
546414.Deide_16040	C1CWK1
546414.Deide_22420	C1CZM3
546414.Deide_13310	C1CVQ2
546414.Deide_08080	C1D1F0
546414.Deide_09380	C1D1U2
546414.Deide_06980	C1D131
546414.Deide_07030	C1D136
546414.Deide_11890	C1CV81
546414.Deide_02730	C1CZ44
546414.Deide_06620	C1D0Z2
546414.Deide_15990	C1CWJ6
546414.Deide_04860	C1D0E7
546414.Deide_11340	C1CV22
546414.Deide_14270	C1CW08
546414.Deide_13851	C1CVW1
546414.Deide_08930	C1D1P5
546414.Deide_14360	C1CW19
546414.Deide_14510	C1CW35
546414.Deide_03840	C1CZV5
546414.Deide_05180	C1D0I0
546414.Deide_13170	C1CVN7
546414.Deide_13700	C1CVU3
546414.Deide_15020	C1CW91
546414.Deide_00650	C1CXQ6
546414.Deide_19950	C1CY41
546414.Deide_10200	C1CUN5
546414.Deide_16093	C1CWK9
546414.Deide_17580	C1CX14
546414.Deide_11370	C1CV25
546414.Deide_13067	C1CVM2
546414.Deide_10360	C1CUQ7
546414.Deide_15252	C1CWB9
546414.Deide_16360	C1CWN8
546414.Deide_00750	C1CXR9
546414.Deide_01620	C1CYF0
546414.Deide_21050	C1CYV0
546414.Deide_03730	C1CZU3
546414.Deide_05340	C1D0J8
546414.Deide_11961	C1CV88
546414.Deide_13820	C1CVV6
546414.Deide_17450	C1CWZ9
546414.Deide_17820	C1CX42
546414.Deide_04291	C1D006
546414.Deide_06400	C1D0W1
546414.Deide_09740	C1CUI7
546414.Deide_10030	C1CUL7
546414.Deide_20620	C1CYQ2
546414.Deide_21440	C1CYZ0
546414.Deide_02380	C1CZ09
546414.Deide_03990	C1CZX3
546414.Deide_18690	C1CXE0
546414.Deide_21670	C1CZE5
546414.Deide_18580	C1CXC9
546414.Deide_18680	C1CXD9
546414.Deide_21700	C1CZE8
546414.Deide_20230	C1CY72
546414.Deide_17160	C1CWW9
546414.Deide_14371	C1CW21
546414.Deide_11750	C1CV65
546414.Deide_08570	C1D1K6
546414.Deide_11900	C1CV82
546414.Deide_19410	C1CXY1
546414.Deide_20820	C1CYS2
546414.Deide_02930	C1CZ73
546414.Deide_10060	C1CUM0
546414.Deide_05120	C1D0H4
546414.Deide_07550	C1D192
546414.Deide_18720	C1CXE3
546414.Deide_10730	C1CUV0
546414.Deide_12490	C1CVF1
546414.Deide_12800	C1CVI4
546414.Deide_16500	C1CWQ5
546414.Deide_00132	C1CXK4
546414.Deide_19620	C1CY07
546414.Deide_02330	C1CZ04
546414.Deide_16730	C1CWS7
546414.Deide_12620	C1CVG4
546414.Deide_13100	C1CVM8
546414.Deide_20430	C1CYM9
546414.Deide_05471	C1D0L2
546414.Deide_10640	C1CUT9
546414.Deide_00070	C1CXJ7
546414.Deide_15380	C1CWD3
546414.Deide_00900	C1CXT4
546414.Deide_01600	C1CYE8
546414.Deide_01760	C1CYG4
546414.Deide_11810	C1CV73
546414.Deide_01070	C1CXV1
546414.Deide_19240	C1CXW3
546414.Deide_06720	C1D103
546414.Deide_07430	C1D176
546414.Deide_04602	C1D039
546414.Deide_23230	C1D088
546414.Deide_08580	C1D1K7
546414.Deide_12100	C1CVA3
546414.Deide_16290	C1CWN1
546414.Deide_16030	C1CWK0
546414.Deide_21450	C1CYZ1
546414.Deide_03640	C1CZT4
546414.Deide_05771	C1D0P2
546414.Deide_14221	C1CW03
546414.Deide_07920	C1D1D2
546414.Deide_09290	C1D1T2
546414.Deide_10710	C1CUU6
546414.Deide_13860	C1CVW2
546414.Deide_09540	C1CUG5
546414.Deide_17780	C1CX35
546414.Deide_03831	C1CZV4
546414.Deide_07100	C1D143
546414.Deide_07160	C1D149
546414.Deide_14741	C1CW61
546414.Deide_15240	C1CWB6
546414.Deide_15600	C1CWF8
546414.Deide_17940	C1CX63
546414.Deide_00210	C1CXL3
546414.Deide_01230	C1CYA3
546414.Deide_02160	C1CYK3
546414.Deide_21490	C1CYZ5
546414.Deide_03050	C1CZ86
546414.Deide_05620	C1D0M5
546414.Deide_18350	C1CXA5
546414.Deide_03200	C1CZA3
546414.Deide_04920	C1D0F2
546414.Deide_04590	C1D037
546414.Deide_15900	C1CWI7
546414.Deide_18600	C1CXD1
546414.Deide_06820	C1D116
546414.Deide_11530	C1CV41
546414.Deide_08520	C1D1K0
546414.Deide_16610	C1CWR6
546414.Deide_02030	C1CYJ0
546414.Deide_02100	C1CYJ7
546414.Deide_21390	C1CYY4
546414.Deide_00040	C1CXJ4
546414.Deide_20252	C1CY76
546414.Deide_02600	C1CZ31
546414.Deide_22040	C1CZI4
546414.Deide_04360	C1D013
546414.Deide_01210	C1CYA1
546414.Deide_10160	C1CUN0
546414.Deide_13520	C1CVS5
546414.Deide_00360	C1CXM8
546414.Deide_19481	C1CXZ3
546414.Deide_19530	C1CXZ8
546414.Deide_20315	C1CYL5
546414.Deide_03090	C1CZ91
546414.Deide_06540	C1D0Y0
546414.Deide_07533	C1D189
546414.Deide_16280	C1CWN0
546414.Deide_08480	C1D1J5
546414.Deide_17750	C1CX32
546414.Deide_01440	C1CYD1
546414.Deide_05430	C1D0K7
546414.Deide_19454	C1CXY9
546414.Deide_10950	C1CUX4
546414.Deide_12580	C1CVG0
546414.Deide_08250	C1D1G9
546414.Deide_10580	C1CUT3
546414.Deide_02130	C1CYK0
546414.Deide_06551	C1D0Y2
546414.Deide_14860	C1CW74
546414.Deide_16770	C1CWT1
546414.Deide_18610	C1CXD2
546414.Deide_01020	C1CXU6
546414.Deide_20770	C1CYR7
546414.Deide_04390	C1D016
546414.Deide_05890	C1D0Q5
546414.Deide_03160	C1CZ98
546414.Deide_21650	C1CZE3
546414.Deide_22520	C1CZN3
546414.Deide_07800	C1D1C0
546414.Deide_16780	C1CWT2
546414.Deide_11260	C1CV13
546414.Deide_13770	C1CVV1
546414.Deide_14320	C1CW14
546414.Deide_08960	C1D1P8
546414.Deide_09810	C1CUJ5
546414.Deide_09890	C1CUK3
546414.Deide_16080	C1CWK6
546414.Deide_19390	C1CXX9
546414.Deide_23410	C1D0A8
546414.Deide_06360	C1D0V7
546414.Deide_16391	C1CWP3
546414.Deide_00133	C1CXK3
546414.Deide_06640	C1D0Z4
546414.Deide_12610	C1CVG3
546414.Deide_20321	C1CYL8
546414.Deide_02000	C1CYI7
546414.Deide_21100	C1CYV4
546414.Deide_14030	C1CVY0
546414.Deide_10362	C1CUQ8
546414.Deide_12790	C1CVI3
546414.Deide_16720	C1CWS6
546414.Deide_01400	C1CYC5
546414.Deide_01430	C1CYC8
546414.Deide_06900	C1D124
546414.Deide_15890	C1CWI6
546414.Deide_16190	C1CWM0
546414.Deide_11820	C1CV74
546414.Deide_16910	C1CWU6
546414.Deide_10480	C1CUS3
546414.Deide_17370	C1CWZ1
546414.Deide_03040	C1CZ85
546414.Deide_23480	C1D0B5
546414.Deide_11620	C1CV51
546414.Deide_14470	C1CW31
546414.Deide_19650	C1CY10
546414.Deide_22780	C1CZR1
546414.Deide_03260	C1CZA9
546414.Deide_23280	C1D093
546414.Deide_04931	C1D0F4
546414.Deide_09051	C1D1Q8
546414.Deide_12510	C1CVF3
546414.Deide_16220	C1CWM3
546414.Deide_01910	C1CYH9
546414.Deide_03380	C1CZC2
546414.Deide_05730	C1D0N7
546414.Deide_22130	C1CZJ3
546414.Deide_11471	C1CV36
546414.Deide_15350	C1CWD0
546414.Deide_08150	C1D1F8
546414.Deide_08840	C1D1N6
546414.Deide_21510	C1CZC9
546414.Deide_03830	C1CZV3
546414.Deide_22070	C1CZI7
546414.Deide_03660	C1CZT6
546414.Deide_07110	C1D144
546414.Deide_18710	C1CXE2
546414.Deide_12000	C1CV93
546414.Deide_15071	C1CW96
546414.Deide_00640	C1CXQ5
546414.Deide_00670	C1CXQ8
546414.Deide_09310	C1D1T4
546414.Deide_11230	C1CV10
546414.Deide_17360	C1CWZ0
546414.Deide_19580	C1CY03
546414.Deide_22670	C1CZQ0
546414.Deide_06010	C1D0R8
546414.Deide_17530	C1CX09
546414.Deide_00950	C1CXT9
546414.Deide_01540	C1CYE2
546414.Deide_06571	C1D0Y5
546414.Deide_06680	C1D0Z9
546414.Deide_13361	C1CVQ8
546414.Deide_13480	C1CVS0
546414.Deide_09230	C1D1S6
546414.Deide_10600	C1CUT5
546414.Deide_21010	C1CYU6
546414.Deide_21900	C1CZH1
546414.Deide_07230	C1D157
546414.Deide_00280	C1CXM0
546414.Deide_00610	C1CXQ2
546414.Deide_10170	C1CUN1
546414.Deide_04652	C1D0C5
546414.Deide_18250	C1CX95
546414.Deide_23110	C1D078
546414.Deide_15010	C1CW90
546414.Deide_11331	C1CV21
546414.Deide_08650	C1D1L5
546414.Deide_20560	C1CYP3
546414.Deide_06230	C1D0U3
546414.Deide_02650	C1CZ36
546414.Deide_05610	C1D0M4
546414.Deide_18220	C1CX92
546414.Deide_10880	C1CUW7
546414.Deide_08091	C1D1F2
546414.Deide_09460	C1D1V0
546414.Deide_09980	C1CUL2
546414.Deide_16580	C1CWR3
546414.Deide_19970	C1CY45
546414.Deide_10571	C1CUT2
546414.Deide_11520	C1CV40
546414.Deide_12750	C1CVH8
546414.Deide_13270	C1CVP8
546414.Deide_09260	C1D1S9
546414.Deide_22150	C1CZJ6
546414.Deide_17280	C1CWY2
546414.Deide_00320	C1CXM4
546414.Deide_20842	C1CYS8
546414.Deide_23250	C1D090
546414.Deide_11140	C1CUZ6
546414.Deide_12630	C1CVG5
546414.Deide_15500	C1CWE6
546414.Deide_20260	C1CY78
546414.Deide_20810	C1CYS1
546414.Deide_02773	C1CZ50
546414.Deide_22530	C1CZN5
546414.Deide_03910	C1CZW5
546414.Deide_22470	C1CZM8
546414.Deide_23390	C1D0A6
546414.Deide_04700	C1D0D0
546414.Deide_16200	C1CWM1
546414.Deide_13020	C1CVK6
546414.Deide_11160	C1CUZ8
546414.Deide_14521	C1CW37
546414.Deide_14920	C1CW80
546414.Deide_17430	C1CWZ7
546414.Deide_00230	C1CXL5
546414.Deide_19220	C1CXW0
546414.Deide_19510	C1CXZ6
546414.Deide_03750	C1CZU5
546414.Deide_06610	C1D0Z1
546414.Deide_04850	C1D0E6
546414.Deide_08690	C1D1M0
546414.Deide_10010	C1CUL5
546414.Deide_00660	C1CXQ7
546414.Deide_02510	C1CZ22
546414.Deide_09801	C1CUJ4
546414.Deide_05470	C1D0L1
546414.Deide_06041	C1D0S2
546414.Deide_06330	C1D0V3
546414.Deide_01760	C1D267
546414.Deide_10930	C1CUX2
546414.Deide_16570	C1CWR2
546414.Deide_04410	C1D018
546414.Deide_12840	C1CVI8
546414.Deide_08860	C1D1N8
546414.Deide_09130	C1D1R7
546414.Deide_09280	C1D1T1
546414.Deide_09960	C1CUL0
546414.Deide_11051	C1CUY5
546414.Deide_13670	C1CVU0
546414.Deide_09770	C1CUJ0
546414.Deide_15090	C1CW98
546414.Deide_12210	C1CVB7
546414.Deide_17290	C1CWY3
546414.Deide_01260	C1CYA9
546414.Deide_09930	C1CUK7
546414.Deide_15530	C1CWF0
546414.Deide_19610	C1CY06
546414.Deide_19810	C1CY27
546414.Deide_16010	C1CWJ8
546414.Deide_05000	C1D0G1
546414.Deide_03861	C1CZV8
546414.Deide_15800	C1CWH7
546414.Deide_23511	C1D0B9
546414.Deide_23320	C1D098
546414.Deide_16840	C1CWT8
546414.Deide_19380	C1CXX8
546414.Deide_03610	C1CZT1
546414.Deide_07460	C1D179
546414.Deide_22120	C1CZJ2
546414.Deide_22800	C1D043
546414.Deide_13560	C1CVS9
546414.Deide_15291	C1CWC3
546414.Deide_06880	C1D122
546414.Deide_19480	C1CXZ2
546414.Deide_19630	C1CY08
546414.Deide_22730	C1CZQ6
546414.Deide_22900	C1D054
546414.Deide_21780	C1CZF6
546414.Deide_04580	C1D036
546414.Deide_05460	C1D0L0
546414.Deide_18050	C1CX75
546414.Deide_01650	C1CYF3
546414.Deide_02560	C1CZ27
546414.Deide_02774	C1CZ51
546414.Deide_03110	C1CZ93
546414.Deide_22100	C1CZJ0
546414.Deide_15670	C1CWG5
546414.Deide_17400	C1CWZ4
546414.Deide_08660	C1D1L6
546414.Deide_15680	C1CWG6
546414.Deide_21620	C1CZE0
546414.Deide_02050	C1CYJ2
546414.Deide_03850	C1CZV6
546414.Deide_13660	C1CVT9
546414.Deide_13430	C1CVR5
546414.Deide_07670	C1D1A5
546414.Deide_11801	C1CV72
546414.Deide_14490	C1CW33
546414.Deide_17000	C1CWV4
546414.Deide_02640	C1CZ35
546414.Deide_03920	C1CZW6
546414.Deide_07131	C1D147
546414.Deide_12850	C1CVI9
546414.Deide_13081	C1CVM6
546414.Deide_13760	C1CVV0
546414.Deide_19860	C1CY32
546414.Deide_20640	C1CYQ4
546414.Deide_08760	C1D1M7
546414.Deide_17830	C1CX52
546414.Deide_06750	C1D106
546414.Deide_06850	C1D119
546414.Deide_15040	C1CW93
546414.Deide_18030	C1CX73
546414.Deide_20610	C1CYP9
546414.Deide_03470	C1CZR7
546414.Deide_03720	C1CZU2
546414.Deide_03900	C1CZW4
546414.Deide_11580	C1CV46
546414.Deide_11330	C1CV20
546414.Deide_14170	C1CVZ7
546414.Deide_08071	C1D1E9
546414.Deide_02060	C1CYJ3
546414.Deide_02270	C1CYZ7
546414.Deide_06420	C1D0W3
546414.Deide_22820	C1D045
546414.Deide_13890	C1CVW5
546414.Deide_07710	C1D1A9
546414.Deide_09570	C1CUG8
546414.Deide_21190	C1CYW3
546414.Deide_22000	C1CZI2
546414.Deide_07470	C1D180
546414.Deide_18560	C1CXC7
546414.Deide_19880	C1CY34
546414.Deide_02260	C1CYZ6
546414.Deide_07200	C1D153
546414.Deide_07240	C1D158
546414.Deide_12780	C1CVI2
546414.Deide_05640	C1D0M7
546414.Deide_10310	C1CUP7
546414.Deide_15370	C1CWD2
546414.Deide_17501	C1CX05
546414.Deide_06020	C1D0R9
546414.Deide_07210	C1D154
546414.Deide_15950	C1CWJ2
546414.Deide_05040	C1D0G6
546414.Deide_11052	C1CUY6
546414.Deide_15120	C1CWA1
546414.Deide_19820	C1CY28
546414.Deide_07340	C1D168
546414.Deide_08880	C1D1P0
546414.Deide_14640	C1CW50
546414.Deide_16410	C1CWP5
546414.Deide_19453	C1CXY8
546414.Deide_05301	C1D0J3
546414.Deide_06491	C1D0X3
546414.Deide_00440	C1CXN6
546414.Deide_05480	C1D0L3
546414.Deide_13750	C1CVU9
546414.Deide_08110	C1D1F4
546414.Deide_02660	C1CZ37
546414.Deide_06331	C1D0V4
546414.Deide_07870	C1D1C7
546414.Deide_16250	C1CWM6
546414.Deide_00810	C1CXS5
546414.Deide_05711	C1D0N6
546414.Deide_05900	C1D0Q6
546414.Deide_23430	C1D0B0
546414.Deide_22450	C1CZM6
546414.Deide_03420	C1CZC6
546414.Deide_12570	C1CVF9
546414.Deide_13141	C1CVN4
546414.Deide_16650	C1CWS0
546414.Deide_18140	C1CX84
546414.Deide_03130	C1CZ95
546414.Deide_23080	C1D075
546414.Deide_05020	C1D0G4
546414.Deide_08200	C1D1G4
546414.Deide_08481	C1D1J6
546414.Deide_10150	C1CUM9
546414.Deide_06250	C1D0U5
546414.Deide_06580	C1D0Y6
546414.Deide_04570	C1D035
546414.Deide_01450	C1CYD3
546414.Deide_07810	C1D1C1
546414.Deide_17790	C1CX37
546414.Deide_00290	C1CXM1
546414.Deide_01160	C1CY95
546414.Deide_01700	C1CYF8
546414.Deide_13300	C1CVQ1
546414.Deide_13741	C1CVU8
546414.Deide_06890	C1D123
546414.Deide_07420	C1D175
546414.Deide_23190	C1D084
546414.Deide_22290	C1CZL0
546414.Deide_07970	C1D1D7
546414.Deide_13290	C1CVQ0
546414.Deide_14080	C1CVY8
546414.Deide_20100	C1CY58
546414.Deide_04171	C1CZZ2
546414.Deide_12240	C1CVC0
546414.Deide_07750	C1D1B3
546414.Deide_09320	C1D1T5
546414.Deide_09950	C1CUK9
546414.Deide_20316	C1CYL6
546414.Deide_06240	C1D0U4
546414.Deide_06480	C1D0X1
546414.Deide_06561	C1D0Y3
546414.Deide_06930	C1D127
546414.Deide_11220	C1CV09
546414.Deide_16880	C1CWU3
546414.Deide_21120	C1CYV6
546414.Deide_13051	C1CVL2
546414.Deide_11190	C1CV02
546414.Deide_13380	C1CVR1
546414.Deide_01170	C1CY96
546414.Deide_13110	C1CVN0
546414.Deide_11760	C1CV66
546414.Deide_14480	C1CW32
546414.Deide_14540	C1CW39
546414.Deide_16600	C1CWR5
546414.Deide_20040	C1CY52
546414.Deide_01280	C1CYB1
546414.Deide_21310	C1CYX5
546414.Deide_06840	C1D118
546414.Deide_14990	C1CW88
546414.Deide_17320	C1CWY6
546414.Deide_18510	C1CXC2
546414.Deide_20530	C1CYN9
546414.Deide_20980	C1CYU3
546414.Deide_02990	C1CZ80
546414.Deide_05870	C1D0Q3
546414.Deide_15201	C1CWB0
546414.Deide_16630	C1CWR8
546414.Deide_02410	C1CZ13
546414.Deide_03210	C1CZA4
546414.Deide_06801	C1D113
546414.Deide_03550	C1CZS5
546414.Deide_10210	C1CUN7
546414.Deide_16851	C1D2W5
546414.Deide_21853	C1CZG6
546414.Deide_03270	C1CZB0
546414.Deide_03350	C1CZB9
546414.Deide_22840	C1D047
546414.Deide_23200	C1D085
546414.Deide_13120	C1CVN1
546414.Deide_22250	C1CZK6
546414.Deide_21540	C1CZD2
546414.Deide_13850	C1CVW0
546414.Deide_13130	C1CVN2
546414.Deide_16120	C1CWL2
546414.Deide_16810	C1CWT5
546414.Deide_02010	C1CYI8
546414.Deide_21630	C1CZE1
546414.Deide_06000	C1D0R7
546414.Deide_14222	E6RGA4
546414.Deide_22500	C1CZN1
546414.Deide_09560	C1CUG7
546414.Deide_00050	C1CXJ5
546414.Deide_20170	C1CY65
546414.Deide_04400	C1D017
546414.Deide_12230	C1CVB9
546414.Deide_09470	C1CUF8
546414.Deide_10460	C1CUS1
546414.Deide_16050	C1CWK3
546414.Deide_05950	C1D0R1
546414.Deide_18460	C1CXB7
546414.Deide_04550	C1D033
546414.Deide_15080	C1CW97
546414.Deide_22930	C1D057
546414.Deide_16041	C1CWK2
546414.Deide_19660	C1CY11
546414.Deide_06260	C1D0U6
546414.Deide_04840	C1D0E5
546414.Deide_23130	C1D079
546414.Deide_23310	C1D097
546414.Deide_04970	C1D0F8
546414.Deide_12130	C1CVA9
546414.Deide_19460	C1CXZ0
546414.Deide_05930	C1D0Q9
546414.Deide_07360	C1D170
546414.Deide_08500	C1D1J8
546414.Deide_10790	C1CUV6
546414.Deide_09940	C1CUK8
546414.Deide_10870	C1CUW6
546414.Deide_16900	C1CWU5
546414.Deide_17781	C1CX36
546414.Deide_19960	C1CY43
546414.Deide_05970	C1D0R4
546414.Deide_06581	C1D0Y7
546414.Deide_12730	C1CVH6
546414.Deide_16870	C1CWU2
546414.Deide_19965	C1CY44
546414.Deide_20411	C1CYM8
546414.Deide_21210	C1CYW5
546414.Deide_21290	C1CYX3
546414.Deide_22630	C1CZP6
546414.Deide_11870	C1CV79
546414.Deide_13140	C1CVN3
546414.Deide_13450	C1CVR7
546414.Deide_17130	C1CWW6
546414.Deide_01110	C1CY90
546414.Deide_10610	C1CUT6
546414.Deide_02910	C1CZ71
546414.Deide_05230	C1D0I5
546414.Deide_14341	C1CW17
546414.Deide_08350	C1D1H9
546414.Deide_09000	C1D1Q2
546414.Deide_19750	C1CY21
546414.Deide_16160	C1CWL6
546414.Deide_02775	C1CZ48
546414.Deide_22680	C1CZQ1
546414.Deide_05360	C1D0K0
546414.Deide_15660	C1CWG4
546414.Deide_15700	C1CWG8
546414.Deide_23170	C1D082
546414.Deide_18390	C1CXA9
546414.Deide_16990	C1CWV3
546414.Deide_21840	C1CZG2
546414.Deide_08161	C1D1G0
546414.Deide_10860	C1CUW5
546414.Deide_08970	C1D1P9
546414.Deide_09920	C1CUK6
546414.Deide_15251	C1CWB8
546414.Deide_00131	C1CXK5
546414.Deide_00430	C1CXN5
546414.Deide_01340	C1CYB9
546414.Deide_07540	C1D191
546414.Deide_04870	E6RGA2
546414.Deide_14280	C1CW09
546414.Deide_19800	C1CY26
546414.Deide_11730	C1CV63
546414.Deide_09450	C1D1U9
546414.Deide_10510	C1CUS6
546414.Deide_21400	C1CYY6
546414.Deide_02780	C1CZ52
546414.Deide_05860	C1D0Q2
546414.Deide_23070	C1D074
546414.Deide_13220	C1CVP2
546414.Deide_19090	C1CXI3
546414.Deide_20220	C1CY71
546414.Deide_03580	C1CZS8
546414.Deide_04040	C1CZX8
546414.Deide_19055	C1CXH8
546414.Deide_12250	C1CVC1
546414.Deide_13880	C1CVW4
546414.Deide_10220	C1CUN8
546414.Deide_00240	C1CXL6
546414.Deide_00580	C1CXP9
546414.Deide_10700	C1CUU5
546414.Deide_20380	C1CYM4
546414.Deide_10420	C1CUR5
546414.Deide_14260	C1CW07
546414.Deide_18590	C1CXD0
546414.Deide_03710	C1CZU1
546414.Deide_03871	C1CZW0
546414.Deide_18550	C1CXC6
546414.Deide_01630	C1CYF1
546414.Deide_07590	C1D197
546414.Deide_04800	C1D0E1
546414.Deide_22131	C1CZJ4
546414.Deide_22890	C1D053
546414.Deide_21830	C1CZG1
546414.Deide_18400	C1CXB0
546414.Deide_04620	C1D042
546414.Deide_23135	C1D080
546414.Deide_04730	C1D0D4
546414.Deide_10190	C1CUN3
546414.Deide_16820	C1CWT6
546414.Deide_04910	C1D0F1
546414.Deide_06570	C1D0Y4
546414.Deide_05840	C1D0Q0
546414.Deide_13870	C1CVW3
546414.Deide_09200	C1D1S3
546414.Deide_16130	C1CWL3
546414.Deide_01610	C1CYE9
546414.Deide_20314	C1CYL4
546414.Deide_20880	C1CYT3
546414.Deide_21020	C1CYU7
546414.Deide_04230	C1CZZ8
546414.Deide_14970	C1CW85
546414.Deide_15330	C1CWC8
546414.Deide_19260	C1CXW5
546414.Deide_04090	C1CZY3
546414.Deide_05820	C1D0P7
546414.Deide_07560	C1D194
546414.Deide_04680	C1D0C8
546414.Deide_11971	C1CV90
546414.Deide_12440	C1CVE6
546414.Deide_13260	C1CVP6
546414.Deide_09220	C1D1S5
546414.Deide_14710	C1CW57
546414.Deide_19191	C1CXV7
546414.Deide_01750	C1CYG3
546414.Deide_02843	C1CZ62
546414.Deide_08680	C1D1L9
546414.Deide_08900	C1D1P2
546414.Deide_14980	C1CW86
546414.Deide_17500	C1CX04
546414.Deide_11560	C1CV44
546414.Deide_15130	C1CWA2
546414.Deide_01880	C1CYH6
546414.Deide_21030	C1CYU8
546414.Deide_05520	C1D0L7
546414.Deide_22490	C1CZN0
546414.Deide_23291	C1D095
546414.Deide_04760	C1D0D7
546414.Deide_11270	C1CV14
546414.Deide_07740	C1D1B2
546414.Deide_17010	C1CWV5
546414.Deide_01120	C1CY91
546414.Deide_01250	C1CYA8
546414.Deide_01660	C1CYF4
546414.Deide_01730	C1CYG1
546414.Deide_02110	C1CYJ8
546414.Deide_10270	C1CUP3
546414.Deide_00170	C1CXK9
546414.Deide_06490	C1D0X2
546414.Deide_06492	C1D0X4
546414.Deide_14770	C1CW64
546414.Deide_20272	C1CY80
546414.Deide_02820	C1CZ57
546414.Deide_15920	C1CWI9
546414.Deide_04050	C1CZX9
546414.Deide_06430	C1D0W4
546414.Deide_13060	C1CVL4
546414.Deide_04750	C1D0D6
546414.Deide_12320	C1CVD1
546414.Deide_14760	C1CW63
546414.Deide_01860	C1CYH4
546414.Deide_20660	C1CYQ8
546414.Deide_02360	C1CZ07
546414.Deide_23520	C1D0C0
546414.Deide_06710	C1D102
546414.Deide_09530	C1CUG4
546414.Deide_10080	C1CUM2
546414.Deide_12410	C1CVE1
546414.Deide_01410	C1CYC6
546414.Deide_01441	C1CYD2
546414.Deide_09080	C1D1R2
546414.Deide_17600	C1CX17
546414.Deide_02520	C1CZ23
546414.Deide_05220	C1D0I4
546414.Deide_11650	C1CV54
546414.Deide_12500	C1CVF2
546414.Deide_12940	C1CVJ8
546414.Deide_09340	C1D1T7
546414.Deide_15030	C1CW92
546414.Deide_01420	C1CYC7
546414.Deide_04470	C1D025
546414.Deide_03410	C1CZC5
546414.Deide_15880	C1CWI5
546414.Deide_04990	C1D0G0
546414.Deide_21890	C1CZH0
546414.Deide_04790	C1D0E0
546414.Deide_16390	C1CWP2
546414.Deide_22740	C1CZQ7
546414.Deide_08780	C1D1M9
546414.Deide_17990	C1CX69
546414.Deide_00970	C1CXU1
546414.Deide_20050	C1CY53
546414.Deide_02230	C1CYL0
546414.Deide_04010	C1CZX5
546414.Deide_06860	C1D120
546414.Deide_18530	C1CXC4
546414.Deide_09170	C1D1S0
546414.Deide_09630	C1CUH4
546414.Deide_16620	C1CWR7
546414.Deide_20670	C1CYQ9
546414.Deide_07380	C1D171
546414.Deide_21560	C1CZD4
546414.Deide_11740	C1CV64
546414.Deide_11770	C1CV68
546414.Deide_11250	C1CV12
546414.Deide_19670	C1CY12
546414.Deide_10100	C1CUM4
546414.Deide_16380	C1CWP0
546414.Deide_00550	C1CXP6
546414.Deide_07290	C1D163
546414.Deide_18230	C1CX93
546414.Deide_11550	C1CV43
546414.Deide_13070	C1CVM3
546414.Deide_13821	C1CVV7
546414.Deide_08020	C1D1E3
546414.Deide_10520	C1CUS7
546414.Deide_00420	C1CXN4
546414.Deide_10350	C1CUQ6
546414.Deide_20140	C1CY62
546414.Deide_02630	C1CZ34
546414.Deide_21550	C1CZD3
546414.Deide_22521	C1CZN4
546414.Deide_22510	C1CZN2
546414.Deide_18700	C1CXE1
546414.Deide_22550	C1CZN7
546414.Deide_12860	C1CVJ0
546414.Deide_07900	C1D1D0
546414.Deide_09660	C1CUH7
546414.Deide_13490	C1CVS1
546414.Deide_01680	C1CYF6
546414.Deide_20990	C1CYU4
546414.Deide_07130	C1D146
546414.Deide_12830	C1CVI7
546414.Deide_15160	C1CWA5
546414.Deide_22610	C1CZP4
546414.Deide_07180	C1D151
546414.Deide_08330	C1D1H7
546414.Deide_14930	C1CW81
546414.Deide_01281	C1CYB2
546414.Deide_20551	C1CYP2
546414.Deide_21080	C1CYV2
546414.Deide_04290	C1D005
546414.Deide_14900	C1CW78
546414.Deide_19070	C1CXI1
