99287.STM2332	Q8ZNE0
99287.STM3948	A0A0C9FSV9
99287.STM0143	A0A0C9FXV3
99287.STM4284	A0A0C9G0M4
99287.STM0983	A0A0C9G7J8
99287.STM0977	A0A0C9G7N4
99287.STM0454	A0A0C9G8F3
99287.STM0882	A0A0C9G9I5
99287.STM1233	A0A0C9GAX3
99287.STM1479	A0A0C9GRJ2
99287.STM0126	A0A0C9GSI4
99287.STM0101	A0A0C9GTI3
99287.STM1720	A0A0C9GYC5
99287.STM1327	A0A0C9H2V6
99287.STM1633	A0A0C9HAM4
99287.STM1213	A0A0C9HC06
99287.STM0419	A0A0C9HDS2
99287.STM1297	A0A0C9HHN7
99287.STM2670	A0A0C9HIP9
99287.STM3007	A0A0C9HJ60
99287.STM0588	A0A0C9HK04
99287.STM1750	A0A0C9HRG8
99287.STM3898	A0A0C9IAT6
99287.STM3381	A0A0C9DJ31
99287.STM3712	A0A0C9DSQ2
99287.STM0732	A0A0C9EKF1
99287.STM3390	A0A0C9FH92
99287.STM1246	A0A0C9HGZ8
99287.STM1108	A0A0C9HUW9
99287.STM1987	A0A0C9D857
99287.STM3236	A0A0C9DDR5
99287.STM4587	A0A0C9E0R7
99287.STM1920	A0A0C9E671
99287.STM2059	A0A0C9EB49
99287.STM2946	A0A0C9EST5
99287.STM3689	A0A0C9ET44
99287.STM3731	A0A0C9EUH9
99287.STM4001	A0A0C9F1J2
99287.STM3321	A0A0C9FA78
99287.STM2885	A0A0C9FI54
99287.STM0836	A0A0C9FLR6
99287.STM0145	A0A0C9FRE5
99287.STM4513	A0A0C9FW58
99287.STM0040	A0A0C9FZU5
99287.STM0565	A0A0C9GIN9
99287.STM1456	A0A0C9GTQ6
99287.STM1771	A0A0C9GWQ3
99287.STM1318	A0A0C9GXQ9
99287.STM1692	A0A0C9GZJ0
99287.STM3855	A0A0C9H5T7
99287.STM2467	A0A0C9H8X8
99287.STM1543	A0A0C9HDK3
99287.STM0481	A0A0C9HGN8
99287.STM2320	A0A0C9HIP7
99287.STM4328	A0A0C9HXG9
99287.STM2660	A0A0C9I7P0
99287.STM1802	A0A0C9C5L6
99287.STM1978	A0A0C9CAW7
99287.STM2095	A0A0C9CF34
99287.STM2111	A0A0C9CFM0
99287.STM3504	A0A0C9CPS6
99287.STM3507	A0A0C9CPV9
99287.STM4012	A0A0C9D8R0
99287.STM1938	A0A0C9DFH6
99287.STM2077	A0A0C9DKJ5
99287.STM2214	A0A0C9DPQ9
99287.STM4051	A0A0C9E4K8
99287.STM4032	A0A0C9E552
99287.STM0364	A0A0C9E6D5
99287.STM3993	A0A0C9E6I3
99287.STM2627	A0A0C9ECY9
99287.STM0775	A0A0C9EJK4
99287.STM3746	A0A0C9EPK5
99287.STM3624	A0A0C9EQV2
99287.STM0355	A0A0C9EUM9
99287.STM0046	A0A0C9EZW5
99287.STM3203	A0A0C9F6H6
99287.STM0796	A0A0C9FGY9
99287.STM0051	A0A0C9FVY3
99287.STM4246	A0A0C9G1J4
99287.STM1020	A0A0C9G672
99287.STM2376	A0A0C9GRP6
99287.STM2359	A0A0C9GS73
99287.STM1694	A0A0C9GZ86
99287.STM1106	A0A0C9H4L8
99287.STM4324	A0A0C9H6L1
99287.STM2434	A0A0C9H9L6
99287.STM1638	A0A0C9HAC2
99287.STM1688	A0A0C9HZL1
99287.STM0445	A0A0C9I3C1
99287.STM1249	A0A0C9IE61
99287.STM2500	P74882
99287.STM1824	A0A0C9D2T7
99287.STM1862	A0A0C9D408
99287.STM3373	A0A0C9DIV2
99287.STM1998	A0A0C9E3Q2
99287.STM4031	A0A0C9E572
99287.STM2117	A0A0C9E802
99287.STM2169	A0A0C9E9P6
99287.STM3261	A0A0C9EDB1
99287.STM3165	A0A0C9EHD0
99287.STM2962	A0A0C9ERY7
99287.STM0122	A0A0C9EU04
99287.STM1432	A0A0C9F0H9
99287.STM1367	A0A0C9F2Q8
99287.STM1365	A0A0C9F2R8
99287.STM2573	A0A0C9F823
99287.STM0054	A0A0C9FB86
99287.STM0979	A0A0C9FBM0
99287.STM2977	A0A0C9FE99
99287.STM1500	A0A0C9FEF0
99287.STM1003	A0A0C9FHX6
99287.STM2973	A0A0C9FJ94
99287.STM0579	A0A0C9FJI2
99287.STM0612	A0A0C9FLU1
99287.STM0627	A0A0C9FT63
99287.STM1123	A0A0C9FZZ4
99287.STM2432	A0A0C9G7Q8
99287.STM1606	A0A0C9GA63
99287.STM0236	A0A0C9GHD3
99287.STM0476	A0A0C9GL75
99287.STM0125	A0A0C9GN31
99287.STM1402	A0A0C9H0X7
99287.STM1096	A0A0C9H488
99287.STM2466	A0A0C9H8Y4
99287.STM0440	A0A0C9HAN7
99287.STM2444	A0A0C9I7T3
99287.STM1959	A0FLI2
99287.STM3114	C7B0S1
99287.STM1905	A0A0C9D593
99287.STM4065	A0A0C9E436
99287.STM4273	A0A0C9G5P1
99287.STM0614	A0A0C9GIB3
99287.STM2503	A0A0C9GZJ7
99287.STM1377	A0A0C9H1S8
99287.STM3024	A0A0C9H8C9
99287.STM2737	A0A0C9HGF3
99287.STM3435	A0A0C9IEQ1
99287.STM2184	A0A0C9CI88
99287.STM0358.S	A0A0C9D1W6
99287.STM4119	A0A0C9D5E9
99287.STM3265	A0A0C9DF16
99287.STM2102	A0A0C9DL82
99287.STM0009	A0A0C9E1J5
99287.STM1797	A0A0C9E2S5
99287.STM3681	A0A0C9EMG1
99287.STM4441	A0A0C9F0H2
99287.STM0991	A0A0C9FB63
99287.STM0951	A0A0C9FJI8
99287.STM0649.S	A0A0C9FKP2
99287.STM4355.S	A0A0C9G2H7
99287.STM4394	A0A0C9G398
99287.STM1334.c	A0A0C9G818
99287.STM2353	A0A0C9HHQ5
99287.STM0197	O87659
99287.STM2103	Q9F799
99287.STM3995	A0A0C9D990
99287.STM2241	A0A0C9DQ60
99287.STM3698	A0A0C9DS74
99287.STM2777	A0A0C9DTJ7
99287.STM4464	A0A0C9DWV7
99287.STM3616	A0A0C9DXH5
99287.STM4517	A0A0C9DYN4
99287.STM4117	A0A0C9EAN3
99287.STM3182	A0A0C9EHW2
99287.STM2876	A0A0C9EMQ3
99287.STM3383	A0A0C9EPQ2
99287.STM4098	A0A0C9EYI4
99287.STM0716	A0A0C9FIZ5
99287.STM0660	A0A0C9FKK1
99287.STM4416	A0A0C9FP12
99287.STM4499	A0A0C9FRD3
99287.STM2548	A0A0C9G644
99287.STM2647	A0A0C9G7U9
99287.STM2481	A0A0C9G9Q1
99287.STM1454	A0A0C9GZ34
99287.STM1767	A0A0C9H0H7
99287.STM4386	A0A0C9H7U4
99287.STM2712	A0A0C9HH25
99287.STM2675	A0A0C9HII9
99287.STM0605	A0A0C9HKR0
99287.STM3968	A0A0C9HSM8
99287.STM3856	A0A0C9I590
99287.STM1934	A0A0C9C9I6
99287.STM0338	A0A0C9D2D0
99287.STM1834	A0A0C9D336
99287.STM2053	A0A0C9DAN6
99287.STM1981	A0A0C9DGU5
99287.STM3611	A0A0C9DXA0
99287.STM0390	A0A0C9DXY7
99287.STM3629	A0A0C9DY69
99287.STM0379	A0A0C9DYB1
99287.STM2266	A0A0C9EI55
99287.STM0782	A0A0C9EJD2
99287.STM3449	A0A0C9EKG3
99287.STM3759.S	A0A0C9EQ64
99287.STM0206	A0A0C9ER48
99287.STM4531	A0A0C9EW71
99287.STM4443	A0A0C9F0J5
99287.STM4477	A0A0C9F1I7
99287.STM0526	A0A0C9FI52
99287.STM0812	A0A0C9FN65
99287.STM2791	A0A0C9FR07
99287.STM0645	A0A0C9FSL7
99287.STM0225	A0A0C9FV26
99287.STM4247	A0A0C9G1I6
99287.STM2500	A0A0C9GAC6
99287.STM0499	A0A0C9GG34
99287.STM0831	A0A0C9GGJ5
99287.STM0648	A0A0C9GH96
99287.STM2510	A0A0C9H4V4
99287.STM3411	A0A0C9HIC7
99287.STM1739	A0A0C9HRW5
99287.STM0457	A0A0C9I352
99287.STM2267	A0A0A7CVX5
99287.STM2185	A0A0C9CI96
99287.STM1891	A0A0C9DEB3
99287.STM3461	A0A0C9DT08
99287.STM3497	A0A0C9DU58
99287.STM3680	A0A0C9DZN4
99287.STM0386	A0A0C9E5M3
99287.STM3178	A0A0C9EA20
99287.STM4444	A0A0C9ET80
99287.STM0360	A0A0C9EUF3
99287.STM0028.1n	A0A0C9EZ92
99287.STM4050	A0A0C9EZU0
99287.STM2375	A0A0C9FMG9
99287.STM2826	A0A0C9FPX6
99287.STM0709	A0A0C9FQX2
99287.STM0015	A0A0C9FUP4
99287.STM4275	A0A0C9G0V5
99287.STM1637	A0A0C9G9D0
99287.STM0475	A0A0C9GF79
99287.STM0465	A0A0C9GKX3
99287.STM0527	A0A0C9GMS6
99287.STM0213	A0A0C9GPB3
99287.STM0202	A0A0C9GPS1
99287.STM2536	A0A0C9H682
99287.STM4397	A0A0C9H819
99287.STM2420.1n	A0A0C9H9Z9
99287.STM2732	A0A0C9HDC9
99287.STM1289	A0A0C9HEG6
99287.STM1300	A0A0C9HHM0
99287.STM2388	A0A0C9HM09
99287.STM1718	A0A0C9HSQ0
99287.STM3039	A0A0C9I1G6
99287.STM1657	A0A0C9I7T1
99287.STM3417	A0A0C9I9J2
99287.STM0409	A0A0C9I9L5
99287.STM1877	A0A0C9C7S2
99287.STM1970	A0A0C9D7H6
99287.STM2983	A0A0C9DKT5
99287.STM2872	A0A0C9DQ66
99287.STM3683	A0A0C9DRR7
99287.STM4583	A0A0C9E0K6
99287.STM1952	A0A0C9E7A1
99287.STM2199	A0A0C9EAK9
99287.STM2925	A0A0C9EL10
99287.STM2879	A0A0C9EML1
99287.STM0182	A0A0C9ES10
99287.STM4561	A0A0C9EX07
99287.STM4091	A0A0C9EYN4
99287.STM4014	A0A0C9F149
99287.STM0262	A0A0C9F2R9
99287.STM1348	A0A0C9F2U3
99287.STM3139	A0A0C9F4A1
99287.STM4301	A0A0C9F4E1
99287.STM4256	A0A0C9F5I3
99287.STM4291	A0A0C9FBY9
99287.STM2834	A0A0C9FK22
99287.STM4567	A0A0C9FT95
99287.STM0120	A0A0C9FYT8
99287.STM3843	A0A0C9G4B6
99287.STM0228	A0A0C9GNS2
99287.STM0408	A0A0C9HBE4
99287.STM2722	A0A0C9HDJ4
99287.STM3972	A0A0C9HLV7
99287.STM4151	A0A0C9I898
99287.STM2686	A0A0C9ICM7
99287.STM0147	Q9L4I3
99287.STM1884	A0A0C9C804
99287.STM1831	A0A0C9D304
99287.STM3682	A0A0C9DRR1
99287.STM3770	A0A0C9DV58
99287.STM0014	A0A0C9FZ21
99287.STM0620	A0A0C9GI68
99287.STM0072	A0A0C9GQ50
99287.STM1412	A0A0C9H0K6
99287.STM1376	A0A0C9H1U9
99287.STM0515	A0A0C9HCB0
99287.STM3421	A0A0C9HI39
99287.STM0233	A0A0C9IFX3
99287.STM2954.1n	A0A0C9EJJ2
99287.STM3524	A0A0C9EMX4
99287.STM2835	A0A0C9EWN5
99287.STM4474	A0A0C9F1G3
99287.STM4016	A0A0C9F684
99287.STM0890	A0A0C9FD87
99287.STM2811	A0A0C9FKU5
99287.STM0703	A0A0C9FR09
99287.STM3973	A0A0C9FRW3
99287.STM3962	A0A0C9FSE3
99287.STM1443	A0A0C9G4S7
99287.STM0687	A0A0C9GK55
99287.STM0591	A0A0C9GPA9
99287.STM1094	A0A0C9H058
99287.STM2550	A0A0C9H1C8
99287.STM1487	A0A0C9H9G2
99287.STM3922	A0A0C9HUA8
99287.STM3913	A0A0C9HUN0
99287.STM3011	A0A0C9I218
99287.STM1959	A0FLL4
99287.STM2164	Q9F2D7
99287.STM0547	A0A0A7CSW3
99287.STM0302	A0A0A7CZ53
99287.STM2637	O84886
99287.STM0201	A0A0A7D2X2
99287.STM3239	A0A0C9DE02
99287.STM3783	A0A0C9DVS4
99287.STM1932	A0A0C9E6M8
99287.STM2027	A0A0C9EA02
99287.STM3368	A0A0C9EGJ0
99287.STM0652	A0A0C9EML7
99287.STM2952	A0A0C9ESK0
99287.STM0285	A0A0C9F248
99287.STM4251	A0A0C9F5N1
99287.STM0011	A0A0C9F662
99287.STM2533	A0A0C9F6S4
99287.STM3257	A0A0C9F8G0
99287.STM2810	A0A0C9FKV4
99287.STM2897	A0A0C9FME6
99287.STM0214	A0A0C9FNM7
99287.STM2844	A0A0C9FP70
99287.STM2809	A0A0C9FQD3
99287.STM4455	A0A0C9FU72
99287.STM1444	A0A0C9G4R6
99287.STM3866	A0A0C9G4U8
99287.STM3882	A0A0C9G567
99287.STM2494	A0A0C9GA70
99287.STM1396	A0A0C9H131
99287.STM3824	A0A0C9H596
99287.STM2538	A0A0C9H6B5
99287.STM3428	A0A0C9HLJ8
99287.STM3897	A0A0C9IGP3
99287.STM1404	A0A0C5Q087
99287.STM1776	A0A0C9C4U6
99287.STM1916	A0A0C9DEV0
99287.STM3311	A0A0C9DGF2
99287.STM3387	A0A0C9DJ89
99287.STM4595	A0A0C9E176
99287.STM3743	A0A0C9E1P1
99287.STM4101	A0A0C9E379
99287.STM1881	A0A0C9E4Y9
99287.STM4041	A0A0C9ECC9
99287.STM2930	A0A0C9EKW2
99287.STM3475	A0A0C9ELD7
99287.STM0683	A0A0C9EM29
99287.STM0378	A0A0C9EZH9
99287.STM4508	A0A0C9F2Y6
99287.STM3151	A0A0C9F4S2
99287.STM4049	A0A0C9F5A9
99287.STM4233	A0A0C9FDI7
99287.STM0848	A0A0C9FEJ6
99287.STM0821	A0A0C9FMX6
99287.STM4565	A0A0C9FT70
99287.STM1339	A0A0C9G7V2
99287.STM2718	A0A0C9GC47
99287.STM2684	A0A0C9GDG5
99287.STM3070	A0A0C9GHN9
99287.STM2372	A0A0C9GRU1
99287.STM1744	A0A0C9GXH6
99287.STM1702	A0A0C9H2V3
99287.STM4333	A0A0C9H365
99287.STM4159	A0A0C9HGD7
99287.STM2453	A0A0C9I7L8
99287.STM3443	A0A0C9I982
99287.STM3420	A0A0C9IF02
99287.STM4261	A0A0C5PWP8
99287.STM3605	A0A0C9CSG6
99287.STM3652	A0A0C9CTW4
99287.STM0397	A0A0C9D0M0
99287.STM4018	A0A0C9D8E2
99287.STM2189	A0A0C9DEX3
99287.STM1997	A0A0C9DH85
99287.STM2009	A0A0C9DI11
99287.STM2243	A0A0C9DQ65
99287.STM4532	A0A0C9DZ35
99287.STM0319	A0A0C9DZS8
99287.STM2695	A0A0C9E4H3
99287.STM2128	A0A0C9E8B2
99287.STM3477	A0A0C9ELH1
99287.STM3303	A0A0C9ELL0
99287.STM0339	A0A0C9EUY8
99287.STM2796	A0A0C9EXS2
99287.STM4544	A0A0C9F417
99287.STM3183	A0A0C9F5Q8
99287.STM4304	A0A0C9FBN0
99287.STM1519.S	A0A0C9FDV3
99287.STM0801	A0A0C9FGS5
99287.STM0969	A0A0C9FJ33
99287.STM0701	A0A0C9FJB1
99287.STM2950	A0A0C9FKH1
99287.STM2863	A0A0C9FNL6
99287.STM0207	A0A0C9FNY5
99287.STM0073	A0A0C9FU81
99287.STM1450	A0A0C9FYG6
99287.STM4329	A0A0C9G1N9
99287.STM2567	A0A0C9GD28
99287.STM2579	A0A0C9GDC4
99287.STM0733	A0A0C9GER4
99287.STM0671	A0A0C9GGU2
99287.STM0644	A0A0C9GL85
99287.STM2381	A0A0C9GRJ0
99287.STM1337	A0A0C9H2J4
99287.STM3852	A0A0C9H5S2
99287.STM1091	A0A0C9HUB8
99287.STM4325	A0A0C9HXE6
99287.STM4398	A0A0C9HZ57
99287.STM1671	A0A0C9IDC9
99287.STM1731	Q9KWV1
99287.STM3493	A0A0C9CPB0
99287.STM3675	A0A0C9CUM2
99287.STM0345	A0A0C9D269
99287.STM3243	A0A0C9DE61
99287.STM3331	A0A0C9DH86
99287.STM2025	A0A0C9DIP2
99287.STM4306	A0A0C9E712
99287.STM4292	A0A0C9E7I7
99287.STM2114	A0A0C9E7W7
99287.STM4222.S	A0A0C9E9F1
99287.STM3376	A0A0C9EGR6
99287.STM2840	A0A0C9ENZ3
99287.STM3741	A0A0C9EPD1
99287.STM2806	A0A0C9EPW7
99287.STM4597	A0A0C9EYA8
99287.STM1346	A0A0C9F2V7
99287.STM4261	A0A0C9F5C6
99287.STM2563	A0A0C9F7W5
99287.STM3165	A0A0C9F9W1
99287.STM0851	A0A0C9FEG9
99287.STM3319	A0A0C9FEP0
99287.STM2881	A0A0C9FIB4
99287.STM2988	A0A0C9FIL5
99287.STM2819	A0A0C9FKK3
99287.STM2802	A0A0C9FQL5
99287.STM2440	A0A0C9G7L8
99287.STM0805	A0A0C9GCN2
99287.STM0482	A0A0C9GFH9
99287.STM1540	A0A0C9GHX0
99287.STM0586	A0A0C9GP50
99287.STM2487	A0A0C9H4C4
99287.STM1558	A0A0C9H7D8
99287.STM1635	A0A0C9HAJ4
99287.STM1604	A0A0C9HBH7
99287.STM3950	A0A0C9HMT0
99287.STM3842	A0A0C9I504
99287.STM4165	A0A0C9I8K6
99287.STM1056	Q9XC72
99287.STM4021	Q9L7R8
99287.STM2196	A0A0C9CII9
99287.STM3713	A0A0C9CVX5
99287.STM2996	A0A0C9DKC1
99287.STM3736	A0A0C9DTL9
99287.STM3625	A0A0C9DY22
99287.STM3679	A0A0C9DZM3
99287.STM3793	A0A0C9E3P0
99287.STM1976	A0A0C9E7W8
99287.STM2110	A0A0C9EDE4
99287.STM0981	A0A0C9EDZ2
99287.STM3355	A0A0C9EFZ7
99287.STM3384	A0A0C9EGW5
99287.STM3181	A0A0C9EHV3
99287.STM3221	A0A0C9EJ19
99287.STM3472	A0A0C9EL89
99287.STM0092	A0A0C9EV52
99287.STM1369	A0A0C9F2P9
99287.STM3113	A0A0C9F3F8
99287.STM3173	A0A0C9F5F9
99287.STM3137	A0A0C9F918
99287.STM3179	A0A0C9FA96
99287.STM0999	A0A0C9FAV5
99287.STM0528	A0A0C9FI73
99287.STM0714	A0A0C9FJ00
99287.STM0212	A0A0C9FNP4
99287.STM3048	A0A0C9G5V0
99287.STM3046	A0A0C9G5W1
99287.STM2457	A0A0C9G794
99287.STM0960	A0A0C9G837
99287.STM2480	A0A0C9G9N6
99287.STM1528	A0A0C9GCP7
99287.STM0468	A0A0C9GEZ6
99287.STM4350	A0A0C9H785
99287.STM4381	A0A0C9H7Q1
99287.STM3903	A0A0C9HPJ2
99287.STM1298	A0A0C9IC58
99287.STM1959	A0FLI6
99287.STM2052	H9L4H8
99287.STM2828	A0A0C9DRS8
99287.STM4463	A0A0C9DWU4
99287.STM0361	A0A0C9DZ01
99287.STM3749	A0A0C9E1X6
99287.STM1796	A0A0C9E2R6
99287.STM3804	A0A0C9E3W3
99287.STM2123	A0A0C9E862
99287.STM4189	A0A0C9E9S0
99287.STM3199	A0A0C9EAT8
99287.STM2927	A0A0C9EKZ1
99287.STM3676	A0A0C9EMB0
99287.STM3685	A0A0C9ESZ7
99287.STM3719	A0A0C9EU32
99287.STM1445	A0A0C9F006
99287.STM0980	A0A0C9FBL3
99287.STM3276	A0A0C9FDG5
99287.STM1373	A0A0C9G7C5
99287.STM0184	A0A0C9GKJ7
99287.STM2572	A0A0C9H2E7
99287.STM1642	A0A0C9HA28
99287.STM0433	A0A0C9HAT2
99287.STM0425	A0A0C9HAZ8
99287.STM1534	A0A0C9HDV4
99287.STM0580	A0A0C9HEE8
99287.STM1272	A0A0C9HHG1
99287.STM0596	A0A0C9HKA6
99287.STM3004	A0A0C9IFS0
99287.STM2054	H9L4J1
99287.STM1864	A0A0C9D421
99287.STM2112	A0A0C9DLH1
99287.STM1795	A0A0C9E2N8
99287.STM2228	A0A0C9EBK3
99287.STM3498	A0A0C9EGK9
99287.STM3322	A0A0C9EMB1
99287.STM2857	A0A0C9ENF1
99287.STM3768	A0A0C9EQH8
99287.STM0261	A0A0C9EXI4
99287.STM1395	A0A0C9F1T0
99287.STM0958	A0A0C9FC74
99287.STM2334	A0A0C9FNZ8
99287.STM4471	A0A0C9FQA3
99287.STM0019	A0A0C9FZ77
99287.STM4235	A0A0C9G1V6
99287.STM0823	A0A0C9GGP9
99287.STM0138	A0A0C9GS24
99287.STM3959	A0A0C9GXD5
99287.STM1097	A0A0C9H090
99287.STM2543	A0A0C9H6H0
99287.STM4359	A0A0C9H7C2
99287.STM1537	A0A0C9H804
99287.STM0494	A0A0C9HH18
99287.STM1289	A0A0C9IC91
99287.STM2101	Q9F797
99287.STM0024	A0A0A7CRC3
99287.STM2108	Q9F7A3
99287.STM0165	Q540E1
99287.STM2020	A0A0C9D9H2
99287.STM0968	A0A0C9EE86
99287.STM0016	A0A0C9EYV8
99287.STM1576	A0A0C9FCF4
99287.STM1145	A0A0C9H5D7
99287.STM3072	A0A0C9HNA5
99287.STM2722	A0A0C9HVK5
99287.STM3575	A0A0C9CRK4
99287.STM1804.S	A0A0C9DBK5
99287.STM3286	A0A0C9DFQ0
99287.STM2104	A0A0C9DL92
99287.STM2913	A0A0C9DNQ1
99287.STM2213	A0A0C9DPP9
99287.STM2787	A0A0C9DT59
99287.STM1074	A0A0C9EB11
99287.STM2853	A0A0C9ENI1
99287.STM2967	A0A0C9ERU1
99287.STM4409	A0A0C9ESS1
99287.STM4547	A0A0C9F461
99287.STM4269	A0A0C9FCL7
99287.STM2341	A0A0C9FNQ4
99287.STM0224	A0A0C9FV34
99287.STM3432	A0A0C9GG08
99287.STM2295	A0A0C9GQ71
99287.STM3909	A0A0C9GUX7
99287.STM4356	A0A0C9H7B1
99287.STM2313	A0A0C9HPK5
99287.STM4371	A0A0C9HYL5
99287.STM1960	A0A0C9CA91
99287.STM2256	A0A0C9CK29
99287.STM3706	A0A0C9CVM5
99287.STM1799	A0A0C9D2A0
99287.STM3747	A0A0C9E1T2
99287.STM1979	A0A0C9E336
99287.STM3810	A0A0C9E3Y7
99287.STM1974	A0A0C9E7U1
99287.STM3200	A0A0C9EIK7
99287.STM0681	A0A0C9FS22
99287.STM0166	A0A0C9FX03
99287.STM2525	A0A0C9G566
99287.STM1216	A0A0C9GAG6
99287.STM1536	A0A0C9GCB4
99287.STM0190	A0A0C9GKE5
99287.STM1744	A0A0C9H181
99287.STM1608	A0A0C9H5R7
99287.STM1181	A0A0C9H668
99287.STM3884	A0A0C9H9R6
99287.STM3423	A0A0C9HLP0
99287.STM3921	A0A0C9HNQ5
99287.STM0437	A0A0C9I8W4
99287.STM0744	A0A0C9EK16
99287.STM2775	A0A0C9FM79
99287.STM0036	A0A0C9FZP9
99287.STM3935	A0A0C9HNA7
99287.STM1085	A0A0C9IGU3
99287.STM3484	A0A0C9CP16
99287.STM2097	A0A0C9DL25
99287.STM1774	A0A0C9DWQ6
99287.STM3613	A0A0C9DXD3
99287.STM1783.S	A0A0C9E275
99287.STM3457	A0A0C9EKK5
99287.STM3626	A0A0C9EKS1
99287.STM3635	A0A0C9EL12
99287.STM3732	A0A0C9ENZ1
99287.STM2634	A0A0C9FHT5
99287.STM2522	A0A0C9G527
99287.STM2638	A0A0C9G7F9
99287.STM1195	A0A0C9GA08
99287.STM3089	A0A0C9GGJ2
99287.STM0506	A0A0C9GM20
99287.STM3958	A0A0C9GT53
99287.STM2501	A0A0C9H4R4
99287.STM1908	A0A0C9C8Q9
99287.STM3616	A0A0C9DXJ1
99287.STM2074	A0A0C9E6P3
99287.STM4300	A0A0C9E7A7
99287.STM1963	A0A0C9E7I9
99287.STM2115	A0A0C9E7X6
99287.STM3571	A0A0C9ENX6
99287.STM2959	A0A0C9ES28
99287.STM4127	A0A0C9EXV6
99287.STM4055	A0A0C9EZM7
99287.STM2642	A0A0C9F8P1
99287.STM1599	A0A0C9FBI8
99287.STM3274	A0A0C9FDE5
99287.STM0702	A0A0C9FJ86
99287.STM0692	A0A0C9FJR7
99287.STM0098	A0A0C9FT44
99287.STM0148	A0A0C9FXP1
99287.STM1115	A0A0C9FZW1
99287.STM2426	A0A0C9G7V0
99287.STM0456	A0A0C9G8E0
99287.STM0638	A0A0C9GHK5
99287.STM3946	A0A0C9GXN7
99287.STM1119	A0A0C9H130
99287.STM2402	A0A0C9HAB9
99287.STM0520	A0A0C9HI44
99287.STM3925	A0A0C9HU70
99287.STM1166	A0A0C9HWH5
99287.STM1163	A0A0C9I1X0
99287.STM3001	A0A0C9IFQ8
99287.STM3723	O68270
99287.STM2269	C4PCU4
99287.STM0870	F2Z854
99287.STM2037	Q5Y1V4
99287.STM1255	O34156
99287.STM1251	D1MC98
99287.STM1855	A0A0C9D3W4
99287.STM2103	A0A0C9DCI4
99287.STM1915	A0A0C9E188
99287.STM4068	A0A0C9E404
99287.STM0392	A0A0C9ETE7
99287.STM3259	A0A0C9FCY2
99287.STM0230	A0A0C9FN57
99287.STM2279	A0A0C9FQL6
99287.STM1768	A0A0C9FVR0
99287.STM4190	A0A0C9G2L2
99287.STM1025	A0A0C9G629
99287.STM2447	A0A0C9G7F7
99287.STM0215	A0A0C9GJS0
99287.STM1701	A0A0C9H2W6
99287.STM3053	A0A0C9H7E0
99287.STM1515	A0A0C9H8E5
99287.STM3093	A0A0C9HIM8
99287.STM2306	A0A0C9HJA9
99287.STM2277	A0A0C9HQS9
99287.STM3961	A0A0C9HSZ0
99287.STM1683	A0A0C9HZP9
99287.STM3792	A0A0C9CYW9
99287.STM0384	A0A0C9D112
99287.STM0286	A0A0C9D3V6
99287.STM2034	A0A0C9DJ03
99287.STM1843	A0A0C9DZ49
99287.STM4568	A0A0C9EX90
99287.STM1429	A0A0C9F0M8
99287.STM0982	A0A0C9FIQ5
99287.STM0815	A0A0C9FN27
99287.STM2517	A0A0C9GAX6
99287.STM1603	A0A0C9HBJ9
99287.STM1045	O33795
99287.STM2638	O84885
99287.STM2204	A0A0C9CIU9
99287.STM3487	A0A0C9CP53
99287.STM3541	A0A0C9DLV7
99287.STM0307	A0A0C9E0B1
99287.STM2046	A0A0C9E5Q8
99287.STM0870	A0A0C9EFX7
99287.STM3496	A0A0C9EM08
99287.STM3724	A0A0C9EU78
99287.STM2910	A0A0C9EU99
99287.STM4028	A0A0C9F0K7
99287.STM1062	A0A0C9F8P9
99287.STM2382	A0A0C9FMA0
99287.STM3928	A0A0C9FTE9
99287.STM0154	A0A0C9FXH4
99287.STM1322	A0A0C9G2J8
99287.STM3832	A0A0C9G460
99287.STM0713	A0A0C9GF93
99287.STM0096	A0A0C9GPD9
99287.STM0074	A0A0C9GQ32
99287.STM1765	A0A0C9GWW9
99287.STM1319	A0A0C9H327
99287.STM1632	A0A0C9H567
99287.STM1587	A0A0C9H6M1
99287.STM1496	A0A0C9H929
99287.STM3869	A0A0C9H9H0
99287.STM1619	A0A0C9HAW7
99287.STM1585	A0A0C9HC89
99287.STM3927	A0A0C9HNH6
99287.STM1129	A0A0C9HVD5
99287.STM4360	A0A0C9HYC5
99287.STM3867	A0A0C9I0G3
99287.STM2464	A0A0C9I277
99287.STM1959	E7CZH2
99287.STM1931	A0A0C9C9F8
99287.STM2030	A0A0C9CCY5
99287.STM2206	A0A0C9CIX9
99287.STM3551	A0A0C9CQW3
99287.STM3164	A0A0C9DBP5
99287.STM2161	A0A0C9DE60
99287.STM3539	A0A0C9DV77
99287.STM3709	A0A0C9E0J2
99287.STM0387	A0A0C9E5L6
99287.STM2144	A0A0C9E909
99287.STM0139	A0A0C9ETC6
99287.STM4588	A0A0C9EXX3
99287.STM4083	A0A0C9EYU1
99287.STM1437	A0A0C9F0A7
99287.STM4108	A0A0C9F3L5
99287.STM0986	A0A0C9FBE3
99287.STM0862	A0A0C9FLD1
99287.STM4367	A0A0C9G2Q7
99287.STM0867	A0A0C9GA28
99287.STM2498	A0A0C9GAB0
99287.STM2397	A0A0C9GKZ7
99287.STM1687	A0A0C9GZM4
99287.STM3060	A0A0C9H761
99287.STM0529	A0A0C9HCX8
99287.STM1751	A0A0C9HRG1
