192222.Cj0443	Q9PI62
192222.Cj1417c	C6EQD1
192222.Cj0078c	A0A088NG61
192222.Cj1531	Q29XU8
192222.Cj1023c	Q6XVE8
192222.Cj0142c	R4V3M0
192222.Cj0333c	Q9ZI14
192222.Cj1259	Q66WE2
192222.Cj1139c	A1E2Q0
192222.Cj0985c	V5QQJ8
192222.Cj1134	G3C751
192222.Cj1117c	O86161
192222.Cj1339c	E0XFL0
192222.Cj1125c	Q9S4V6
192222.Cj0860	F6LD15
192222.Cj1133	Q9F0N4
192222.Cj1148	Q0GH51
192222.Cj1327	B7SNH0
192222.Cj0368c	Q1A4H9
192222.Cj1133	Q799R2
192222.Cj0368c	Q6PTU5
192222.Cj1259	Q66W95
192222.Cj1259	Q9F781
192222.Cj1328	B7SNH1
192222.Cj1170c	Q70GF2
192222.Cj0352	O32371
192222.Cj1259	A0A0A0RB14
192222.Cj1259	Q9F783
192222.Cj0144	R4VJ41
192222.Cj1686c	C0M0Q5
192222.Cj1146c	Q1KYQ9
192222.Cj1259	Q66W97
192222.Cj1702c	Q4F6R6
192222.Cj1259	M9QLU2
192222.Cj1549c	Q8RJJ4
192222.Cj1259	J9PE64
192222.Cj1133	Q0GH50
192222.Cj0076c	P71125
192222.Cj1133	Q1L4C1
192222.Cj0813	Q29XV6
192222.Cj1259	Q66WC0
192222.Cj0299	Q001V0
192222.Cj0068	P71127
192222.Cj1259	D6BX35
192222.Cj0859c	A5Y0P4
192222.Cj1259	D6BX31
192222.Cj1259	D6BX36
192222.Cj1417c	Q5M6R6
192222.Cj0079c	E1CIU5
192222.Cj0798c	Q9AEK6
192222.Cj1259	Q2LAA2
192222.Cj0299	Q6PPZ0
192222.Cj0079c	L7VWL7
192222.Cj0067	P71126
192222.Cj1367c	Q08320
192222.Cj1687	Q50FS3
192222.Cj1126c	O86154
192222.Cj1259	Q66WD2
192222.Cj1259	D6BX14
192222.Cj1122c	Q9ZAC5
192222.Cj1134	Q1KZ72
192222.Cj1414c	C6EQC8
192222.Cj0420	Q79JB5
192222.Cj0798c	Q9AEK2
192222.Cj1259	Q2LAB2
192222.Cj1023c	Q9AEI7
192222.Cj1416c	Q5M6R7
192222.Cj1134	Q93LD3
192222.Cj1259	D6BX12
192222.Cj0677	O32360
192222.Cj0809c	Q6B8H9
192222.Cj0320	I6ULQ2
192222.Cj1134	Q938Y1
192222.Cj1133	Q93MQ5
192222.Cj1132c	Q9K5D4
192222.Cj1126c	Q93DP5
192222.Cj0448c	R4VJ36
192222.Cj1259	D6BX02
192222.Cj0011c	Q3HR28
192222.Cj0077c	A4F281
192222.Cj1148	Q0GH25
192222.Cj0798c	Q9AEK5
192222.Cj1259	J9PET3
192222.Cj1448c	O69285
192222.Cj0798c	Q9AEK7
192222.Cj1376	Q9ZF63
192222.Cj0365c	A5YC54
192222.Cj1259	D6BX13
192222.Cj1259	D6BX00
192222.Cj1259	D6BX05
192222.Cj1420c	Q5M6M7
192222.Cj0914c	B9WZQ4
192222.Cj1443c	Q6EF74
192222.Cj1416c	Q5M6N1
192222.Cj1259	D6BWZ9
192222.Cj1339c	E0XFK7
192222.Cj1259	J9PEG8
192222.Cj1339c	Q2LD20
192222.Cj0077c	L7VU91
192222.Cj0079c	A4F276
192222.Cj1414c	Q5M6R9
192222.Cj1327	Q9F9F4
192222.Cj1414c	Q6EF96
192222.Cj0985c	C0L379
192222.Cj0365c	A5YC59
192222.Cj1339c	E0XFI2
192222.Cj1702c	Q4JFT8
192222.Cj0077c	A4F275
192222.Cj0798c	Q9AEK1
192222.Cj1259	M9QUQ0
192222.Cj1339c	E0XFK2
192222.Cj1259	Q9F774
192222.Cj1355	E5RXB3
192222.Cj0368c	E1CQ20
192222.Cj1131c	Q9K5D5
192222.Cj0079c	L7VNW6
192222.Cj1702c	Q4JFU2
192222.Cj1415c	Q5M6R8
192222.Cj1259	Q9F787
192222.Cj1126c	Q93DP6
192222.Cj1549c	Q8RN31
192222.Cj0077c	G1BJ34
192222.Cj0079c	W0GDW9
192222.Cj0821	Q83WM8
192222.Cj1029c	S5YZY8
192222.Cj1148	Q0GH12
192222.Cj1139c	A2I3T3
192222.Cj1124c	Q9S5Y3
192222.Cj1259	J9PEG6
192222.Cj0368c	E1CQ51
192222.Cj1259	Q66WA5
192222.Cj1443c	Q6EF51
192222.Cj1128c	O86152
192222.Cj1120c	Q9ZAC3
192222.Cj1259	D6BWZ7
192222.Cj1259	D6BX07
192222.Cj1339c	E1ABM3
192222.Cj0562	Q29XW6
192222.Cj0486	Q001U0
192222.Cj1259	D6BWZ6
192222.Cj1259	Q8RL94
192222.Cj1259	Q2LAB8
192222.Cj1472c	R4VGH3
192222.Cj1134	Q93MQ4
192222.Cj1551c	Q8RN27
192222.Cj1134	Q2TKB3
192222.Cj0079c	W0GI86
192222.Cj1129c	O86151
192222.Cj1565c	Q46092
192222.Cj1259	Q9F794
192222.Cj1259	J9PE65
192222.Cj1134	Q5EPE8
192222.Cj1417c	R4JG26
192222.Cj0368c	E1CQ02
192222.Cj1259	D6BX03
192222.Cj1259	D6BX24
192222.Cj1134	B0ZTR2
192222.Cj1259	Q2LAB6
192222.Cj0143c	R4V0T8
192222.Cj0286c	B9TU06
192222.Cj0987c	C1J7H4
192222.Cj1259	J9PEL4
192222.Cj1549c	Q8RJJ5
192222.Cj0685c	Q9S1G6
192222.Cj1259	D6BX06
192222.Cj0988c	Q46117
192222.Cj1259	D6BX29
192222.Cj1339c	E0XFI1
192222.Cj0632	Q29XV8
192222.Cj1134	H9XFG0
192222.Cj0397c	Q46096
192222.Cj0298c	E5F1P9
192222.Cj1134	Q199Y5
192222.Cj1552c	Q8RN30
192222.Cj1702c	C9E7W8
192222.Cj1259	D6BX30
192222.Cj0077c	L7VWQ0
192222.Cj1134	Q0GH49
192222.Cj1023c	Q9AEI5
192222.Cj0365c	A5YC56
192222.Cj1259	J9PE66
192222.Cj1134	A2I971
192222.Cj0274	Q5QGE4
192222.Cj1262	O68796
192222.Cj1259	J9PEH2
192222.Cj0564	Q29XW4
192222.Cj0077c	L7VNY8
192222.Cj0368c	C0M165
192222.Cj0277	A6MZ22
192222.Cj1133	W5XLF1
192222.Cj0630c	Q29XW0
192222.Cj0367c	Q8RTE5
192222.Cj0365c	A5YC58
192222.Cj0078c	Q5QEI7
192222.Cj1343c	R4V3M3
192222.Cj0009	Q50FX6
192222.Cj0365c	A5YC55
192222.Cj1134	A3EYU2
192222.Cj1552c	Q8RN26
192222.Cj0368c	E1CJZ1
192222.Cj0368c	E1CQ22
192222.Cj1259	Q66WB8
192222.Cj1259	D6BX04
192222.Cj1259	D6BX09
192222.Cj1259	D6BX25
192222.Cj1259	D6BX17
192222.Cj1259	D6BX22
192222.Cj1416c	Q6EF94
192222.Cj1702c	C9E7V5
192222.Cj1549c	Q8RN28
192222.Cj1702c	C9E7X7
192222.Cj0366c	E1CJL4
192222.Cj1317	O52907
192222.Cj1133	Q93MQ7
192222.Cj1259	Q9F795
192222.Cj1338c	Q2LD24
192222.Cj0769c	I6ULQ6
192222.Cj1420c	Q6EF67
192222.Cj1259	M9QPE5
192222.Cj1420c	Q5M6P0
192222.Cj1259	Q66WC5
192222.Cj1339c	E0XFJ7
192222.Cj1339c	E0XFK9
192222.Cj1133	Q8KWR6
192222.Cj1339c	E0XFJ3
192222.Cj1133	Q0GH37
192222.Cj0366c	C0M167
192222.Cj1259	D6BX18
192222.Cj0798c	Q9AEK0
192222.Cj1126c	Q9ZAC2
192222.Cj0914c	Q9XD41
192222.Cj1148	Q0GH38
192222.Cj0365c	A5YC51
192222.Cj0365c	A5YC52
192222.Cj1259	Q66WB6
192222.Cj1133	Q29U40
192222.Cj1415c	Q6EF95
192222.Cj1134	A3EYS6
192222.Cj1259	Q9F779
192222.Cj1148	Q2TKA1
192222.Cj0563	Q29XW5
192222.Cj1338c	Q2LD33
192222.Cj0798c	Q6XVE7
192222.Cj1339c	E0XFI4
192222.Cj1133	Q6T623
192222.Cj0874c	C1J7H3
192222.Cj1259	Q66WE4
192222.Cj0078c	W8VYQ3
192222.Cj1339c	E0XFI3
192222.Cj1332	B7SNH5
192222.Cj1416c	Q6EF71
192222.Cj0199c	A6MZ28
192222.Cj1134	Q6T622
192222.Cj0368c	E1CJY3
192222.Cj0365c	A5YC57
192222.Cj1317	B7SNG7
192222.Cj1339c	E0XFI8
192222.Cj0206	O32366
192222.Cj0950c	D4PB85
192222.Cj1049c	Q9JN04
192222.Cj1134	Q29U39
192222.Cj0079c	W0GDU0
192222.Cj0671	Q9EXQ3
192222.Cj1702c	C9E7X9
192222.Cj1259	Q8RL95
192222.Cj1420c	R4JB97
192222.Cj1023c	Q6XVF0
192222.Cj0014c	Q3HR25
192222.Cj1198	Q8GLY6
192222.Cj0365c	A5YC62
192222.Cj1048c	Q9JN03
192222.Cj0079c	G1BIW9
192222.Cj1259	D6BX01
192222.Cj1339c	E0XFL6
192222.Cj1129c	O52905
192222.Cj1259	Q2LAC0
192222.Cj0731	O32362
192222.Cj1120c	Q9S4V4
192222.Cj0079c	W0GI92
192222.Cj1259	J9PEB4
192222.Cj1259	J9PEB6
192222.Cj1417c	Q6EF70
192222.Cj0368c	E1CQ21
192222.Cj1355	A0A088NDG8
192222.Cj1126c	Q9S4V7
192222.Cj0924c	R4V0T2
192222.Cj0419	Q79JB6
192222.Cj1355	E5RXC0
192222.Cj1420c	C6EQD4
192222.Cj0631c	Q29XV9
192222.Cj1417c	Q6EF93
192222.Cj0368c	Q6PTU7
192222.Cj1259	D6BX11
192222.Cj1259	J9PE69
192222.Cj1702c	C9E7V4
192222.Cj1126c	Q9ZAC7
192222.Cj0432c	O52910
192222.Cj1259	Q9F786
192222.Cj1549c	O32361
192222.Cj0078c	A4F283
192222.Cj0985c	A0A075F938
192222.Cj0063c	O52909
192222.Cj1052c	Q9JN07
192222.Cj1259	J9PEL1
192222.Cj1443c	Q5M6S0
192222.Cj1259	D6BWZ8
192222.Cj1129c	D6BWV2
192222.Cj1355	E5RXB2
192222.Cj1443c	Q5M6P7
192222.Cj0952c	D4PB87
192222.Cj1259	J9PEU5
192222.Cj0983	Q9F6B4
192222.Cj1259	Q2LAB0
192222.Cj0079c	L7VWM2
192222.Cj0078c	Q5F1K5
192222.Cj0683	R4VBE1
192222.Cj1133	Q199W7
192222.Cj1124c	A0A0B6U0A6
192222.Cj0939c	A0A0B6V469
192222.Cj1258	A0A0B6UX86
192222.Cj1042c	A0A0B6TSD8
192222.Cj0200c	A0A0B6UZE3
192222.Cj1164c	A0A0B6UXI9
192222.Cj1417c	A0A0B6V2T3
192222.Cj1125c	A0A060NKA9
192222.Cj1304	A0A0B6V2S8
192222.Cj0960c	A0A0B6V6S1
192222.Cj1263	M4MAS8
192222.Cj0808c	A0A0B6TRK6
192222.Cj0078c	X2KWN0
192222.Cj0114	A0A0B6V4C3
192222.Cj0133	A0A0B6U2I7
192222.Cj0507	A0A0B6UVM1
192222.Cj0836	M4ME54
192222.Cj0016	A0A0B6UW89
192222.Cj1176c	A0A0B6UZK5
192222.Cj0298c	A0A0B6TW12
192222.Cj0510c	A0A0B6U6A1
192222.Cj1180c	A0A0B6TYP2
192222.Cj1123c	A0A060NGX5
192222.Cj1696c	A0A0B6UZ75
192222.Cj0852c	A0A0B6TZF6
192222.Cj0065c	A0A0B6U2D1
192222.Cj0119	A0A0B6V4C6
192222.Cj0397c	A0A0B6U5Z5
192222.Cj0325	M4MAP8
192222.Cj1063	A0A0B6TSF2
192222.Cj0539	A0A0B6UJR7
192222.Cj1021c	A0A0B6UWI1
192222.Cj0683	A0A0B6V5Y9
192222.Cj1348c	A0A0B6USZ5
192222.Cj1184c	A0A0B6UXK8
192222.Cj1484c	A0A0B6TZ81
192222.Cj0809c	A0A0B6V3W5
192222.Cj0552	A0A0B6UVS6
192222.Cj0297c	A0A0B6U0R8
192222.Cj1314c	A0A0B6V2T4
192222.Cj0700	A0A0B6U1T4
192222.Cj0280	A0A0B6UUX9
192222.Cj0018c	A0A0B6UI46
192222.Cj0537	A0A0B6UXQ7
192222.Cj0254	A0A0B6UZH9
192222.Cj0989	A0A0B6TXM5
192222.Cj0785	A0A0B6U497
192222.Cj0157c	A0A0B6UTX4
192222.Cj0550	A0A0B6V5M0
192222.Cj1472c	A0A0B6TNQ1
192222.Cj0990c	A0A0B6UX39
192222.Cj0405	M4MCZ7
192222.Cj1071	M4MCC8
192222.Cj0786	A0A0B6U6V0
192222.Cj0091	A0A0B6TVS8
192222.Cj1665	A0A0B6U9E2
192222.Cj1353	A0A0B6UM38
192222.Cj1335	Q0P8S3
192222.Cj0941c	A0A0B6UR46
192222.Cj0256	A0A0B6V4N9
192222.Cj1356c	A0A0B6V7V0
192222.Cj0589	A0A0B6V5N9
192222.Cj0735	A0A0B6V640
192222.Cj0737	A0A0B6UWE2
192222.Cj0384c	A0A0B6UV92
192222.Cj1580c	A0A0B6V684
192222.Cj0889c	A0A0B6V6J4
192222.Cj0252	A0A0C5HXF4
192222.Cj0257	A0A0C5HXG1
192222.Cj0272	A0A0C5HXH6
192222.Cj0429c	A0A0C5HY06
192222.Cj0439	A0A0C5HY16
192222.Cj0456c	A0A0C5HY34
192222.Cj0482	A0A0C5HY60
192222.Cj0577c	A0A0C5HYE1
192222.Cj0619	A0A0C5HYH0
192222.Cj1500	A0A0C5I0Z5
192222.Cj1617	A0A0C5I1E3
192222.Cj1622	A0A0C5I1E7
192222.Cj0186c	A0A0C5I6A5
192222.Cj0201c	A0A0C5I6B6
192222.Cj0232c	A0A0C5I6D3
192222.Cj0259	A0A0C5I6F1
192222.Cj0333c	A0A0C5I7D3
192222.Cj0637c	A0A0C5I7H9
192222.Cj1307	A0A0C5I7J2
192222.Cj0652	A0A0C5I7J3
192222.Cj0659c	A0A0C5I7J6
192222.Cj1332	A0A0C5I7L5
192222.Cj1415c	A0A0C5I7V5
192222.Cj0804	A0A0C5I7V7
192222.Cj1420c	A0A0C5I7W1
192222.Cj0887c	A0A0C5HZ49
192222.Cj0908	A0A0C5HZ71
192222.Cj0923c	A0A0C5HZ90
192222.Cj0933c	A0A0C5HZA2
192222.Cj1078	A0A0C5HZU9
192222.Cj1129c	A0A0C5HZY5
192222.Cj1160c	A0A0C5I007
192222.Cj1195c	A0A0C5I036
192222.Cj1256c	A0A0C5I098
192222.Cj0352	A0A0C5I4H8
192222.Cj0421c	A0A0C5I4S4
192222.Cj0541	A0A0C5I590
192222.Cj0636	A0A0C5I5F3
192222.Cj0722c	A0A0C5I5P2
192222.Cj0768c	A0A0C5I5S8
192222.Cj0822	A0A0C5I5Y2
192222.Cj0840c	A0A0C5I607
192222.Cj0938c	A0A0C5I6C8
192222.Cj1025c	A0A0C5I6N6
192222.Cj0085c	A0A0C5I6N8
192222.Cj1060c	A0A0C5I6U5
192222.Cj0406c	A0A0C5I7M4
192222.Cj0418c	A0A0C5I7N7
192222.Cj0437	A0A0C5I7Q2
192222.Cj0004c	A0A0C5HWX5
192222.Cj0034c	A0A0C5HWZ4
192222.Cj0627	A0A0C5I863
192222.Cj0949c	A0A0C5I8A0
192222.Cj1080c	A0A0C5I8S5
192222.Cj0895c	A0A0C5I8T1
192222.Cj0905c	A0A0C5I8U4
192222.Cj0911	A0A0C5I8V1
192222.Cj1150c	A0A0C5I8X8
192222.Cj0950c	A0A0C5I8Z8
192222.Cj1187c	A0A0C5I908
192222.Cj1202	A0A0C5I922
192222.Cj1343c	A0A0C5I9C5
192222.Cj1285c	A0A0C5I9V8
192222.Cj1523c	A0A0C5I9W1
192222.Cj1532	A0A0C5I9W9
192222.Cj1542	A0A0C5I9Y0
192222.Cj1367c	A0A0C5IA24
192222.Cj1383c	A0A0C5IA36
192222.Cj1518	A0A0C5IAG3
192222.Cj1543	A0A0C5IAI6
192222.Cj1601	A0A0B6TV45
192222.Cj0925	A0A0B6TXH1
192222.Cj0769c	A0A0B6U1W6
192222.Cj0810	A0A0B6U204
192222.Cj1387c	A0A0B6U3U2
192222.Cj0367c	A0A0B6UJD2
192222.Cj0712	A0A0B6UR40
192222.Cj0873c	A0A0B6URK4
192222.Cj1241	A0A0B6USM6
192222.Cj1424c	A0A0B6UT44
192222.Cj0190c	A0A0B6UTZ8
192222.Cj0622	A0A0B6UVB3
192222.Cj0722c	A0A0B6UWC6
192222.Cj0766c	A0A0B6UWG2
192222.Cj0067	A0A0B6UYQ6
192222.Cj1530	A0A0B6V0N2
192222.Cj1049c	A0A0B6V1M3
192222.Cj0138	A0A0B6V1W4
192222.Cj0520	A0A0B6V5I3
192222.Cj0555	A0A0B6V5M2
192222.Cj0620	A0A0B6V5Q6
192222.Cj0636	A0A0B6V5R4
192222.Cj1028c	A0A0B6V6Y1
192222.Cj1028c	A0A0C4VGC9
192222.Cj1623	A0A0C5I8Q2
192222.Cj1633	A0A0C5I8Q7
192222.Cj1580c	A0A0C5IA22
192222.Cj0043	A0A0C5IHA0
192222.Cj0188c	A0A0C5IHK1
192222.Cj0224	A0A0C5IHN2
192222.Cj0271	A0A0C5IHS6
192222.Cj0438	A0A0C5IIB0
192222.Cj0500	A0A0C5IIH3
192222.Cj0516	A0A0C5IIJ1
192222.Cj0524	A0A0C5IIJ7
192222.Cj0571	A0A0C5IIQ0
192222.Cj0838c	A0A0C5IJB1
192222.Cj1054c	A0A0C5IJY3
192222.Cj1117c	A0A0C5IK49
192222.Cj1373	A0A0C5IKQ9
192222.Cj1424c	A0A0C5IKW0
192222.Cj1467	A0A0C5IL00
192222.Cj1567c	A0A0C5ILA5
192222.Cj1714	A0A0C5ILL6
192222.Cj0538	A0A0B6TR02
192222.Cj0120	A0A0B6TR07
192222.Cj0804	A0A0B6TXK1
192222.Cj0249	A0A0B6U0F5
192222.Cj0944c	A0A0B6U2C0
192222.Cj0258	A0A0B6U2J8
192222.Cj1084c	A0A0B6U2X1
192222.Cj1397	A0A0B6U651
192222.Cj1238	A0A0B6U841
192222.Cj1413c	A0A0B6UM74
192222.Cj1686c	A0A0B6UMW3
192222.Cj0248	A0A0B6UPJ3
192222.Cj1174	A0A0B6USA0
192222.Cj1459	A0A0B6USW1
192222.Cj1375	A0A0B6UT14
192222.Cj1633	A0A0B6UT76
192222.Cj1497c	A0A0B6UT93
192222.Cj1715	A0A0B6UTG4
192222.Cj0309c	A0A0B6UUA5
192222.Cj0461c	A0A0B6UUY7
192222.Cj0938c	A0A0B6UWB1
192222.Cj0098	A0A0B6UWF5
192222.Cj0158c	A0A0B6UWL3
192222.Cj0504c	A0A0B6UXN0
192222.Cj0548	A0A0B6UXR6
192222.Cj1218c	A0A0B6UXV1
192222.Cj1347c	A0A0B6UYC6
192222.Cj0208	A0A0B6UZE6
192222.Cj0344	A0A0B6UZR9
192222.Cj0411	A0A0B6UZX8
192222.Cj0568	A0A0B6V071
192222.Cj0513	A0A0B6V074
192222.Cj0861c	A0A0B6V1A1
192222.Cj1008c	A0A0B6V1I3
192222.Cj0953c	A0A0B6V1J0
192222.Cj0006	A0A0B6V1L4
192222.Cj0976	A0A0B6V1L8
192222.Cj0034c	A0A0B6V1P0
192222.Cj0044c	A0A0B6V1P7
192222.Cj0103	A0A0B6V1T7
192222.Cj1079	A0A0B6V210
192222.Cj1219c	A0A0B6V2G0
192222.Cj1322	A0A0B6V2M8
192222.Cj0650	A0A0B6V3C2
192222.Cj0660c	A0A0B6V3D2
192222.Cj1538c	A0A0B6V3H3
192222.Cj1548c	A0A0B6V3I2
192222.Cj0734c	A0A0B6V3Q2
192222.Cj0862c	A0A0B6V405
192222.Cj0796c	A0A0B6U4A9
192222.Cj0480c	A0A0B6U687
192222.Cj0716	A0A0B6UKE2
192222.Cj0872	A0A0B6UKS5
192222.Cj1077	A0A0B6UL52
192222.Cj1129c	A0A0B6UL91
192222.Cj1178c	A0A0B6ULE9
192222.Cj1195c	A0A0B6ULN0
192222.Cj0247c	A0A0B6UP19
192222.Cj0352	A0A0B6UQ09
192222.Cj0561c	A0A0B6UQ18
192222.Cj1055c	A0A0B6URH6
192222.Cj1294	A0A0B6UXC7
192222.Cj1320	A0A0B6UXI1
192222.Cj1656c	A0A0B6UY97
192222.Cj1667c	A0A0B6V6G7
192222.Cj1088c	A0A0B6UL59
192222.Cj1515c	A0A0B6V3F8
192222.Cj1553c	A0A0B6V3I5
192222.Cj0886c	A0A0B6URL0
192222.Cj0461c	A0A0C5HY39
192222.Cj1055c	A0A0C5HZP8
192222.Cj0609c	A0A0B6UJZ2
192222.Cj0264c	A0A0B6UPK9
192222.Cj0731	A0A0B6UQJ5
192222.Cj1187c	A0A0B6UX16
192222.Cj1233	A0A0B6UZV5
192222.Cj0978c	A0A0B6V1G6
192222.Cj0143c	A0A0B6V1W7
192222.Cj0564	A0A0B6V354
192222.Cj1435c	A0A0B6V360
192222.Cj1482c	A0A0C5IAC3
192222.Cj1135	A0A0B6UXG8
192222.Cj0945c	A0A0B6V6Q4
192222.Cj0830	A0A0B6TRN3
192222.Cj0685c	A0A0B6UKB0
192222.Cj0014c	A0A0B6UUC6
192222.Cj0887c	A0A0B6UW74
192222.Cj0944c	A0A0C5I893
192222.Cj1278c	A0A0C5I987
192222.Cj1003c	A0A0C5IJS8
192222.Cj1349c	A0A0C5IKM5
192222.Cj0232c	A0A0B6U2M6
192222.Cj0136	A0A0B6UP98
192222.Cj0019c	A0A0B6UUD0
192222.Cj0346	A0A0B6V4Z7
192222.Cj1041c	A0A0C5I8L2
192222.Cj0120	A0A0C5IHF1
192222.Cj1069	A0A0C5IJZ9
192222.Cj0602c	A0A0C5HYF7
192222.Cj1239	A0A0B6TSS7
192222.Cj0302c	A0A0B6UP80
192222.Cj1668c	A0A0B6V100
192222.Cj1619	A0A0B6V3N5
192222.Cj1463	A0A0B6V604
192222.Cj1352	A0A0C4V9C9
192222.Cj0558c	A0A0C5I818
192222.Cj1648	A0A0C5I8R7
192222.Cj1492c	A0A0C5IAD3
192222.Cj0079c	A0A0C5IHC6
192222.Cj0173c	A0A0C5IHJ1
192222.Cj0715	A0A0C5IIZ8
192222.Cj1102	A0A0C5IK41
192222.Cj0630c	A0A0C5HYH8
192222.Cj0097	A0A0C5I3R3
192222.Cj0414	A0A0C5I4R7
192222.Cj1224	A0A0B6TSR3
192222.Cj0025c	A0A0B6TVC1
192222.Cj0296c	A0A0B6TWA6
192222.Cj0496	A0A0B6U1C9
192222.Cj0984	A0A0B6UKY1
192222.Cj1518	A0A0B6USZ4
192222.Cj0762c	A0A0B6UVS1
192222.Cj0794	A0A0B6V3V0
192222.Cj0733	A0A0C5I8F0
192222.Cj0857c	A0A0C5I8P6
192222.Cj1294	A0A0C5I9A0
192222.Cj0933c	A0A0B6V1H0
192222.Cj0288c	A0A0C5HXJ0
192222.Cj1088c	A0A0C5HZV6
192222.Cj1652c	A0A0C5I1H1
192222.Cj0855	A0A0C5I630
192222.Cj0959c	A0A0C5I6F6
192222.Cj0313	A0A0C5I7A3
192222.Cj1139c	A0A0B6ULA1
192222.Cj1450	A0A0B6UMA6
192222.Cj1381	A0A0B6UXN2
192222.Cj0635	A0A0B6UY01
192222.Cj1620c	A0A0B6UY67
192222.Cj1342c	A0A0B6V2W1
192222.Cj0600	A0A0C5I844
192222.Cj1619	A0A0C5IA80
192222.Cj0906c	A0A0C5IJI1
192222.Cj1255	A0A0B6TSU0
192222.Cj1216c	A0A0B6USJ8
192222.Cj1128c	A0A0B6V726
192222.Cj1344c	A0A0C5IA00
192222.Cj0892c	A0A0C5HZ53
192222.Cj0677	A0A0C5I5J1
192222.Cj0708	A0A0C5I7N4
192222.Cj0484	A0A0C5I7V0
192222.Cj1544c	A0A0B6U1I7
192222.Cj1352	A0A0B6UN37
192222.Cj0423	A0A0B6UPL1
192222.Cj1452	A0A0B6UXT3
192222.Cj0543	A0A0B6V156
192222.Cj1315c	A0A0B6V5I1
192222.Cj1475c	A0A0C5I809
192222.Cj0810	A0A0C5I8K8
192222.Cj1115c	A0A0C5I8V4
192222.Cj1676	A0A0C5IAV7
192222.Cj1133	A0A0C5IK59
192222.Cj1245c	A0A0C5IKD5
192222.Cj0994c	A0A0C5HZG6
192222.Cj0302c	A0A0C5I6I3
192222.Cj0505c	A0A0C5I7X2
192222.Cj0733	A0A0B6TRE8
192222.Cj1134	A0A0B6UL96
192222.Cj1168c	A0A0B6ULD6
192222.Cj0090	A0A0B6UNP3
192222.Cj0156c	A0A0B6UPB6
192222.Cj1602	A0A0B6UT50
192222.Cj0975	A0A0B6UX20
192222.Cj1729c	A0A0B6UZA0
192222.Cj1214c	A0A0C5I930
192222.Cj0261c	A0A0C5IHR4
192222.Cj0387	A0A0C5II57
192222.Cj1680c	A0A0C5ILJ3
192222.Cj0131	A0A0C5HX61
192222.Cj0513	A0A0C5I548
192222.Cj1140	A0A0B6UXH2
192222.Cj1000	A0A0B6U7K9
192222.Cj0842	A0A0B6UQV2
192222.Cj1222c	A0A0B6URZ6
192222.Cj0037c	A0A0B6UUD8
192222.Cj0558c	A0A0B6UXS7
192222.Cj1662	A0A0B6UYA1
192222.Cj1041c	A0A0B6V1Y0
192222.Cj0305c	A0A0B6V2C1
192222.Cj0739	A0A0B6V3Q6
192222.Cj0258	A0A0C5I449
192222.Cj1312	A0A0B6TT40
192222.Cj1532	A0A0B6UMH0
192222.Cj0505c	A0A0B6V027
192222.Cj0648	A0A0C5I880
192222.Cj1658	A0A0C5I8S3
192222.Cj0706	A0A0C5HYP8
192222.Cj1329	A0A0B6TNF6
192222.Cj0233c	A0A0B6UU26
192222.Cj0391c	A0A0B6V2K6
192222.Cj1563c	A0A0C5ILA0
192222.Cj1237c	A0A0C5I076
192222.Cj1627c	A0A0C5I1F1
192222.Cj0536	A0A0C5I588
192222.Cj0651	A0A0C5I5G9
192222.Cj0227	A0A0C5I6C9
192222.Cj0432c	A0A0C5I7P7
192222.Cj0230c	A0A0C5HXD8
192222.Cj0530	A0A0C5HYB4
192222.Cj0782	A0A0C5HYW1
192222.Cj0041	A0A0B6UNL1
192222.Cj0366c	A0A0B6V2I2
192222.Cj0847	A0A0C5I8N7
192222.Cj0014c	A0A0C5IH80
192222.Cj0304c	A0A0B6UZN3
192222.Cj0587	A0A0C5HYE9
192222.Cj1232	A0A0C5I071
192222.Cj0949c	A0A0B6U2C7
192222.Cj0176c	A0A0B6U4K1
192222.Cj0896c	A0A0B6URL6
192222.Cj1617	A0A0B6UT62
192222.Cj1516	A0A0B6V0M3
192222.Cj1638	A0A0B6V3C0
192222.Cj0515	A0A0C5I7Y2
192222.Cj1439c	A0A0B6UYL9
192222.Cj1031	A0A0B6V1X2
192222.Cj0300c	A0A0C5HXK5
192222.Cj0938c	A0A0C5HZA9
192222.Cj0190c	A0A0C5I3Y2
192222.Cj0431	A0A0C5I6V7
192222.Cj1207c	A0A0C5I791
192222.Cj1242	A0A0C5I7C5
192222.Cj0609c	A0A0C5I7G1
192222.Cj1311	A0A0C5I7J8
192222.Cj0451	A0A0B6TQT9
192222.Cj0259	A0A0B6UPK4
192222.Cj0822	A0A0B6URD9
192222.Cj0349	A0A0B6UZS4
192222.Cj1285c	A0A0B6V011
192222.Cj0644	A0A0B6V0N4
192222.Cj1669c	A0A0B6V3G0
192222.Cj1076	A0A0C5I9E8
192222.Cj0860	A0A0C5I637
192222.Cj0693c	A0A0C5I7M2
192222.Cj0784	A0A0C5I7T8
192222.Cj0375	A0A0B6TRL6
192222.Cj0924c	A0A0B6U299
192222.Cj0900c	A0A0B6UKT9
192222.Cj1146c	A0A0B6ULA8
192222.Cj1158c	A0A0B6US85
192222.Cj1159c	A0A0B6UWU5
192222.Cj0102	A0A0B6UZ65
192222.Cj1483c	A0A0B6V3D7
192222.Cj0729	A0A0B6V3P7
192222.Cj1416c	A0A0C5I9J7
