39947.LOC_Os08g37490.1	Q84J55
39947.LOC_Os02g47160.1	B9F1Y8
39947.LOC_Os02g06460.1	B9F2V4
39947.LOC_Os02g13300.1	B9F4D4
39947.LOC_Os03g56100.1	B9F5X3
39947.LOC_Os03g61080.2	B9F733
39947.LOC_Os12g11390.1	B9FA73
39947.LOC_Os03g51900.1	B9FBB8
39947.LOC_Os04g47780.1	B9FC06
39947.LOC_Os04g47870.1	B9FC12
39947.LOC_Os04g38950.1	B9FFK4
39947.LOC_Os05g04410.1	B9FGW7
39947.LOC_Os05g05950.1	B9FHE3
39947.LOC_Os05g47446.1	B9FHL3
39947.LOC_Os05g51910.1	B9FJ21
39947.LOC_Os05g43940.1	B9FL47
39947.LOC_Os05g45750.1	B9FLA8
39947.LOC_Os05g14360.1	B9FND2
39947.LOC_Os05g14880.1	B9FNE7
39947.LOC_Os05g18294.1	B9FNJ6
39947.LOC_Os05g19370.1	B9FNL6
39947.LOC_Os06g07640.1	B9FRS4
39947.LOC_Os06g13860.1	B9FSI7
39947.LOC_Os04g23670.1	B9FTI8
39947.LOC_Os06g40020.1	B9FU15
39947.LOC_Os07g45490.1	B9FUK2
39947.LOC_Os07g08540.1	B9FVV3
39947.LOC_Os07g11870.1	B9FW73
39947.LOC_Os07g35610.1	B9FXQ5
39947.LOC_Os08g02350.1	B9FYS0
39947.LOC_Os08g19170.1	B9G037
39947.LOC_Os08g19320.1	B9G040
39947.LOC_Os09g16050.1	B9G2Y4
39947.LOC_Os09g16160.1	B9G2Z1
39947.LOC_Os10g03400.2	B9G7A8
39947.LOC_Os10g12330.1	B9G7X1
39947.LOC_Os11g41110.1	B9G8E0
39947.LOC_Os11g47650.1	B9G8V7
39947.LOC_Os12g02470.1	B9GBI9
39947.LOC_Os12g22839.1	B9GCU6
39947.LOC_Os12g38340.1	B9GDV7
39947.LOC_Os01g61250.1	B9EU93
39947.LOC_Os03g11630.1	B9F671
39947.LOC_Os03g12950.1	B9F6M7
39947.LOC_Os05g51110.1	B9FIS5
39947.LOC_Os05g51400.1	B9FJ01
39947.LOC_Os05g14760.1	B9FJF8
39947.LOC_Os05g33950.1	B9FPK7
39947.LOC_Os03g02050.1	B7E7J9
39947.LOC_Os08g40820.1	B7EKP5
39947.LOC_Os08g09830.1	B7EXT4
39947.LOC_Os04g51050.1	B7F412
39947.LOC_Os07g45210.1	B7F586
39947.LOC_Os03g49380.1	Q27PX2
39947.LOC_Os01g07410.1	Q5VQF7
39947.LOC_Os09g29340.1	Q6YVP2
39947.LOC_Os09g32540.1	H2B9Y5
39947.LOC_Os06g16160.1	Q5VQ37
39947.LOC_Os06g06550.1	Q5WA91
39947.LOC_Os08g36460.1	Q6ZC41
39947.LOC_Os03g42750.1	Q75LV7
39947.LOC_Os12g35100.1	Q84R97
39947.LOC_Os03g35769.1	Q8H8Q7
39947.LOC_Os01g67550.1	C7IWP0
39947.LOC_Os02g37710.1	C7IYU6
39947.LOC_Os02g56800.1	C7IZ64
39947.LOC_Os04g09770.1	C7J1K9
39947.LOC_Os05g02659.1	C7J2S7
39947.LOC_Os06g40770.1	C7J4A9
39947.LOC_Os07g10810.1	C7J4G2
39947.LOC_Os07g07780.1	C7J4T0
39947.LOC_Os09g15835.1	C7J753
39947.LOC_Os10g31770.1	C7J7X6
39947.LOC_Os10g11354.1	C7J7Z6
39947.LOC_Os10g24940.1	C7J818
39947.LOC_Os07g41240.1	A7UGF3
39947.LOC_Os05g32544.1	B9FPF4
39947.LOC_Os02g39100.1	C7IYV4
39947.LOC_Os03g58990.1	C7IZJ7
39947.LOC_Os03g56970.1	C7J046
39947.LOC_Os06g34870.1	C7J3B9
39947.LOC_Os06g05355.1	C7J3F4
39947.LOC_Os09g38239.1	C7J6H1
39947.LOC_Os12g23550.1	C7J9J2
39947.LOC_Os12g07080.1	C7JA36
39947.LOC_Os01g56670.1	Q5ZBZ0
39947.LOC_Os10g42250.1	Q7XBY9
39947.LOC_Os07g41240.1	A7UGF2
39947.LOC_Os11g04890.1	Q2RAM5
39947.LOC_Os11g14280.1	Q53JK2
39947.LOC_Os11g20260.1	Q53LV2
39947.LOC_Os11g14150.1	Q53M34
39947.LOC_Os11g14150.1	Q53NA9
39947.LOC_Os01g19350.1	Q5JNQ0
39947.LOC_Os02g10070.1	Q5XLJ2
39947.LOC_Os06g23750.1	Q5Z7Q8
39947.LOC_Os01g42600.1	Q5ZBI8
39947.LOC_Os01g06710.1	Q5ZEK6
39947.LOC_Os06g40570.1	Q69V64
39947.LOC_Os12g09490.1	Q2QWF8
39947.LOC_Os11g45330.1	Q2QZP0
39947.LOC_Os11g43660.1	Q2R061
39947.LOC_Os01g49500.1	Q5JLN6
39947.LOC_Os04g32650.1	Q7XLG5
39947.LOC_Os04g56330.1	Q7XN84
39947.LOC_Os04g27590.1	Q7XNJ9
39947.LOC_Os04g57480.1	Q7XR53
39947.LOC_Os04g22000.1	Q7XVV9
39947.LOC_Osm1g00210.1	Q8HCQ5
39947.LOC_Os07g16960.1	Q8LIL5
39947.LOC_Os05g35080.1	Q60EN5
39947.LOC_Os06g46870.1	Q653W4
39947.LOC_Os01g20900.1	Q655C8
39947.LOC_Os07g28290.1	Q7EYM4
39947.LOC_Os04g30130.1	Q7F904
39947.LOC_Os03g25540.1	Q84TS0
39947.LOC_Os07g38280.1	Q0D5B4
39947.LOC_Os07g33690.1	Q0D602
39947.LOC_Os06g13650.1	Q0DD82
39947.LOC_Os03g50810.1	Q0DP45
39947.LOC_Os03g44484.1	Q0DQ04
39947.LOC_Os03g04250.1	Q0DVD9
39947.LOC_Os12g10180.1	Q2QW89
39947.LOC_Os12g03530.1	Q2QY82
39947.LOC_Os11g35680.1	Q2R2I7
39947.LOC_Os11g29060.1	Q2R4B5
39947.LOC_Os09g39080.1	Q650Y3
39947.LOC_Os04g03340.1	Q6MWB7
39947.LOC_Os02g46380.1	Q6ZGZ0
39947.LOC_Os04g55700.1	Q7XMP8
39947.LOC_Os07g42880.1	Q0D4K4
39947.LOC_Os07g39850.1	Q0D523
39947.LOC_Os07g26930.2	Q0D6Q9
39947.LOC_Os06g49980.1	Q0D9J0
39947.LOC_Os06g42860.1	Q0DAR8
39947.LOC_Os06g35300.1	Q0DBP5
39947.LOC_Os06g05060.1	Q0DEN9
39947.LOC_Os05g38460.1	Q0DHL1
39947.LOC_Os09g32240.1	Q0J0J3
39947.LOC_Os10g36972.1	Q109E9
39947.LOC_Os03g54970.1	Q10CL9
39947.LOC_Os03g54804.1	Q10CN4
39947.LOC_Os03g52239.1	Q10DD6
39947.LOC_Os03g48642.1	Q10EV7
39947.LOC_Os03g48600.1	Q10EW2
39947.LOC_Os03g25314.1	Q10KV8
39947.LOC_Os03g19160.1	Q10ML8
39947.LOC_Os03g11240.1	Q10Q39
39947.LOC_Os03g05860.1	Q10RM3
39947.LOC_Os12g33630.1	Q2QPQ8
39947.LOC_Os12g26110.1	Q2QRX1
39947.LOC_Os12g10820.1	Q2QW24
39947.LOC_Os12g09670.1	Q2QWE0
39947.LOC_Os11g45680.1	Q2QZK5
39947.LOC_Os11g45120.1	Q2QZR3
39947.LOC_Os11g44630.1	Q2QZW3
39947.LOC_Os11g42870.1	Q2R0E1
39947.LOC_Os11g42580.1	Q2R0H0
39947.LOC_Os11g42140.1	Q2R0L8
39947.LOC_Os11g32190.1	Q2R3E7
39947.LOC_Os11g30340.1	Q2R3Y5
39947.LOC_Os11g22420.1	Q2R635
39947.LOC_Os05g23080.1	Q6F2Q1
39947.LOC_Os09g08550.1	Q6K1V6
39947.LOC_Os02g39140.1	Q6K8J6
39947.LOC_Os07g08390.2	Q6ZLB2
39947.LOC_Os04g09810.1	Q7XNG9
39947.LOC_Os03g06410.1	Q7XYY6
39947.LOC_Os10g22270.1	Q8H8I4
39947.LOC_Os02g42850.2	Q0DZ73
39947.LOC_Os02g11780.1	Q0E2W4
39947.LOC_Os11g38580.1	Q0IRT6
39947.LOC_Os10g34660.1	Q0IWU2
39947.LOC_Os10g25320.1	Q0IXX7
39947.LOC_Os01g73420.1	Q0JFS3
39947.LOC_Os01g37825.1	Q0JLX6
39947.LOC_Os01g08260.1	Q0JQ77
39947.LOC_Os05g05200.1	Q0DKT8
39947.LOC_Os03g20420.1	Q0DSC3
39947.LOC_Os03g15250.1	Q0DTB8
39947.LOC_Os03g12160.1	Q0DTV8
39947.LOC_Os02g14160.1	Q0E2I2
39947.LOC_Os02g09830.1	Q0E366
39947.LOC_Os02g06510.1	Q0E3Q7
39947.LOC_Os12g25200.1	Q0INK4
39947.LOC_Os12g01160.1	Q0IQT2
39947.LOC_Os11g28060.1	Q0IST1
39947.LOC_Os11g19810.1	Q0IT61
39947.LOC_Os10g02210.1	Q0IZB8
39947.LOC_Os09g38920.1	Q0IZL5
39947.LOC_Os09g07640.1	Q0J373
39947.LOC_Os09g03110.1	Q0J3F9
39947.LOC_Os04g53930.1	Q0J9U3
39947.LOC_Os01g74370.1	Q0JFK4
39947.LOC_Os01g51710.1	Q0JJV3
39947.LOC_Os01g09030.1	Q0JQ23
39947.LOC_Os01g02334.1	Q0JR92
39947.LOC_Os03g21550.1	Q10LV8
39947.LOC_Os03g21450.1	Q10LW9
39947.LOC_Os02g15510.1	Q6ET07
39947.LOC_Os03g29035.1	Q6YS46
39947.LOC_Os08g37840.1	Q6YTS3
39947.LOC_Os07g41270.1	Q6Z4H1
39947.LOC_Os07g17070.1	Q6Z4K1
39947.LOC_Os08g26270.1	Q6ZDU0
39947.LOC_Os07g09710.1	Q6ZKZ1
39947.LOC_Os07g02810.1	Q84P78
39947.LOC_Os05g42340.1	B9FKH2
39947.LOC_Os01g12950.1	B7EAV1
39947.LOC_Os05g31090.1	Q75K75
39947.LOC_Os07g40370.1	Q84RW4
39947.LOC_Os03g01840.1	Q84VE6
39947.LOC_Os02g36390.1	B7EBM5
39947.LOC_Os04g18020.1	B7F6D4
39947.LOC_Os01g14220.1	B7F983
39947.LOC_Os12g39920.1	Q2QMV2
39947.LOC_Os02g21190.1	Q6Z849
39947.LOC_Os05g02240.1	Q75L14
39947.LOC_Os01g03380.1	Q9AWV6
39947.LOC_Os03g63330.1	Q10AJ5
39947.LOC_Os03g44159.1	Q10G55
39947.LOC_Os10g01580.1	Q33BI3
39947.LOC_Os04g24910.1	Q7X743
39947.LOC_Os11g01836.1	H2KWB6
39947.LOC_Os12g12080.1	H2KWR7
39947.LOC_Os12g05180.1	Q0IQ45
39947.LOC_Os01g15790.1	Q0JNW0
39947.LOC_Os01g60710.1	Q5QM62
39947.LOC_Os06g36010.1	Q5Z9C7
39947.LOC_Os04g44380.1	Q7XKK2
39947.LOC_Os04g08170.1	Q7XQW1
39947.LOC_Os10g13760.1	Q8S621
39947.LOC_Os09g01890.1	A3BVY8
39947.LOC_Os03g01160.2	Q10T52
39947.LOC_Os10g08950.1	Q33AP2
39947.LOC_Os03g04270.1	Q8H8E1
39947.LOC_Os01g69050.1	A3A0Z2
39947.LOC_Os02g14430.1	A3A4Y2
39947.LOC_Os02g27430.1	A3A6S7
39947.LOC_Os02g52710.1	A3ABN8
39947.LOC_Os03g24820.1	A3AI72
39947.LOC_Os03g62370.1	A3APK3
39947.LOC_Os04g01740.1	A3AQ64
39947.LOC_Os06g16020.1	A3BAJ8
39947.LOC_Os06g35370.1	A3BCJ6
39947.LOC_Os06g51084.1	A3BFK2
39947.LOC_Os07g07460.1	A3BGZ7
39947.LOC_Os07g34620.1	A3BKK2
39947.LOC_Os07g42610.1	A3BM83
39947.LOC_Os08g03230.1	A3BP81
39947.LOC_Os08g32340.1	A3BT63
39947.LOC_Os10g02584.1	A3C1Z9
39947.LOC_Os09g36010.1	A3C5U9
39947.LOC_Os11g32350.1	A3CBU5
39947.LOC_Os11g35320.1	A3CCC0
39947.LOC_Os11g35410.1	A3CCC9
39947.LOC_Os12g26160.1	A3CH17
39947.LOC_Os08g05670.1	B9FZ41
39947.LOC_Os08g14850.1	B9FZV4
39947.LOC_Os04g34540.1	Q0JD81
39947.LOC_Os04g31320.1	Q0JDR8
39947.LOC_Os01g52390.1	Q5JM99
39947.LOC_Os03g28090.1	Q5KQM9
39947.LOC_Os06g29970.1	Q651L1
39947.LOC_Os01g21100.1	Q655R2
39947.LOC_Os02g22150.1	Q6YWF0
39947.LOC_Os04g32580.1	Q7F9I0
39947.LOC_Os04g04140.1	Q7XRP8
39947.LOC_Os12g28250.1	A5HJA7
39947.LOC_Os12g15980.1	Q2QUK2
39947.LOC_Os11g30780.1	Q2R3U0
39947.LOC_Os06g44050.1	Q67UR6
39947.LOC_Os07g37130.1	Q69S27
39947.LOC_Os05g31300.1	Q6AUP2
39947.LOC_Os01g07480.1	B2KKZ3
39947.LOC_Os09g04624.1	B7E4N3
39947.LOC_Os07g36150.1	B7EUS5
39947.LOC_Os12g16770.1	Q2QUC0
39947.LOC_Os11g31910.1	Q2R3H5
39947.LOC_Os08g41710.1	Q6ZIB6
39947.LOC_Os04g28074.1	Q7XVZ5
39947.LOC_Os04g19540.1	Q7XWF3
39947.LOC_Os03g20580.1	Q84P84
39947.LOC_Os03g17260.1	A3AGP2
39947.LOC_Os12g40150.1	Q2QMS9
39947.LOC_Os12g37730.1	Q2QNI1
39947.LOC_Os12g30580.1	Q2QQL9
39947.LOC_Os12g30560.1	Q2QQM1
39947.LOC_Os12g29209.1	Q2QR08
39947.LOC_Os12g25100.1	Q2QS73
39947.LOC_Os12g15290.1	Q2QUS2
39947.LOC_Os11g43460.1	Q2R082
39947.LOC_Os11g27900.1	Q2R4N1
39947.LOC_Os01g68330.1	Q5N7X9
39947.LOC_Os01g18350.1	Q5NB19
39947.LOC_Os07g06300.1	Q69QL3
39947.LOC_Os04g34020.1	Q7XIN4
39947.LOC_Os04g36640.1	Q7XUS1
39947.LOC_Os04g10030.1	Q7XX60
39947.LOC_Os12g37480.1	Q2QNL2
39947.LOC_Os12g10500.1	Q2QW57
39947.LOC_Os12g33946.1	Q67TM7
39947.LOC_Os06g43720.1	Q67WM8
39947.LOC_Os06g12430.1	Q67X49
39947.LOC_Os05g03720.1	Q688R5
39947.LOC_Os02g25420.1	Q6EQU0
39947.LOC_Os01g46626.1	Q6H5N9
39947.LOC_Os01g53690.1	A2ZXM8
39947.LOC_Os02g35429.1	A3A822
39947.LOC_Os03g62060.1	A3APH7
39947.LOC_Os04g31760.1	A3AT78
39947.LOC_Os11g10510.1	A3C9N0
39947.LOC_Os01g12250.1	B9EU53
39947.LOC_Os01g34880.1	B9EXC3
39947.LOC_Os01g03380.1	B9EZA4
39947.LOC_Os02g31150.1	B9F089
39947.LOC_Os03g22420.1	B9F8E6
39947.LOC_Os03g26470.1	B9F8Q8
39947.LOC_Os04g39260.3	B9FFL9
39947.LOC_Os05g27760.1	B9FH01
39947.LOC_Os06g35370.1	B9FTN7
39947.LOC_Os07g41920.1	B9FYD3
39947.LOC_Os08g02180.1	B9FYR5
39947.LOC_Os08g07930.1	B9FZB9
39947.LOC_Os08g41960.1	B9G1Z0
39947.LOC_Os10g29400.1	C7J7A9
39947.LOC_Os01g22640.1	A2ZSL3
39947.LOC_Os02g06480.1	A3A3D1
39947.LOC_Os02g33020.1	A3A7M2
39947.LOC_Os02g36430.1	A3A889
39947.LOC_Os03g02390.1	A3ADF8
39947.LOC_Os03g55704.1	A3AN05
39947.LOC_Os06g12940.1	A3BA16
39947.LOC_Os11g10940.1	A3C9R2
39947.LOC_Os01g57020.1	B9ETB3
39947.LOC_Os02g49680.1	B9F2I2
39947.LOC_Os02g17340.1	B9F4Y1
39947.LOC_Os03g22560.1	B9F8F2
39947.LOC_Os05g42020.1	B9FK92
39947.LOC_Os05g02520.1	B9FM56
39947.LOC_Os06g37530.1	B9FTV0
39947.LOC_Os08g33440.1	B9G116
39947.LOC_Os08g34020.1	B9G143
39947.LOC_Os10g22080.1	B9G5D6
39947.LOC_Os10g29502.1	B9G5U5
39947.LOC_Os12g40390.1	B9GE25
39947.LOC_Os01g59560.1	B9ETT9
39947.LOC_Os03g40320.1	B9EUY4
39947.LOC_Os01g65850.1	B9EUY5
39947.LOC_Os01g04250.1	B9EZD3
39947.LOC_Os02g03680.1	B9F295
39947.LOC_Os02g54490.1	B9F3M6
39947.LOC_Os02g09730.1	B9F3S6
39947.LOC_Os02g10580.1	B9F3V6
39947.LOC_Os02g58270.1	B9F4N7
39947.LOC_Os02g21660.1	B9F5C6
39947.LOC_Os03g60910.1	B9F718
39947.LOC_Os03g17050.1	B9F7C2
39947.LOC_Os03g40550.1	B9F9M0
39947.LOC_Os03g54790.1	B9FBW3
39947.LOC_Os04g58710.1	B9FDD5
39947.LOC_Os04g22360.1	B9FEA3
39947.LOC_Os05g25700.1	B9FGN8
39947.LOC_Os05g29790.1	B9FHA0
39947.LOC_Os05g10625.1	B9FMX5
39947.LOC_Os05g16540.1	B9FNI4
39947.LOC_Os06g03640.1	B9FR98
39947.LOC_Os07g05360.1	B9FVH8
39947.LOC_Os07g19494.1	B9FWQ6
39947.LOC_Os08g03200.1	B9FYV6
39947.LOC_Os08g08750.1	B9FZE7
39947.LOC_Os08g38620.1	B9G1K3
39947.LOC_Os09g20010.1	B9G373
39947.LOC_Os09g28200.1	B9G3Z6
39947.LOC_Os09g33900.1	B9G4J3
39947.LOC_Os10g21190.1	B9G5B7
39947.LOC_Os10g41290.1	B9G706
39947.LOC_Os11g37060.1	B9G870
39947.LOC_Os11g43490.1	B9G8N2
39947.LOC_Os11g43970.1	B9G8Q8
39947.LOC_Os02g32690.1	B9G8X1
39947.LOC_Os12g05920.1	B9GBY4
39947.LOC_Os06g29300.1	Q6AVK4
39947.LOC_Os02g12480.1	B7EQF1
39947.LOC_Os07g45960.1	B7F8X0
39947.LOC_Os07g43830.1	Q8LHN2
39947.LOC_Os02g20990.1	Q6Z6R4
39947.LOC_Os08g35840.1	Q6Z957
39947.LOC_Os05g50730.1	Q75HZ2
39947.LOC_Os03g30350.1	Q75IV2
39947.LOC_Os12g43600.1	H2KX69
39947.LOC_Os12g07300.1	Q0IPS3
39947.LOC_Os06g17260.1	Q5VMS0
39947.LOC_Os01g17320.1	Q7F7G0
39947.LOC_Os10g21366.1	Q8S6H5
39947.LOC_Os04g35890.1	B9FFC0
39947.LOC_Os05g32270.1	B9FI25
39947.LOC_Os05g12120.1	B9FIV2
39947.LOC_Os05g33600.1	B9FPJ5
39947.LOC_Os09g37870.1	B9G4X8
39947.LOC_Os11g20360.2	B9GAG5
39947.LOC_Os11g24170.1	B9GAH7
39947.LOC_Os12g06560.1	Q0IPX0
39947.LOC_Os03g62950.1	Q10AN1
39947.LOC_Os03g41700.1	Q10GU5
39947.LOC_Os03g13680.1	Q10PB8
39947.LOC_Os10g33570.1	Q337K7
39947.LOC_Os10g09310.1	Q33AL8
39947.LOC_Os04g32420.1	Q7XQ62
39947.LOC_Os04g16870.1	Q7XWH8
39947.LOC_Os03g42850.1	Q8W5C7
39947.LOC_Os07g36470.1	B7EDV8
39947.LOC_Os02g10090.1	B7EKP9
39947.LOC_Os04g38790.1	B7EL01
39947.LOC_Os01g42970.1	B7F419
39947.LOC_Os04g32340.1	B7F489
39947.LOC_Os01g67630.1	B7F9S8
39947.LOC_Os03g15340.1	B0ZF12
39947.LOC_Os06g03540.1	Q5VS43
39947.LOC_Os03g32560.1	Q851T9
39947.LOC_Os01g71370.1	Q8S9Q7
39947.LOC_Os02g32660.1	I6VRB8
39947.LOC_Os01g43020.1	Q5ZDK0
39947.LOC_Os06g47530.1	Q654Z3
39947.LOC_Os07g08160.1	Q0D879
39947.LOC_Os09g29430.1	Q0J116
39947.LOC_Os04g35190.1	Q0JD50
39947.LOC_Os01g58459.1	Q0JIJ2
39947.LOC_Os01g13940.1	Q0JP63
39947.LOC_Os10g35770.1	Q109G4
39947.LOC_Os03g39780.1	Q10HB3
39947.LOC_Os03g37394.1	Q10HY9
39947.LOC_Os03g30450.1	Q10JJ3
39947.LOC_Os03g29350.1	Q10JU8
39947.LOC_Os03g05650.1	Q10RP8
39947.LOC_Os12g31060.1	Q2QQH1
39947.LOC_Os11g28700.1	Q2R4F1
39947.LOC_Os11g01580.1	Q2RBL7
39947.LOC_Os10g05280.1	Q33B44
39947.LOC_Os06g50990.1	Q5Z977
39947.LOC_Os02g34910.1	Q69ST8
39947.LOC_Os05g07190.1	Q6F2U1
39947.LOC_Os05g41850.1	Q6L4V2
39947.LOC_Os02g48010.1	Q6ZFY9
39947.LOC_Os04g05370.1	Q7XL33
39947.LOC_Os04g26250.1	Q7XP46
39947.LOC_Os10g08400.1	Q8LMD0
39947.LOC_Os10g21810.1	Q8S6P5
39947.LOC_Os07g05580.1	Q0D8L0
39947.LOC_Os06g09310.1	Q0DDX1
39947.LOC_Os05g46210.1	Q0DGD6
39947.LOC_Os05g38980.1	Q0DHH6
39947.LOC_Os05g38830.1	Q0DHI3
39947.LOC_Os05g32270.1	Q0DIH8
39947.LOC_Os05g30820.1	Q0DIQ2
39947.LOC_Os05g15520.1	Q0DJP7
39947.LOC_Os03g10450.1	Q0DU76
39947.LOC_Os03g08830.1	Q0DUG6
39947.LOC_Os10g42400.1	Q0IVF3
39947.LOC_Os01g65730.1	Q0JH76
39947.LOC_Os10g40780.1	Q108Z7
39947.LOC_Os10g34694.1	Q109H8
39947.LOC_Os10g34614.1	Q109I1
39947.LOC_Os10g18294.1	Q109V2
39947.LOC_Os03g60530.1	Q10BF4
39947.LOC_Os03g51940.1	Q10DI3
39947.LOC_Os03g51890.1	Q10DI9
39947.LOC_Os03g49730.1	Q10E90
39947.LOC_Os03g37554.1	Q10HX7
39947.LOC_Os03g31452.1	Q10J99
39947.LOC_Os03g30820.1	Q10JF6
39947.LOC_Os03g28110.1	Q10K27
39947.LOC_Os03g27080.1	Q10KD1
39947.LOC_Os03g23840.1	Q10LB2
39947.LOC_Os03g15500.1	Q10NS0
39947.LOC_Os03g15210.1	Q10NV1
39947.LOC_Os03g05550.1	Q10RQ8
39947.LOC_Os03g05270.1	Q10RU0
39947.LOC_Os12g13410.1	Q2QVB2
39947.LOC_Os12g11140.1	Q2QVZ2
39947.LOC_Os11g45030.1	Q2QZS2
39947.LOC_Os11g44970.1	Q2QZS8
39947.LOC_Os11g41740.1	Q2R0Q9
39947.LOC_Os11g40950.1	Q2R0Y8
39947.LOC_Os11g34500.1	Q2R2V7
39947.LOC_Os11g11460.1	Q2R8P6
39947.LOC_Os05g19390.1	Q6ATD7
39947.LOC_Os02g06720.1	Q6H7S8
39947.LOC_Os04g26630.1	Q6MWJ2
39947.LOC_Os04g21750.1	Q7XNI8
39947.LOC_Os04g15560.1	Q7XNW3
39947.LOC_Os04g17660.1	Q7XNX5
39947.LOC_Os03g47130.1	Q9FRG9
39947.LOC_Os02g26950.1	A3A6J6
39947.LOC_Os02g28470.1	A3A6Y6
39947.LOC_Os02g53970.1	A3ABY5
39947.LOC_Os04g53460.1	A3AP70
39947.LOC_Os04g13300.1	A3AR50
39947.LOC_Os04g11520.1	A3ARC9
39947.LOC_Os04g53710.1	A3AXP2
39947.LOC_Os06g04490.1	A3B863
39947.LOC_Os06g28940.1	A3BBV1
39947.LOC_Os06g37670.1	A3BCZ7
39947.LOC_Os06g39460.1	A3BD92
39947.LOC_Os08g36570.1	A3BU03
39947.LOC_Os08g39694.1	A3BUP0
39947.LOC_Os09g04310.1	A3BW84
39947.LOC_Os11g36690.1	A3CCJ1
39947.LOC_Os12g23820.1	A3CGU0
39947.LOC_Os12g41370.1	A3CJ92
39947.LOC_Os02g32120.1	B9F0A5
39947.LOC_Osp1g00310.1	Q7DNB0
39947.LOC_Os04g09990.1	Q7FAE3
39947.LOC_Os01g50160.1	Q7FMW3
39947.LOC_Os10g36380.1	Q7G294
39947.LOC_Os07g04919.1	Q8H4K5
39947.LOC_Os07g11250.1	Q8H4U0
39947.LOC_Os07g29360.1	Q8H9E4
39947.LOC_Os01g70970.1	A3A1A9
39947.LOC_Os03g18454.1	A3AGZ5
39947.LOC_Os08g32000.1	A3BT47
39947.LOC_Os07g02000.1	B9FV64
39947.LOC_Os11g06080.1	B9G9I4
39947.LOC_Os02g05470.1	Q1KMT9
39947.LOC_Os12g11310.1	Q2QVX5
39947.LOC_Os01g54420.1	Q5JNJ6
39947.LOC_Os08g25390.1	Q6ZD09
39947.LOC_Os10g41480.1	Q9AY42
39947.LOC_Os10g41510.1	Q9AY39
39947.LOC_Os03g62400.1	C7J029
39947.LOC_Osp1g01040.1	C7J1H0
39947.LOC_Os08g32410.1	C7J5Y5
39947.LOC_Os12g34770.1	O24198
39947.LOC_Os02g54070.1	C7IYA9
39947.LOC_Os02g56090.1	C7IZ84
39947.LOC_Os04g54380.1	C7J138
39947.LOC_Os05g11320.1	C7J2H3
39947.LOC_Os06g09660.1	C7J3Z7
39947.LOC_Os06g46854.1	C7J4F6
39947.LOC_Os08g24630.1	C7J5Y2
39947.LOC_Os12g07730.1	C7JA53
39947.LOC_Os06g02380.1	A8QXH7
39947.LOC_Os12g18540.1	Q2QTT9
39947.LOC_Os12g18440.1	Q2QTU9
39947.LOC_Os11g07760.1	Q53NQ0
39947.LOC_Os11g12240.1	Q53Q44
39947.LOC_Os05g25030.1	Q5WMU5
39947.LOC_Os06g32370.1	Q5Z551
39947.LOC_Os06g15740.1	Q5Z9U7
39947.LOC_Os01g58280.1	Q5ZBR5
39947.LOC_Os01g43050.1	Q5ZDI9
39947.LOC_Os11g03220.1	Q2RB48
39947.LOC_Os03g41000.1	Q75I44
39947.LOC_Os10g35240.1	Q8LNU1
39947.LOC_Os05g02150.1	C7DQF6
39947.LOC_Os05g07820.1	Q0DKE1
39947.LOC_Os05g01635.1	Q0DLD7
39947.LOC_Os03g57720.1	Q0DMV5
39947.LOC_Os03g31839.1	Q0DQZ2
39947.LOC_Os02g45000.1	Q0DYS5
39947.LOC_Os02g19860.1	Q0E1V1
39947.LOC_Os12g35940.1	Q0IMT4
39947.LOC_Os11g16450.1	Q0ITE0
39947.LOC_Os11g13420.1	Q0ITN0
39947.LOC_Os09g19510.1	Q0J2C8
39947.LOC_Os09g07160.1	Q0J390
39947.LOC_Os08g35310.1	Q0J592
39947.LOC_Os08g03880.1	Q0J867
39947.LOC_Os04g48930.4	Q0JAT2
39947.LOC_Os04g08034.1	Q0JF48
39947.LOC_Os01g43410.1	Q0JL52
39947.LOC_Os03g23810.1	Q10LB5
39947.LOC_Os09g15530.1	Q6K3Y0
39947.LOC_Os02g29250.1	Q6K6R3
39947.LOC_Os08g06870.1	Q6YYN1
39947.LOC_Os07g25349.1	Q6Z3W7
39947.LOC_Os07g32719.1	Q6Z3Z4
39947.LOC_Os02g02040.1	Q6Z8Z2
39947.LOC_Os08g02720.1	Q6Z9I9
39947.LOC_Os08g07020.1	Q6ZCQ1
39947.LOC_Osp1g00460.1	Q7F4S9
39947.LOC_Os10g31170.1	Q7XDW8
39947.LOC_Os03g46884.1	Q84R68
39947.LOC_Os03g25590.1	Q84TT6
39947.LOC_Os01g66870.1	Q8S0L2
39947.LOC_Os01g42270.1	B9EXZ9
39947.LOC_Os03g46134.1	Q10FL3
39947.LOC_Os03g23130.1	Q10LD1
39947.LOC_Os03g07050.1	Q10RA2
39947.LOC_Os07g20140.1	Q6YSV1
39947.LOC_Os02g12560.1	Q6YUY7
39947.LOC_Os07g24100.1	Q6Z3Q1
39947.LOC_Os07g32660.1	Q6Z4A1
39947.LOC_Os08g36820.1	Q6ZDE7
39947.LOC_Os08g14150.1	Q6ZJP8
39947.LOC_Os02g05450.1	Q70KU2
39947.LOC_Os03g17210.1	B9F7D1
39947.LOC_Os05g34830.1	B9FPP1
39947.LOC_Os06g49930.1	B9FQV7
39947.LOC_Os06g45250.1	Q654A2
39947.LOC_Os01g67900.1	Q8LIW9
