9615.ENSCAFP00000014770	Q5IFP1
9615.ENSCAFP00000005800	F1P8Z8
9615.ENSCAFP00000030167	F1P9I0
9615.ENSCAFP00000029192	F1PA39
9615.ENSCAFP00000014851	F1PBV7
9615.ENSCAFP00000014272	F1PDR7
9615.ENSCAFP00000033743	F1PI39
9615.ENSCAFP00000008783	F1PL94
9615.ENSCAFP00000003802	F1PMY6
9615.ENSCAFP00000013768	F1PQ66
9615.ENSCAFP00000013250	F1PSQ7
9615.ENSCAFP00000034751	F1PT19
9615.ENSCAFP00000001683	F1PTD6
9615.ENSCAFP00000001637	F1PTH4
9615.ENSCAFP00000033619	F1PUJ4
9615.ENSCAFP00000018424	F1PV32
9615.ENSCAFP00000004834	F1PZ73
9615.ENSCAFP00000004675	F1Q1Q9
9615.ENSCAFP00000023232	F1Q4H0
9615.ENSCAFP00000011595	E2R236
9615.ENSCAFP00000016921	E2R2J0
9615.ENSCAFP00000004170	E2R3C8
9615.ENSCAFP00000012278	E2R3R3
9615.ENSCAFP00000020106	E2R4D0
9615.ENSCAFP00000008496	E2R815
9615.ENSCAFP00000000477	E2R8D2
9615.ENSCAFP00000012411	E2R999
9615.ENSCAFP00000013874	E2R9P7
9615.ENSCAFP00000025572	E2RA45
9615.ENSCAFP00000002807	E2RC91
9615.ENSCAFP00000014756	E2RG61
9615.ENSCAFP00000007064	E2RGI6
9615.ENSCAFP00000002457	E2RI94
9615.ENSCAFP00000002144	E2RJK2
9615.ENSCAFP00000022580	E2RJR2
9615.ENSCAFP00000043189	E2RL26
9615.ENSCAFP00000026044	E2RNE2
9615.ENSCAFP00000029999	E2RPC3
9615.ENSCAFP00000031863	E2QTZ5
9615.ENSCAFP00000035169	E2QVR1
9615.ENSCAFP00000037634	E2QW55
9615.ENSCAFP00000031158	E2R2Y6
9615.ENSCAFP00000022804	E2R3D0
9615.ENSCAFP00000000572	E2R3G2
9615.ENSCAFP00000004153	E2R470
9615.ENSCAFP00000016396	E2R4X0
9615.ENSCAFP00000030624	E2R5U6
9615.ENSCAFP00000016300	E2R606
9615.ENSCAFP00000023731	E2R6N3
9615.ENSCAFP00000028800	E2R7E5
9615.ENSCAFP00000008190	E2RA90
9615.ENSCAFP00000032992	E2RBN8
9615.ENSCAFP00000013558	E2RBX4
9615.ENSCAFP00000019679	E2RD46
9615.ENSCAFP00000019652	E2RD87
9615.ENSCAFP00000007379	E2REI4
9615.ENSCAFP00000006886	E2RGA9
9615.ENSCAFP00000008067	E2RH23
9615.ENSCAFP00000008061	E2RH29
9615.ENSCAFP00000002483	E2RHB5
9615.ENSCAFP00000023020	E2RIP1
9615.ENSCAFP00000037074	E2RJM6
9615.ENSCAFP00000025927	E2RK57
9615.ENSCAFP00000013953	E2RK69
9615.ENSCAFP00000003121	E2RKX1
9615.ENSCAFP00000006712	E2RN96
9615.ENSCAFP00000026018	E2RPA0
9615.ENSCAFP00000018128	E2RQ47
9615.ENSCAFP00000001357	Q9XSU5
9615.ENSCAFP00000001156	O19252
9615.ENSCAFP00000020849	L7N0F3
9615.ENSCAFP00000030704	L7N0J0
9615.ENSCAFP00000018712	L7QI60
9615.ENSCAFP00000026166	Q6JDI4
9615.ENSCAFP00000000804	Q6JDJ9
9615.ENSCAFP00000018215	Q8HYR1
9615.ENSCAFP00000030311	C4MSB5
9615.ENSCAFP00000041478	Q8I007
9615.ENSCAFP00000014759	E5RQH2
9615.ENSCAFP00000013330	O77753
9615.ENSCAFP00000041330	Q95MC7
9615.ENSCAFP00000024398	E2QX16
9615.ENSCAFP00000011664	E2QX68
9615.ENSCAFP00000027731	E2QZA1
9615.ENSCAFP00000017555	F6UZ44
9615.ENSCAFP00000020392	F6V002
9615.ENSCAFP00000020377	F6V393
9615.ENSCAFP00000015649	F6X6W7
9615.ENSCAFP00000016882	F6XH90
9615.ENSCAFP00000017421	F6Y4J5
9615.ENSCAFP00000002450	F1P9J6
9615.ENSCAFP00000035834	F1P9S4
9615.ENSCAFP00000041359	F1P9X7
9615.ENSCAFP00000033830	F1PG18
9615.ENSCAFP00000033806	F1PG61
9615.ENSCAFP00000012634	F1PGJ5
9615.ENSCAFP00000022465	F1PMG6
9615.ENSCAFP00000015013	F1PUX4
9615.ENSCAFP00000022690	F1PVI3
9615.ENSCAFP00000020035	F1PZB1
9615.ENSCAFP00000011255	F1Q4H9
9615.ENSCAFP00000000608	Q9GK41
9615.ENSCAFP00000033692	F1P737
9615.ENSCAFP00000030150	F1PA66
9615.ENSCAFP00000014860	F1PBU4
9615.ENSCAFP00000019182	F1PC53
9615.ENSCAFP00000000804	F1PC86
9615.ENSCAFP00000024780	F1PD97
9615.ENSCAFP00000017072	F1PDF6
9615.ENSCAFP00000026265	F1PDQ7
9615.ENSCAFP00000014726	F1PEI7
9615.ENSCAFP00000002214	F1PEJ5
9615.ENSCAFP00000018871	F1PJ61
9615.ENSCAFP00000018833	F1PJ90
9615.ENSCAFP00000032615	F1PJE1
9615.ENSCAFP00000003760	F1PPR5
9615.ENSCAFP00000020913	F1PQ21
9615.ENSCAFP00000025554	F1PVV7
9615.ENSCAFP00000010156	F1PWM2
9615.ENSCAFP00000015017	F1PX65
9615.ENSCAFP00000020009	F1PZC6
9615.ENSCAFP00000023332	F1Q2E7
9615.ENSCAFP00000023735	F1Q2J7
9615.ENSCAFP00000028990	F1Q443
9615.ENSCAFP00000011279	F1Q4F1
9615.ENSCAFP00000023239	F1Q4G9
9615.ENSCAFP00000029528	H9GWJ3
9615.ENSCAFP00000005193	E2R0U6
9615.ENSCAFP00000037130	Q3LSL5
9615.ENSCAFP00000037612	Q8MJ11
9615.ENSCAFP00000011181	E2QWV0
9615.ENSCAFP00000008880	E2QY64
9615.ENSCAFP00000035393	E2QYD0
9615.ENSCAFP00000023329	E2R0B6
9615.ENSCAFP00000017157	E2R0W9
9615.ENSCAFP00000015983	E2R148
9615.ENSCAFP00000019318	F1P818
9615.ENSCAFP00000005841	F1P873
9615.ENSCAFP00000026745	F1PEE0
9615.ENSCAFP00000000010	F1PJN0
9615.ENSCAFP00000009788	F1PXY8
9615.ENSCAFP00000037942	J9NXD0
9615.ENSCAFP00000008016	J9NZ32
9615.ENSCAFP00000039343	J9P1B9
9615.ENSCAFP00000039362	J9P1D8
9615.ENSCAFP00000039403	J9P1H9
9615.ENSCAFP00000040400	J9P4C1
9615.ENSCAFP00000040513	J9P4N4
9615.ENSCAFP00000040769	J9P593
9615.ENSCAFP00000013822	J9P5L3
9615.ENSCAFP00000040950	J9P5M1
9615.ENSCAFP00000041314	J9P6N1
9615.ENSCAFP00000005850	J9PAL3
9615.ENSCAFP00000030318	E9NJ44
9615.ENSCAFP00000029075	F1PDC5
9615.ENSCAFP00000029588	F1PER6
9615.ENSCAFP00000008349	F1PFT3
9615.ENSCAFP00000008234	F1PKR4
9615.ENSCAFP00000025872	F1PMJ0
9615.ENSCAFP00000034859	F1PQJ0
9615.ENSCAFP00000023729	F1PWI7
9615.ENSCAFP00000020017	F1PZC3
9615.ENSCAFP00000038848	F1Q2T9
9615.ENSCAFP00000023216	F1Q4I7
9615.ENSCAFP00000035991	J9JHR0
9615.ENSCAFP00000017188	J9NRG2
9615.ENSCAFP00000012476	J9NRI3
9615.ENSCAFP00000000616	J9NRP4
9615.ENSCAFP00000036228	J9NRV3
9615.ENSCAFP00000040559	J9NSM0
9615.ENSCAFP00000036569	J9NTT3
9615.ENSCAFP00000036777	J9NUD9
9615.ENSCAFP00000036911	J9NUS2
9615.ENSCAFP00000036993	J9NV02
9615.ENSCAFP00000037071	J9NV79
9615.ENSCAFP00000040810	J9NVC5
9615.ENSCAFP00000037413	J9NW69
9615.ENSCAFP00000037514	J9NWG9
9615.ENSCAFP00000037713	J9NY93
9615.ENSCAFP00000038594	J9NZ74
9615.ENSCAFP00000038670	J9NZF0
9615.ENSCAFP00000006809	J9P0P5
9615.ENSCAFP00000026698	J9P1J2
9615.ENSCAFP00000018743	J9P1R0
9615.ENSCAFP00000016800	J9P1T8
9615.ENSCAFP00000039987	J9P358
9615.ENSCAFP00000040003	J9P374
9615.ENSCAFP00000040160	J9P3N1
9615.ENSCAFP00000040198	J9P3R9
9615.ENSCAFP00000040305	J9P426
9615.ENSCAFP00000040450	J9P4H1
9615.ENSCAFP00000012596	J9P578
9615.ENSCAFP00000011451	J9P5K5
9615.ENSCAFP00000019377	J9P605
9615.ENSCAFP00000021050	J9P6T4
9615.ENSCAFP00000041516	J9P780
9615.ENSCAFP00000041531	J9P795
9615.ENSCAFP00000041595	J9P7F8
9615.ENSCAFP00000042003	J9P8D4
9615.ENSCAFP00000042154	J9P8S4
9615.ENSCAFP00000042234	J9P903
9615.ENSCAFP00000042444	J9P9L1
9615.ENSCAFP00000037668	J9PA75
9615.ENSCAFP00000029539	J9PAR2
9615.ENSCAFP00000042902	J9PAS5
9615.ENSCAFP00000042970	J9PAZ2
9615.ENSCAFP00000018164	J9PBH9
9615.ENSCAFP00000010704	E2QUT9
9615.ENSCAFP00000029244	E2QV35
9615.ENSCAFP00000009490	E2R5N8
9615.ENSCAFP00000026571	E2RBE5
9615.ENSCAFP00000022070	E2RH88
9615.ENSCAFP00000002161	E2RJI6
9615.ENSCAFP00000021257	E2RLD5
9615.ENSCAFP00000002945	E2RLM4
9615.ENSCAFP00000020713	E2RP99
9615.ENSCAFP00000037115	E2RT53
9615.ENSCAFP00000024820	E2RTL2
9615.ENSCAFP00000020702	F1PV64
9615.ENSCAFP00000012114	F1PVC2
9615.ENSCAFP00000007972	E2QVS8
9615.ENSCAFP00000024567	E2R1K6
9615.ENSCAFP00000000011	E2R1Y2
9615.ENSCAFP00000008561	E2R2D3
9615.ENSCAFP00000030922	E2R3N8
9615.ENSCAFP00000024252	E2R3P5
9615.ENSCAFP00000003632	E2R727
9615.ENSCAFP00000005982	E2RAX8
9615.ENSCAFP00000024130	E2RB39
9615.ENSCAFP00000014806	E2RBC8
9615.ENSCAFP00000021999	E2RCB9
9615.ENSCAFP00000006955	E2RCC9
9615.ENSCAFP00000010192	E2RCF9
9615.ENSCAFP00000019672	E2RD54
9615.ENSCAFP00000015293	E2RD97
9615.ENSCAFP00000010644	E2REY8
9615.ENSCAFP00000025704	E2RFR2
9615.ENSCAFP00000033571	E2RJ73
9615.ENSCAFP00000002186	E2RJF3
9615.ENSCAFP00000020805	E2RJF8
9615.ENSCAFP00000025696	E2RJL4
9615.ENSCAFP00000018754	E2RM82
9615.ENSCAFP00000002612	E2RMY1
9615.ENSCAFP00000003370	E2RNN5
9615.ENSCAFP00000042038	E2RQM3
9615.ENSCAFP00000013380	E2RSW1
9615.ENSCAFP00000001308	E2RTB5
9615.ENSCAFP00000010780	L7N094
9615.ENSCAFP00000012251	L7N0B1
9615.ENSCAFP00000027659	E2R548
9615.ENSCAFP00000029332	E2R5B9
9615.ENSCAFP00000032961	E2RBR9
9615.ENSCAFP00000007389	E2REH2
9615.ENSCAFP00000026487	E2RFG7
9615.ENSCAFP00000032737	E2RMI5
9615.ENSCAFP00000019049	I0BWP1
9615.ENSCAFP00000018634	L7N0D7
9615.ENSCAFP00000018497	M1VPL1
9615.ENSCAFP00000002684	O46605
9615.ENSCAFP00000012230	Q6PXD8
9615.ENSCAFP00000000167	Q0QEK9
9615.ENSCAFP00000018646	Q6Q8S0
9615.ENSCAFP00000030313	A0A060GW64
9615.ENSCAFP00000030310	C4MSZ8
9615.ENSCAFP00000028255	E2QWD5
9615.ENSCAFP00000004276	E2QXH4
9615.ENSCAFP00000030501	E2QXI1
9615.ENSCAFP00000004253	E2QXI8
9615.ENSCAFP00000023134	E2QXP1
9615.ENSCAFP00000035306	E2R088
9615.ENSCAFP00000009050	E2R0B5
9615.ENSCAFP00000030315	E9NIU8
9615.ENSCAFP00000005210	F1PGP4
9615.ENSCAFP00000015632	F1PS86
9615.ENSCAFP00000016574	F1Q320
9615.ENSCAFP00000036305	J9NS30
9615.ENSCAFP00000040809	J9NSR8
9615.ENSCAFP00000008240	J9NUV3
9615.ENSCAFP00000019417	J9NZW0
9615.ENSCAFP00000022015	J9P241
9615.ENSCAFP00000041041	J9P5W1
9615.ENSCAFP00000008162	J9P658
9615.ENSCAFP00000041674	J9P7N5
9615.ENSCAFP00000042695	J9PAB2
9615.ENSCAFP00000008241	L0L4K7
9615.ENSCAFP00000042642	Q6W6R9
9615.ENSCAFP00000030321	A0A059Q7G1
9615.ENSCAFP00000038346	E2QT68
9615.ENSCAFP00000021115	F1P796
9615.ENSCAFP00000012997	F1P917
9615.ENSCAFP00000040216	F1P9S3
9615.ENSCAFP00000019638	F1PDI9
9615.ENSCAFP00000031751	F1PHD7
9615.ENSCAFP00000029989	F1PHV1
9615.ENSCAFP00000010503	F1PMG2
9615.ENSCAFP00000025820	F1PMM7
9615.ENSCAFP00000034806	F1PRB6
9615.ENSCAFP00000008009	F1PRI7
9615.ENSCAFP00000012130	F1PVA2
9615.ENSCAFP00000009320	F1PX10
9615.ENSCAFP00000038736	F1PYH1
9615.ENSCAFP00000028326	F1PZY6
9615.ENSCAFP00000030461	F1Q2W7
9615.ENSCAFP00000028101	F1Q3B3
9615.ENSCAFP00000036010	J9JHS9
9615.ENSCAFP00000021503	J9NS16
9615.ENSCAFP00000036344	J9NS69
9615.ENSCAFP00000042044	J9NT37
9615.ENSCAFP00000036452	J9NTG7
9615.ENSCAFP00000019939	J9NU27
9615.ENSCAFP00000036670	J9NU33
9615.ENSCAFP00000036731	J9NU93
9615.ENSCAFP00000036874	J9NUN5
9615.ENSCAFP00000036962	J9NUX2
9615.ENSCAFP00000001990	J9NV21
9615.ENSCAFP00000037206	J9NVL4
9615.ENSCAFP00000038096	J9NXT0
9615.ENSCAFP00000038179	J9NY12
9615.ENSCAFP00000038274	J9NYA6
9615.ENSCAFP00000038333	J9NYG4
9615.ENSCAFP00000038537	J9NZ17
9615.ENSCAFP00000010196	J9P1S1
9615.ENSCAFP00000023109	J9P246
9615.ENSCAFP00000040020	J9P391
9615.ENSCAFP00000040112	J9P3I3
9615.ENSCAFP00000040357	J9P478
9615.ENSCAFP00000040895	J9P5G8
9615.ENSCAFP00000041155	J9P673
9615.ENSCAFP00000032576	J9P6B7
9615.ENSCAFP00000017932	J9P892
9615.ENSCAFP00000042604	J9PA21
9615.ENSCAFP00000042995	J9PB17
9615.ENSCAFP00000007857	F1P7R7
9615.ENSCAFP00000007809	F1P8L4
9615.ENSCAFP00000017590	F1PET2
9615.ENSCAFP00000010508	F1PLF6
9615.ENSCAFP00000003515	F1PVF7
9615.ENSCAFP00000006450	X2BZC9
9615.ENSCAFP00000021935	Q9MZV5
9615.ENSCAFP00000005649	F6UNR5
9615.ENSCAFP00000031782	F6V114
9615.ENSCAFP00000035228	F6X6M6
9615.ENSCAFP00000016910	F6XE20
9615.ENSCAFP00000038900	F6XJN0
9615.ENSCAFP00000010553	F1PKR1
9615.ENSCAFP00000027181	F1PRK5
9615.ENSCAFP00000011566	F1PZD4
9615.ENSCAFP00000016773	L7N0C7
9615.ENSCAFP00000023241	Q6PVW1
9615.ENSCAFP00000037335	Q6W6T7
9615.ENSCAFP00000023948	E2QV27
9615.ENSCAFP00000016060	E2QW41
9615.ENSCAFP00000000117	E2QW79
9615.ENSCAFP00000005391	E2R5D2
9615.ENSCAFP00000009191	E2R7S4
9615.ENSCAFP00000001506	E2RD02
9615.ENSCAFP00000033582	E2RIF3
9615.ENSCAFP00000026164	E2RIG1
9615.ENSCAFP00000042240	E2RLI6
9615.ENSCAFP00000018445	E2RNC2
9615.ENSCAFP00000017646	E2RQP5
9615.ENSCAFP00000013110	E2QRX3
9615.ENSCAFP00000013223	E2QT06
9615.ENSCAFP00000020334	E2QTN7
9615.ENSCAFP00000009943	E2QUC3
9615.ENSCAFP00000009693	E2QUY3
9615.ENSCAFP00000029228	E2QVY5
9615.ENSCAFP00000004789	E2QXW0
9615.ENSCAFP00000016963	E2R1I9
9615.ENSCAFP00000022858	E2R287
9615.ENSCAFP00000029355	E2R4I7
9615.ENSCAFP00000000251	E2R4R4
9615.ENSCAFP00000017066	E2R6P1
9615.ENSCAFP00000035451	E2R6X6
9615.ENSCAFP00000011233	E2R740
9615.ENSCAFP00000006789	E2R755
9615.ENSCAFP00000029003	E2R7K3
9615.ENSCAFP00000004853	E2R885
9615.ENSCAFP00000024177	E2R8Q0
9615.ENSCAFP00000001892	E2R9T0
9615.ENSCAFP00000037414	E2RA17
9615.ENSCAFP00000010491	E2RAA8
9615.ENSCAFP00000021171	E2RB46
9615.ENSCAFP00000022151	E2RCH6
9615.ENSCAFP00000019685	E2RD34
9615.ENSCAFP00000003273	E2REA5
9615.ENSCAFP00000033137	E2RET5
9615.ENSCAFP00000001799	E2RFK0
9615.ENSCAFP00000019852	E2RFY8
9615.ENSCAFP00000026186	E2RHM5
9615.ENSCAFP00000020872	E2RHN3
9615.ENSCAFP00000027153	E2RJ29
9615.ENSCAFP00000030178	E2RJV4
9615.ENSCAFP00000034218	E2RLZ4
9615.ENSCAFP00000020796	E2RMD4
9615.ENSCAFP00000010503	E2RMJ8
9615.ENSCAFP00000002092	E2RNH3
9615.ENSCAFP00000019409	E2RPZ2
9615.ENSCAFP00000006133	E2RQ93
9615.ENSCAFP00000006101	E2RQE7
9615.ENSCAFP00000006327	E2RR27
9615.ENSCAFP00000029869	E2RR42
9615.ENSCAFP00000005861	E2RRE7
9615.ENSCAFP00000033221	E2RST2
9615.ENSCAFP00000009505	L7N086
9615.ENSCAFP00000012880	L7N0B3
9615.ENSCAFP00000039319	L7N0L0
9615.ENSCAFP00000026035	O62755
9615.ENSCAFP00000033034	L7N0L4
9615.ENSCAFP00000009468	Q3HTT7
9615.ENSCAFP00000018535	C0KTH2
9615.ENSCAFP00000030268	F1P6V8
9615.ENSCAFP00000024254	F1PAU7
9615.ENSCAFP00000014808	F1PBZ9
9615.ENSCAFP00000007521	F1PGV3
9615.ENSCAFP00000021230	F1PH71
9615.ENSCAFP00000017978	F1PID1
9615.ENSCAFP00000032632	F1PIP3
9615.ENSCAFP00000012053	F1PIU4
9615.ENSCAFP00000000528	F1PJN9
9615.ENSCAFP00000008230	F1PKR6
9615.ENSCAFP00000018291	F1PL35
9615.ENSCAFP00000006717	F1PMH8
9615.ENSCAFP00000037922	F1PML2
9615.ENSCAFP00000020434	F1PMV8
9615.ENSCAFP00000034367	F1PPY1
9615.ENSCAFP00000010815	F1PRF2
9615.ENSCAFP00000022642	F1PWB1
9615.ENSCAFP00000036713	F1PWR1
9615.ENSCAFP00000020134	F1PXG6
9615.ENSCAFP00000009137	F1Q0U0
9615.ENSCAFP00000011707	F1Q2X9
9615.ENSCAFP00000001246	F1PST0
9615.ENSCAFP00000035512	F1PZD1
9615.ENSCAFP00000000746	F2VY21
9615.ENSCAFP00000034645	H9GWR8
9615.ENSCAFP00000004673	H9GW75
9615.ENSCAFP00000013004	E2R0N2
9615.ENSCAFP00000003703	E2R1A2
9615.ENSCAFP00000018712	A0A068EQ83
9615.ENSCAFP00000030321	C4MS21
9615.ENSCAFP00000009965	Q4VYB3
9615.ENSCAFP00000011951	D0R7H6
9615.ENSCAFP00000028351	F2Z4Q8
9615.ENSCAFP00000030651	Q9XSV2
9615.ENSCAFP00000012318	E2QYZ1
9615.ENSCAFP00000037481	E2R345
9615.ENSCAFP00000040231	E2R6N2
9615.ENSCAFP00000000682	F6USW0
9615.ENSCAFP00000013211	F6UTN0
9615.ENSCAFP00000020228	F6UV19
9615.ENSCAFP00000009971	F6UXN8
9615.ENSCAFP00000031847	F6UY64
9615.ENSCAFP00000018059	F6V493
9615.ENSCAFP00000039000	F6XVF5
9615.ENSCAFP00000037732	Q8WMR8
9615.ENSCAFP00000041478	Z4YHE9
9615.ENSCAFP00000001164	B2ZWH9
9615.ENSCAFP00000001108	B4YB22
9615.ENSCAFP00000012512	F1P662
9615.ENSCAFP00000011026	F1P9C1
9615.ENSCAFP00000041818	F1PCE7
9615.ENSCAFP00000008652	F1PNT7
9615.ENSCAFP00000022811	F1PRD7
9615.ENSCAFP00000040884	F1PV76
9615.ENSCAFP00000009557	F1Q0X3
9615.ENSCAFP00000042966	F1Q2M4
9615.ENSCAFP00000001078	Q8WMR1
9615.ENSCAFP00000039973	F1Q021
9615.ENSCAFP00000026768	Q9GKK9
9615.ENSCAFP00000009756	O62639
9615.ENSCAFP00000022384	Q6SLL2
9615.ENSCAFP00000014146	Q95160
9615.ENSCAFP00000000330	Q9XT66
9615.ENSCAFP00000024397	E2QX17
9615.ENSCAFP00000027711	E2QZE2
9615.ENSCAFP00000011374	E2QZH8
9615.ENSCAFP00000004694	E2R2W3
9615.ENSCAFP00000005602	F6UTM0
9615.ENSCAFP00000020241	F6UUI0
9615.ENSCAFP00000004960	F6X604
9615.ENSCAFP00000020160	F6XEE7
9615.ENSCAFP00000004514	F6XIK8
9615.ENSCAFP00000031402	F6XUS8
9615.ENSCAFP00000003948	F6XXC7
9615.ENSCAFP00000011232	F6Y8P0
9615.ENSCAFP00000004364	Q4F734
9615.ENSCAFP00000027951	F1PJP7
9615.ENSCAFP00000018794	F1PLQ3
9615.ENSCAFP00000006647	F1PPC4
9615.ENSCAFP00000013243	F1PSR2
9615.ENSCAFP00000011541	F1PZF9
9615.ENSCAFP00000011506	F1PZH9
9615.ENSCAFP00000016617	F1Q1V1
9615.ENSCAFP00000030193	Q5MDH3
9615.ENSCAFP00000026569	F1P6A0
9615.ENSCAFP00000026563	F1P6A5
9615.ENSCAFP00000005925	F1P6K3
9615.ENSCAFP00000039420	F1P7W8
9615.ENSCAFP00000043103	F1PAP1
9615.ENSCAFP00000038629	F1PBA1
9615.ENSCAFP00000031073	F1PBR5
9615.ENSCAFP00000005624	F1PD84
9615.ENSCAFP00000007644	F1PDL7
9615.ENSCAFP00000026247	F1PDR8
9615.ENSCAFP00000002794	F1PEE3
9615.ENSCAFP00000005988	F1PIE0
9615.ENSCAFP00000013264	F1PQE2
9615.ENSCAFP00000001370	F1PS15
9615.ENSCAFP00000015586	F1PUL7
9615.ENSCAFP00000015579	F1PUM1
9615.ENSCAFP00000037879	F1PXM1
9615.ENSCAFP00000016025	F1PXT4
9615.ENSCAFP00000039089	F1PY98
9615.ENSCAFP00000020069	F1PZ72
9615.ENSCAFP00000004128	F1Q3T2
9615.ENSCAFP00000040283	F1Q3Y6
9615.ENSCAFP00000028740	Q9XSY8
9615.ENSCAFP00000030311	H8Y3R1
9615.ENSCAFP00000005258	E2QWV9
9615.ENSCAFP00000004755	E2QY16
9615.ENSCAFP00000037437	E2R0M4
9615.ENSCAFP00000016982	E2R0P1
9615.ENSCAFP00000011849	E2R0Y5
9615.ENSCAFP00000007423	Q8WMS4
9615.ENSCAFP00000030717	Q95LF1
9615.ENSCAFP00000010762	Q9GK43
9615.ENSCAFP00000018952	Q9N0N8
9615.ENSCAFP00000000041	D9ILX1
9615.ENSCAFP00000027709	E2QZG0
9615.ENSCAFP00000005519	F6V659
9615.ENSCAFP00000018009	F6UQQ0
9615.ENSCAFP00000000672	F6UU41
9615.ENSCAFP00000031764	F6V234
9615.ENSCAFP00000043048	F6V4P2
9615.ENSCAFP00000006072	F6V865
9615.ENSCAFP00000027563	F6XTD9
9615.ENSCAFP00000009247	F6XXI6
9615.ENSCAFP00000001313	F1PUF3
9615.ENSCAFP00000016326	F1Q0A0
9615.ENSCAFP00000024559	F1P607
9615.ENSCAFP00000002591	F1P6B7
9615.ENSCAFP00000021182	F1P6G2
9615.ENSCAFP00000021174	F1P6I0
9615.ENSCAFP00000031934	F1PAJ4
9615.ENSCAFP00000017280	F1PBR4
9615.ENSCAFP00000005655	F1PD63
9615.ENSCAFP00000029045	F1PDF9
9615.ENSCAFP00000019635	F1PDJ0
9615.ENSCAFP00000037902	F1PDY6
9615.ENSCAFP00000012748	F1PDZ7
9615.ENSCAFP00000000609	F1PGL8
9615.ENSCAFP00000014673	F1PGY7
9615.ENSCAFP00000005996	F1PID7
9615.ENSCAFP00000034072	F1PJ89
9615.ENSCAFP00000006803	F1PK45
9615.ENSCAFP00000022960	F1PN35
9615.ENSCAFP00000010936	F1PNX4
9615.ENSCAFP00000003783	F1PPQ1
9615.ENSCAFP00000001295	F1PQD5
9615.ENSCAFP00000003699	F1PS56
9615.ENSCAFP00000027621	F1PS69
9615.ENSCAFP00000015144	F1PSC3
9615.ENSCAFP00000003048	F1PUW6
9615.ENSCAFP00000020742	F1PV17
9615.ENSCAFP00000034653	F1PVK0
9615.ENSCAFP00000022184	F1PVR0
9615.ENSCAFP00000016998	F1PWP6
9615.ENSCAFP00000023646	F1PWW7
9615.ENSCAFP00000009783	F1PXZ0
9615.ENSCAFP00000009762	F1PXZ6
9615.ENSCAFP00000016658	F1Q1P6
9615.ENSCAFP00000016613	F1Q1V5
9615.ENSCAFP00000011264	F1Q4G6
9615.ENSCAFP00000022618	H9GWH6
9615.ENSCAFP00000011199	E2QWR6
9615.ENSCAFP00000016238	E2QXH0
9615.ENSCAFP00000011463	G3FJ97
9615.ENSCAFP00000019308	F1P8P8
9615.ENSCAFP00000017109	F1PF35
9615.ENSCAFP00000013669	F1PTC8
9615.ENSCAFP00000023187	F1PYG2
9615.ENSCAFP00000011202	J9JHE5
9615.ENSCAFP00000036363	J9NS88
9615.ENSCAFP00000004479	J9NSE6
9615.ENSCAFP00000002299	J9NSF2
9615.ENSCAFP00000040816	J9NSS5
9615.ENSCAFP00000036375	J9NT90
9615.ENSCAFP00000016143	J9NTZ6
9615.ENSCAFP00000004195	J9NUB4
9615.ENSCAFP00000036892	J9NUQ3
9615.ENSCAFP00000031866	J9NV56
9615.ENSCAFP00000037213	J9NVM1
9615.ENSCAFP00000038559	J9NZ39
9615.ENSCAFP00000019980	J9NZ80
9615.ENSCAFP00000041445	J9NZP1
9615.ENSCAFP00000038772	J9NZQ2
9615.ENSCAFP00000040452	J9P058
9615.ENSCAFP00000038966	J9P094
9615.ENSCAFP00000024933	J9P153
9615.ENSCAFP00000040491	J9P4L2
9615.ENSCAFP00000040759	J9P583
9615.ENSCAFP00000011896	J9P5Q1
9615.ENSCAFP00000041040	J9P5W0
9615.ENSCAFP00000041596	J9P7F9
9615.ENSCAFP00000041703	J9P7R4
9615.ENSCAFP00000041732	J9P7U3
9615.ENSCAFP00000004423	J9P8D2
9615.ENSCAFP00000042126	J9P8P7
9615.ENSCAFP00000042225	J9P8Z4
9615.ENSCAFP00000019637	J9PAC6
9615.ENSCAFP00000043129	J9PBF0
9615.ENSCAFP00000042042	J9PBJ9
9615.ENSCAFP00000012972	F1P925
9615.ENSCAFP00000030053	F1PBY4
9615.ENSCAFP00000014256	F1PDT0
9615.ENSCAFP00000015985	F1PJM2
9615.ENSCAFP00000025844	F1PML0
9615.ENSCAFP00000032400	F1PQ76
9615.ENSCAFP00000010248	F1PU02
9615.ENSCAFP00000038993	F1PUX5
9615.ENSCAFP00000030838	F1Q3K1
9615.ENSCAFP00000001091	F1Q404
9615.ENSCAFP00000036074	J9JHZ3
9615.ENSCAFP00000036994	J9NV03
9615.ENSCAFP00000037464	J9NWB9
9615.ENSCAFP00000037718	J9NWQ7
9615.ENSCAFP00000039710	J9P2D3
9615.ENSCAFP00000023034	J9P2X7
9615.ENSCAFP00000040108	J9P3H9
9615.ENSCAFP00000040116	J9P3I7
9615.ENSCAFP00000040148	J9P3L9
9615.ENSCAFP00000005701	J9P3Y5
9615.ENSCAFP00000041989	J9P8C0
9615.ENSCAFP00000042067	J9P8I8
9615.ENSCAFP00000042313	J9P980
9615.ENSCAFP00000042607	J9PA24
9615.ENSCAFP00000020728	Q7YRF5
9615.ENSCAFP00000030450	F6X4A4
9615.ENSCAFP00000012301	F6XCY4
9615.ENSCAFP00000040381	F6XK54
9615.ENSCAFP00000022809	F6Y689
