283166.BH00340	Q6G581
283166.BH01960	X5MEE6
283166.BH10030	X5LZW3
283166.BH09980	X5LZW0
283166.BH02200	X5M5V5
283166.BH00720	X5LY64
283166.BH13830	X5M5X4
283166.BH00610	X5M2W3
283166.BH12020	X5MHY9
283166.BH05790	X5MGS8
283166.BH16600	X5M6K3
283166.BH08400	X5LZN9
283166.BH10020	X5M537
283166.BH08080	X5M4M1
283166.BH02050	X5M5T7
283166.BH16680	X5MII5
283166.BH03040	Q6G4N6
283166.BH07920	Q6G3H7
283166.BH05800	Q6G400
283166.BH01720	Q6G4X7
283166.BH11920	Q6G2K7
283166.BH08600	Q6G3C3
283166.BH04580	Q6G4A8
283166.BH05330	Q6G445
283166.BH11780	Q6G2L9
283166.BH16410	Q6G1N5
283166.BH09940	Q6G320
283166.BH05540	Q6G425
283166.BH01140	Q6G530
283166.BH00130	Q6G599
283166.BH09070	Q6G379
283166.BH11190	Q6G2R0
283166.BH12780	Q6G5P1
283166.BH10590	Q6G2V7
283166.BH07780	Q6G3J0
283166.BH02940	Q6G4P5
283166.BH13920	Q6G273
283166.BH03520	Q6G4J0
283166.BH06940	Q6G3Q8
283166.BH05560	Q6G423
283166.BH13250	Q6G2C1
283166.BH00890	Q6G5H8
283166.BH11660	Q6G2N0
283166.BH02730	Q6G4R1
283166.BH15300	Q6G1X1
283166.BH11180	Q6G2R1
283166.BH06160	Q6G3W9
283166.BH14320	Q6G236
283166.BH12500	Q6G2F9
283166.BH12150	Q6G2I9
283166.BH12090	Q6G2J2
283166.BH08950	Q6G388
283166.BH07450	Q6G3M2
283166.BH06420	Q6G3V5
283166.BH04920	Q6G476
283166.BH06850	Q6G4G8
283166.BH03670	Q6G4H6
283166.BH03150	Q6G4M6
283166.BH01310	Q6G513
283166.BH00700	Q6G551
283166.BH02050	Q6G5G3
283166.BH04050	Q6G5K0
283166.BH16010	Q6G5S8
283166.BH15620	Q6G1T9
283166.BH14010	Q6G265
283166.BH08980	Q6G387
283166.BH07990	Q6G3H0
283166.BH03250	Q6G4L6
283166.BH14920	Q6G5Q8
283166.BH14860	Q6G5R4
283166.BH09520	Q6G5S2
283166.BH16180	Q6G1Q6
283166.BH07190	Q6G3N4
283166.BH04810	Q6G487
283166.BH04000	Q6G4E5
283166.BH02600	Q6G4S3
283166.BH01290	Q6G515
283166.BH03220	Q6G4L9
283166.BH07050	Q6G3P8
283166.BH03330	Q6G4K9
283166.BH12910	Q6G2E3
283166.BH06730	Q6G3S8
283166.BH10010	Q6G313
283166.BH15800	Q6G1S1
283166.BH09680	Q6G341
283166.BH08800	Q6G3A3
283166.BH07480	Q6G3L9
283166.BH06780	Q6G3S3
283166.BH08470	Q6G5D5
283166.BH02780	Q6G4Q6
283166.BH12160	Q6G2I8
283166.BH13440	Q6G2A2
283166.BH12980	Q6G2D7
283166.BH11170	Q6G2R2
283166.BH10910	Q6G2T5
283166.BH09250	Q6G364
283166.BH03080	Q6G4N2
283166.BH00450	Q6G573
283166.BH15040	Q6G1Z5
283166.BH12850	Q6G2E8
283166.BH06720	Q6G3S9
283166.BH03970	Q6G4E8
283166.BH08450	Q6G5D7
283166.BH00920	Q6G5H5
283166.BH12000	Q6G2K0
283166.BH07870	Q6G3I1
283166.BH02170	Q6G4W5
283166.BH13500	Q6G297
283166.BH05780	Q6G402
283166.BH05760	Q6G404
283166.BH03590	Q6G4I4
283166.BH12970	Q6G2D8
283166.BH07570	Q6G3L0
283166.BH04940	Q6G474
283166.BH02550	Q6G4S8
283166.BH06200	Q6G5D1
283166.BH13020	Q6G2D4
283166.BH10080	Q6G307
283166.BH08640	Q6G3B9
283166.BH05970	Q6G3Y5
283166.BH04900	Q6G478
283166.BH04520	Q6G4B4
283166.BH03320	Q6G4L0
283166.BH02740	Q6G4R0
283166.BH14210	Q6G245
283166.BH08810	Q6G3A2
283166.BH03780	Q6G4G6
283166.BH03170	Q6G4M4
283166.BH13810	Q6G283
283166.BH13540	Q6G295
283166.BH13160	Q6G2C9
283166.BH07160	Q6G3N7
283166.BH00140	Q6G598
283166.BH14530	Q6G216
283166.BH09670	Q6G342
283166.BH04100	Q6G5J6
283166.BH12250	Q6G2I1
283166.BH11930	Q6G2K6
283166.BH08840	Q6G399
283166.BH06120	Q6G3X3
283166.BH05440	Q6G435
283166.BH02950	Q6G4P4
283166.BH02560	Q6G4S7
283166.BH00730	Q6G548
283166.BH00090	Q6G5A3
283166.BH16630	Q6G1L4
283166.BH15470	Q6G1V4
283166.BH16660	Q6G1L1
283166.BH11360	Q6G2P5
283166.BH07860	Q6G3I2
283166.BH05690	Q6G411
283166.BH14650	Q6G206
283166.BH12810	Q6G2F2
283166.BH12520	Q6G2F7
283166.BH12140	Q6G2J0
283166.BH10150	Q6G300
283166.BH08050	Q6G3G8
283166.BH03680	Q6G4H5
283166.BH03210	Q6G4M0
283166.BH09280	Q6G361
283166.BH07420	Q6G3M5
283166.BH01910	Q6G5I5
283166.BH13200	Q6G2C5
283166.BH06340	Q6G3W3
283166.BH03130	Q6G4M8
283166.BH01600	Q6G4Y8
283166.BH01130	Q6G531
283166.BH01870	Q6G5J2
283166.BH04160	Q6G5K7
283166.BH04250	Q6G4E1
283166.BH06840	Q6G3R8
283166.BH02850	Q6G4Q4
283166.BH12040	Q6G2J7
283166.BH05620	Q6G418
283166.BH05480	Q6G431
283166.BH02440	Q6G4T8
283166.BH16070	Q6G5B8
283166.BH13140	Q6G2D0
283166.BH14460	Q6G223
283166.BH09370	Q6G352
283166.BH13400	Q6G2A6
283166.BH09720	Q6G337
283166.BH06850	Q6G3R7
283166.BH05520	Q6G427
283166.BH04730	Q6G495
283166.BH01770	Q6G4X2
283166.BH00570	Q6G562
283166.BH00900	Q6G5H7
283166.BH02450	Q6G4T7
283166.BH07250	Q6G3M8
283166.BH15850	Q6G1R6
283166.BH16620	Q6G1L5
283166.BH14610	Q6G208
283166.BH14100	Q6G256
283166.BH13860	Q6G278
283166.BH12180	Q6G2I6
283166.BH05650	Q6G415
283166.BH01280	Q6G516
283166.BH06210	Q6G5D0
283166.BH16160	Q6G1Q8
283166.BH08820	Q6G3A1
283166.BH02490	Q6G4T4
283166.BH05170	Q6G5H0
283166.BH05510	Q6G428
283166.BH00300	Q6G585
283166.BH15100	Q6G1Y9
283166.BH07740	Q6G3J4
283166.BH03390	Q6G4K3
283166.BH12470	Q6G2G1
283166.BH12290	Q6G2H7
283166.BH11650	Q6G2N1
283166.BH10990	Q6G2S7
283166.BH09850	Q6G324
283166.BH09180	Q6G370
283166.BH08730	Q6G3B0
283166.BH07610	Q6G3K6
283166.BH06810	Q6G3S1
283166.BH06780	Q6G3T0
283166.BH04850	Q6G483
283166.BH03650	Q6G4H8
283166.BH00640	Q6G555
283166.BH13590	Q6G290
283166.BH12510	Q6G2F8
283166.BH07000	Q6G3Q3
283166.BH00580	Q6G561
283166.BH00870	Q6G5I0
283166.BH08090	Q6G3G4
283166.BH04840	Q6G484
283166.BH04680	Q6G4A0
283166.BH00530	Q6G566
283166.BH05140	Q6G5G5
283166.BH00190	Q6G593
283166.BH12050	Q6G2J6
283166.BH10240	Q6G2Z2
283166.BH09200	Q6G369
283166.BH08830	Q6G3A0
283166.BH06450	Q6G3V2
283166.BH06360	Q6G3W1
283166.BH13230	Q6G2C2
283166.BH01100	Q6G534
283166.BH12840	Q6G2E9
283166.BH10060	Q6G309
283166.BH05380	Q6G440
283166.BH01810	Q6G5J4
283166.BH06740	Q6G3S7
283166.BH00320	Q6G583
283166.BH15380	Q6G1W3
283166.BH04550	Q6G4B1
283166.BH14430	Q6G225
283166.BH13900	Q6G274
283166.BH13420	Q6G2A4
283166.BH11710	Q6G2M6
283166.BH08910	Q6G392
283166.BH07180	Q6G3N5
283166.BH02520	Q6G4T1
283166.BH04030	Q6G5K2
283166.BH04490	Q6G4B7
283166.BH15750	Q6G1S6
283166.BH14380	Q6G230
283166.BH14190	Q6G247
283166.BH12550	Q6G2F5
283166.BH12300	Q6G2H6
283166.BH00600	Q6G559
283166.BH05850	Q6G3Z5
283166.BH14200	Q6G246
283166.BH03470	Q6G4J5
283166.BH15480	Q6G1V3
283166.BH14570	Q6G212
283166.BH13220	Q6G2C3
283166.BH09840	Q6G325
283166.BH07080	Q6G3P5
283166.BH00480	Q6G571
283166.BH00210	Q6G591
283166.BH01750	Q6G4X4
283166.BH09960	Q6G318
283166.BH15260	Q6G1X5
283166.BH14670	Q6G204
283166.BH08150	Q6G3F8
283166.BH03370	Q6G4K5
283166.BH02530	Q6G4T0
283166.BH15490	Q6G1V2
283166.BH02700	Q6G4R3
283166.BH16480	Q6G1M8
283166.BH11420	Q6G2N9
283166.BH00860	Q6G5I1
283166.BH14170	Q6G249
283166.BH10730	Q6G2U8
283166.BH03490	Q6G4J3
283166.BH14090	Q6G257
283166.BH05040	Q6G464
283166.BH11830	Q6G2L4
283166.BH10900	Q3V7Q9
283166.BH04260	Q6G4E0
283166.BH11160	Q6G2R3
283166.BH05730	Q6G407
283166.BH15000	Q6G1Z9
283166.BH14710	Q6G5Q1
283166.BH15240	Q6G1X7
283166.BH14290	Q6G239
283166.BH12280	Q6G2H8
283166.BH11010	Q6G2S5
283166.BH10180	Q6G2Z7
283166.BH06670	Q6G3T4
283166.BH06480	Q6G3U9
283166.BH02640	Q6G4R9
283166.BH02320	Q6G4V0
283166.BH09460	Q6G5N0
283166.BH05200	Q6G5G7
283166.BH09160	Q6G371
283166.BH00410	Q6G576
283166.BH11200	Q6G2Q9
283166.BH14300	Q6G238
283166.BH13390	Q6G2A7
283166.BH12890	Q6G2E5
283166.BH11970	Q6G2K2
283166.BH10310	Q6G2Y5
283166.BH06640	Q6G3T7
283166.BH06430	Q6G3V4
283166.BH01030	Q6G539
283166.BH09450	Q6G5N1
283166.BH16520	Q6G1M5
283166.BH00180	Q6G594
283166.BH11740	Q6G2M3
283166.BH08750	Q6G3A8
283166.BH08480	Q6G3D4
283166.BH07890	Q6G3I0
283166.BH04560	Q6G4B0
283166.BH03660	Q6G4H7
283166.BH03020	Q6G4N8
283166.BH02390	Q6G4U3
283166.BH07280	Q6G3M7
283166.BH05740	Q6G406
283166.BH15400	Q6G1W1
283166.BH00240	Q6G590
283166.BH14400	Q6G228
283166.BH12360	Q6G2H0
283166.BH11730	Q6G2M4
283166.BH10920	Q6G2T4
283166.BH09010	Q6G385
283166.BH07140	Q6G3N9
283166.BH03270	Q6G4L5
283166.BH14780	Q6G5P8
283166.BH04670	Q6G4A1
283166.BH06600	Q6G3U0
283166.BH12720	Q6G5N9
283166.BH05410	Q3V7R0
283166.BH16650	Q6G1L2
283166.BH13470	Q6G2A0
283166.BH12060	Q6G2J5
283166.BH06260	Q6G5C5
283166.BH04190	Q6G5K4
283166.BH13980	Q6G268
283166.BH11810	Q6G2L6
283166.BH16230	Q6G1Q1
283166.BH11370	Q6G2P4
283166.BH16310	Q6G1P4
283166.BH15120	Q6G1Y7
283166.BH14600	Q6G209
283166.BH14020	Q6G264
283166.BH11400	Q6G2P1
283166.BH09610	Q6G347
283166.BH06440	Q6G3V3
283166.BH16090	Q6G5B6
283166.BH08440	Q6G5D8
283166.BH14720	Q6G5Q0
283166.BH10090	Q6G306
283166.BH05600	Q6G420
283166.BH01950	Q6G5T9
283166.BH15640	Q6G1T7
283166.BH14980	Q6G201
283166.BH14490	Q6G220
283166.BH01230	Q6G521
283166.BH16060	Q6G5B9
283166.BH13570	Q6G292
283166.BH11870	Q6G2L0
283166.BH11760	Q6G2M1
283166.BH11060	Q6G2S1
283166.BH05230	Q6G454
283166.BH01510	Q6G4Z7
283166.BH02340	Q6G4U8
283166.BH12310	Q6G2H5
283166.BH15170	Q6G1Y4
283166.BH12210	Q6G2I4
283166.BH02420	Q6G4U0
283166.BH01360	Q6G510
283166.BH01080	Q6G536
283166.BH08280	Q6G3E5
283166.BH13180	Q6G2C7
283166.BH01780	Q6G4X1
283166.BH00590	Q6G560
283166.BH14790	Q6G5P4
283166.BH15860	Q6G1R5
283166.BH11410	Q6G2P0
283166.BH11090	Q6G2R8
283166.BH10860	Q6G2T8
283166.BH10000	Q6G314
283166.BH09130	Q6G373
283166.BH07710	Q6G3J7
283166.BH07150	Q6G3N8
283166.BH05660	Q6G414
283166.BH05420	Q6G437
283166.BH02930	Q6G4P6
283166.BH01670	Q6G4Y1
283166.BH00440	Q6G574
283166.BH11350	Q6G2P6
283166.BH04600	Q6G4A6
283166.BH12320	Q6G2H4
283166.BH14330	Q6G235
283166.BH11300	Q6G2P9
283166.BH09990	Q6G315
283166.BH08310	Q6G3E2
283166.BH03460	Q6G4J6
283166.BH14050	Q6G261
283166.BH09860	Q6G323
283166.BH09780	Q6G331
283166.BH09120	Q6G374
283166.BH07800	Q6G3I8
283166.BH03800	Q6G4G4
283166.BH07400	Q6G5C0
283166.BH00810	Q6G5E6
283166.BH00880	Q6G5H9
283166.BH12690	Q6G5M4
283166.BH09060	Q6G380
283166.BH07290	Q6G5C2
283166.BH14390	Q6G229
283166.BH15450	Q6G1V6
283166.BH13170	Q6G2C8
283166.BH11790	Q6G2L8
283166.BH04710	Q6G497
283166.BH12170	Q6G2I7
283166.BH02910	Q6G4P8
283166.BH11290	Q6G2Q0
283166.BH04370	Q6G4C9
283166.BH02040	Q6G5G4
283166.BH16130	Q6G1R1
283166.BH14590	Q6G210
283166.BH11310	Q6G2P8
283166.BH11150	Q6G2R4
283166.BH08330	Q6G3E0
283166.BH16580	Q6G1L9
283166.BH06190	Q6G5D3
283166.BH09570	Q6G5R8
283166.BH11890	Q6G2K8
283166.BH09380	Q6G351
283166.BH02270	Q6G4V5
283166.BH13560	Q6G293
283166.BH01190	Q6G525
283166.BH13990	Q6G267
283166.BH10130	Q6G302
283166.BH09320	Q6G357
283166.BH04510	Q6G4B5
283166.BH14880	Q6G5R2
283166.BH16390	Q6G1N7
283166.BH11960	Q6G2K3
283166.BH11080	Q6G2R9
283166.BH09310	Q6G358
283166.BH06560	Q6G3U3
283166.BH15560	Q6G1U5
283166.BH14500	Q6G219
283166.BH14080	Q6G258
283166.BH12870	Q6G2E6
283166.BH11750	Q6G2M2
283166.BH01490	Q6G4Z9
283166.BH01250	Q6G519
283166.BH16540	Q6G1M3
283166.BH16320	Q6G1P3
283166.BH10620	Q6G2V4
283166.BH06700	Q6G3T1
283166.BH03510	Q6G4J1
283166.BH00170	Q6G595
283166.BH00070	Q6G5A5
283166.BH06280	Q6G5C3
283166.BH10030	Q6G311
283166.BH01940	Q6G5U0
283166.BH13120	Q6G2D1
283166.BH13360	Q6G2B0
283166.BH02610	Q6G4S2
283166.BH16440	Q6G1N2
283166.BH05980	Q6G3Y4
283166.BH04780	Q6G490
283166.BH04010	Q6G5J5
283166.BH14990	Q6G200
283166.BH12560	Q6G2F4
283166.BH08990	Q6G386
283166.BH15870	Q6G1R4
283166.BH07600	Q6G3K7
283166.BH07500	Q6G3L7
283166.BH07460	Q6G3M1
283166.BH05020	Q6G466
283166.BH01350	Q6G511
283166.BH01270	Q6G517
283166.BH00620	Q6G557
283166.BH03760	Q6G4G7
283166.BH02650	Q6G4R8
283166.BH08610	Q6G3C2
283166.BH00050	Q6G5A7
283166.BH11880	Q6G2K9
283166.BH09220	Q6G367
283166.BH04590	Q6G4A7
283166.BH07430	Q6G3M4
283166.BH08560	Q6G3C7
283166.BH09290	Q6G360
283166.BH09030	Q6G383
283166.BH06770	Q6G3S4
283166.BH04540	Q6G4B2
283166.BH03910	Q6G4F4
283166.BH01500	Q6G4Z8
283166.BH01410	Q6G506
283166.BH01220	Q6G522
283166.BH01160	Q6G528
283166.BH14730	Q6G5P9
283166.BH03400	Q6G4K2
283166.BH11990	Q6G2K1
283166.BH16140	Q6G1R0
283166.BH11110	Q6G2R6
283166.BH11020	Q6G2S4
283166.BH10810	Q6G2U3
283166.BH09650	Q6G344
283166.BH08030	Q6G3G9
283166.BH06470	Q6G3V0
283166.BH05350	Q6G443
283166.BH04500	Q6G4B6
283166.BH03290	Q6G4L3
283166.BH16470	Q6G1M9
283166.BH14250	Q6G241
283166.BH12270	Q6G2H9
283166.BH08690	Q6G3B4
283166.BH08060	Q6G3G7
283166.BH07020	Q6G3Q1
283166.BH05450	Q6G434
283166.BH00510	Q6G568
283166.BH15990	Q6G5S3
283166.BH06950	Q6G3Q7
283166.BH03450	Q6G4J7
283166.BH02970	Q6G4P2
283166.BH04390	Q6G4C7
283166.BH00250	Q6G589
283166.BH16530	Q6G1M4
283166.BH10100	Q6G305
283166.BH13430	Q6G2A3
283166.BH06960	Q6G3Q6
283166.BH16610	Q6G1L6
283166.BH14240	Q6G242
283166.BH05770	Q6G403
283166.BH03830	Q6G4G1
283166.BH02750	Q6G4Q9
283166.BH11100	Q6G2R7
283166.BH04480	Q6G4B8
283166.BH13840	Q6G280
283166.BH14040	Q6G262
283166.BH03090	Q6G4N1
283166.BH02230	Q6G4V9
283166.BH01650	Q6G4Y3
283166.BH00390	Q6G578
283166.BH00120	Q6G5A0
283166.BH04170	Q6G5K6
283166.BH08660	Q6G3B7
283166.BH08580	Q6G3C5
283166.BH06790	Q6G3S2
283166.BH13950	Q6G271
283166.BH13830	Q6G281
283166.BH07170	Q6G3N6
283166.BH16100	Q6G5B5
283166.BH14480	Q6G221
283166.BH05100	Q6G458
283166.BH04270	Q6G4D9
283166.BH01760	Q6G4X3
283166.BH13970	Q6G269
283166.BH15030	Q6G1Z6
283166.BH08080	Q6G3G5
283166.BH01800	Q6G4W9
283166.BH16490	Q6G1M7
283166.BH16250	Q6G1P9
283166.BH13880	Q6G276
283166.BH09300	Q6G359
283166.BH09020	Q6G384
283166.BH08740	Q6G3A9
283166.BH08510	Q6G3D1
283166.BH07510	Q6G3L6
283166.BH07040	Q6G3P9
283166.BH03930	Q6G4F2
283166.BH02410	Q6G4U1
283166.BH02210	Q6G4W1
283166.BH11620	Q6G5L8
283166.BH02000	Q6G5U1
283166.BH15630	Q6G1T8
283166.BH09950	Q6G319
283166.BH11470	Q6G2N5
283166.BH16120	Q6G1R2
283166.BH05630	Q6G417
283166.BH16280	Q6G1P7
283166.BH12900	Q6G2E4
283166.BH10840	Q6G2U0
283166.BH05810	Q6G3Z9
283166.BH03900	Q6G4F5
283166.BH09550	Q6G5S0
283166.BH03160	Q6G4M5
283166.BH12230	Q6G2I2
283166.BH13310	Q6G2B5
283166.BH05460	Q6G433
283166.BH04460	Q6G4C0
283166.BH03310	Q6G4L1
283166.BH01520	Q6G4Z6
283166.BH12930	Q6G2E1
283166.BH08620	Q6G3C1
283166.BH05430	Q6G436
283166.BH04970	Q6G471
283166.BH03580	Q6G4I5
283166.BH15760	Q6G1S5
283166.BH14070	Q6G259
283166.BH13290	Q6G2B7
283166.BH10850	Q6G2T9
283166.BH01790	Q6G4X0
283166.BH01240	Q6G520
283166.BH01010	Q6G541
283166.BH01850	Q6G5I9
283166.BH05250	Q6G452
283166.BH11570	Q6G5M2
283166.BH05270	Q6G450
283166.BH16200	Q6G1Q4
283166.BH05340	Q6G444
283166.BH04070	Q6G5J8
283166.BH13820	Q6G282
283166.BH11950	Q6G2K4
283166.BH09270	Q6G362
283166.BH08270	Q6G3E6
283166.BH06400	Q6G3V7
283166.BH06330	Q6G3W4
283166.BH01440	Q6G504
283166.BH12700	Q6G5N6
283166.BH11820	Q6G2L5
283166.BH15440	Q6G1V7
283166.BH16350	Q6G1P0
283166.BH11000	Q6G2S6
283166.BH04980	Q6G470
283166.BH03110	Q6G4N0
283166.BH03530	Q6G4I9
283166.BH02160	Q6G4W6
283166.BH11070	Q6G2S0
283166.BH15230	Q6G1X8
283166.BH11840	Q6G2L3
283166.BH11050	Q6G2S2
283166.BH03600	Q6G4I3
283166.BH03480	Q6G4J4
283166.BH02890	Q6G4Q0
283166.BH02400	Q6G4U2
283166.BH04610	Q6G4A5
283166.BH08160	Q6G3F7
283166.BH13550	Q6G294
283166.BH16240	Q6G1Q0
283166.BH15510	Q6G1V0
283166.BH13870	Q6G277
283166.BH13030	Q6G2D3
283166.BH10580	Q6G2V8
283166.BH01470	Q6G501
283166.BH07300	Q6G5C1
283166.BH11540	Q6G5L5
283166.BH15770	Q6G1S4
283166.BH15220	Q6G1X9
283166.BH15090	Q6G1Z0
283166.BH14030	Q6G263
283166.BH11530	Q6G2N2
283166.BH04760	Q6G492
283166.BH03950	Q6G4F0
283166.BH12730	Q6G5N8
283166.BH12710	Q6G5P0
283166.BH14220	Q6G244
283166.BH07950	Q6G3H4
283166.BH15420	Q6G1V9
283166.BH06590	Q6G3U1
283166.BH05860	Q6G3Z4
283166.BH04750	Q6G493
283166.BH01690	Q6G4Y0
283166.BH11380	Q6G2P3
283166.BH08650	Q6G3B8
283166.BH08590	Q6G3C4
283166.BH06910	Q6G3R1
283166.BH05840	Q6G3Z6
283166.BH04310	Q6G4D5
283166.BH01460	Q6G502
283166.BH14540	Q6G215
283166.BH07840	Q6G3I4
283166.BH05370	Q6G441
283166.BH16030	Q6G5B4
283166.BH14950	Q6G5Q5
283166.BH01980	Q6G5T5
283166.BH02090	Q6G5F9
283166.BH04630	Q6G4A3
283166.BH00430	Q6G575
283166.BH16050	Q6G5B2
283166.BH04660	Q6G4A2
283166.BH16460	Q6G1N0
283166.BH02380	Q6G4U4
283166.BH10940	Q6G2T2
283166.BH08100	Q6G3G3
283166.BH06920	Q6G3R0
283166.BH02680	Q6G4R5
283166.BH13210	Q6G2C4
283166.BH11670	Q6G2M9
283166.BH14930	Q6G5Q7
283166.BH04180	Q6G5K5
283166.BH16400	Q6G1N6
283166.BH03820	Q6G4G2
283166.BH15080	Q6G1Z1
283166.BH10950	Q6G2T1
283166.BH10880	Q6G2T7
283166.BH09330	Q6G356
283166.BH08250	Q6G3E8
283166.BH03200	Q6G4M1
283166.BH03070	Q6G4N3
283166.BH00150	Q6G597
283166.BH00770	Q6G5E8
283166.BH00790	Q6G5F2
283166.BH12960	Q6G2D9
283166.BH08370	Q6G3D6
283166.BH08290	Q6G3E4
283166.BH07210	Q6G3N2
283166.BH05490	Q6G430
283166.BH04620	Q6G4A4
283166.BH03060	Q6G4N4
283166.BH08300	Q6G3E3
283166.BH07930	Q6G3H6
283166.BH14700	Q6G5Q2
283166.BH13960	Q6G270
283166.BH13580	Q6G291
283166.BH12070	Q6G2J4
283166.BH08720	Q6G3B1
283166.BH08530	Q6G3C9
283166.BH07070	Q6G3P6
283166.BH02630	Q6G4S0
283166.BH01660	Q6G4Y2
283166.BH02020	Q6G5F4
283166.BH15880	Q6G5T4
283166.BH16430	Q6G1N3
283166.BH10600	Q6G2V6
283166.BH08680	Q6G3B5
283166.BH04700	Q6G498
283166.BH09390	Q6G350
283166.BH09340	Q6G355
283166.BH03500	Q6G4J2
283166.BH00500	Q6G569
283166.BH04200	Q6G5L3
283166.BH12950	Q6G2E0
283166.BH07010	Q6G3Q2
283166.BH02540	Q6G4S9
283166.BH07200	Q6G3N3
283166.BH03380	Q6G4K4
283166.BH03360	Q6G4K6
283166.BH01890	Q6G5I7
283166.BH15500	Q6G1V1
283166.BH16590	Q6G1L8
283166.BH07060	Q6G3P7
283166.BH12990	Q6G2D6
283166.BH08760	Q6G3A7
283166.BH08130	Q6G3G0
283166.BH07720	Q6G3J6
283166.BH06680	Q6G3T3
283166.BH04720	Q6G496
283166.BH03050	Q6G4N5
283166.BH02280	Q6G4V4
283166.BH00630	Q6G556
283166.BH00060	Q6G5A6
283166.BH11630	Q6G5L7
283166.BH02500	Q6G4T3
283166.BH15060	Q6G1Z3
283166.BH09210	Q6G368
283166.BH07680	Q6G3J9
283166.BH07410	Q6G3M6
283166.BH06990	Q6G3Q4
283166.BH05590	Q6G421
283166.BH03240	Q6G4L7
283166.BH15740	Q6G1S7
283166.BH12330	Q6G2H3
283166.BH03840	Q6G4G0
283166.BH11460	Q6G2N6
283166.BH06050	Q6G3Y0
283166.BH09350	Q6G354
283166.BH09750	Q6G334
283166.BH12260	Q6G2I0
283166.BH09830	Q6G326
283166.BH04570	Q6G4A9
283166.BH06130	Q6G3X2
283166.BH10160	Q6G2Z9
283166.BH04120	Q6G5L1
283166.BH08170	Q6G3F6
283166.BH06690	Q6G3T2
283166.BH09480	Q6G5M8
283166.BH04380	Q6G4C8
283166.BH13890	Q6G275
283166.BH05500	Q6G429
283166.BH16700	Q6G1K7
283166.BH16420	Q6G1N4
283166.BH12410	Q6G2G6
283166.BH07910	Q6G3H8
283166.BH06750	Q6G3S6
283166.BH02620	Q6G4S1
283166.BH10970	Q6G2S9
283166.BH11430	Q6G2N8
283166.BH08630	Q6G3C0
283166.BH07530	Q6G3L4
283166.BH03280	Q6G4L4
283166.BH01740	Q6G4X5
283166.BH00270	Q6G587
283166.BH16330	Q6G1P2
283166.BH10660	Q6G2V0
283166.BH15600	Q6G1U1
283166.BH15130	Q6G1Y6
283166.BH09620	Q6G346
283166.BH02470	Q6G4T5
283166.BH15890	Q6G5T3
283166.BH06930	Q6G3Q9
283166.BH02570	Q6G4S6
283166.BH00780	Q6G5E7
283166.BH15520	Q6G1U9
283166.BH13410	Q6G2A5
283166.BH11690	Q6G2M8
283166.BH08120	Q6G3G1
283166.BH06150	Q6G3X0
283166.BH06900	Q6G3R2
283166.BH16040	Q6G5B3
283166.BH04960	Q6G472
283166.BH15780	Q6G1S3
283166.BH08700	Q6G3B3
283166.BH04830	Q6G485
283166.BH04240	Q6G4E2
283166.BH00610	Q6G558
283166.BH07730	Q6G3J5
283166.BH04990	Q6G469
283166.BH12430	Q6G2G4
283166.BH10750	Q6G2U6
283166.BH08710	Q6G3B2
283166.BH07560	Q6G3L1
283166.BH04890	Q6G479
283166.BH03850	Q6G4F9
283166.BH08900	Q6G393
283166.BH02200	Q6G4W2
283166.BH12200	Q6G2I5
283166.BH08570	Q6G3C6
283166.BH06320	Q6G3W5
283166.BH14510	Q6G218
283166.BH04330	Q6G4D3
283166.BH15530	Q6G1U8
283166.BH11280	Q6G2Q1
283166.BH10760	Q6G2U5
283166.BH06820	Q6G3S0
283166.BH03620	Q6G4I1
283166.BH01120	Q6G532
283166.BH12340	Q6G2H2
283166.BH10050	Q6G310
283166.BH11720	Q6G2M5
283166.BH09040	Q6G382
283166.BH15790	Q6G1S2
283166.BH15360	Q6G1W5
283166.BH10640	Q6G2V2
283166.BH09640	Q6G345
283166.BH09260	Q6G363
283166.BH07960	Q6G3H3
283166.BH14940	Q6G5Q6
283166.BH14960	Q6G5Q4
283166.BH13010	Q6G2D5
283166.BH15190	Q6G1Y2
283166.BH11940	Q6G2K5
283166.BH07440	Q6G3M3
283166.BH04860	Q6G482
283166.BH01710	Q6G4X8
283166.BH00380	Q6G579
283166.BH16510	Q6G1M6
283166.BH14270	Q6G240
283166.BH16270	Q6G1P8
283166.BH10170	Q6G2Z8
283166.BH09760	Q6G333
283166.BH03540	Q6G4I8
283166.BH06180	Q6G5D2
283166.BH01860	Q6G5I8
283166.BH13090	Q6G2D2
283166.BH10610	Q6G2V5
283166.BH01730	Q6G4X6
283166.BH13490	Q6G298
283166.BH09360	Q6G353
283166.BH07220	Q6G3N1
283166.BH04690	Q6G499
283166.BH01830	Q6G5J1
283166.BH03140	Q6G4M7
283166.BH01700	Q6G4X9
283166.BH05830	Q6G3Z7
283166.BH10570	Q6G2V9
283166.BH11640	Q6G5L6
283166.BH05260	Q6G451
283166.BH04470	Q6G4B9
283166.BH03440	Q6G4J8
283166.BH01960	Q6G5T8
283166.BH09140	Q6G372
283166.BH06350	Q6G3W2
283166.BH14110	Q6G255
283166.BH07940	Q6G3H5
283166.BH03190	Q6G4M2
283166.BH15430	Q6G1V8
283166.BH09700	Q6G339
283166.BH08070	Q6G3G6
283166.BH06540	Q6G3U5
283166.BH05910	Q6G3Z0
283166.BH05470	Q6G432
