267671.LIC10846	Q72U18
267671.LIC12921	Q72NB4
267671.LIC12608	Q72P68
267671.LIC12515	Q72PF6
267671.LIC12454	Q72PL6
267671.LIC11530	Q72S56
267671.LIC11339	Q72SP0
267671.LIC10773	Q72U88
267671.LIC10684	Q72UH3
267671.LIC11062	Q72TF9
267671.LIC10821	Q72U43
267671.LIC12578	Q72P97
267671.LIC10073	Q72W64
267671.LIC20276	Q75FB8
267671.LIC20257	Q75FD7
267671.LIC10400	Q72VA1
267671.LIC10277	Q72VM0
267671.LIC20249	Q75FE5
267671.LIC20122	Q75FR0
267671.LIC12481	Q72PJ0
267671.LIC12467	Q72PK4
267671.LIC10180	Q72VW6
267671.LIC13435	Q72LV8
267671.LIC12803	Q72NM9
267671.LIC12698	Q72NY0
267671.LIC12670	Q72P07
267671.LIC12653	Q72P23
267671.LIC12157	Q72QF5
267671.LIC12051	Q72QR1
267671.LIC11926	Q72R25
267671.LIC11653	Q72RT7
267671.LIC11534	Q72S52
267671.LIC11103	Q72TB8
267671.LIC11095	Q72TC6
267671.LIC11052	Q72TG9
267671.LIC10904	Q72TW0
267671.LIC10628	Q72UM9
267671.LIC12398	Q72PR9
267671.LIC13091	Q72MU8
267671.LIC11693	Q72RQ1
267671.LIC11102	Q72TB9
267671.LIC10889	Q72TX5
267671.LIC10879	Q72TY5
267671.LIC10857	Q72U07
267671.LIC13216	Q72MH1
267671.LIC12843	Q72NJ1
267671.LIC13341	Q72M50
267671.LIC10197	Q72VU9
267671.LIC20140	Q75FP2
267671.LIC12956	Q72N81
267671.LIC13231	Q72MF6
267671.LIC13350	Q72M41
267671.LIC12709	Q72NW9
267671.LIC12604	Q72P72
267671.LIC12369	Q72PU8
267671.LIC12226	Q72Q86
267671.LIC12079	Q72QN4
267671.LIC12058	Q72QQ5
267671.LIC11819	Q72RC7
267671.LIC11700	Q72RP4
267671.LIC11481	Q72SA3
267671.LIC11382	Q72SJ9
267671.LIC11253	Q72SW9
267671.LIC11230	Q72SZ2
267671.LIC11106	Q72TB5
267671.LIC10961	Q72TQ6
267671.LIC10781	Q72U80
267671.LIC10259	Q72VN7
267671.LIC10251	Q72VP5
267671.LIC20186	Q75FJ6
267671.LIC20112	Q75FR9
267671.LIC10194	Q72VV2
267671.LIC12307	Q72Q08
267671.LIC10554	Q72UV3
267671.LIC10079	Q72W58
267671.LIC13210	Q72MH7
267671.LIC12827	Q72NK7
267671.LIC12206	Q72QA6
267671.LIC11752	Q72RJ3
267671.LIC11410	Q72SH2
267671.LIC10328	Q72VG9
267671.LIC12531	Q72PE0
267671.LIC12212	Q72QA0
267671.LIC12779	Q72NQ3
267671.LIC12748	Q72NT1
267671.LIC12198	Q72QB4
267671.LIC12056	Q72QQ6
267671.LIC12035	Q72QS4
267671.LIC11524	Q72S62
267671.LIC11494	Q72S90
267671.LIC11194	Q72T27
267671.LIC11127	Q72T94
267671.LIC11037	Q72TI4
267671.LIC11685	Q72RQ9
267671.LIC10827	Q72U37
267671.LIC10409	Q72V92
267671.LIC12053	Q72QQ9
267671.LIC12034	Q72QS5
267671.LIC11015	Q72TK4
267671.LIC10920	Q72TU6
267671.LIC13265	Q72MC3
267671.LIC10530	Q72UX7
267671.LIC10257	Q72VN9
267671.LIC10105	Q72W35
267671.LIC20077	Q75FV4
267671.LIC20031	Q75G14
267671.LIC12904	Q72ND0
267671.LIC12491	Q72PI0
267671.LIC11482	Q72SA2
267671.LIC12574	Q72PA1
267671.LIC12263	Q72Q50
267671.LIC11407	Q72SH5
267671.LIC11145	Q72T76
267671.LIC12983	Q72N55
267671.LIC11847	Q72RA1
267671.LIC11289	Q72ST5
267671.LIC11266	Q72SV6
267671.LIC11223	Q72SZ9
267671.LIC12371	Q72PU6
267671.LIC12368	Q72PU9
267671.LIC11917	Q72R34
267671.LIC11277	Q72SU6
267671.LIC11246	Q72SX6
267671.LIC10925	Q72TU1
267671.LIC10709	Q72UE8
267671.LIC13398	Q72LZ5
267671.LIC13133	Q72MR0
267671.LIC12486	Q72PI5
267671.LIC11871	Q72R77
267671.LIC11713	Q72RN2
267671.LIC11488	Q72S96
267671.LIC10642	Q72UL5
267671.LIC13020	Q72N18
267671.LIC13158	Q72MN5
267671.LIC10498	Q72V05
267671.LIC10335	Q72VG2
267671.LIC10579	Q72US8
267671.LIC10408	Q72V93
267671.LIC12729	Q72NV0
267671.LIC10782	Q72U79
267671.LIC11754	Q72RJ1
267671.LIC12357	Q72PW0
267671.LIC10444	Q72V58
267671.LIC13058	Q72MY1
267671.LIC12795	Q72NN7
267671.LIC12714	Q72NW4
267671.LIC12480	Q72PJ1
267671.LIC11903	Q72R46
267671.LIC11884	Q72R64
267671.LIC11820	Q72RC6
267671.LIC11794	Q72RF1
267671.LIC11217	Q72T05
267671.LIC10673	Q72UI4
267671.LIC10717	Q72UE0
267671.LIC11099	Q72TC2
267671.LIC10402	Q72V99
267671.LIC13045	Q72MZ4
267671.LIC13019	Q72N19
267671.LIC12501	Q72PH0
267671.LIC11834	Q72RB4
267671.LIC13159	Q72SD3
267671.LIC11421	Q72SG2
267671.LIC11697	Q72RP7
267671.LIC10326	Q72VH1
267671.LIC11275	Q72SU8
267671.LIC10982	Q72TN5
267671.LIC13026	Q72N12
267671.LIC13017	Q72N21
267671.LIC13015	Q72N23
267671.LIC12982	Q72N56
267671.LIC12516	Q72PF5
267671.LIC12431	Q72PN7
267671.LIC12244	Q72Q68
267671.LIC11592	Q72RZ6
267671.LIC11510	Q72S75
267671.LIC11220	Q72T02
267671.LIC11098	Q72TC3
267671.LIC10655	Q72UK2
267671.LIC10647	Q72UL0
267671.LIC10633	Q72UM4
267671.LIC10631	Q72UM6
267671.LIC13162	Q72MN1
267671.LIC10458	Q72V45
267671.LIC10351	Q72VE7
267671.LIC10254	Q72VP2
267671.LIC20085	Q75FU6
267671.LIC11337	Q72SP2
267671.LIC13445	Q72LU8
267671.LIC13389	Q72M04
267671.LIC10499	Q72V04
267671.LIC20013	Q75G02
267671.LIC13482	Q72LR9
267671.LIC13073	Q72MW6
267671.LIC12227	Q72Q85
267671.LIC11856	Q72R92
267671.LIC11851	Q72R97
267671.LIC11284	Q72ST9
267671.LIC11055	Q72TG6
267671.LIC10874	Q72TZ0
267671.LIC10790	Q72U72
267671.LIC10693	Q72UG4
267671.LIC20254	Q75FE0
267671.LIC10542	Q72UW5
267671.LIC10382	Q72VB9
267671.LIC11207	Q72T14
267671.LIC12986	Q72N52
267671.LIC11993	Q72QW5
267671.LIC12361	Q72PV6
267671.LIC10363	Q72VD5
267671.LIC10145	Q72VZ6
267671.LIC10898	Q72TW6
267671.LIC12994	Q72N44
267671.LIC11964	Q72QZ1
267671.LIC12352	Q72PW5
267671.LIC12050	Q72QR2
267671.LIC11263	Q72SV9
267671.LIC11180	Q72T41
267671.LIC11116	Q72TA5
267671.LIC13246	Q72ME2
267671.LIC10332	Q72VG5
267671.LIC10161	Q72VY4
267671.LIC10536	Q72UX1
267671.LIC12805	Q72NM7
267671.LIC11213	Q72T09
267671.LIC12838	Q72NJ6
267671.LIC12716	Q72NW2
267671.LIC13030	Q72N08
267671.LIC11983	Q72QX5
267671.LIC12906	Q72NC8
267671.LIC12625	Q72P51
267671.LIC12601	Q72P75
267671.LIC13203	Q72MI4
267671.LIC20139	Q75FP3
267671.LIC20137	Q75FP5
267671.LIC11493	Q72S91
267671.LIC11002	Q72TL6
267671.LIC10737	Q72UC2
267671.LIC12267	Q72Q46
267671.LIC11030	Q72TJ1
267671.LIC13121	Q72MS1
267671.LIC12784	Q72NP8
267671.LIC12489	Q72PI2
267671.LIC12200	Q72QB2
267671.LIC11949	Q72R03
267671.LIC11723	Q72RM2
267671.LIC11215	Q72T07
267671.LIC10947	Q72TS0
267671.LIC10741	Q72UB8
267671.LIC10665	Q72UJ2
267671.LIC12012	Q72QU6
267671.LIC11966	Q72QY9
267671.LIC11381	Q72SK0
267671.LIC11161	Q72T60
267671.LIC11079	Q72TE2
267671.LIC10205	Q72VU1
267671.LIC10198	Q72VU8
267671.LIC10119	Q72W22
267671.LIC10118	Q72W23
267671.LIC10100	Q72W40
267671.LIC20063	Q75FW8
267671.LIC20092	Q75FT9
267671.LIC20242	Q75FF1
267671.LIC12942	Q72N94
267671.LIC11144	Q72T77
267671.LIC12682	Q72NZ5
267671.LIC13430	Q72LW3
267671.LIC12259	Q72Q54
267671.LIC13009	Q72N29
267671.LIC12695	Q72NY3
267671.LIC12320	Q72PZ5
267671.LIC11985	Q72QX3
267671.LIC11780	Q72RG5
267671.LIC11360	Q72SL9
267671.LIC10438	Q72V64
267671.LIC11140	Q72T81
267671.LIC11108	Q72TB3
267671.LIC13235	Q72MF3
267671.LIC10585	Q72US2
267671.LIC10374	Q72VC7
267671.LIC20119	Q75FR3
267671.LIC20033	Q75G32
267671.LIC13446	Q72LU7
267671.LIC11352	Q72SM7
267671.LIC13173	Q72MM0
267671.LIC12096	Q72QL7
267671.LIC12529	Q72PE2
267671.LIC12437	Q72PN1
267671.LIC12088	Q72QM5
267671.LIC12027	Q72QT2
267671.LIC11772	Q72RH3
267671.LIC10574	Q72UT3
267671.LIC10425	Q72V76
267671.LIC10150	Q72VZ3
267671.LIC20067	Q75FW4
267671.LIC13177	Q72ML6
267671.LIC12252	Q72Q61
267671.LIC10917	Q72TU9
267671.LIC10115	Q72W26
267671.LIC20231	Q75FF9
267671.LIC10077	Q72W60
267671.LIC10276	Q72VM1
267671.LIC10619	Q72UN8
267671.LIC12979	Q72N59
267671.LIC12819	Q72NL5
267671.LIC12736	Q72NU3
267671.LIC12495	Q72PH6
267671.LIC12358	Q72PV9
267671.LIC12136	Q72QH7
267671.LIC11796	Q72RE9
267671.LIC11660	Q72RT0
267671.LIC11173	Q72T48
267671.LIC10618	Q72UN9
267671.LIC10296	Q72VK1
267671.LIC13197	Q72MJ0
267671.LIC20211	Q75FH8
267671.LIC20154	Q75FM8
267671.LIC20027	Q75G17
267671.LIC12033	Q72QS6
267671.LIC10168	Q72VX7
267671.LIC13323	Q72M67
267671.LIC12961	Q72N76
267671.LIC12675	Q72P02
267671.LIC12580	Q72P95
267671.LIC12557	Q72PB5
267671.LIC11573	Q72S14
267671.LIC11296	Q72SS9
267671.LIC10996	Q72TM1
267671.LIC10931	Q72TT6
267671.LIC11695	Q72RP9
267671.LIC12540	Q72PD1
267671.LIC10600	Q72UQ7
267671.LIC10435	Q72V67
267671.LIC10406	Q72V95
267671.LIC12144	Q72QG9
267671.LIC11143	Q72T78
267671.LIC13332	Q72M59
267671.LIC13322	Q72M68
267671.LIC12965	Q72N72
267671.LIC12957	Q72N80
267671.LIC12616	Q72P60
267671.LIC12220	Q72Q92
267671.LIC11286	Q72ST7
267671.LIC11164	Q72T57
267671.LIC10960	Q72TQ7
267671.LIC10696	Q72UG1
267671.LIC11455	Q72SC9
267671.LIC12624	Q72P52
267671.LIC11395	Q72SI7
267671.LIC20259	Q75FD5
267671.LIC12644	Q72P32
267671.LIC11898	Q72R50
267671.LIC11203	Q72T18
267671.LIC10389	Q72VB2
267671.LIC10054	Q72W83
267671.LIC20182	Q75FK0
267671.LIC10329	Q72VG8
267671.LIC10292	Q72VK5
267671.LIC10103	Q72W37
267671.LIC11669	Q72RS3
267671.LIC10164	Q72VY1
267671.LIC10771	Q72U90
267671.LIC20240	Q75FF3
267671.LIC12301	Q72Q13
267671.LIC10668	Q72UI9
267671.LIC10346	Q72VF1
267671.LIC13157	Q72MN6
267671.LIC13293	Q72M95
267671.LIC13180	Q72ML3
267671.LIC10391	Q72VB0
267671.LIC10152	Q72VZ1
267671.LIC10135	Q72W06
267671.LIC12097	Q72QL6
267671.LIC12007	Q72QV1
267671.LIC11299	Q72SS6
267671.LIC10144	Q72VZ7
267671.LIC10653	Q72UK4
267671.LIC13364	Q72M27
267671.LIC13336	Q72M55
267671.LIC13331	Q72M60
267671.LIC12173	Q72QD9
267671.LIC11870	Q72R78
267671.LIC11575	Q72S12
267671.LIC11550	Q72S36
267671.LIC11056	Q72TG5
267671.LIC10979	Q72TN8
267671.LIC10687	Q72UH0
267671.LIC10552	Q72UV5
267671.LIC10101	Q72W39
267671.LIC10078	Q72W59
267671.LIC20261	Q75FD3
267671.LIC20156	Q75FM6
267671.LIC12310	Q72Q05
267671.LIC10227	Q72VR9
267671.LIC11672	Q72RS0
267671.LIC10734	Q72UC5
267671.LIC13460	Q72LT9
267671.LIC13146	Q72MP7
267671.LIC10032	Q72WA5
267671.LIC13047	Q72MZ2
267671.LIC11251	Q72SX1
267671.LIC11206	Q72T15
267671.LIC12426	Q72PP2
267671.LIC12196	Q72QB6
267671.LIC12169	Q72QE3
267671.LIC12107	Q72QK6
267671.LIC11920	Q72R31
267671.LIC11345	Q72SN4
267671.LIC11319	Q72SQ6
267671.LIC11115	Q72TA6
267671.LIC10877	Q72TY7
267671.LIC10076	Q72W61
267671.LIC20039	Q75FZ2
267671.LIC10399	Q72VA2
267671.LIC10396	Q72VA5
267671.LIC10285	Q72VL2
267671.LIC10255	Q72VP1
267671.LIC12554	Q72PB8
267671.LIC11210	Q72T12
267671.LIC11915	Q72R36
267671.LIC13079	Q72MW0
267671.LIC13050	Q72MY9
267671.LIC12927	Q72NA9
267671.LIC12757	Q72NS2
267671.LIC12648	Q72P28
267671.LIC12638	Q72P38
267671.LIC12179	Q72QD3
267671.LIC12045	Q72QR7
267671.LIC11882	Q72R66
267671.LIC11862	Q72R86
267671.LIC11792	Q72RF3
267671.LIC11308	Q72SR7
267671.LIC11193	Q72T28
267671.LIC11097	Q72TC4
267671.LIC10963	Q72TQ4
267671.LIC10866	Q72TZ8
267671.LIC10041	Q72W96
267671.LIC10068	Q72W69
267671.LIC10467	Q72V36
267671.LIC10010	Q72WC7
267671.LIC20118	Q75FR4
267671.LIC20069	Q75FW2
267671.LIC10591	Q72UR6
267671.LIC10547	Q72UW0
267671.LIC20042	Q75FY9
267671.LIC11018	Q72TK1
267671.LIC10934	Q72TT3
267671.LIC20243	Q75FF0
267671.LIC11016	Q72TK3
267671.LIC11638	Q72RV0
267671.LIC11720	Q72RM5
267671.LIC11509	Q72S76
267671.LIC13077	Q72MW2
267671.LIC13070	Q72MW9
267671.LIC12976	Q72N62
267671.LIC12831	Q72NK3
267671.LIC12581	Q72P94
267671.LIC12500	Q72PH1
267671.LIC12359	Q72PV8
267671.LIC12283	Q72Q31
267671.LIC12127	Q72QI6
267671.LIC10937	Q72TT0
267671.LIC13229	Q72MF8
267671.LIC10520	Q72UY3
267671.LIC10386	Q72VB5
267671.LIC10273	Q72VM4
267671.LIC11472	Q72VN2
267671.LIC20064	Q75FW7
267671.LIC20017	Q75FZ8
267671.LIC11238	Q72SY4
267671.LIC10683	Q72UH4
267671.LIC12040	Q72QS2
267671.LIC10514	Q72UY9
267671.LIC10732	Q72UC7
267671.LIC10590	Q72UR7
267671.LIC10193	Q72VV3
267671.LIC20151	Q75FN1
267671.LIC10743	Q72UB6
267671.LIC13093	Q72MU6
267671.LIC11883	Q72R65
267671.LIC10186	Q72VW0
267671.LIC13134	Q72MQ9
267671.LIC11072	Q72TE9
267671.LIC13390	Q72M03
267671.LIC12753	Q72NS6
267671.LIC12650	Q72P26
267671.LIC12349	Q72PW8
267671.LIC11507	Q72S77
267671.LIC11302	Q72SS3
267671.LIC10999	Q72TL8
267671.LIC10873	Q72TZ1
267671.LIC11788	Q72RF7
267671.LIC11958	Q72QZ4
267671.LIC13388	Q72M05
267671.LIC13123	Q72MR9
267671.LIC12884	Q72NF0
267671.LIC12595	Q72P81
267671.LIC12280	Q72Q34
267671.LIC11673	Q72RR9
267671.LIC11338	Q72SP1
267671.LIC11040	Q72TI1
267671.LIC11971	Q72QY6
267671.LIC10662	Q72UJ5
267671.LIC11247	Q72SX5
267671.LIC13012	Q72N26
267671.LIC12599	Q72P77
267671.LIC12142	Q72QH1
267671.LIC11911	Q72R40
267671.LIC11683	Q72RR1
267671.LIC11342	Q72SN7
267671.LIC11176	Q72T45
267671.LIC11025	Q72TJ6
267671.LIC10893	Q72TX1
267671.LIC10742	Q72UB7
267671.LIC20245	Q75FE8
267671.LIC11379	Q72SK2
267671.LIC10658	Q72UJ9
267671.LIC10951	Q72TR6
267671.LIC10358	Q72VE0
267671.LIC13202	Q72MI5
267671.LIC10330	Q72VG7
267671.LIC10244	Q72VQ2
267671.LIC11403	Q72SH9
267671.LIC10051	Q72W86
267671.LIC13165	Q72MM8
267671.LIC10050	Q72W87
267671.LIC12499	Q72PH2
267671.LIC11047	Q72TH4
267671.LIC12977	Q72N61
267671.LIC12943	Q72N93
267671.LIC12938	Q72N98
267671.LIC12659	Q72P17
267671.LIC12621	Q72P55
267671.LIC12192	Q72QC0
267671.LIC12115	Q72QJ8
267671.LIC11795	Q72RF0
267671.LIC11762	Q72RI3
267671.LIC11518	Q72S68
267671.LIC11435	Q72SE8
267671.LIC11184	Q72T37
267671.LIC11105	Q72TB6
267671.LIC11058	Q72TG3
267671.LIC10855	Q72U09
267671.LIC11801	Q72RE4
267671.LIC10179	Q72VW7
267671.LIC12334	Q72PY3
267671.LIC20275	Q75FB9
267671.LIC10373	Q72VC8
267671.LIC10290	Q72VK7
267671.LIC10044	Q72W93
267671.LIC20150	Q75FN2
267671.LIC20056	Q75FX5
267671.LIC13028	Q72N10
267671.LIC12978	Q72N60
267671.LIC12939	Q72N97
267671.LIC12919	Q72NB6
267671.LIC12892	Q72NE2
267671.LIC12877	Q72NF7
267671.LIC12618	Q72P58
267671.LIC12421	Q72PP7
267671.LIC11992	Q72QW6
267671.LIC11425	Q72SF8
267671.LIC11179	Q72T42
267671.LIC10811	Q72U53
267671.LIC10630	Q72UM7
267671.LIC10620	Q72UN7
267671.LIC10092	Q72W48
267671.LIC11675	Q72RR7
267671.LIC10428	Q72V74
267671.LIC13287	Q72MA1
267671.LIC10586	Q72US1
267671.LIC10493	Q72V10
267671.LIC10289	Q72VK8
267671.LIC10058	Q72W79
267671.LIC20155	Q75FM7
267671.LIC20223	Q75FG6
267671.LIC12988	Q72N50
267671.LIC11637	Q72RV1
267671.LIC12415	Q72PQ3
267671.LIC12647	Q72P29
267671.LIC12363	Q72PV4
267671.LIC11548	Q72S38
267671.LIC12631	Q72P45
267671.LIC12399	Q72PR8
267671.LIC12180	Q72QD2
267671.LIC11953	Q72QZ9
267671.LIC11574	Q72S13
267671.LIC10984	Q72TN3
267671.LIC10834	Q72U30
267671.LIC10776	Q72U85
267671.LIC10700	Q72UF7
267671.LIC20145	Q75FN7
267671.LIC20059	Q75FX2
267671.LIC12098	Q72QL5
267671.LIC10757	Q72UA4
267671.LIC12147	Q72QG6
267671.LIC13456	Q72LU3
267671.LIC12322	Q72PZ3
267671.LIC11563	Q72S24
267671.LIC20170	Q75FL2
267671.LIC20104	Q75FS7
267671.LIC13143	Q72MQ0
267671.LIC13104	Q72MT8
267671.LIC13036	Q72N03
267671.LIC12948	Q72N88
267671.LIC12897	Q72ND7
267671.LIC12764	Q72NR5
267671.LIC12272	Q72Q41
267671.LIC11826	Q72RC0
267671.LIC11602	Q72RY6
267671.LIC11225	Q72SZ7
267671.LIC11209	Q72T13
267671.LIC11007	Q72TL1
267671.LIC13211	Q72MH6
267671.LIC10460	Q72V43
267671.LIC10128	Q72W13
267671.LIC20176	Q75FK6
267671.LIC20093	Q75FT8
267671.LIC10243	Q72VQ3
267671.LIC10397	Q72VA4
267671.LIC13014	Q72N24
267671.LIC10353	Q72VE5
267671.LIC20263	Q75FD1
267671.LIC10589	Q72UR8
267671.LIC13464	Q72LT5
267671.LIC13111	Q72MT1
267671.LIC13006	Q72N32
267671.LIC12908	Q72NC6
267671.LIC12572	Q72PA3
267671.LIC12340	Q72PX7
267671.LIC12154	Q72QF8
267671.LIC11918	Q72R33
267671.LIC11850	Q72R98
267671.LIC11412	Q72SH0
267671.LIC13280	Q72MA8
267671.LIC10584	Q72US3
267671.LIC10388	Q72VB3
267671.LIC20136	Q75FP6
267671.LIC10616	Q72UP1
267671.LIC20192	Q75FJ0
267671.LIC12364	Q72PV3
267671.LIC13358	Q72M33
267671.LIC12268	Q72Q45
267671.LIC20183	Q75FJ9
267671.LIC13335	Q72M56
267671.LIC13102	Q72MU0
267671.LIC12798	Q72NN4
267671.LIC12071	Q72QP2
267671.LIC11841	Q72RA7
267671.LIC11833	Q72RB5
267671.LIC11576	Q72S11
267671.LIC11554	Q72S32
267671.LIC11020	Q72TJ9
267671.LIC10968	Q72TP9
267671.LIC10791	Q72U71
267671.LIC10675	Q72UI2
267671.LIC10492	Q72V11
267671.LIC10468	Q72V35
267671.LIC10464	Q72V39
267671.LIC10158	Q72VY7
267671.LIC10007	Q72WD0
267671.LIC11163	Q72T58
267671.LIC10627	Q72UN0
267671.LIC13365	Q72M26
267671.LIC13078	Q72MW1
267671.LIC13116	Q72MS6
267671.LIC13005	Q72N33
267671.LIC12643	Q72P33
267671.LIC12152	Q72QG1
267671.LIC11710	Q72RN5
267671.LIC11623	Q72RW5
267671.LIC11617	Q72RX1
267671.LIC11606	Q72RY2
267671.LIC11276	Q72SU7
267671.LIC11181	Q72T40
267671.LIC11082	Q72TD9
267671.LIC11074	Q72TE7
267671.LIC10316	Q72VI1
267671.LIC10888	Q72TX6
267671.LIC13081	Q72MV8
267671.LIC12092	Q72QM1
267671.LIC12030	Q72QS9
267671.LIC11943	Q72R09
267671.LIC11371	Q72SK8
267671.LIC11236	Q72SY6
267671.LIC12073	Q72QP0
267671.LIC11434	Q72SE9
267671.LIC13137	Q72MQ6
267671.LIC12423	Q72PP5
267671.LIC12408	Q72PQ9
267671.LIC11522	Q72S64
267671.LIC11268	Q72SV4
267671.LIC11090	Q72TD1
267671.LIC10646	Q72UL1
267671.LIC10565	Q72UU2
267671.LIC13184	Q72MK9
267671.LIC10004	Q72WD3
267671.LIC20238	Q75FF5
267671.LIC11205	Q72T16
267671.LIC10129	Q72W12
267671.LIC13406	Q72LY7
267671.LIC20081	Q75FV0
267671.LIC13080	Q72MV9
267671.LIC10331	Q72VG6
267671.LIC10271	Q72VM6
267671.LIC13428	Q72LW5
267671.LIC12966	Q72N71
267671.LIC12517	Q72PF4
267671.LIC12479	Q72PJ2
267671.LIC12439	Q72PM9
267671.LIC12257	Q72Q56
267671.LIC12232	Q72Q80
267671.LIC12124	Q72QI9
267671.LIC12014	Q72QU4
267671.LIC11776	Q72RG9
267671.LIC11671	Q72RS1
267671.LIC11626	Q72RW2
267671.LIC11445	Q72SD8
267671.LIC10864	Q72U00
267671.LIC13273	Q72MB5
267671.LIC10410	Q72V91
267671.LIC10327	Q72VH0
267671.LIC10174	Q72VX1
267671.LIC12936	Q72NA0
267671.LIC12123	Q72QJ0
267671.LIC12104	Q72QK9
267671.LIC10872	Q72TZ2
267671.LIC13114	Q72MS8
267671.LIC13112	Q72MT0
267671.LIC12996	Q72N42
267671.LIC12818	Q72NL6
267671.LIC12690	Q72NY8
267671.LIC12559	Q72PB3
267671.LIC12528	Q72PE3
267671.LIC12009	Q72QU9
267671.LIC11543	Q72S43
267671.LIC11456	Q72SC8
267671.LIC11256	Q72SW6
267671.LIC11006	Q72TL2
267671.LIC10721	Q72UD6
267671.LIC10637	Q72UM0
267671.LIC10521	Q72UY2
267671.LIC10253	Q72VP3
267671.LIC20199	Q75G23
267671.LIC11945	Q72R07
267671.LIC10293	Q72VK4
267671.LIC10013	Q72WC4
267671.LIC12512	Q72PF9
267671.LIC12655	Q72P21
267671.LIC10810	Q72U54
267671.LIC13415	Q72LX8
267671.LIC13136	Q72MQ7
267671.LIC13107	Q72MT5
267671.LIC13074	Q72MW5
267671.LIC12809	Q72NM3
267671.LIC12381	Q72PT6
267671.LIC12242	Q72Q70
267671.LIC11999	Q72QV9
267671.LIC11089	Q72TD2
267671.LIC11017	Q72TK2
267671.LIC10832	Q72U32
267671.LIC10405	Q72V96
267671.LIC10544	Q72UW3
267671.LIC20253	Q75FE1
267671.LIC13156	Q72MN7
267671.LIC12990	Q72N48
267671.LIC12436	Q72PN2
267671.LIC12181	Q72QD1
267671.LIC13452	Q72MJ1
267671.LIC10369	Q72VD1
267671.LIC10211	Q72VT5
267671.LIC20113	Q75FR8
267671.LIC11158	Q72T63
267671.LIC13410	Q72LY3
267671.LIC13328	Q72M63
267671.LIC13057	Q72MY2
267671.LIC12755	Q72NS4
267671.LIC12317	Q72PZ8
267671.LIC11868	Q72R80
267671.LIC11806	Q72RE0
267671.LIC11027	Q72TJ4
267671.LIC13135	Q72MQ8
267671.LIC10535	Q72UX2
267671.LIC10538	Q72UW9
267671.LIC10433	Q72V69
267671.LIC12968	Q72N69
267671.LIC12376	Q72PU1
267671.LIC10946	Q72TS1
267671.LIC10909	Q72TV5
267671.LIC20174	Q75FK8
267671.LIC11392	Q72SJ0
267671.LIC10355	Q72VE3
267671.LIC11715	Q72RN0
267671.LIC12615	Q72P61
267671.LIC12537	Q72PD4
267671.LIC12535	Q72PD6
267671.LIC12522	Q72PE9
267671.LIC12193	Q72QB9
267671.LIC11891	Q72R57
267671.LIC11805	Q72RE1
267671.LIC11690	Q72RQ4
267671.LIC11625	Q72RW3
267671.LIC11430	Q72SF3
267671.LIC10882	Q72TY2
267671.LIC10361	Q72VD7
267671.LIC10166	Q72VX9
267671.LIC12721	Q72NV8
267671.LIC11438	Q72SE5
267671.LIC12985	Q72N53
267671.LIC13330	Q72M61
267671.LIC13260	Q72MC8
267671.LIC12093	Q72QM0
267671.LIC11942	Q72R10
267671.LIC11748	Q72RJ7
267671.LIC11406	Q72SH6
267671.LIC11119	Q72TA2
267671.LIC11019	Q72TK0
267671.LIC10670	Q72UI7
267671.LIC13367	Q72M24
267671.LIC13142	Q72MQ1
267671.LIC13139	Q72MQ4
267671.LIC11364	Q72SL5
267671.LIC11399	Q72SI3
267671.LIC13302	Q72M88
267671.LIC10411	Q72V90
267671.LIC10462	Q72V41
267671.LIC10160	Q72VY5
267671.LIC10027	Q72WB0
267671.LIC20197	Q75FI7
267671.LIC11852	Q72R96
267671.LIC11329	Q72SP6
267671.LIC11153	Q72T68
267671.LIC10907	Q72TV7
267671.LIC12887	Q72NE7
267671.LIC12351	Q72PW6
267671.LIC12146	Q72QG7
267671.LIC11835	Q72RB3
267671.LIC11618	Q72RX0
267671.LIC11477	Q72SA7
267671.LIC11191	Q72T30
267671.LIC11044	Q72TH7
267671.LIC10936	Q72TT1
267671.LIC10738	Q72UC1
267671.LIC11501	Q72S83
267671.LIC11527	Q72S59
267671.LIC13144	Q72MP9
267671.LIC12496	Q72PH5
267671.LIC12029	Q72QT0
267671.LIC11965	Q72QZ0
267671.LIC11706	Q72RN9
267671.LIC11396	Q72SI6
267671.LIC11147	Q72T74
267671.LIC11038	Q72TI3
267671.LIC10828	Q72U36
267671.LIC10685	Q72UH2
267671.LIC13055	Q72MY4
267671.LIC20070	Q75FW1
267671.LIC10432	Q72V70
267671.LIC13401	Q72LZ2
267671.LIC13140	Q72MQ3
267671.LIC13034	Q72N04
267671.LIC12806	Q72NM6
267671.LIC12187	Q72QC5
267671.LIC12103	Q72QL0
267671.LIC12031	Q72QS8
267671.LIC11516	Q72S70
267671.LIC11440	Q72SE3
267671.LIC11311	Q72SR4
267671.LIC10997	Q72TM0
267671.LIC13394	Q72LZ9
267671.LIC13208	Q72MH9
267671.LIC10080	Q72W57
267671.LIC13440	Q72LV3
267671.LIC13153	Q72MP0
267671.LIC12829	Q72NK5
267671.LIC12594	Q72P82
267671.LIC11906	Q72R44
267671.LIC11770	Q72RH5
267671.LIC11561	Q72S25
267671.LIC11295	Q72ST0
267671.LIC11257	Q72SW5
267671.LIC11235	Q72SY7
267671.LIC11081	Q72TE0
267671.LIC11057	Q72TG4
267671.LIC13297	Q72M91
267671.LIC12830	Q72NK4
