8364.ENSXETP00000049381	Q5XGC8
8364.ENSXETP00000056565	Q5M8L5
8364.ENSXETP00000036856	Q6NX21
8364.ENSXETP00000006867	A9JTQ0
8364.ENSXETP00000021755	B0BMA0
8364.ENSXETP00000009340	Q08CZ8
8364.ENSXETP00000063986	Q6NX22
8364.ENSXETP00000031130	K9J872
8364.ENSXETP00000041082	A4IIR4
8364.ENSXETP00000016591	Q0IHR5
8364.ENSXETP00000059545	Q0IIS1
8364.ENSXETP00000026577	Q28FH1
8364.ENSXETP00000002909	Q0P4V1
8364.ENSXETP00000050850	Q6P336
8364.ENSXETP00000010240	A9JRL4
8364.ENSXETP00000045680	A4II63
8364.ENSXETP00000045330	A4IIH6
8364.ENSXETP00000001233	K9J7K5
8364.ENSXETP00000052344	K9J8E5
8364.ENSXETP00000053637	K9J8E8
8364.ENSXETP00000013012	Q0IJ15
8364.ENSXETP00000055587	K9J8F7
8364.ENSXETP00000033574	Q6GLI3
8364.ENSXETP00000008621	A9JR62
8364.ENSXETP00000059793	B0BLZ4
8364.ENSXETP00000009112	K9J7R1
8364.ENSXETP00000024393	Q6P303
8364.ENSXETP00000020162	A4II13
8364.ENSXETP00000062161	A4IIG2
8364.ENSXETP00000044250	A4IGX5
8364.ENSXETP00000011417	A9JTL8
8364.ENSXETP00000059897	A9JTS8
8364.ENSXETP00000001070	B0BM64
8364.ENSXETP00000010395	B1H3I2
8364.ENSXETP00000013911	Q08D44
8364.ENSXETP00000051732	Q6P1V0
8364.ENSXETP00000003540	Q6P7M3
8364.ENSXETP00000063632	A4II79
8364.ENSXETP00000057548	K9J8F9
8364.ENSXETP00000035230	Q0IHV0
8364.ENSXETP00000013126	B7U3X8
8364.ENSXETP00000051948	A4IGS8
8364.ENSXETP00000029091	Q76D09
8364.ENSXETP00000049750	A4IGK1
8364.ENSXETP00000048419	A4IGX2
8364.ENSXETP00000020500	W0UFC5
8364.ENSXETP00000013477	A4IGS1
8364.ENSXETP00000038339	Q566M3
8364.ENSXETP00000021552	B3DM77
8364.ENSXETP00000000333	G8JLT3
8364.ENSXETP00000016605	Q28HB2
8364.ENSXETP00000037949	Q569D3
8364.ENSXETP00000048923	Q5BL52
8364.ENSXETP00000059604	F6PN39
8364.ENSXETP00000038207	Q6DII4
8364.ENSXETP00000032331	B1H2I7
8364.ENSXETP00000017574	B2RY97
8364.ENSXETP00000001790	Q5CZL4
8364.ENSXETP00000023302	Q28IT7
8364.ENSXETP00000000603	B7ZUJ6
8364.ENSXETP00000057155	F6R052
8364.ENSXETP00000015849	Q5BIZ1
8364.ENSXETP00000024644	Q66IH6
8364.ENSXETP00000039024	Q66IJ5
8364.ENSXETP00000002352	Q5I090
8364.ENSXETP00000028687	A0A044PYE0
8364.ENSXETP00000026201	E8Z914
8364.ENSXETP00000008842	Q28D90
8364.ENSXETP00000059747	F6Q6Y0
8364.ENSXETP00000004586	F6QNT7
8364.ENSXETP00000056789	B3DM20
8364.ENSXETP00000017076	G8JLT8
8364.ENSXETP00000038681	B2GUK1
8364.ENSXETP00000021807	B4F6L9
8364.ENSXETP00000008339	Q28BP1
8364.ENSXETP00000039543	Q28C37
8364.ENSXETP00000051087	Q28FG8
8364.ENSXETP00000041040	Q28FR1
8364.ENSXETP00000025538	Q28FS8
8364.ENSXETP00000022447	Q28HU1
8364.ENSXETP00000007566	Q28HW2
8364.ENSXETP00000061107	B5DEB4
8364.ENSXETP00000012336	B5DFT5
8364.ENSXETP00000047768	F6Q787
8364.ENSXETP00000042871	F6QK42
8364.ENSXETP00000063204	L7N499
8364.ENSXETP00000062576	Q0V9F0
8364.ENSXETP00000014066	Q5M8V5
8364.ENSXETP00000015608	Q5M915
8364.ENSXETP00000061945	F6PIA7
8364.ENSXETP00000059426	F6PM96
8364.ENSXETP00000059675	F6QT99
8364.ENSXETP00000004116	F6T3Z3
8364.ENSXETP00000040251	Q28CA9
8364.ENSXETP00000041786	B4F6Y6
8364.ENSXETP00000061752	F6PLG1
8364.ENSXETP00000059689	F6QSD7
8364.ENSXETP00000064005	F6R0Y7
8364.ENSXETP00000030253	F6RLU2
8364.ENSXETP00000057421	F6SIW5
8364.ENSXETP00000028364	Q0V9W9
8364.ENSXETP00000042154	Q0VFT5
8364.ENSXETP00000050354	Q5M7K8
8364.ENSXETP00000041248	Q5M7R4
8364.ENSXETP00000049769	Q6DIT3
8364.ENSXETP00000057073	Q6NVN5
8364.ENSXETP00000060417	Q0V9P7
8364.ENSXETP00000002850	Q0VFE6
8364.ENSXETP00000024357	Q5BIY9
8364.ENSXETP00000033975	Q8AWX1
8364.ENSXETP00000038993	B2GU66
8364.ENSXETP00000032925	B2GU78
8364.ENSXETP00000060809	F6TP85
8364.ENSXETP00000048633	Q28C71
8364.ENSXETP00000050059	Q28E11
8364.ENSXETP00000057468	Q28HS7
8364.ENSXETP00000016624	F6Q368
8364.ENSXETP00000008971	Q5FW34
8364.ENSXETP00000017775	Q5M7N2
8364.ENSXETP00000030477	Q5M7Q2
8364.ENSXETP00000015947	B5DE68
8364.ENSXETP00000035556	F6QGB3
8364.ENSXETP00000059089	F6SDZ2
8364.ENSXETP00000030071	Q28HR3
8364.ENSXETP00000048863	Q5FVX2
8364.ENSXETP00000059323	Q5M787
8364.ENSXETP00000035780	F6Q7P3
8364.ENSXETP00000026586	Q08D21
8364.ENSXETP00000016334	B4F6X3
8364.ENSXETP00000028692	F6PTH6
8364.ENSXETP00000042755	F6PVG1
8364.ENSXETP00000060471	F6QHH4
8364.ENSXETP00000059499	F6QUQ8
8364.ENSXETP00000062165	F6S3B5
8364.ENSXETP00000059283	F6SC01
8364.ENSXETP00000046349	F6SZG9
8364.ENSXETP00000060618	F6TQY5
8364.ENSXETP00000004654	L7N2K3
8364.ENSXETP00000040008	Q68FB4
8364.ENSXETP00000046264	G1BEM0
8364.ENSXETP00000036162	Q28DM1
8364.ENSXETP00000030946	F6PZS7
8364.ENSXETP00000060862	F6RD81
8364.ENSXETP00000021269	Q6DIZ1
8364.ENSXETP00000016649	F6Q012
8364.ENSXETP00000009432	F6QH09
8364.ENSXETP00000023555	F6QJB0
8364.ENSXETP00000033750	F6RPB9
8364.ENSXETP00000024320	F6RYF6
8364.ENSXETP00000049805	F6SAW7
8364.ENSXETP00000023087	A2VCU9
8364.ENSXETP00000051307	B4F735
8364.ENSXETP00000047580	F6Q8D6
8364.ENSXETP00000062162	F6S3E2
8364.ENSXETP00000063496	F6S3U0
8364.ENSXETP00000004813	L7N2K6
8364.ENSXETP00000060521	F6Q9C3
8364.ENSXETP00000059696	F6QRX5
8364.ENSXETP00000013055	B1H383
8364.ENSXETP00000040001	Q28GQ9
8364.ENSXETP00000019788	B0RJI0
8364.ENSXETP00000045762	B1H303
8364.ENSXETP00000060465	F6RG07
8364.ENSXETP00000002334	F6RRJ6
8364.ENSXETP00000050855	F6RXS2
8364.ENSXETP00000060446	F6S8U6
8364.ENSXETP00000017656	F6TE38
8364.ENSXETP00000058833	F6XH32
8364.ENSXETP00000019527	F6Z9M8
8364.ENSXETP00000019296	F6ZBF3
8364.ENSXETP00000064090	F7A1I0
8364.ENSXETP00000024666	L7N397
8364.ENSXETP00000015561	B1H114
8364.ENSXETP00000019513	B1H1B0
8364.ENSXETP00000061275	B1H1C3
8364.ENSXETP00000048792	F6U581
8364.ENSXETP00000010553	F6UG42
8364.ENSXETP00000053264	F6UJW7
8364.ENSXETP00000054551	F6W668
8364.ENSXETP00000023061	F6WA26
8364.ENSXETP00000062983	F6Y314
8364.ENSXETP00000049951	F6Z301
8364.ENSXETP00000059324	F6Z5L9
8364.ENSXETP00000058989	F7BHK5
8364.ENSXETP00000023887	F7CKE1
8364.ENSXETP00000063270	F7CQ60
8364.ENSXETP00000006431	F7E2Z1
8364.ENSXETP00000059237	F7E4A4
8364.ENSXETP00000061393	F6SEF2
8364.ENSXETP00000017667	F6SNA9
8364.ENSXETP00000062341	F6SSP5
8364.ENSXETP00000000712	F6VS41
8364.ENSXETP00000058898	F6VYF4
8364.ENSXETP00000034693	F6XJA2
8364.ENSXETP00000062910	F6ZF65
8364.ENSXETP00000040317	F7BWQ0
8364.ENSXETP00000033769	F7CDY4
8364.ENSXETP00000013368	F7DPA5
8364.ENSXETP00000012517	A8KBD5
8364.ENSXETP00000004175	F6RJ55
8364.ENSXETP00000062833	F6RXI6
8364.ENSXETP00000050850	F6RXW8
8364.ENSXETP00000047278	F6T4P5
8364.ENSXETP00000031432	F6THV3
8364.ENSXETP00000040207	F6U409
8364.ENSXETP00000007089	F6WFM7
8364.ENSXETP00000058647	F6XIR4
8364.ENSXETP00000012482	F6Y5E6
8364.ENSXETP00000052125	F6YQD7
8364.ENSXETP00000061359	F6Z4K1
8364.ENSXETP00000059156	F6Z6R5
8364.ENSXETP00000012417	F6ZG27
8364.ENSXETP00000007299	F6ZYH1
8364.ENSXETP00000027884	F7A5X0
8364.ENSXETP00000038759	F7A867
8364.ENSXETP00000048127	F7ASY2
8364.ENSXETP00000062402	F7ATL7
8364.ENSXETP00000027836	F7AU79
8364.ENSXETP00000060549	F7B246
8364.ENSXETP00000026391	F7B8D2
8364.ENSXETP00000039408	F7BJV6
8364.ENSXETP00000003812	F7C3E8
8364.ENSXETP00000060483	F7C7T1
8364.ENSXETP00000009778	F7CVR6
8364.ENSXETP00000059919	F7DWQ9
8364.ENSXETP00000020411	F7E8L7
8364.ENSXETP00000051105	F7EER2
8364.ENSXETP00000005219	L7N2L3
8364.ENSXETP00000023969	L7N389
8364.ENSXETP00000040106	L7N3A1
8364.ENSXETP00000040443	L7N3N4
8364.ENSXETP00000012841	B1H0Z2
8364.ENSXETP00000024864	B1H153
8364.ENSXETP00000044985	F6TUQ0
8364.ENSXETP00000021944	F6UQY4
8364.ENSXETP00000062284	F6Y827
8364.ENSXETP00000039433	F7AXB0
8364.ENSXETP00000040309	F7BWX1
8364.ENSXETP00000039600	F7C436
8364.ENSXETP00000003037	F7C7L6
8364.ENSXETP00000049587	F7DMZ5
8364.ENSXETP00000058601	Q28DD5
8364.ENSXETP00000059580	F6Q4M8
8364.ENSXETP00000059662	F6QVZ2
8364.ENSXETP00000021750	F6RQK0
8364.ENSXETP00000029868	F6U514
8364.ENSXETP00000062560	F6UA10
8364.ENSXETP00000053881	F6UEF9
8364.ENSXETP00000036917	F6Y0S9
8364.ENSXETP00000019562	F6YLF2
8364.ENSXETP00000022617	F6ZMU6
8364.ENSXETP00000001964	F7ADH0
8364.ENSXETP00000027830	F7AUC6
8364.ENSXETP00000060232	F7BQ37
8364.ENSXETP00000061889	F6Q591
8364.ENSXETP00000042674	F6QMX5
8364.ENSXETP00000004380	F6QRI2
8364.ENSXETP00000012850	F6R139
8364.ENSXETP00000062864	F6R3Y4
8364.ENSXETP00000034980	F6R9L3
8364.ENSXETP00000033475	F6SIY3
8364.ENSXETP00000036546	F6SPL2
8364.ENSXETP00000061162	F6T7C5
8364.ENSXETP00000021104	F6TCM5
8364.ENSXETP00000031947	F6TDR3
8364.ENSXETP00000062130	F6TKW1
8364.ENSXETP00000024508	F6URX0
8364.ENSXETP00000031660	F6V0Q3
8364.ENSXETP00000062544	F6V2M2
8364.ENSXETP00000012915	F6YRB2
8364.ENSXETP00000061644	F6Z597
8364.ENSXETP00000062691	F7AR69
8364.ENSXETP00000049889	F7C9B4
8364.ENSXETP00000020746	F7DHJ9
8364.ENSXETP00000014622	F7EJR0
8364.ENSXETP00000000860	L7N2G3
8364.ENSXETP00000029033	Q5HZD7
8364.ENSXETP00000024345	F6R5P2
8364.ENSXETP00000033135	F6SLM7
8364.ENSXETP00000005173	F6THW9
8364.ENSXETP00000007680	F6TYM9
8364.ENSXETP00000038243	F6U330
8364.ENSXETP00000048281	F6U9H8
8364.ENSXETP00000060384	F6VE22
8364.ENSXETP00000007603	F6VJF3
8364.ENSXETP00000015178	F6W412
8364.ENSXETP00000059374	F6XRD8
8364.ENSXETP00000038954	F6XTJ6
8364.ENSXETP00000046378	F6XTV1
8364.ENSXETP00000061077	F6XVH9
8364.ENSXETP00000026185	F6Y010
8364.ENSXETP00000038470	F6Z4Q5
8364.ENSXETP00000061470	F6Z6J4
8364.ENSXETP00000061448	F6ZUS4
8364.ENSXETP00000010485	F7AA19
8364.ENSXETP00000027084	F7AZT7
8364.ENSXETP00000039054	F7AZY2
8364.ENSXETP00000026389	F7B8J3
8364.ENSXETP00000054427	F7BRD5
8364.ENSXETP00000054067	F7BTI8
8364.ENSXETP00000026356	F7BV51
8364.ENSXETP00000063639	F7DDT1
8364.ENSXETP00000006166	F7E4K6
8364.ENSXETP00000051796	F7EKC8
8364.ENSXETP00000059831	F7EVF8
8364.ENSXETP00000025623	L7N3A8
8364.ENSXETP00000055946	L7N417
8364.ENSXETP00000040029	A8E5T2
8364.ENSXETP00000019036	A8WGV9
8364.ENSXETP00000047607	A8WGW0
8364.ENSXETP00000006282	A8WH26
8364.ENSXETP00000057162	F6QZQ4
8364.ENSXETP00000043228	F6R7I3
8364.ENSXETP00000062378	F6S122
8364.ENSXETP00000060437	F6S9K5
8364.ENSXETP00000061583	F6SD11
8364.ENSXETP00000048523	F6SP35
8364.ENSXETP00000021119	F6TCJ5
8364.ENSXETP00000040254	F6TDJ6
8364.ENSXETP00000050809	F6TFF6
8364.ENSXETP00000024541	F6TFR9
8364.ENSXETP00000024090	F6TIY8
8364.ENSXETP00000050156	F6TL23
8364.ENSXETP00000050140	F6TLY0
8364.ENSXETP00000061558	F6TVE7
8364.ENSXETP00000021952	F6TZY1
8364.ENSXETP00000019586	F6UKF3
8364.ENSXETP00000011480	F6ULG8
8364.ENSXETP00000035425	F6ULN4
8364.ENSXETP00000007656	F6UR24
8364.ENSXETP00000048702	F6UYB5
8364.ENSXETP00000019835	F6VHL8
8364.ENSXETP00000005378	F6VSR1
8364.ENSXETP00000043607	F6VSW1
8364.ENSXETP00000027714	F6VY14
8364.ENSXETP00000000703	F6WHN2
8364.ENSXETP00000062773	F6WJV7
8364.ENSXETP00000050501	F6WLJ5
8364.ENSXETP00000058866	F6WPW8
8364.ENSXETP00000058497	F6WSJ3
8364.ENSXETP00000061652	F6XNA6
8364.ENSXETP00000063763	F6XP93
8364.ENSXETP00000004094	F6XRP4
8364.ENSXETP00000062986	F6Y2V9
8364.ENSXETP00000055306	F6Y773
8364.ENSXETP00000062064	F6YAL0
8364.ENSXETP00000049980	F6YFW3
8364.ENSXETP00000060529	F6Z1V8
8364.ENSXETP00000061030	F6Z8R2
8364.ENSXETP00000005778	F6ZE35
8364.ENSXETP00000017742	F6ZE96
8364.ENSXETP00000055541	F6ZGN7
8364.ENSXETP00000039887	F6ZJU9
8364.ENSXETP00000034222	F6ZQ44
8364.ENSXETP00000002916	F6ZV19
8364.ENSXETP00000061003	F6ZWA8
8364.ENSXETP00000064094	F7A1F2
8364.ENSXETP00000059007	F7ATK4
8364.ENSXETP00000036849	F7BB83
8364.ENSXETP00000029457	F7BD61
8364.ENSXETP00000060255	F7BP71
8364.ENSXETP00000017459	F7BYX9
8364.ENSXETP00000031296	F7C269
8364.ENSXETP00000023110	F7CAU8
8364.ENSXETP00000030292	F7CBW1
8364.ENSXETP00000019479	F7CE35
8364.ENSXETP00000059224	F7CUH7
8364.ENSXETP00000063221	F7CW79
8364.ENSXETP00000032530	F7CZR0
8364.ENSXETP00000051242	F7D1A1
8364.ENSXETP00000063006	F7D307
8364.ENSXETP00000033998	F7DJ32
8364.ENSXETP00000012258	F7DY77
8364.ENSXETP00000013591	F7DYG6
8364.ENSXETP00000009654	F7EAF1
8364.ENSXETP00000008608	F6V5K4
8364.ENSXETP00000019549	F6YMA0
8364.ENSXETP00000002442	F6YNT6
8364.ENSXETP00000062940	F6YSC0
8364.ENSXETP00000050086	F6YXL0
8364.ENSXETP00000021237	F7AMH6
8364.ENSXETP00000024898	F7ANK9
8364.ENSXETP00000042238	F7APB4
8364.ENSXETP00000058395	F7C6H0
8364.ENSXETP00000001623	F7D5A4
8364.ENSXETP00000020854	F7EFQ5
8364.ENSXETP00000009802	F7EHP0
8364.ENSXETP00000052628	F7A1U1
8364.ENSXETP00000053518	F7BLL4
8364.ENSXETP00000010510	B0BME4
8364.ENSXETP00000062587	B1H3J4
8364.ENSXETP00000006555	K9J7N9
8364.ENSXETP00000011787	K9J7S9
8364.ENSXETP00000009341	A3KN97
8364.ENSXETP00000059985	F7DKK4
8364.ENSXETP00000001010	F7END2
8364.ENSXETP00000036429	Q8AWX5
8364.ENSXETP00000037777	F7DSC0
8364.ENSXETP00000028911	F7EU89
8364.ENSXETP00000031368	A1L0Y8
8364.ENSXETP00000006685	A4IGR9
8364.ENSXETP00000056472	A0SZK2
8364.ENSXETP00000030402	G1K3G3
8364.ENSXETP00000043899	G1K3J7
8364.ENSXETP00000059483	F6QXB9
8364.ENSXETP00000002818	F6RP63
8364.ENSXETP00000062399	F6S0A5
8364.ENSXETP00000013376	B2GUH1
8364.ENSXETP00000064078	B2GUP2
8364.ENSXETP00000036251	B3DLC5
8364.ENSXETP00000028114	Q28FE9
8364.ENSXETP00000029954	B5DEV9
8364.ENSXETP00000042727	F6PYI5
8364.ENSXETP00000009278	F6QIX8
8364.ENSXETP00000015620	F6RA46
8364.ENSXETP00000062132	F6TKS4
8364.ENSXETP00000025729	Q0VA63
8364.ENSXETP00000021551	Q5M8I5
8364.ENSXETP00000061936	F6PK81
8364.ENSXETP00000059429	F6PM71
8364.ENSXETP00000023675	F6PNT8
8364.ENSXETP00000059708	F6QB32
8364.ENSXETP00000015206	F6RDT2
8364.ENSXETP00000014837	F6RMJ0
8364.ENSXETP00000034379	F6SZ83
8364.ENSXETP00000062931	Q6DEN5
8364.ENSXETP00000017362	Q6DIE6
8364.ENSXETP00000064049	Q6DJB1
8364.ENSXETP00000036102	B1H316
8364.ENSXETP00000040086	Q28GE5
8364.ENSXETP00000024268	Q28JA3
8364.ENSXETP00000017409	A8E5P9
8364.ENSXETP00000047493	F6QYQ9
8364.ENSXETP00000048093	F6S0Y4
8364.ENSXETP00000062177	F6S2D3
8364.ENSXETP00000002814	F6SF26
8364.ENSXETP00000043130	F6UCM1
8364.ENSXETP00000026219	F6UVZ1
8364.ENSXETP00000035411	F6VEA4
8364.ENSXETP00000059483	F6VH84
8364.ENSXETP00000027311	F6W277
8364.ENSXETP00000062727	F6XC59
8364.ENSXETP00000058841	F6XGH0
8364.ENSXETP00000060575	F6XMU0
8364.ENSXETP00000041174	F6ZRC3
8364.ENSXETP00000040334	F7BW94
8364.ENSXETP00000000144	F7C1D7
8364.ENSXETP00000058592	F7C4V1
8364.ENSXETP00000048638	F7DI70
8364.ENSXETP00000049325	F7DJ70
8364.ENSXETP00000059987	F7DKJ4
8364.ENSXETP00000063384	F7DVQ5
8364.ENSXETP00000037534	F7DYJ8
8364.ENSXETP00000060089	F7E784
8364.ENSXETP00000063126	F7EA53
8364.ENSXETP00000023926	F7EEE1
8364.ENSXETP00000022234	L7N368
8364.ENSXETP00000026397	Q4VA80
8364.ENSXETP00000004449	F6Q2E6
8364.ENSXETP00000021164	F6SLE3
8364.ENSXETP00000062330	F6ST85
8364.ENSXETP00000046545	F6SX40
8364.ENSXETP00000060418	F6T0S4
8364.ENSXETP00000034704	F6TNF7
8364.ENSXETP00000056982	F6TU39
8364.ENSXETP00000048721	F6U6I7
8364.ENSXETP00000062116	F6UBX8
8364.ENSXETP00000010720	F6UE57
8364.ENSXETP00000061704	F6UKH8
8364.ENSXETP00000053820	F6V888
8364.ENSXETP00000045663	F6VKX6
8364.ENSXETP00000000726	F6VRS4
8364.ENSXETP00000017348	F6VSX1
8364.ENSXETP00000015553	F6VZD7
8364.ENSXETP00000003574	F6VZM7
8364.ENSXETP00000061308	F6W993
8364.ENSXETP00000023056	F6WAN2
8364.ENSXETP00000057884	F6WCH7
8364.ENSXETP00000045601	F6WDJ3
8364.ENSXETP00000005810	F6WGI8
8364.ENSXETP00000006569	F6WJR4
8364.ENSXETP00000058856	F6WQ79
8364.ENSXETP00000041422	F6WU78
8364.ENSXETP00000045870	F6X2H7
8364.ENSXETP00000034889	F6XH66
8364.ENSXETP00000060325	F6XHV1
8364.ENSXETP00000058622	F6YBI9
8364.ENSXETP00000054125	F6YKW3
8364.ENSXETP00000062687	F6YZF6
8364.ENSXETP00000047366	F6Z4V1
8364.ENSXETP00000014159	F6ZBQ2
8364.ENSXETP00000053168	F6ZQR1
8364.ENSXETP00000005767	F7A0C6
8364.ENSXETP00000064089	F7A1K2
8364.ENSXETP00000062459	F7A4F7
8364.ENSXETP00000008985	F7A4S9
8364.ENSXETP00000061607	F7AEW1
8364.ENSXETP00000060979	F7AGE3
8364.ENSXETP00000021821	F7AH66
8364.ENSXETP00000036152	F7ASW4
8364.ENSXETP00000048120	F7AT22
8364.ENSXETP00000027070	F7B083
8364.ENSXETP00000039033	F7B0N9
8364.ENSXETP00000042496	F7BQN0
8364.ENSXETP00000031732	F7BZ67
8364.ENSXETP00000003692	F7C3Q6
8364.ENSXETP00000003445	F7C531
8364.ENSXETP00000063299	F7CPI1
8364.ENSXETP00000049617	F7CRR0
8364.ENSXETP00000025647	F7CSK0
8364.ENSXETP00000018017	F7CU45
8364.ENSXETP00000063225	F7CW52
8364.ENSXETP00000063460	F7D089
8364.ENSXETP00000061230	F7D7D9
8364.ENSXETP00000052173	F7DPH9
8364.ENSXETP00000060388	F7DYA8
8364.ENSXETP00000056440	F7DZ21
8364.ENSXETP00000013531	F7E3P1
8364.ENSXETP00000056602	F7EBU0
8364.ENSXETP00000063795	F7EG38
8364.ENSXETP00000060601	F7EJA9
8364.ENSXETP00000020807	F7EQU8
8364.ENSXETP00000056393	F7ESR1
8364.ENSXETP00000001241	F7EST9
8364.ENSXETP00000010029	L7N2R0
8364.ENSXETP00000045463	L7N3S9
8364.ENSXETP00000053132	L7N3X9
8364.ENSXETP00000059007	F6VHZ3
8364.ENSXETP00000028848	Q6DIZ4
8364.ENSXETP00000028006	A9JSR3
8364.ENSXETP00000040334	B0BLU5
8364.ENSXETP00000031409	D2JPI6
8364.ENSXETP00000050692	A4IHT3
8364.ENSXETP00000014609	A9ULI3
8364.ENSXETP00000061286	A9ULK8
8364.ENSXETP00000045575	B0BMD7
8364.ENSXETP00000056396	B0JZD3
8364.ENSXETP00000035751	F6QBM3
8364.ENSXETP00000004468	K9J7M0
8364.ENSXETP00000015331	K9J7W1
8364.ENSXETP00000044866	Q0EDH6
8364.ENSXETP00000008322	Q0IHR2
8364.ENSXETP00000033361	A0PJP3
8364.ENSXETP00000061669	A4IGQ2
8364.ENSXETP00000029676	B3DM34
8364.ENSXETP00000037092	B3DM75
8364.ENSXETP00000056902	G1K3M3
8364.ENSXETP00000017405	F6R355
8364.ENSXETP00000040897	F6SI83
8364.ENSXETP00000041784	B2GU79
8364.ENSXETP00000031538	B2GU81
8364.ENSXETP00000043113	B3DL32
8364.ENSXETP00000023883	B3DLD5
8364.ENSXETP00000016267	B5DES2
8364.ENSXETP00000059515	F6QDE8
8364.ENSXETP00000009239	F6QLR5
8364.ENSXETP00000033984	Q28IS2
8364.ENSXETP00000008618	Q0VFN2
8364.ENSXETP00000062983	Q0VFR3
8364.ENSXETP00000029031	Q0VFT2
8364.ENSXETP00000062959	B4F6L6
8364.ENSXETP00000061906	B4F6T9
8364.ENSXETP00000035652	F6PNK8
8364.ENSXETP00000009391	F6PNN9
8364.ENSXETP00000047780	F6Q6D7
8364.ENSXETP00000059701	F6QBE5
8364.ENSXETP00000058307	F6TQR5
8364.ENSXETP00000026772	B1H2Y3
8364.ENSXETP00000006858	Q28GR3
8364.ENSXETP00000001257	A8WGV5
8364.ENSXETP00000000809	F6RW95
8364.ENSXETP00000058332	F6S8E6
8364.ENSXETP00000040848	F6U097
8364.ENSXETP00000058823	F6Y9C7
8364.ENSXETP00000061688	F6YGR1
8364.ENSXETP00000038126	F6YPK2
8364.ENSXETP00000061645	F6Z585
8364.ENSXETP00000002156	F6ZC71
8364.ENSXETP00000052962	F6ZXG5
8364.ENSXETP00000062429	F7A5M1
8364.ENSXETP00000043046	F7AUR0
8364.ENSXETP00000027433	F7BJU1
8364.ENSXETP00000014605	F7BUE7
8364.ENSXETP00000011133	F7CAY6
8364.ENSXETP00000028850	F7D9C8
8364.ENSXETP00000060163	F7DAI6
8364.ENSXETP00000006698	F7DAT3
8364.ENSXETP00000006675	F7DGN3
8364.ENSXETP00000056461	F7DUK7
8364.ENSXETP00000032683	F7E957
8364.ENSXETP00000011960	F7EAM4
8364.ENSXETP00000060024	F7EJ95
8364.ENSXETP00000044196	F7EMY5
8364.ENSXETP00000021920	L7N365
8364.ENSXETP00000060879	A8WGI1
8364.ENSXETP00000042611	F6QRM4
8364.ENSXETP00000043218	F6R7P1
8364.ENSXETP00000048552	F6RX98
8364.ENSXETP00000046943	F6S2G1
8364.ENSXETP00000059274	F6SCL8
8364.ENSXETP00000033992	F6SFH1
8364.ENSXETP00000055932	F6SM15
8364.ENSXETP00000043941	F6SMP4
8364.ENSXETP00000022596	F6SXB7
8364.ENSXETP00000059263	F6T3G4
8364.ENSXETP00000047274	F6T4Q4
8364.ENSXETP00000035188	F6T6J5
8364.ENSXETP00000033940	F6T8C8
8364.ENSXETP00000040854	F6T9V6
8364.ENSXETP00000040818	F6U1J2
8364.ENSXETP00000026266	F6U3E9
8364.ENSXETP00000036808	F6U5K6
8364.ENSXETP00000026752	F6VKJ0
8364.ENSXETP00000059664	F6VKV6
8364.ENSXETP00000015554	F6VZC8
8364.ENSXETP00000015360	F6W1K2
8364.ENSXETP00000024210	F6XCG7
8364.ENSXETP00000035212	F6XHW9
8364.ENSXETP00000060786	F6XJR1
8364.ENSXETP00000004085	F6XS31
8364.ENSXETP00000038925	F6XUV8
8364.ENSXETP00000052139	F6Y1I4
8364.ENSXETP00000033018	F6ZDX3
8364.ENSXETP00000062921	F6ZEK5
8364.ENSXETP00000000438	F6ZG62
8364.ENSXETP00000022665	F6ZLQ7
8364.ENSXETP00000007782	F7AHQ1
8364.ENSXETP00000057784	F7BU57
8364.ENSXETP00000045762	F7CD91
8364.ENSXETP00000044120	F7CIG7
8364.ENSXETP00000063923	F7CKX5
8364.ENSXETP00000051413	F7DEL0
8364.ENSXETP00000063385	F7DVP8
8364.ENSXETP00000044092	L7N3R8
8364.ENSXETP00000061757	F6PJV3
8364.ENSXETP00000052293	F6TCQ4
8364.ENSXETP00000063219	F6UCE2
8364.ENSXETP00000034514	F6UFR4
8364.ENSXETP00000047409	F6UL94
8364.ENSXETP00000061107	F6US01
8364.ENSXETP00000012731	F6UZQ4
8364.ENSXETP00000022903	F6V5D1
8364.ENSXETP00000015760	F6V732
8364.ENSXETP00000027393	F6V9W4
8364.ENSXETP00000019354	F6WD10
8364.ENSXETP00000045607	F6WDE4
8364.ENSXETP00000027105	F6WUY6
8364.ENSXETP00000060310	F6XNR0
8364.ENSXETP00000034446	F6YFF9
8364.ENSXETP00000059194	F6YI97
8364.ENSXETP00000059184	F6YIT5
8364.ENSXETP00000014165	F6YQ17
8364.ENSXETP00000036679	F6YSM3
8364.ENSXETP00000062230	F6YWL7
8364.ENSXETP00000022246	F6ZQB5
8364.ENSXETP00000037915	F6ZRF9
8364.ENSXETP00000061633	F6ZSA1
8364.ENSXETP00000061298	F6ZV97
8364.ENSXETP00000061284	F6ZVL1
8364.ENSXETP00000062000	F7A8F9
8364.ENSXETP00000040948	F7AK26
8364.ENSXETP00000062697	F7AR13
8364.ENSXETP00000053534	F7BKZ9
8364.ENSXETP00000036826	F7BXI9
8364.ENSXETP00000048191	F7BXN0
8364.ENSXETP00000046192	F7C812
8364.ENSXETP00000037643	F7CRM0
8364.ENSXETP00000063209	F7D1Q4
8364.ENSXETP00000056717	F7DBR9
