64091.VNG0309C	Q9HSB8
64091.VNG0669H	Q9HRJ5
64091.VNG0117H	Q9HSR2
64091.VNG0934H	Q9HQZ5
64091.VNG0635G	Q9HRM1
64091.VNG2652H	Q9HM87
64091.VNG2404G	Q9HMS7
64091.VNG2377G	Q9HMU9
64091.VNG0351C	Q9HS89
64091.VNG1822G	Q9HP37
64091.VNG1366H	Q9HQ22
64091.VNG0574C	Q9HRR9
64091.VNG0181G	Q9HSK8
64091.VNG0626G	Q9HRM9
64091.VNG2629G	Q9HMA7
64091.VNG2608C	Q9HMC4
64091.VNG2565G	Q9HMF7
64091.VNG1788C	Q9HP60
64091.VNG0953C	Q9HQY1
64091.VNG0992H	Q9HQV2
64091.VNG1834G	Q9HP28
64091.VNG2461H	Q9HMN4
64091.VNG0562C	Q9HRS9
64091.VNG2121C	Q9HNF9
64091.VNG1889H	Q9HNY6
64091.VNG0270C	Q9HSE5
64091.VNG0101G	Q9HSS3
64091.VNG0084G	Q9HST5
64091.VNG1120H	Q9HQK3
64091.VNG0775G	Q9HRB3
64091.VNG0614G	Q9HRN6
64091.VNG0046G	Q9HSW5
64091.VNG0602C	Q9HRP5
64091.VNG2363Gm	Q9HMW1
64091.VNG1732C	Q9HPA3
64091.VNG1471C	Q9HPU2
64091.VNG1879G	Q9HNZ3
64091.VNG2472G	Q9HMM5
64091.VNG0847H	Q9HR61
64091.VNG0798H	Q9HR97
64091.VNG0473G	Q9HRZ6
64091.VNG1675H	Q9HPE5
64091.VNG1826H	Q9HP35
64091.VNG0704C	Q9HRG9
64091.VNG1785G	Q9HP63
64091.VNG2183H	Q9HNA3
64091.VNG2106G	Q9HNH1
64091.VNG0367H	Q9HS78
64091.VNG0393C	Q9HS59
64091.VNG0039H	Q9HSX2
64091.VNG1062G	Q9HQP8
64091.VNG2324H	Q9HMY9
64091.VNG2029H	Q9HNM8
64091.VNG1511C	Q9HPR2
64091.VNG2024H	Q9HNN2
64091.VNG2638G	Q9HMA0
64091.VNG2328H	Q9HMY7
64091.VNG1775C	Q9HP71
64091.VNG1781C	Q9HP67
64091.VNG0808G	Q9HR91
64091.VNG0771G	Q9HRB5
64091.VNG0164G	Q9HSM1
64091.VNG2509H	Q9HMK0
64091.VNG2276G	Q9HN30
64091.VNG0982C	Q9HQW1
64091.VNG2600G	Q9HMD0
64091.VNG0708H	Q9HRG6
64091.VNG2064H	Q9HNK5
64091.VNG1417H	Q9HPY3
64091.VNG0637G	Q9HRL9
64091.VNG2241H	Q9HN58
64091.VNG1229H	Q9HQC3
64091.VNG0709C	Q9HRG5
64091.VNG0604H	Q9HRP4
64091.VNG0570Hm	Q9HRS4
64091.VNG0223G	Q9HSH7
64091.VNG1191Gm	Q9HQF0
64091.VNG0768H	Q9HRB7
64091.VNG0240C	Q9HSG6
64091.VNG0928G	Q9HR00
64091.VNG0447H	Q9HS18
64091.VNG1006H	Q9HQU0
64091.VNG2395C	Q9HMT5
64091.VNG2370C	Q9HMV7
64091.VNG1577C	Q9HPL4
64091.VNG0148H	Q9HSN6
64091.VNG1015H	Q9HQT3
64091.VNG0560C	Q9HRT0
64091.VNG1403H	Q9HPZ5
64091.VNG1394H	Q9HQ01
64091.VNG1329H	Q9HQ49
64091.VNG0053H	Q9HSW0
64091.VNG0373H	Q9HS74
64091.VNG0271C	Q9HSE4
64091.VNG0198H	Q9HSJ5
64091.VNG2012C	Q9HNP0
64091.VNG0119H	Q9HSR0
64091.VNG0428G	Q9HS32
64091.VNG1227H	Q9HQC6
64091.VNG2433H	Q9HMQ4
64091.VNG0964C	Q9HQX2
64091.VNG2240G	Q9HN59
64091.VNG0361C	Q9HS82
64091.VNG2643H	Q9HM95
64091.VNG2267G	Q9HN37
64091.VNG1538H	Q9HPP3
64091.VNG1301G	Q9HQ70
64091.VNG0874G	Q9HR41
64091.VNG0875Cm	Q9HR40
64091.VNG0028C	Q9HSY2
64091.VNG0525C	Q9HRV6
64091.VNG0151C	Q9HSN3
64091.VNG2403H	Q9HMS9
64091.VNG0507C	Q9HRW9
64091.VNG2510H	Q9HMJ9
64091.VNG2374Gm	Q9HMV1
64091.VNG2213G	Q9HN80
64091.VNG1904H	Q9HNX3
64091.VNG2054H	Q9HNL0
64091.VNG1585Cm	Q9HPK8
64091.VNG0858C	Q9HR54
64091.VNG1740C	Q9HP97
64091.VNG2556H	Q9HMG2
64091.VNG1963H	Q9HNS8
64091.VNG1437G	Q9HPW9
64091.VNG1758H	Q9HP86
64091.VNG0465Gm	Q9HS04
64091.VNG2511H	Q9HMJ8
64091.VNG1185G	Q9HQF5
64091.VNG0568C	Q9HRS3
64091.VNG0380G	Q9HS69
64091.VNG0713C	Q9HRG3
64091.VNG0752G	Q9HRD1
64091.VNG2236H	Q9HN63
64091.VNG1314H	Q9HQ60
64091.VNG0433C	Q9HS28
64091.VNG1042H	Q9HQR2
64091.VNG0646G	Q9HRL3
64091.VNG2321G	Q9HMZ2
64091.VNG2279H	Q9HN28
64091.VNG0267H	Q9HSE7
64091.VNG0938G	Q9HQZ1
64091.VNG0330G	Q9HSA1
64091.VNG0281G	Q9HSD9
64091.VNG2591C	Q9HMD8
64091.VNG2071G	Q9HNK0
64091.VNG1547C	Q9HPN7
64091.VNG1382H	Q9HQ09
64091.VNG1418C	Q9HPY2
64091.VNG1178H	Q9HQG2
64091.VNG0818C	Q9HR83
64091.VNG1388H	Q9HQ04
64091.VNG0595H	Q9HRQ2
64091.VNG0030H	Q9HSY0
64091.VNG0127C	Q9HSQ4
64091.VNG1658C	Q9HPF7
64091.VNG0675C	Q9HRJ0
64091.VNG0262C	Q9HSF1
64091.VNG1383G	Q9HQ08
64091.VNG0544H	Q9HRU1
64091.VNG1121G	Q9HQK2
64091.VNG0219H	Q9HSI0
64091.VNG0959H	Q9HQX7
64091.VNG0357H	Q9HS85
64091.VNG0153C	Q9HSN1
64091.VNG1074G	Q9HQN7
64091.VNG0038H	Q9HSX3
64091.VNG1201G	Q9HQE3
64091.VNG2101H	Q9HNH5
64091.VNG1570H	Q9HPL9
64091.VNG1440H	Q9HPW7
64091.VNG2669G	Q9HM75
64091.VNG0013C	Q9HSZ6
64091.VNG1957G	Q9HNT2
64091.VNG1311G	Q9HQ62
64091.VNG0342G	Q9HS95
64091.VNG1377G	Q9HQ13
64091.VNG2094G	Q9HNI1
64091.VNG2446H	Q9HMP4
64091.VNG2333C	Q9HMY2
64091.VNG2297H	Q9HN12
64091.VNG2025G	Q9HNN1
64091.VNG1536C	Q9HPP5
64091.VNG1318H	Q9HQ57
64091.VNG2625C	Q9HMB1
64091.VNG0597H	Q9HRQ0
64091.VNG1769Cm	Q9HP77
64091.VNG1798H	Q9HP52
64091.VNG2331G	Q9HMY4
64091.VNG1995C	Q9HNQ3
64091.VNG0592G	Q9HRQ5
64091.VNG0113H	Q9HSR5
64091.VNG0116H	Q9HSR3
64091.VNG0591C	Q9HRQ6
64091.VNG1020C	Q9HQT0
64091.VNG0654C	Q9HRK6
64091.VNG0115G	Q9HSR4
64091.VNG0873G	Q9HR42
64091.VNG2337C	Q9HMX9
64091.VNG0387G	Q9HS64
64091.VNG0920H	Q9HR07
64091.VNG2277H	Q9HN29
64091.VNG1339C	Q9HQ43
64091.VNG2513G	Q9HMJ6
64091.VNG0909H	Q9HR15
64091.VNG0458G	Q9HS09
64091.VNG0851C	Q9HR59
64091.VNG0822C	Q9HR80
64091.VNG1289H	Q9HQ78
64091.VNG1048G	Q9HQQ9
64091.VNG0946G	Q9HQY5
64091.VNG0504G	Q9HRX2
64091.VNG0064G	Q9HSV0
64091.VNG0408H	Q9HS47
64091.VNG2296C	Q9HN11
64091.VNG1886C	Q9HNY8
64091.VNG0942G	Q9HQY8
64091.VNG2673H	Q9HM74
64091.VNG0015H	Q9HSZ4
64091.VNG0102C	Q9HSS2
64091.VNG1880C	Q9HNZ2
64091.VNG1610C	Q9HPJ3
64091.VNG2555C	Q9HMG3
64091.VNG1500H	Q9HPR9
64091.VNG1069C	Q9HQP1
64091.VNG2306H	Q9HN04
64091.VNG1508C	Q9HPR4
64091.VNG0815G	Q9HR85
64091.VNG0581H	Q9HRR4
64091.VNG0089G	Q9HST1
64091.VNG1050H	Q9HQQ8
64091.VNG0527C	Q9HRV5
64091.VNG1172G	Q9HQG7
64091.VNG0825C	Q9HR77
64091.VNG0404H	Q9HS51
64091.VNG0016H	Q9HSZ3
64091.VNG0215C	Q9HSI4
64091.VNG2385H	Q9HMU2
64091.VNG1426H	Q9HPX7
64091.VNG2602G	Q9HMC9
64091.VNG2074H	Q9HNJ7
64091.VNG1164C	Q9HQH2
64091.VNG2125Gm	Q9HNF5
64091.VNG1114G	Q9HQK8
64091.VNG2179H	Q9HNA7
64091.VNG1458G	Q9HPV3
64091.VNG0132C	Q9HSQ0
64091.VNG0719G	Q9HRF8
64091.VNG1003H	Q9HQU2
64091.VNG1525C	Q9HPQ3
64091.VNG2575G	Q9HMF0
64091.VNG1611C	Q9HPJ2
64091.VNG0058H	Q9HSV5
64091.VNG1933G	Q9HNV2
64091.VNG0705C	Q9HRG8
64091.VNG0917G	Q9HR09
64091.VNG1723H	Q9HPA8
64091.VNG0594H	Q9HRQ3
64091.VNG0500G	Q9HRX6
64091.VNG0277G	Q9HSE1
64091.VNG1645H	Q9HPG7
64091.VNG2123G	Q9HNF7
64091.VNG2242C	Q9HN57
64091.VNG2292H	Q9HN16
64091.VNG0927C	Q9HR01
64091.VNG1047H	Q9HQR1
64091.VNG0897G	Q9HR23
64091.VNG0197C	Q9HSJ6
64091.VNG2442H	Q9HMP8
64091.VNG0124C	Q9HSQ6
64091.VNG1266G	Q9HQ94
64091.VNG2617G	Q9HMB6
64091.VNG1474G	Q9HPT9
64091.VNG0123G	Q9HSQ7
64091.VNG2615C	Q9HMB8
64091.VNG1994C	Q9HNQ4
64091.VNG1590H	Q9HPK5
64091.VNG0911H	Q9HR14
64091.VNG0629G	Q9HRM6
64091.VNG2146H	Q9HND7
64091.VNG0583G	Q9HRR2
64091.VNG1856G	Q9HP10
64091.VNG2356G	Q9HMW5
64091.VNG2151G	Q9HND2
64091.VNG1902H	Q9HNX5
64091.VNG0282H	Q9HSD7
64091.VNG0319H	Q9HSB0
64091.VNG0086Gm	Q9HST3
64091.VNG1053G	Q9HQQ6
64091.VNG1026H	Q9HQS5
64091.VNG0729H	Q9HRF1
64091.VNG0041C	Q9HSX0
64091.VNG2253H	Q9HN48
64091.VNG0079H	Q9HST8
64091.VNG2641H	Q9HM97
64091.VNG0979H	Q9HQW3
64091.VNG1255C	Q9HQA2
64091.VNG0796G	Q9HR98
64091.VNG0762H	Q9HRC3
64091.VNG1407C	Q9HPZ1
64091.VNG0680G	Q9HRI5
64091.VNG0986H	Q9HQV8
64091.VNG1084G	Q9HQN1
64091.VNG0868H	Q9HR46
64091.VNG0674C	Q9HRJ1
64091.VNG1767G	Q9HP79
64091.VNG1638H	Q9HPH2
64091.VNG1983H	Q9HNR5
64091.VNG0285C	Q9HSD5
64091.VNG0218G	Q9HSI1
64091.VNG1446H	Q9HPW4
64091.VNG2399H	Q9HMT1
64091.VNG1484H	Q9HPT0
64091.VNG0857Cm	Q9HR55
64091.VNG0483C	Q9HRY9
64091.VNG1037G	Q9HQR6
64091.VNG2301G	Q9HN08
64091.VNG1574G	Q9HPL6
64091.VNG0475C	Q9HRZ4
64091.VNG2010G	Q9HNP2
64091.VNG0933G	Q9HQZ6
64091.VNG2307C	Q9HN03
64091.VNG1848H	Q9HP17
64091.VNG1770C	Q9HP76
64091.VNG0370Hm	Q9HS76
64091.VNG0238H	Q9HSG7
64091.VNG0763G	Q9HRC2
64091.VNG0571C	Q9HRS2
64091.VNG1070Gm	Q9HQP0
64091.VNG0355G	Q9HS86
64091.VNG0105H	Q9HSS0
64091.VNG1558H	Q9HPM8
64091.VNG1911G	Q9HNW8
64091.VNG0999H	Q9HQU6
64091.VNG1895H	Q9HNY1
64091.VNG2304H	Q9HN06
64091.VNG2073C	Q9HNJ9
64091.VNG1988G	Q9HNQ9
64091.VNG1618H	Q9HPI9
64091.VNG2622H	Q9HMB3
64091.VNG2166Cm	Q9HNB8
64091.VNG2019C	Q9HNN6
64091.VNG0733H	Q9HRE7
64091.VNG0265G	Q9HSE9
64091.VNG0266H	Q9HSE8
64091.VNG0294G	Q9HSC9
64091.VNG0125H	Q9HSQ5
64091.VNG2408C	Q9HMS5
64091.VNG0414G	Q9HS43
64091.VNG1179C	Q9HQG1
64091.VNG0391C	Q9HS60
64091.VNG0231C	Q9HSH2
64091.VNG2456Cm	Q9HMN7
64091.VNG2195G	Q9HN94
64091.VNG1903Cm	Q9HNX4
64091.VNG2541Cm	Q9HMH3
64091.VNG1831H	Q9HP31
64091.VNG1410H	Q9HPY8
64091.VNG1320G	Q9HQ55
64091.VNG1228C	Q9HQC4
64091.VNG2068C	Q9HNK1
64091.VNG1744H	Q9HP95
64091.VNG1054G	Q9HQQ5
64091.VNG1924G	Q9HNV8
64091.VNG1755G	Q9HP88
64091.VNG0072H	Q9HSU3
64091.VNG1666H	Q9HPF1
64091.VNG0627G	Q9HRM8
64091.VNG0420H	Q9HS39
64091.VNG2173G	Q9HNB2
64091.VNG2162C	Q9HNC2
64091.VNG2149H	Q9HND4
64091.VNG1300H	Q9HQ71
64091.VNG2078G	Q9HNJ3
64091.VNG1270H	Q9HQ92
64091.VNG0983C	Q9HQW0
64091.VNG0200C	Q9HSJ3
64091.VNG0390G	Q9HS61
64091.VNG0081G	Q9HST6
64091.VNG1350C	Q9HQ34
64091.VNG1282G	Q9HQ83
64091.VNG0949G	Q9HQY3
64091.VNG0623G	Q9HRN1
64091.VNG0389C	Q9HS62
64091.VNG1236C	Q9HQB7
64091.VNG2130G	Q9HNF1
64091.VNG0009G	Q9HSZ8
64091.VNG2027H	Q9HNN0
64091.VNG0834C	Q9HR70
64091.VNG0128C	Q9HSQ3
64091.VNG0656H	Q9HRK5
64091.VNG0289H	Q9HSD2
64091.VNG1608C	Q9HPJ5
64091.VNG1587H	Q9HPK7
64091.VNG2335H	Q9HMY0
64091.VNG2376H	Q9HMV0
64091.VNG2430G	Q9HMQ7
64091.VNG1381H	Q9HQ10
64091.VNG0080H	Q9HST7
64091.VNG0778C	Q9HRB1
64091.VNG2418G	Q9HMR6
64091.VNG2614H	Q9HMB9
64091.VNG2282C	Q9HN25
64091.VNG1483C	Q9HPT1
64091.VNG1349Cm	Q9HQ35
64091.VNG2098H	Q9HNH8
64091.VNG1772G	Q9HP74
64091.VNG0694G	Q9HRH5
64091.VNG1537C	Q9HPP4
64091.VNG1071G	Q9HQN9
64091.VNG0556G	Q9HRT3
64091.VNG1387H	Q9HQ05
64091.VNG0738H	Q9HRE3
64091.VNG2631H	Q9HMA6
64091.VNG1553G	Q9HPN2
64091.VNG1372C	Q9HQ17
64091.VNG2312C	Q9HMZ9
64091.VNG1542G	Q9HPP0
64091.VNG0553C	Q9HRT5
64091.VNG0340C	Q9HS96
64091.VNG1985C	Q9HNR2
64091.VNG1734H	Q9HPA1
64091.VNG1303C	Q9HQ68
64091.VNG1039H	Q9HQR4
64091.VNG1954H	Q9HNT4
64091.VNG0167H	Q9HSM0
64091.VNG0440C	Q9HS22
64091.VNG0431G	Q9HS29
64091.VNG1852H	Q9HP12
64091.VNG0907H	Q9HR17
64091.VNG1092C	Q9HQM4
64091.VNG0863H	Q9HR50
64091.VNG0194H	Q9HSJ9
64091.VNG0189C	Q9HSK2
64091.VNG0134G	Q9HSP8
64091.VNG1833C	Q9HP29
64091.VNG2423G	Q9HMR1
64091.VNG1972G	Q9HNS2
64091.VNG1151H	Q9HQI2
64091.VNG0033H	Q9HSX7
64091.VNG1117C	Q9HQK5
64091.VNG0908G	Q9HR16
64091.VNG0865C	Q9HR48
64091.VNG0740C	Q9HRE1
64091.VNG2412H	Q9HMS2
64091.VNG1408G	Q9HPZ0
64091.VNG1678H	Q9HPE3
64091.VNG1060H	Q9HQP9
64091.VNG0144H	Q9HSN9
64091.VNG1932G	Q9HNV3
64091.VNG1380H	Q9HQ11
64091.VNG1162H	Q9HQH4
64091.VNG0936C	Q9HQZ3
64091.VNG0441H	Q9HS21
64091.VNG0300C	Q9HSC5
64091.VNG1684G	Q9HPD8
64091.VNG0203C	Q9HSJ1
64091.VNG0332C	Q9HS99
64091.VNG0611H	Q9HRN9
64091.VNG0023H	Q9HSY7
64091.VNG1783H	Q9HP64
64091.VNG1309G	Q9HQ64
64091.VNG2633H	Q9HMA4
64091.VNG2386C	Q9HMU1
64091.VNG2552G	Q9HMG6
64091.VNG2406C	Q9HMS6
64091.VNG2193Gm	Q9HN95
64091.VNG1613H	Q9HPJ1
64091.VNG2116C	Q9HNG4
64091.VNG1796H	Q9HP53
64091.VNG1145G	Q9HQI6
64091.VNG2291G	Q9HN17
64091.VNG1621H	Q9HPI5
64091.VNG2285C	Q9HN22
64091.VNG0422G	Q9HS37
64091.VNG1207C	Q9HQD9
64091.VNG1188G	Q9HQF3
64091.VNG2451H	Q9HMP1
64091.VNG1800H	Q9HP51
64091.VNG1619H	Q9HPI6
64091.VNG1087C	Q9HQM8
64091.VNG0054H	Q9HSV9
64091.VNG1626C	Q9HPI0
64091.VNG0586C	Q9HRQ9
64091.VNG1905C	Q9HNX2
64091.VNG1843C	Q9HP21
64091.VNG0417H	Q9HS41
64091.VNG0811H	Q9HR89
64091.VNG1018G	Q9HQT1
64091.VNG2520C	Q9HMJ0
64091.VNG0175G	Q9HSL4
64091.VNG0821C	Q9HR81
64091.VNG0186G	Q9HSK5
64091.VNG1482G	Q9HPT2
64091.VNG1940H	Q9HNU6
64091.VNG1275Gm	Q9HQ88
64091.VNG0620G	Q9HRN3
64091.VNG0026C	Q9HSY4
64091.VNG1376H	Q9HQ14
64091.VNG2424G	Q9HMR0
64091.VNG2574G	Q9HMF1
64091.VNG2341H	Q9HMX5
64091.VNG1853G	Q9HP11
64091.VNG1681C	Q9HPE0
64091.VNG1447H	Q9HPW3
64091.VNG1823C	Q9HP36
