169963.lmo0928	P58621
169963.lmo1408	A0A0B8QZ56
169963.lmo2005	A0A0B8R8T6
169963.lmo1398	Q8GNQ2
169963.lmo0876	A0A0B8QTT7
169963.lmo0592	A0A0B8R1F6
169963.lmo2043	A0A0B8RFW3
169963.lmo1869	A0A0B8QVE8
169963.lmo2294	A0A0B8R585
169963.lmo1758	A0A0B8QS40
169963.lmo1758	A0A0B8R925
169963.lmo0745	A0A0B8RA44
169963.lmo1567	A0A0B8RCY1
169963.lmo1847	A0A0B8QVC7
169963.lmo2494	A0A0B8R9T8
169963.lmo1934	L8E1Q8
169963.lmo1650	S5JJR2
169963.lmo1404	A0A0B8QV32
169963.lmo0157	A0A0B8R082
169963.lmo1633	A0A0B8RBJ3
169963.lmo0200	G0YZM5
169963.lmo0690	Q5Y832
169963.lmo1618	I0J097
169963.lmo1398	Q8GNQ3
169963.lmo0200	H6UX14
169963.lmo1846	A0A0B8QZZ4
169963.lmo0951	A0A0B8R188
169963.lmo2103	A0A0B8R1A2
169963.lmo0489	A0A0B8R864
169963.lmo2050	A0A0B8R9F7
169963.lmo1145	A0A0B8RDF7
169963.lmo0321	A0A0B8REC4
169963.lmo1858	A0A0B8QR87
169963.lmo1730	A0A0B8R3Q6
169963.lmo1565	A0A0B8R3T2
169963.lmo0202	A0A0B8R7T2
169963.lmo1520	A0A0B8R904
169963.lmo0740	A0A0B8RIB2
169963.lmo1757	A0A0B8R3S9
169963.lmo2372	A0A0B8RB94
169963.lmo1254	A0A0B8QVD3
169963.lmo1456	A0A0B8RI01
169963.lmo1156	A0A0B8QT72
169963.lmo1897	A0A0B8QYL4
169963.lmo1015	A0A0B8R9D3
169963.lmo2132	A0A0B8RCL2
169963.lmo0204	C7A0I1
169963.lmo0204	C7A0L1
169963.lmo0204	C7A0B9
169963.lmo0204	C7A0A9
169963.lmo0204	C7A0C3
169963.lmo0204	C7A0J1
169963.lmo0204	B6RUU2
169963.lmo0433	Q45L18
169963.lmo0205	Q6E8Z7
169963.lmo0201	G3FFI7
169963.lmo0731	G9G5K9
169963.lmo0895	A1Y8Z3
169963.lmo0210	B5B9H7
169963.lmo0205	B2L5P2
169963.lmo0210	B5B9J2
169963.lmo1508	B5B9A4
169963.lmo0740	G9G5K8
169963.lmo0210	B5B9I7
169963.lmo0263	Q2PTP6
169963.lmo0201	Q4TVP8
169963.lmo0006	Q843L2
169963.lmo1520	C6ZU25
169963.lmo0299	A1Y4D5
169963.lmo0203	G3FFI9
169963.lmo0433	A1Y3Q8
169963.lmo0204	C7A0M5
169963.lmo1521	C6ZU26
169963.lmo0434	Q2PTX5
169963.lmo1398	Q842U8
169963.lmo2278	O52604
169963.lmo0202	Q843D3
169963.lmo0204	Q2PPQ2
169963.lmo0204	C7A085
169963.lmo0204	Q2PPM0
169963.lmo0434	Q2PTY9
169963.lmo2092	Q843N2
169963.lmo0204	C7A0L7
169963.lmo2785	Q2PS17
169963.lmo0204	C7A089
169963.lmo1764	Q59492
169963.lmo1786	Q2PTU8
169963.lmo1619	Q84GL4
169963.lmo0201	Q6E907
169963.lmo0434	A0MZN4
169963.lmo1871	Q84CA1
169963.lmo0205	Q6EA91
169963.lmo0929	B3VUH3
169963.lmo0204	Q6E9I4
169963.lmo0204	B3VTY1
169963.lmo0433	B3VU49
169963.lmo0200	H9N8Z6
169963.lmo0202	B3VU32
169963.lmo0433	B3VU56
169963.lmo0929	B3VUH2
169963.lmo0006	Q843H1
169963.lmo0200	B9UXT0
169963.lmo2067	B3VTZ6
169963.lmo0582	E9LR55
169963.lmo0300	B8X2X9
169963.lmo0433	B8X2H0
169963.lmo0205	B9UXV6
169963.lmo0203	B9UY80
169963.lmo0433	B8X2D6
169963.lmo0433	B8X2B4
169963.lmo0204	B8X204
169963.lmo0433	B8X2C2
169963.lmo0433	B8X2J2
169963.lmo0582	E9LR56
169963.lmo0205	B9UY47
169963.lmo0201	B9UY78
169963.lmo0433	B8X2H6
169963.lmo0299	B8X2K1
169963.lmo0205	B9UXY4
169963.lmo0113	Q9EXG6
169963.lmo0433	Q3ZUI1
169963.lmo0204	A0FEZ4
169963.lmo0433	A0FF09
169963.lmo0434	B0ZZH6
169963.lmo1871	Q84CD0
169963.lmo0433	Q8KTF0
169963.lmo0434	A1Y744
169963.lmo0433	H2DKB5
169963.lmo0204	A0FEZ6
169963.lmo0433	H2DKA5
169963.lmo0203	B9UY73
169963.lmo0298	B8X2X2
169963.lmo0582	E9LR57
169963.lmo0433	A1Y783
169963.lmo0202	B1PS29
169963.lmo0433	H2DK92
169963.lmo0203	Q4TVP7
169963.lmo2268	E2E7Y0
169963.lmo0006	Q843E8
169963.lmo0434	A0FF28
169963.lmo0300	A1Y7H9
169963.lmo2787	Q9RLU2
169963.lmo0582	Q84DR1
169963.lmo0433	A1Y761
169963.lmo0204	C7A0Q7
169963.lmo0204	C7A033
169963.lmo0204	C7A0R3
169963.lmo0204	C7A069
169963.lmo0204	C7A043
169963.lmo0204	C7A0G9
169963.lmo0204	C7A0Q3
169963.lmo0204	C7A083
169963.lmo0204	C7A0P1
169963.lmo0204	C7A0P7
169963.lmo0204	C7A0Q9
169963.lmo2229	Q93K16
169963.lmo0204	C7A0Q5
169963.lmo0210	E2E850
169963.lmo2092	Q843N4
169963.lmo0433	A5YL75
169963.lmo2092	A5YRR5
169963.lmo0204	C7A0N7
169963.lmo0428	A7VKG5
169963.lmo0204	A5YL64
169963.lmo0301	I3PGS9
169963.lmo0006	Q843K6
169963.lmo2092	Q843R0
169963.lmo1410	Q9X770
169963.lmo1892	E2E8P8
169963.lmo0203	S5FNQ1
169963.lmo1287	S5DZW7
169963.lmo0201	S5FXS4
169963.lmo0433	E5KEC0
169963.lmo0433	E5KEC4
169963.lmo0204	G0LE67
169963.lmo0433	D3KX37
169963.lmo0433	L7X194
169963.lmo0434	L7Z949
169963.lmo0204	B5TZC7
169963.lmo0433	B6RXH0
169963.lmo2092	Q843X3
169963.lmo1118	T2C7A0
169963.lmo0006	Q843H2
169963.lmo0433	Q84GJ5
169963.lmo0433	Q45L16
169963.lmo0433	B6RXN3
169963.lmo0204	Q844B3
169963.lmo0319	Q84GL3
169963.lmo0737	T2C766
169963.lmo0006	Q843G0
169963.lmo0265	Q84GL0
169963.lmo1508	Q84GL1
169963.lmo1430	Q9RQH8
169963.lmo0438	W5U0C7
169963.lmo0567	Q6QMN9
169963.lmo1871	Q84C99
169963.lmo0433	Q84CF7
169963.lmo0202	Q843A0
169963.lmo0202	A3QZT7
169963.lmo0201	I1YNY8
169963.lmo0886	A6P5H3
169963.lmo2092	Q843R3
169963.lmo2763	E2E8J0
169963.lmo0433	E5KEC7
169963.lmo1786	M1J913
169963.lmo0433	D1FMX0
169963.lmo0895	Q8GNQ5
169963.lmo2092	Q843Q0
169963.lmo0005	Q8KYB4
169963.lmo0201	B6ZH36
169963.lmo0895	A9YDE3
169963.lmo0895	A9YDH0
169963.lmo2537	B0FPV6
169963.lmo1786	Q6Q610
169963.lmo1398	Q842U7
169963.lmo1871	Q84CD8
169963.lmo0202	Q842Y6
169963.lmo2092	Q843P8
169963.lmo1871	Q84C80
169963.lmo1871	Q84C97
169963.lmo1871	Q84CD4
169963.lmo1721	H9ZX91
169963.lmo0433	B6ZH23
169963.lmo1871	Q84CE9
169963.lmo0202	A3QZW0
169963.lmo0895	A9YDE9
169963.lmo0204	B0G038
169963.lmo0006	Q843J5
169963.lmo1871	Q84C45
169963.lmo1398	Q842S7
169963.lmo0433	E5KEB5
169963.lmo0300	C6ZVD7
169963.lmo0895	A9YDE1
169963.lmo0582	A9ZSB6
169963.lmo1398	Q842T3
169963.lmo0006	Q843E0
169963.lmo2092	Q843N9
169963.lmo0582	Q84DS2
169963.lmo0006	Q843M0
169963.lmo1871	Q84C48
169963.lmo0433	E5KEB8
169963.lmo0433	D1FMW1
169963.lmo1871	Q84C52
169963.lmo0433	B6ZH21
169963.lmo0202	Q842Y2
169963.lmo0006	Q843I7
169963.lmo1871	Q84C61
169963.lmo0031	B4XQK6
169963.lmo0737	E5KVF2
169963.lmo0204	A9YDJ8
169963.lmo0433	C6ZV73
169963.lmo0300	C6ZW57
169963.lmo0298	C6ZW58
169963.lmo1619	D1FLT4
169963.lmo1634	Q6Q3I2
169963.lmo2092	Q843N3
169963.lmo0300	C6ZW66
169963.lmo0204	Q2PPT5
169963.lmo0433	D1FMT3
169963.lmo0204	Q844D6
169963.lmo0202	Q843A7
169963.lmo0006	Q843H4
169963.lmo0006	Q843I8
169963.lmo1871	Q84C88
169963.lmo0582	Q84DT2
169963.lmo1398	Q842V2
169963.lmo1398	Q842W9
169963.lmo1871	Q84CA3
169963.lmo0201	B9UY57
169963.lmo0204	C7A0E1
169963.lmo0203	G3FFG5
169963.lmo1398	Q842X5
169963.lmo0204	C7A0F1
169963.lmo0298	A1Y4G4
169963.lmo0204	B8X211
169963.lmo0434	A1Y7D8
169963.lmo0433	E9NS38
169963.lmo0202	E9NS51
169963.lmo0433	Q3ZUD4
169963.lmo0202	Q4TVQ2
169963.lmo0433	H2DKA6
169963.lmo0214	Q9ZIM3
169963.lmo0305	I6NMF7
169963.lmo0202	Q842X6
169963.lmo0202	Q843B2
169963.lmo0433	B6RXL5
169963.lmo2468	A6P5Y6
169963.lmo0202	A3F1G7
169963.lmo0851	A0A0B8RCW4
169963.lmo0204	C7A097
169963.lmo0204	C7A0H9
169963.lmo0265	B5B962
169963.lmo0210	B5B9H4
169963.lmo0210	B5B9K8
169963.lmo1871	Q84CA0
169963.lmo0433	B8X2C4
169963.lmo0300	B8X2L2
169963.lmo0433	E9NS42
169963.lmo0433	A1Y7D7
169963.lmo0201	Q8GGE9
169963.lmo0433	A8D320
169963.lmo0200	Q6E914
169963.lmo2092	Q843N0
169963.lmo2092	Q843Q1
169963.lmo0204	Q844F6
169963.lmo0433	V9Y070
169963.lmo0204	C5IJI9
169963.lmo0203	G3FFE1
169963.lmo1786	Q2PTU4
169963.lmo0006	Q843D5
169963.lmo0433	H2DKB7
169963.lmo0204	C7A035
169963.lmo1831	Q59494
169963.lmo1398	Q842U4
169963.lmo0299	C6ZW86
169963.lmo2332	L7QGW8
169963.lmo1871	Q84CA6
169963.lmo1786	R4V6G3
169963.lmo0433	D8V6C5
169963.lmo0204	Q2PPV6
169963.lmo0433	Q8KTF6
169963.lmo0210	B5B9G5
169963.lmo0210	B5B9K1
169963.lmo1871	Q84C75
169963.lmo0201	H6UX27
169963.lmo0202	Q843C9
169963.lmo0006	Q843J2
169963.lmo2092	Q843W7
169963.lmo0433	B3VU51
169963.lmo0279	F0V6T8
169963.lmo0204	S5FQB8
169963.lmo0895	Q8GNQ7
169963.lmo0895	Q8GNQ8
169963.lmo0204	B8X200
169963.lmo0300	A1Y4C1
169963.lmo0210	B5B9F4
169963.lmo0203	G3FFF9
169963.lmo0006	Q843M4
169963.lmo2165	O52493
169963.lmo2553	Q9KKF3
169963.lmo0202	Q48772
169963.lmo1871	B8X288
169963.lmo0265	Q6QMP6
169963.lmo1508	Q694L3
169963.lmo0433	A0FF11
169963.lmo0433	A1Y731
169963.lmo0433	Q3ZUC6
169963.lmo0433	D8V6M0
169963.lmo0433	C0KKW0
169963.lmo1377	A0SYF4
169963.lmo2092	Q843V7
169963.lmo1240	Q8VMX3
169963.lmo0576	I6XF65
169963.lmo0204	Q8GNR2
169963.lmo0265	C0LX73
169963.lmo0006	Q843I4
169963.lmo0433	C6ZUR1
169963.lmo0433	Q70LX7
169963.lmo0201	Q8GGF5
169963.lmo0433	R4PJB3
169963.lmo0433	A4GWM4
169963.lmo1377	A0SYH0
169963.lmo0433	D8V6A7
169963.lmo2165	A0A0B8RB50
169963.lmo1183	A0A0B8RBA8
169963.lmo0763	A0A0B8RCV6
169963.lmo0702	A0A0B8QXQ1
169963.lmo1730	A0A0B8R8Z0
169963.lmo0204	D0VBD9
169963.lmo0205	B0G0A5
169963.lmo0232	B6ZH09
169963.lmo2537	B0FPZ1
169963.lmo0582	Q9RNU3
169963.lmo0433	B0ZZC4
169963.lmo0199	B0ZZZ3
169963.lmo1520	C6ZUG5
169963.lmo1398	Q842V7
169963.lmo0582	Q840A1
169963.lmo0202	A3QZW6
169963.lmo0265	Q6QMQ2
169963.lmo0202	Q8GC16
169963.lmo1000	A0A0B8R453
169963.lmo0433	B8X2H2
169963.lmo0300	B8X2K6
169963.lmo1871	A5YRR6
169963.lmo2514	Q6DL90
169963.lmo0886	M1JCR4
169963.lmo0582	A9ZSA5
169963.lmo0203	Q0ZPA4
169963.lmo0202	Q843A5
169963.lmo0582	Q84DR3
169963.lmo0386	A7VKF6
169963.lmo0204	C7A0I5
169963.lmo0204	C7A0I7
169963.lmo0298	A1Y4B3
169963.lmo0433	B3VU55
169963.lmo0203	B9UXP8
169963.lmo1521	A1Y6T2
169963.lmo0264	B0ZZS3
169963.lmo1514	E2E936
169963.lmo2468	Q83Z05
169963.lmo0202	A9LY37
169963.lmo0202	H6UX33
169963.lmo2092	Q843U6
169963.lmo1118	T2C5U5
169963.lmo0265	Q6QMP5
169963.lmo0298	A1Y4B0
169963.lmo0262	Q2PTC8
169963.lmo0433	C9E2A1
169963.lmo0433	D5L2Z7
169963.lmo0202	A3QZU3
169963.lmo1573	C6ZTB2
169963.lmo0301	I6NME8
169963.lmo0204	Q844B7
169963.lmo0202	Q843A9
169963.lmo0204	C7A091
169963.lmo0204	C7A0C5
169963.lmo0201	B4XQM5
169963.lmo0201	B6ZH39
169963.lmo2092	Q843Q5
169963.lmo0205	Q84DK2
169963.lmo0202	A9LY39
169963.lmo2092	Q843U0
169963.lmo0434	C6ZV52
169963.lmo2092	Q843R9
169963.lmo1871	Q84C76
169963.lmo1871	Q84CC9
169963.lmo0202	A3QZX7
169963.lmo0201	Q8GGF4
169963.lmo0433	A1Y3T5
169963.lmo0300	A1Y7Y2
169963.lmo2790	Q9FCV8
169963.lmo0733	G9G5L2
169963.lmo0409	Q2PTF4
169963.lmo0622	A0A0B8QWL9
169963.lmo2461	V5NAP8
169963.lmo0434	A1Y3Y2
169963.lmo2092	C0LXG9
169963.lmo2778	A0A0B8QZW5
169963.lmo1654	A0A0B8R8S9
169963.lmo0702	A0A0B8RDN0
169963.lmo0204	C7A0D5
169963.lmo0892	O85015
169963.lmo0204	B8X201
169963.lmo0204	Q2PPU9
169963.lmo0204	Q2PPW2
169963.lmo0433	B3VU47
169963.lmo0201	G3FFF1
169963.lmo0121	O05553
169963.lmo0202	Q843A1
169963.lmo2092	Q843N1
169963.lmo2092	Q843W5
169963.lmo0204	C7A0N3
169963.lmo0433	B8X2G2
169963.lmo0433	B8X2I8
169963.lmo0300	B8X2J7
169963.lmo0204	B0ZS76
169963.lmo0205	G3FFG1
169963.lmo0265	Q9ZEY0
169963.lmo1786	Q2PTV3
169963.lmo0204	A5YL66
169963.lmo0202	E9NS47
169963.lmo0200	Q83Z22
169963.lmo0204	B8X214
169963.lmo2752	Q6QMR0
169963.lmo0433	D3KX39
169963.lmo1786	Q45NG6
169963.lmo0210	B5B9J4
169963.lmo0204	Q2PPS1
169963.lmo1373	Q8GLC8
169963.lmo0204	Q9JMZ5
169963.lmo0202	F8SUP3
169963.lmo0201	Q6E979
169963.lmo0202	Q842Z1
169963.lmo2092	Q843R2
169963.lmo1871	Q84C74
169963.lmo1871	Q84CA5
169963.lmo0433	B6RXQ1
169963.lmo0204	Q844H1
169963.lmo0204	Q844I5
169963.lmo0204	Q9JMZ8
169963.lmo0204	C7A0K1
169963.lmo0203	H6UX40
169963.lmo1786	Q2L8G6
169963.lmo0433	D8V7D3
169963.lmo0433	E5KEB7
169963.lmo0692	B0FPL2
169963.lmo0201	B6ZH38
169963.lmo0582	Q6LAV6
169963.lmo0202	Q842Z2
169963.lmo0582	J7H5Y6
169963.lmo0265	Q6QMQ3
169963.lmo0204	Q843Z5
169963.lmo0202	A0A060BE84
169963.lmo1730	A0A0B8QW50
169963.lmo2461	V5NAQ6
169963.lmo0434	Q2PTY1
169963.lmo0895	Q8GNQ6
169963.lmo0202	Q48773
169963.lmo1508	Q84GL2
169963.lmo0305	I6NR57
169963.lmo2092	Q843P4
169963.lmo2476	Q6J183
169963.lmo2537	B0FPY1
169963.lmo2501	B0FQ20
169963.lmo1439	Q6QMK2
169963.lmo0204	C5IJJ0
169963.lmo1574	C6ZTS1
169963.lmo0433	Q3ZUG2
169963.lmo0204	C7A0E7
169963.lmo0202	G9L8E5
169963.lmo0433	Q2L8G9
169963.lmo0222	Q8KU00
169963.lmo0201	G3FFF7
169963.lmo0740	G9G5L9
169963.lmo1521	C6ZTY6
169963.lmo0204	Q2PPR4
169963.lmo1786	Q2PTT6
169963.lmo0433	Q70LX9
169963.lmo0415	B3VUD7
169963.lmo0434	H9N8V6
169963.lmo0300	A1Y4H2
169963.lmo0204	Q2PPQ3
169963.lmo0204	Q2PPR1
169963.lmo1786	Q6Q5Z7
169963.lmo0200	K0IXR9
169963.lmo0210	B2L5P7
169963.lmo1508	B5B9A9
169963.lmo0204	B0ZS11
169963.lmo0006	Q843D6
169963.lmo0205	Q6E975
169963.lmo0204	Q2PPV1
169963.lmo0433	Q5NE35
169963.lmo0027	Q9K534
169963.lmo1508	K0I5T8
169963.lmo1398	A1XZJ0
169963.lmo0300	A1Y431
169963.lmo0300	A1Y4C4
169963.lmo0434	A0FF29
169963.lmo0582	Q4TVQ4
169963.lmo0262	Q2L8F1
169963.lmo1398	Q842W7
169963.lmo0204	B8X205
169963.lmo0202	Q4TVQ3
169963.lmo0205	Q4TVQ9
169963.lmo0204	B8X202
169963.lmo0204	Q2PPP6
169963.lmo0006	Q843J9
169963.lmo2092	Q843P9
169963.lmo0433	D5L2Z0
169963.lmo0433	Q2L8H7
169963.lmo0433	E9NS39
169963.lmo0433	Q3ZUE4
169963.lmo0433	Q8KTF9
169963.lmo0433	A5YL73
169963.lmo0433	B8X2A8
169963.lmo0433	A0FF13
169963.lmo1786	Q83Z10
169963.lmo1398	Q842U5
169963.lmo0006	Q843F9
169963.lmo0202	Q843C8
169963.lmo1871	Q84C50
169963.lmo0201	Q48789
169963.lmo0204	C7A059
169963.lmo1871	Q84CA2
169963.lmo1871	Q84C70
169963.lmo1871	Q84CD6
169963.lmo1871	Q84CE6
169963.lmo0433	B6ZH20
169963.lmo0201	D3Y3J0
169963.lmo2092	Q843T3
169963.lmo0202	Q843A4
169963.lmo0006	Q843D7
169963.lmo0892	Q8GD16
169963.lmo2092	Q843T6
169963.lmo0204	Q843Y9
169963.lmo1871	Q84CF4
169963.lmo1398	Q842T9
169963.lmo0202	Q842Y3
169963.lmo0006	Q843L1
169963.lmo2092	Q843R5
169963.lmo1871	Q84C55
169963.lmo0582	Q84DT1
169963.lmo0433	Q2HPQ1
169963.lmo0204	B8X213
169963.lmo0201	B9UXV2
169963.lmo0409	Q9EXF3
169963.lmo0204	B8X1Z9
169963.lmo1398	Q842V9
169963.lmo0434	Q2PTX3
169963.lmo0433	A1Y3S7
169963.lmo0205	G3FFF5
169963.lmo0409	Q2PTE5
169963.lmo0204	B3VTX7
169963.lmo0300	B8X2X6
169963.lmo0205	B9UXZ8
169963.lmo0204	C7A025
169963.lmo0204	C7A0D7
169963.lmo0204	Q844D5
169963.lmo0434	C6ZUR2
169963.lmo1871	Q84C62
169963.lmo0006	Q843L4
169963.lmo0434	D0VLN6
169963.lmo0433	C0KKV7
169963.lmo1000	A0A0B8QY35
169963.lmo0204	C7A0J9
169963.lmo0434	Q2PTZ6
169963.lmo0300	A1Y7H6
169963.lmo0201	Q4TVP9
169963.lmo0204	D1FMJ8
169963.lmo0582	Q84DR0
169963.lmo0433	C6ZV61
169963.lmo1054	C6ZWK7
169963.lmo2477	Q6J184
169963.lmo0202	Q842Y4
169963.lmo0433	Q45L19
169963.lmo0204	Q844I6
169963.lmo2092	Q843P7
169963.lmo0202	Q843C6
169963.lmo2092	Q843X0
169963.lmo1054	A1Y598
169963.lmo0204	B8X215
169963.lmo0030	B4XQJ9
169963.lmo0895	A9YDI0
169963.lmo1398	Q842U1
169963.lmo0006	Q843H6
169963.lmo1871	Q84C67
169963.lmo0433	Q45L02
169963.lmo0265	Q84GK9
169963.lmo2786	Q9RLU1
169963.lmo1786	Q6Q5Z9
169963.lmo0006	Q843E5
169963.lmo2550	Q93Q13
169963.lmo0433	Q6T546
169963.lmo1398	Q842V3
169963.lmo2092	Q843R1
169963.lmo0202	Q843C4
169963.lmo1871	Q84CC1
169963.lmo0202	A0A060EUH0
169963.lmo0202	A0A060EUG2
169963.lmo2558	O50272
169963.lmo2268	E2E807
169963.lmo1765	Q59493
169963.lmo2474	Q6J181
169963.lmo0433	D8V784
169963.lmo1923	C6ZSW3
169963.lmo0204	C7A029
169963.lmo0204	C7A037
169963.lmo1923	C6ZSY7
169963.lmo0433	Q2L8H5
169963.lmo0433	Q2L8H6
169963.lmo2092	Q843M6
169963.lmo0203	B9UXR2
169963.lmo0199	B0ZZX3
169963.lmo0433	H2DK93
169963.lmo2537	B0FPX6
169963.lmo0433	C6ZV67
169963.lmo1871	Q84C73
169963.lmo1992	Q9Z632
169963.lmo2092	Q843P3
169963.lmo1398	Q842V5
169963.lmo0582	J7HCR4
169963.lmo0434	C6ZV68
169963.lmo0433	D1FMR7
169963.lmo1398	Q842T7
169963.lmo1398	Q842X2
169963.lmo1871	Q84CE0
169963.lmo0582	Q84DL8
169963.lmo0582	Q84DT3
169963.lmo0433	C6ZVC3
169963.lmo0006	Q843H7
169963.lmo2092	C0LXI7
169963.lmo0006	Q843F7
169963.lmo0204	Q844I9
169963.lmo0433	C6ZUN1
169963.lmo0201	Q8GGF0
169963.lmo0409	O33930
169963.lmo1824	Q9RQH6
169963.lmo0201	Q6E9Q3
169963.lmo0204	C7A0F7
169963.lmo0204	C7A0K3
169963.lmo0204	C7A0K9
169963.lmo0202	Q843B7
169963.lmo0204	C7A099
169963.lmo0202	W8NXM4
169963.lmo0202	E0ACQ8
169963.lmo2785	Q84GL7
169963.lmo2330	A0A0B8QUE8
169963.lmo0202	A3QZW8
169963.lmo1398	Q842W2
169963.lmo2092	Q843V4
169963.lmo0204	Q844B8
169963.lmo0204	C7A0B1
169963.lmo1871	Q84C46
169963.lmo0210	B5B9I6
169963.lmo0203	B9UY17
169963.lmo1121	A0A0B8R261
169963.lmo0433	A9LY41
169963.lmo0433	L7X106
169963.lmo0204	Q843X7
169963.lmo1021	Q93K15
169963.lmo1871	Q84C49
169963.lmo0971	I0C078
169963.lmo0433	B6ZH27
169963.lmo1398	Q842U9
169963.lmo0300	C6ZW09
169963.lmo0006	Q843D9
169963.lmo2092	Q843Q4
169963.lmo1871	Q84C82
169963.lmo0006	Q843G5
169963.lmo1871	Q84C44
169963.lmo0204	Q6E8V0
169963.lmo0433	Q2L8H9
169963.lmo0198	Q48792
169963.lmo0891	Q8GD17
169963.lmo1871	Q84C92
169963.lmo2501	B0FQ39
169963.lmo0006	Q843F3
169963.lmo0202	A0A088FGJ8
169963.lmo0433	B6RXL8
169963.lmo0433	D8V6D4
169963.lmo1475	Q76N49
169963.lmo0204	C7A095
169963.lmo0204	C7A0E5
169963.lmo0204	C7A0H5
169963.lmo0205	G3FFE9
169963.lmo0204	Q2PPQ0
169963.lmo0204	Q2PPQ7
169963.lmo0433	H2DK89
169963.lmo1574	C6ZTA5
169963.lmo1871	Q84CC4
169963.lmo0433	C6ZV63
169963.lmo0433	Q84CF6
169963.lmo0433	D8V6S2
169963.lmo0006	Q843F5
169963.lmo0204	D0VBE4
169963.lmo0202	Q840A4
169963.lmo0434	Q9S6F8
169963.lmo2270	Q9RP24
169963.lmo2788	Q9RLU3
169963.lmo0204	Q2PPN7
169963.lmo0204	Q2PPV9
169963.lmo0434	Q9S6F7
169963.lmo0433	A1Y7D5
169963.lmo1283	Q8KYB0
169963.lmo2092	Q843W2
169963.lmo0204	C7A0L9
169963.lmo0433	Q45L14
169963.lmo0006	Q843H3
169963.lmo1871	Q84CA4
169963.lmo0202	Q840A3
169963.lmo0006	Q843M1
169963.lmo1871	Q84C53
169963.lmo0201	B9UXP6
169963.lmo1439	Q84GK5
169963.lmo0721	Q9L4N9
169963.lmo2092	Q843Q6
169963.lmo0433	R4PJC4
169963.lmo0886	A6P5D2
169963.lmo1325	Q7B2F4
169963.lmo0927	A3RI34
169963.lmo0737	T2C797
169963.lmo0203	B2L5Q1
169963.lmo0433	B6SEB6
169963.lmo0433	B6SEC1
169963.lmo0433	B3VU39
169963.lmo0202	B9UY23
169963.lmo1377	Q9RPZ0
169963.lmo0204	Q2PPP2
169963.lmo0202	Q6EA46
169963.lmo0895	B6RYR2
169963.lmo0006	Q843F1
169963.lmo1871	Q84C71
169963.lmo0305	I6NME3
169963.lmo0204	C7A017
169963.lmo0202	G9M5Q9
169963.lmo0006	Q843E4
169963.lmo0300	A1Y7I8
169963.lmo0433	Q3ZUJ2
169963.lmo0264	B0ZZT2
169963.lmo0204	A5YL65
169963.lmo2092	Q843T0
169963.lmo0304	I6NR62
169963.lmo0433	A1Y7E5
169963.lmo0204	B0ZS28
169963.lmo0204	B8X1Z8
169963.lmo0300	B8X2R9
169963.lmo0433	Q45L24
169963.lmo0433	E5KEC5
169963.lmo0301	I3PGT3
169963.lmo0582	Q84DR4
169963.lmo0205	B2L5Q3
169963.lmo0433	B5B8R1
169963.lmo0205	Q6E915
169963.lmo0204	Q844A5
169963.lmo0204	Q844H7
169963.lmo0821	A0A0B8QTW2
169963.lmo0204	C7A0A7
169963.lmo2461	V5NCT2
169963.lmo0203	B9UY59
169963.lmo1417	Q8GKR0
169963.lmo2291	A0A0B8QUB5
169963.lmo0204	C7A0C1
169963.lmo0264	Q9EXF5
169963.lmo0433	Q5NE36
169963.lmo2092	Q843U7
169963.lmo0433	B8X2E0
169963.lmo0298	B8X2Y1
169963.lmo2791	Q9FCV9
169963.lmo0894	C6ZYR1
169963.lmo0202	Q842Z6
169963.lmo0202	Q843C1
169963.lmo2092	Q843S0
169963.lmo0006	Q843K9
169963.lmo0204	Q844E9
169963.lmo0202	A0A060EK29
169963.lmo1508	Q694L2
169963.lmo0434	A1Y3Y3
169963.lmo1871	Q84CB5
169963.lmo0203	B9UXX5
169963.lmo0433	E9NS36
169963.lmo0205	H6UX56
169963.lmo1398	Q842W3
169963.lmo2092	Q843R7
169963.lmo0006	Q843M3
169963.lmo0204	Q844H3
169963.lmo0201	Q8GGF1
169963.lmo0433	Q8KTF8
169963.lmo2367	Q6QML1
169963.lmo0204	Q843Z2
169963.lmo0265	C0LX76
169963.lmo2589	Q8VMX5
169963.lmo1024	A0A0B8QY76
169963.lmo1523	Q93RE0
169963.lmo0204	Q2PPQ8
169963.lmo0433	B8X2C0
169963.lmo0204	B0G0A4
169963.lmo2462	O05664
169963.lmo1786	Q2PTV1
169963.lmo1328	C7A123
169963.lmo0434	A4L9V2
169963.lmo0886	A6P5D3
169963.lmo0202	A3QZT8
169963.lmo2751	Q9ZID0
169963.lmo0433	D5L2Z3
169963.lmo0433	B3VU41
169963.lmo0205	H6UX57
169963.lmo2092	Q843N5
169963.lmo1412	B0FPU3
169963.lmo0006	Q843I6
169963.lmo0434	A1Y7C8
169963.lmo1234	Q9X771
169963.lmo0433	H2DKB3
169963.lmo0567	Q6QMP1
169963.lmo0202	B8X270
169963.lmo0298	B8X2J6
169963.lmo0433	Q8KTF2
169963.lmo0202	B3VU37
169963.lmo0582	Q84DS7
169963.lmo0202	Q843B8
169963.lmo1574	C6ZTB7
169963.lmo1786	Q2L8G8
169963.lmo2552	Q93Q16
169963.lmo0281	F0V6U0
169963.lmo0203	B9UXS6
169963.lmo0433	Q3ZUD6
169963.lmo0031	B4XQK0
169963.lmo0433	A9LY42
169963.lmo2501	B0FQ30
