243159.AFE_1462	B7JA39
243159.AFE_0797	B7J6L3
243159.AFE_2454	B7J6Z1
243159.AFE_0941	B7J7B8
243159.AFE_0972	B7J7E8
243159.AFE_1113	B7J861
243159.AFE_1169	B7J8A3
243159.AFE_2810	B7J903
243159.AFE_2816	B7J909
243159.AFE_1394	B7J9J5
243159.AFE_3115	B7JAL9
243159.AFE_3156	B7JAR0
243159.AFE_3246	B7JBC4
243159.AFE_2066	B7J4S6
243159.AFE_0805	B7J6M1
243159.AFE_2514	B7J748
243159.AFE_1645	B7JAY4
243159.AFE_1650	B7JAY8
243159.AFE_1659	B7JAZ9
243159.AFE_1637	B7JAX6
243159.AFE_0144	B7J3P1
243159.AFE_0199	B7J3U5
243159.AFE_2541	B7J775
243159.AFE_0992	B7J7G8
243159.AFE_1869	B7JBX1
243159.AFE_0034	B7J3D5
243159.AFE_0149	B7J3P4
243159.AFE_0178	B7J3S4
243159.AFE_0456	B7J4J8
243159.AFE_2139	B7J4Z6
243159.AFE_0493	B7J516
243159.AFE_2284	B7J5S1
243159.AFE_0693	B7J5Y9
243159.AFE_2535	B7J769
243159.AFE_2832	B7J925
243159.AFE_2837	B7J930
243159.AFE_3076	B7JAI5
243159.AFE_1693	B7JB32
243159.AFE_1777	B7JBN3
243159.AFE_1897	B7JBZ8
243159.AFE_0129	B7J3M6
243159.AFE_0452	B7J4J5
243159.AFE_2393	B7J6F6
243159.AFE_1033	B7J7K8
243159.AFE_1077	B7J825
243159.AFE_2799	B7J8M4
243159.AFE_2914	B7J9A5
243159.AFE_1429	B7J9M6
243159.AFE_2992	B7J9W5
243159.AFE_1996	B7JC90
243159.AFE_0515	B7J535
243159.AFE_0563	B7J582
243159.AFE_2387	B7J6F1
243159.AFE_0811	B7J6M7
243159.AFE_1034	B7J7K9
243159.AFE_1119	B7J867
243159.AFE_3069	B7JAH8
243159.AFE_3144	B7JAP8
243159.AFE_1744	B7JBK2
243159.AFE_1800	B7JBQ6
243159.AFE_1876	B7JBX8
243159.AFE_0936	B7J7B3
243159.AFE_1016	B7J7J1
243159.AFE_1807	B7JBR3
243159.AFE_1512	B7JA89
243159.AFE_2645	B7J7V9
243159.AFE_1495	B7JA72
243159.AFE_0046	B7J3E7
243159.AFE_2144	B7J500
243159.AFE_1056	B7J804
243159.AFE_1059	B7J807
243159.AFE_1125	B7J873
243159.AFE_2724	B7J8F6
243159.AFE_2749	B7J8H8
243159.AFE_2804	B7J8Z7
243159.AFE_2856	B7J949
243159.AFE_3029	B7JA02
243159.AFE_1505	B7JA82
243159.AFE_3071	B7JAI0
243159.AFE_0477	B7J4M0
243159.AFE_0492	B7J515
243159.AFE_0520	B7J539
243159.AFE_2641	B7J7V5
243159.AFE_1984	B7JC79
243159.AFE_1605	B7JAU6
243159.AFE_2234	B7J5M1
243159.AFE_1075	B7J823
243159.AFE_1205	B7J8N8
243159.AFE_1282	B7J8W4
243159.AFE_1341	B7J9E6
243159.AFE_0240	B7J3Y4
243159.AFE_0306	B7J450
243159.AFE_2266	B7J5Q3
243159.AFE_0724	B7J620
243159.AFE_2323	B7J692
243159.AFE_2418	B7J6V8
243159.AFE_2564	B7J7N1
243159.AFE_1065	B7J813
243159.AFE_1352	B7J9F7
243159.AFE_2975	B7J9U8
243159.AFE_3019	B7J9Z2
243159.AFE_3064	B7JAH3
243159.AFE_3109	B7JAL3
243159.AFE_1617	B7JAV7
243159.AFE_1666	B7JB05
243159.AFE_3306	B7JBI4
243159.AFE_1786	B7JBP2
243159.AFE_1824	B7JBS9
243159.AFE_0592	B7J5A8
243159.AFE_0755	B7J651
243159.AFE_2775	B7J8K1
243159.AFE_2825	B7J918
243159.AFE_1563	B7JAD9
243159.AFE_0003	B7J3A5
243159.AFE_0091	B7J3J0
243159.AFE_0151	B7J3P7
243159.AFE_0291	B7J435
243159.AFE_0412	B7J4F5
243159.AFE_0502	B7J523
243159.AFE_2252	B7J5N9
243159.AFE_0753	B7J649
243159.AFE_2286	B7J659
243159.AFE_0820	B7J6N6
243159.AFE_2421	B7J6W1
243159.AFE_0991	B7J7G7
243159.AFE_2550	B7J7L7
243159.AFE_2703	B7J8D5
243159.AFE_1321	B7J9C6
243159.AFE_3037	B7JA10
243159.AFE_1509	B7JA86
243159.AFE_3234	B7JBB2
243159.AFE_1825	B7JBT1
243159.AFE_1922	B7JC19
243159.AFE_1927	B7JC24
243159.AFE_2042	B7J4Q3
243159.AFE_1358	B7J9G2
243159.AFE_0305	B7J449
243159.AFE_0524	B7J543
243159.AFE_2161	B7J5E9
243159.AFE_2416	B7J6H7
243159.AFE_1069	B7J817
243159.AFE_1488	B7JA65
243159.AFE_1837	B7JBU2
243159.AFE_1841	B7JBU5
243159.AFE_0373	B7J4C3
243159.AFE_0398	B7J4E1
243159.AFE_0431	B7J4H4
243159.AFE_0522	B7J541
243159.AFE_0547	B7J566
243159.AFE_0679	B7J5X5
243159.AFE_0890	B7J6U7
243159.AFE_2417	B7J6V7
243159.AFE_2481	B7J717
243159.AFE_1006	B7J7I1
243159.AFE_1419	B7J9L7
243159.AFE_1557	B7JAD4
243159.AFE_1664	B7JB03
243159.AFE_1846	B7JBV0
243159.AFE_1871	B7JBX3
243159.AFE_1882	B7JBY4
243159.AFE_1979	B7JC74
243159.AFE_0211	B7J3V7
243159.AFE_1357	B7J9G1
243159.AFE_2966	B7J9T9
243159.AFE_0052	B7J3F3
243159.AFE_2167	B7J5F5
243159.AFE_2318	B7J687
243159.AFE_2012	B7J494
243159.AFE_2060	B7J4S0
243159.AFE_2080	B7J4U0
243159.AFE_0609	B7J5C5
243159.AFE_2223	B7J5L0
243159.AFE_2356	B7J6C2
243159.AFE_0821	B7J6N7
243159.AFE_0828	B7J6P4
243159.AFE_2488	B7J723
243159.AFE_2661	B7J7X5
243159.AFE_1093	B7J840
243159.AFE_2849	B7J942
243159.AFE_1393	B7J9J3
243159.AFE_1446	B7J9P3
243159.AFE_1508	B7JA85
243159.AFE_3085	B7JAI9
243159.AFE_3104	B7JAK8
243159.AFE_3279	B7JBF7
243159.AFE_0759	B7J655
243159.AFE_1727	B7JB64
243159.AFE_0088	B7J3I7
243159.AFE_0090	B7J3I9
243159.AFE_0607	B7J5C3
243159.AFE_2471	B7J708
243159.AFE_1196	B7J8M9
243159.AFE_1224	B7J8Q5
243159.AFE_1760	B7JBL7
243159.AFE_2040	B7J4Q1
243159.AFE_0490	B7J513
243159.AFE_0521	B7J540
243159.AFE_0539	B7J558
243159.AFE_0675	B7J5X1
243159.AFE_0689	B7J5Y5
243159.AFE_2492	B7J727
243159.AFE_2510	B7J744
243159.AFE_0914	B7J794
243159.AFE_0940	B7J7B7
243159.AFE_0988	B7J7G4
243159.AFE_1079	B7J827
243159.AFE_2944	B7J9R7
243159.AFE_2969	B7J9U2
243159.AFE_3032	B7JA05
243159.AFE_3052	B7JA25
243159.AFE_1492	B7JA69
243159.AFE_1849	B7JBV1
243159.AFE_1851	B7JBV4
243159.AFE_1880	B7JBY2
243159.AFE_0180	B7J3S6
243159.AFE_0006	B7J3A8
243159.AFE_0426	B7J4G9
243159.AFE_2073	B7J4T3
243159.AFE_0583	B7J5A1
243159.AFE_2176	B7J5G4
243159.AFE_2181	B7J5G8
243159.AFE_2198	B7J5I5
243159.AFE_0763	B7J6H9
243159.AFE_0778	B7J6J4
243159.AFE_0913	B7J793
243159.AFE_2554	B7J7M1
243159.AFE_2697	B7J8C9
243159.AFE_1245	B7J8S7
243159.AFE_2859	B7J952
243159.AFE_1320	B7J9C5
243159.AFE_2976	B7J9U9
243159.AFE_1453	B7JA30
243159.AFE_1477	B7JA54
243159.AFE_1531	B7JAA8
243159.AFE_3088	B7JAJ2
243159.AFE_1604	B7JAU5
243159.AFE_3288	B7JBG6
243159.AFE_1998	B7JC92
243159.AFE_0424	B7J4G7
243159.AFE_2637	B7J7V1
243159.AFE_1229	B7J8R1
243159.AFE_1582	B7JAF8
243159.AFE_1720	B7JB57
243159.AFE_2192	B7J5I0
243159.AFE_2782	B7J8K7
243159.AFE_1212	B7J8P5
243159.AFE_0430	B7J4H3
243159.AFE_2099	B7J4V9
243159.AFE_2104	B7J4W3
243159.AFE_2133	B7J4Z0
243159.AFE_0618	B7J5D4
243159.AFE_2236	B7J5M3
243159.AFE_2461	B7J6Z8
243159.AFE_2587	B7J7Q4
243159.AFE_1136	B7J884
243159.AFE_2740	B7J8H0
243159.AFE_1716	B7JB53
243159.AFE_3271	B7JBE9
243159.AFE_1788	B7JBP4
243159.AFE_2079	B7J4T9
243159.AFE_0186	B7J3T2
243159.AFE_2533	B7J767
243159.AFE_0282	B7J425
243159.AFE_0566	B7J585
243159.AFE_2276	B7J5R3
243159.AFE_0670	B7J5W6
243159.AFE_0792	B7J6K7
243159.AFE_0869	B7J6T1
243159.AFE_2842	B7J935
243159.AFE_1439	B7J9N6
243159.AFE_2984	B7J9V7
243159.AFE_1578	B7JAF4
243159.AFE_1694	B7JB33
243159.AFE_2098	B7J4V8
243159.AFE_2527	B7J762
243159.AFE_3257	B7JBD5
243159.AFE_0067	B7J3G8
243159.AFE_0106	B7J3K4
243159.AFE_2014	B7J496
243159.AFE_2020	B7J4N1
243159.AFE_0736	B7J632
243159.AFE_1133	B7J880
243159.AFE_2884	B7J976
243159.AFE_2900	B7J991
243159.AFE_2905	B7J996
243159.AFE_1570	B7JAE6
243159.AFE_1780	B7JBN6
243159.AFE_0470	B7J4L3
243159.AFE_0809	B7J6M5
243159.AFE_2429	B7J6W9
243159.AFE_2434	B7J6X4
243159.AFE_0902	B7J782
243159.AFE_1284	B7J8W6
243159.AFE_3307	B7JBI5
243159.AFE_1738	B7JBJ6
243159.AFE_0935	B7J7B2
243159.AFE_0468	B7J4L1
243159.AFE_2519	B7J752
243159.AFE_2963	B7J9T6
243159.AFE_0356	B7J4A6
243159.AFE_0362	B7J4B2
243159.AFE_0455	B7J4J9
243159.AFE_2106	B7J4W5
243159.AFE_2164	B7J5F2
243159.AFE_2172	B7J5G0
243159.AFE_2220	B7J5K7
243159.AFE_2279	B7J5R6
243159.AFE_0687	B7J5Y3
243159.AFE_2380	B7J6E4
243159.AFE_1310	B7J8Z2
243159.AFE_2877	B7J971
243159.AFE_2894	B7J986
243159.AFE_1525	B7JAA2
243159.AFE_3078	B7JAI7
243159.AFE_3112	B7JAL6
243159.AFE_0094	B7J3J2
243159.AFE_0126	B7J3M3
243159.AFE_0166	B7J3R2
243159.AFE_0594	B7J5B0
243159.AFE_2495	B7J730
243159.AFE_2706	B7J8D8
243159.AFE_1208	B7J8P1
243159.AFE_2814	B7J907
243159.AFE_2868	B7J961
243159.AFE_2876	B7J969
243159.AFE_1702	B7JB39
243159.AFE_3230	B7JBB0
243159.AFE_3277	B7JBF5
243159.AFE_0696	B7J5Z2
243159.AFE_2692	B7J8C4
243159.AFE_1274	B7J8V6
243159.AFE_1548	B7JAC4
243159.AFE_1971	B7JC66
243159.AFE_0029	B7J3C9
243159.AFE_0274	B7J418
243159.AFE_2238	B7J5M4
243159.AFE_2243	B7J5N0
243159.AFE_0632	B7J5S9
243159.AFE_0863	B7J6S6
243159.AFE_2691	B7J8C3
243159.AFE_2756	B7J8I6
243159.AFE_2787	B7J8L1
243159.AFE_1226	B7J8Q8
243159.AFE_2878	B7J970
243159.AFE_1390	B7J9J0
243159.AFE_1498	B7JA75
243159.AFE_3120	B7JAM4
243159.AFE_3173	B7JAS5
243159.AFE_3284	B7JBG2
243159.AFE_2686	B7J8B8
243159.AFE_2350	B7J6B7
243159.AFE_0042	B7J3E3
243159.AFE_0146	B7J3P2
243159.AFE_0480	B7J4M3
243159.AFE_2041	B7J4Q2
243159.AFE_2159	B7J5E7
243159.AFE_2177	B7J5G5
243159.AFE_0638	B7J5T5
243159.AFE_2521	B7J755
243159.AFE_1132	B7J881
243159.AFE_1257	B7J8T9
243159.AFE_1466	B7JA43
243159.AFE_1574	B7JAF0
243159.AFE_1687	B7JB26
243159.AFE_1517	B7JA94
243159.AFE_2051	B7J4R2
243159.AFE_2089	B7J4U9
243159.AFE_2158	B7J5E6
243159.AFE_2394	B7J6F7
243159.AFE_2567	B7J7N4
243159.AFE_2574	B7J7P1
243159.AFE_2710	B7J8E2
243159.AFE_1304	B7J8Y6
243159.AFE_2916	B7J9A7
243159.AFE_1444	B7J9P1
243159.AFE_3007	B7J9Y0
243159.AFE_1568	B7JAE4
243159.AFE_1581	B7JAF6
243159.AFE_3195	B7JB76
243159.AFE_1746	B7JBK4
243159.AFE_1816	B7JBS2
243159.AFE_1735	B7JBJ3
243159.AFE_0379	B7J4C8
243159.AFE_2405	B7J6G5
243159.AFE_2120	B7J4X8
243159.AFE_2187	B7J5H5
243159.AFE_1384	B7J9I6
243159.AFE_3251	B7JBC9
243159.AFE_0095	B7J3J3
243159.AFE_2028	B7J4N9
243159.AFE_0546	B7J565
243159.AFE_2215	B7J5K2
243159.AFE_2330	B7J698
243159.AFE_2410	B7J6H1
243159.AFE_0804	B7J6M0
243159.AFE_2452	B7J6Y9
243159.AFE_0960	B7J7D6
243159.AFE_2593	B7J7R0
243159.AFE_1082	B7J830
243159.AFE_1203	B7J8N6
243159.AFE_1474	B7JA51
243159.AFE_3273	B7JBF1
243159.AFE_1763	B7JBM0
243159.AFE_1350	B7J9F5
243159.AFE_0019	B7J3C0
243159.AFE_3174	B7JAS6
243159.AFE_1675	B7JB14
243159.AFE_0218	B7J3W3
243159.AFE_0235	B7J3X9
243159.AFE_0264	B7J408
243159.AFE_0409	B7J4F2
243159.AFE_0414	B7J4F7
243159.AFE_2121	B7J4X9
243159.AFE_0606	B7J5C2
243159.AFE_0647	B7J5U3
243159.AFE_0653	B7J5V0
243159.AFE_2300	B7J671
243159.AFE_0854	B7J6R9
243159.AFE_2680	B7J8B2
243159.AFE_1252	B7J8T5
243159.AFE_1295	B7J8X7
243159.AFE_2858	B7J951
243159.AFE_1424	B7J9M1
243159.AFE_2953	B7J9S6
243159.AFE_3003	B7J9X6
243159.AFE_1573	B7JAE9
243159.AFE_3129	B7JAN3
243159.AFE_3153	B7JAQ7
243159.AFE_1725	B7JB62
243159.AFE_1997	B7JC91
243159.AFE_0973	B7J7E9
243159.AFE_0374	B7J4C4
243159.AFE_1039	B7J7Y8
243159.AFE_1126	B7J874
243159.AFE_1138	B7J886
243159.AFE_2728	B7J8F9
243159.AFE_1262	B7J8U4
243159.AFE_1294	B7J8X6
243159.AFE_2822	B7J915
243159.AFE_2864	B7J957
243159.AFE_1351	B7J9F6
243159.AFE_1528	B7JAA5
243159.AFE_1536	B7JAB3
243159.AFE_1576	B7JAF2
243159.AFE_3224	B7JBA5
243159.AFE_0413	B7J4F6
243159.AFE_0415	B7J4F8
243159.AFE_2022	B7J4N3
243159.AFE_2183	B7J5H1
243159.AFE_2195	B7J5I3
243159.AFE_2297	B7J668
243159.AFE_2382	B7J6E6
243159.AFE_2489	B7J724
243159.AFE_0980	B7J7F6
243159.AFE_2683	B7J8B5
243159.AFE_3165	B7JAR9
243159.AFE_3190	B7JB71
243159.AFE_3255	B7JBD3
243159.AFE_3294	B7JBH2
243159.AFE_0585	B7J5A2
243159.AFE_2761	B7J8J0
243159.AFE_0587	B7J5A3
243159.AFE_1468	B7JA45
243159.AFE_1481	B7JA58
243159.AFE_0159	B7J3Q5
243159.AFE_0410	B7J4F3
243159.AFE_0464	B7J4K7
243159.AFE_0559	B7J578
243159.AFE_2160	B7J5E8
243159.AFE_2273	B7J5R0
243159.AFE_0654	B7J5V1
243159.AFE_2376	B7J6D9
243159.AFE_1070	B7J818
243159.AFE_1071	B7J819
243159.AFE_2907	B7J998
243159.AFE_2924	B7J9B5
243159.AFE_1564	B7JAE0
243159.AFE_3121	B7JAM5
243159.AFE_3151	B7JAQ5
243159.AFE_1695	B7JB34
243159.AFE_1957	B7JC52
243159.AFE_0058	B7J3F9
243159.AFE_0865	B7J6S9
243159.AFE_1776	B7JBN2
243159.AFE_0078	B7J3H9
243159.AFE_2071	B7J4T1
243159.AFE_2163	B7J5F1
243159.AFE_2202	B7J5J1
243159.AFE_2245	B7J5N2
243159.AFE_0784	B7J6K0
243159.AFE_2478	B7J715
243159.AFE_1097	B7J845
243159.AFE_1106	B7J854
243159.AFE_2792	B7J8L7
243159.AFE_2853	B7J946
243159.AFE_3030	B7JA03
243159.AFE_1587	B7JAG3
243159.AFE_3169	B7JAS2
243159.AFE_1703	B7JB40
243159.AFE_3191	B7JB72
243159.AFE_3200	B7JB81
243159.AFE_1785	B7JBP1
243159.AFE_1850	B7JBV3
243159.AFE_1338	B7J9E3
243159.AFE_1427	B7J9M3
243159.AFE_0229	B7J3X3
243159.AFE_2921	B7J9B1
243159.AFE_1464	B7JA40
243159.AFE_0082	B7J3I3
243159.AFE_0275	B7J419
243159.AFE_2023	B7J4N4
243159.AFE_0701	B7J5Z7
243159.AFE_2285	B7J658
243159.AFE_1019	B7J7J4
243159.AFE_1049	B7J7Z7
243159.AFE_1063	B7J811
243159.AFE_2712	B7J8E4
243159.AFE_1317	B7J9C2
243159.AFE_1412	B7J9L0
243159.AFE_2967	B7J9U0
243159.AFE_3026	B7J9Z9
243159.AFE_1545	B7JAC2
243159.AFE_3138	B7JAP2
243159.AFE_1833	B7JBT8
243159.AFE_1848	B7JBV2
243159.AFE_1999	B7JC93
243159.AFE_0496	B7J518
243159.AFE_1415	B7J9L3
243159.AFE_1794	B7JBQ0
243159.AFE_0065	B7J3G6
243159.AFE_0712	B7J608
243159.AFE_0749	B7J646
243159.AFE_0965	B7J7E1
243159.AFE_1236	B7J8R8
243159.AFE_0160	B7J3Q6
243159.AFE_0252	B7J3Z6
243159.AFE_2062	B7J4S2
243159.AFE_2117	B7J4X5
243159.AFE_2247	B7J5N3
243159.AFE_2277	B7J5R4
243159.AFE_0709	B7J605
243159.AFE_2414	B7J6H5
243159.AFE_0803	B7J6L9
243159.AFE_0920	B7J797
243159.AFE_2553	B7J7M0
243159.AFE_2608	B7J7S4
243159.AFE_1116	B7J864
243159.AFE_1149	B7J897
243159.AFE_1319	B7J9C4
243159.AFE_2931	B7J9Q5
243159.AFE_2964	B7J9T7
243159.AFE_1489	B7JA66
243159.AFE_3225	B7JBA6
243159.AFE_1935	B7JC32
243159.AFE_1018	B7J7J3
243159.AFE_2780	B7J8K6
243159.AFE_3010	B7J9Y3
243159.AFE_0108	B7J3K6
243159.AFE_0246	B7J3Z0
243159.AFE_2084	B7J4U4
243159.AFE_0639	B7J5T6
243159.AFE_0698	B7J5Z4
243159.AFE_0770	B7J6I6
243159.AFE_0791	B7J6K8
243159.AFE_2508	B7J742
243159.AFE_2512	B7J746
243159.AFE_1021	B7J7J6
243159.AFE_2774	B7J8K0
243159.AFE_2783	B7J8K8
243159.AFE_1434	B7J9N1
243159.AFE_3097	B7JAK1
243159.AFE_3150	B7JAQ4
243159.AFE_1628	B7JAW8
243159.AFE_1875	B7JBX7
243159.AFE_1982	B7JC77
243159.AFE_2341	B7J6A9
243159.AFE_1024	B7J7J9
243159.AFE_3111	B7JAL5
243159.AFE_2083	B7J4U3
243159.AFE_1398	B7J9J9
243159.AFE_0051	B7J3F2
243159.AFE_0162	B7J3Q8
243159.AFE_0421	B7J4G4
243159.AFE_0544	B7J563
243159.AFE_0562	B7J581
243159.AFE_2217	B7J5K3
243159.AFE_2287	B7J660
243159.AFE_2290	B7J662
243159.AFE_2422	B7J6W2
243159.AFE_2450	B7J6Y8
243159.AFE_2785	B7J8L0
243159.AFE_2790	B7J8L5
243159.AFE_2922	B7J9B3
243159.AFE_3013	B7J9Y6
243159.AFE_3148	B7JAQ2
243159.AFE_0112	B7J3K9
243159.AFE_0153	B7J3P9
243159.AFE_0231	B7J3X5
243159.AFE_0378	B7J4C7
243159.AFE_0404	B7J4E7
243159.AFE_2081	B7J4U1
243159.AFE_0611	B7J5C7
243159.AFE_2267	B7J5Q4
243159.AFE_0777	B7J6J3
243159.AFE_0894	B7J6V0
243159.AFE_0962	B7J7D8
243159.AFE_1108	B7J856
243159.AFE_1256	B7J8T8
243159.AFE_2874	B7J967
243159.AFE_1369	B7J9H3
243159.AFE_1432	B7J9M9
243159.AFE_3108	B7JAL2
243159.AFE_3168	B7JAS1
243159.AFE_1742	B7JBK0
243159.AFE_1886	B7JBY8
243159.AFE_1991	B7JC86
243159.AFE_0187	B7J3T3
243159.AFE_2592	B7J7Q9
243159.AFE_1060	B7J808
243159.AFE_2732	B7J8G3
243159.AFE_2831	B7J924
243159.AFE_1380	B7J9I3
243159.AFE_1759	B7JBL6
243159.AFE_1863	B7JBW6
243159.AFE_0040	B7J3E1
243159.AFE_2017	B7J498
243159.AFE_2077	B7J4T7
243159.AFE_2193	B7J5I1
243159.AFE_2344	B7J6B1
243159.AFE_2390	B7J6F4
243159.AFE_2427	B7J6W7
243159.AFE_0957	B7J7D3
243159.AFE_2675	B7J8A7
243159.AFE_1254	B7J8T6
243159.AFE_2901	B7J992
243159.AFE_1761	B7JBL8
243159.AFE_1915	B7JC15
243159.AFE_2741	B7J8H1
243159.AFE_1447	B7J9P4
243159.AFE_0147	B7J3P3
243159.AFE_1335	B7J9E0
243159.AFE_3016	B7J9Y8
243159.AFE_1556	B7JAD2
243159.AFE_3135	B7JAN9
243159.AFE_0044	B7J3E5
243159.AFE_0140	B7J3N7
243159.AFE_0298	B7J442
243159.AFE_2130	B7J4Y7
243159.AFE_0610	B7J5C6
243159.AFE_2442	B7J6Y1
243159.AFE_0998	B7J7H3
243159.AFE_2604	B7J7S1
243159.AFE_2701	B7J8D3
243159.AFE_1240	B7J8S2
243159.AFE_1286	B7J8W8
243159.AFE_2906	B7J997
243159.AFE_1467	B7JA44
243159.AFE_1657	B7JAZ6
243159.AFE_1698	B7JB36
243159.AFE_1723	B7JB60
243159.AFE_3198	B7JB79
243159.AFE_3217	B7JB98
243159.AFE_1739	B7JBJ7
243159.AFE_1795	B7JBQ2
243159.AFE_1878	B7JBY0
243159.AFE_0442	B7J4I5
243159.AFE_1151	B7J899
243159.AFE_0664	B7J5W0
243159.AFE_0746	B7J642
243159.AFE_2308	B7J679
243159.AFE_1349	B7J9F4
243159.AFE_0137	B7J3N4
243159.AFE_2057	B7J4R7
243159.AFE_2094	B7J4V4
243159.AFE_2173	B7J5G1
243159.AFE_2221	B7J5K8
243159.AFE_2309	B7J680
243159.AFE_2573	B7J7P0
243159.AFE_1072	B7J820
243159.AFE_2708	B7J8E0
243159.AFE_1346	B7J9F1
243159.AFE_1435	B7J9N2
243159.AFE_2986	B7J9V9
243159.AFE_3126	B7JAN0
243159.AFE_3132	B7JAN6
243159.AFE_1683	B7JB22
243159.AFE_0449	B7J4J2
243159.AFE_0682	B7J5X8
243159.AFE_2558	B7J7M5
243159.AFE_1425	B7J9M2
243159.AFE_2941	B7J9R5
243159.AFE_3141	B7JAP5
243159.AFE_3155	B7JAQ9
243159.AFE_1791	B7JBP7
243159.AFE_0552	B7J571
243159.AFE_0572	B7J591
243159.AFE_2237	B7J5M5
243159.AFE_2265	B7J5Q2
243159.AFE_0716	B7J612
243159.AFE_2302	B7J673
243159.AFE_2536	B7J770
243159.AFE_2609	B7J7S5
243159.AFE_2705	B7J8D7
243159.AFE_2771	B7J8J7
243159.AFE_1311	B7J8Z3
243159.AFE_1624	B7JAW4
243159.AFE_1914	B7JC14
243159.AFE_1932	B7JC29
243159.AFE_0239	B7J3Y3
243159.AFE_0450	B7J4J3
243159.AFE_2047	B7J4Q9
243159.AFE_2149	B7J505
243159.AFE_0565	B7J584
243159.AFE_2282	B7J5R9
243159.AFE_2689	B7J8C1
243159.AFE_0070	B7J3H1
243159.AFE_0116	B7J3L3
243159.AFE_0289	B7J434
243159.AFE_0429	B7J4H2
243159.AFE_0600	B7J5B7
243159.AFE_0660	B7J5V6
243159.AFE_0706	B7J602
243159.AFE_0719	B7J615
243159.AFE_2363	B7J6C8
243159.AFE_2413	B7J6H4
243159.AFE_2569	B7J7N6
243159.AFE_2583	B7J7Q1
243159.AFE_1233	B7J8R5
243159.AFE_2888	B7J980
243159.AFE_1332	B7J9D7
243159.AFE_1423	B7J9M0
243159.AFE_2945	B7J9R8
243159.AFE_1704	B7JB41
243159.AFE_1730	B7JBI8
243159.AFE_0287	B7J431
243159.AFE_0237	B7J3Y1
243159.AFE_2154	B7J5E2
243159.AFE_1316	B7J9C1
243159.AFE_1717	B7JB55
243159.AFE_0853	B7J6R8
243159.AFE_2693	B7J8C5
243159.AFE_2754	B7J8I3
243159.AFE_1228	B7J8R0
243159.AFE_1506	B7JA83
243159.AFE_0930	B7J7A7
243159.AFE_1088	B7J836
243159.AFE_3042	B7JA15
243159.AFE_1589	B7JAG5
243159.AFE_3090	B7JAJ4
243159.AFE_1660	B7JAZ8
243159.AFE_1944	B7JC41
243159.AFE_2063	B7J4S3
243159.AFE_0918	B7J795
243159.AFE_2668	B7J7Y2
243159.AFE_3014	B7J9Y7
243159.AFE_2157	B7J5E5
243159.AFE_2254	B7J5P1
243159.AFE_0631	B7J5S8
243159.AFE_1041	B7J7Z0
243159.AFE_1291	B7J8X3
243159.AFE_2869	B7J962
243159.AFE_2979	B7J9V2
243159.AFE_1485	B7JA62
243159.AFE_3180	B7JAT2
243159.AFE_1606	B7JAU7
243159.AFE_1836	B7JBU1
243159.AFE_1962	B7JC57
243159.AFE_2035	B7J4P6
243159.AFE_0774	B7J6J0
243159.AFE_2529	B7J763
243159.AFE_1238	B7J8S0
243159.AFE_1281	B7J8W3
243159.AFE_3202	B7JB83
243159.AFE_0277	B7J421
243159.AFE_2259	B7J5P6
243159.AFE_2262	B7J5P9
243159.AFE_2331	B7J699
243159.AFE_2345	B7J6B2
243159.AFE_1030	B7J7K5
243159.AFE_1040	B7J7Y9
243159.AFE_2833	B7J926
243159.AFE_1413	B7J9L1
243159.AFE_2958	B7J9T1
243159.AFE_1538	B7JAB5
243159.AFE_3096	B7JAK0
243159.AFE_3142	B7JAP6
243159.AFE_1865	B7JBW8
243159.AFE_1095	B7J843
243159.AFE_2841	B7J934
243159.AFE_3022	B7J9Z5
243159.AFE_1855	B7JBV8
243159.AFE_0024	B7J3C5
243159.AFE_0173	B7J3R9
243159.AFE_0210	B7J3V6
243159.AFE_0248	B7J3Z2
243159.AFE_0313	B7J453
243159.AFE_2271	B7J5Q8
243159.AFE_2320	B7J689
243159.AFE_2598	B7J7R5
243159.AFE_1057	B7J805
243159.AFE_2684	B7J8B6
243159.AFE_2733	B7J8G4
243159.AFE_2760	B7J8I9
243159.AFE_1278	B7J8W0
243159.AFE_2801	B7J8Z4
243159.AFE_2821	B7J914
243159.AFE_2830	B7J923
243159.AFE_1370	B7J9H4
243159.AFE_1389	B7J9J1
243159.AFE_3178	B7JAT0
243159.AFE_1881	B7JBY3
243159.AFE_1892	B7JBZ3
243159.AFE_0038	B7J3D9
243159.AFE_0122	B7J3L9
243159.AFE_0613	B7J5C9
243159.AFE_2579	B7J7P6
243159.AFE_3192	B7JB73
243159.AFE_0488	B7J511
243159.AFE_2388	B7J6F2
243159.AFE_0812	B7J6M8
243159.AFE_1145	B7J893
243159.AFE_2747	B7J8H6
243159.AFE_0047	B7J3E8
243159.AFE_0098	B7J3J6
243159.AFE_2030	B7J4P1
243159.AFE_0793	B7J6K9
243159.AFE_0839	B7J6Q5
243159.AFE_2426	B7J6W6
243159.AFE_2462	B7J6Z9
243159.AFE_1032	B7J7K7
243159.AFE_1153	B7J8A1
243159.AFE_2718	B7J8F0
243159.AFE_1289	B7J8X1
243159.AFE_1290	B7J8X2
243159.AFE_2956	B7J9S9
243159.AFE_3009	B7J9Y2
243159.AFE_1603	B7JAU4
243159.AFE_1640	B7JAX9
243159.AFE_1668	B7JB07
243159.AFE_1680	B7JB19
243159.AFE_1891	B7JBZ2
