,EC_number,RID,Organism,Turnover_Number
3484,2.5.1.18,R07091,Monopterus albus,3.82
3485,2.5.1.18,R07091,Mucor mucedo,295.9
3486,2.5.1.18,R07091,Mus musculus,2286.0
3487,2.5.1.18,R07091,Musca domestica,14.0
3488,2.5.1.18,R07091,Ochrobactrum anthropi,16.51
3489,2.5.1.18,R07091,Oryza sativa,0.264
3490,2.5.1.18,R07091,Phanerochaete chrysosporium,11.03
3491,2.5.1.18,R07091,Pinus tabuliformis,6.59
3492,2.5.1.18,R07091,Proteus mirabilis,6.64
3493,2.5.1.18,R07091,Pseudomonas putida,39.0
3494,2.5.1.18,R07091,Rattus norvegicus,7.33
3495,2.5.1.18,R07091,Schistosoma japonicum,9.6
3496,2.5.1.18,R07091,Solenopsis invicta,74.5
3497,2.5.1.18,R07091,Synechococcus elongatus,48.7
3498,2.5.1.18,R07091,Thermosynechococcus elongatus,17.0
3499,2.5.1.18,R07092,Aedes aegypti,11.0
3500,2.5.1.18,R07092,Agrobacterium tumefaciens,0.285
3501,2.5.1.18,R07092,Anopheles dirus,25.2
3502,2.5.1.18,R07092,Anopheles gambiae,0.2
3503,2.5.1.18,R07092,Atactodea striata,551.0
3504,2.5.1.18,R07092,Bombyx mori,57.87
3505,2.5.1.18,R07092,Bos taurus,7.95
3506,2.5.1.18,R07092,Burkholderia xenovorans,0.16
3507,2.5.1.18,R07092,Escherichia coli,7.7
3508,2.5.1.18,R07092,Homo sapiens,47.3
3509,2.5.1.18,R07092,Litopenaeus vannamei,274.4
3510,2.5.1.18,R07092,Lucilia cuprina,53.0
3511,2.5.1.18,R07092,Macrobrachium vollenhovenii,20.3
3512,2.5.1.18,R07092,Monopterus albus,3.82
3513,2.5.1.18,R07092,Mucor mucedo,295.9
3514,2.5.1.18,R07092,Mus musculus,2286.0
3515,2.5.1.18,R07092,Musca domestica,14.0
3516,2.5.1.18,R07092,Ochrobactrum anthropi,16.51
3517,2.5.1.18,R07092,Oryza sativa,0.264
3518,2.5.1.18,R07092,Phanerochaete chrysosporium,11.03
3519,2.5.1.18,R07092,Pinus tabuliformis,6.59
3520,2.5.1.18,R07092,Proteus mirabilis,6.64
3521,2.5.1.18,R07092,Pseudomonas putida,39.0
3522,2.5.1.18,R07092,Rattus norvegicus,7.33
3523,2.5.1.18,R07092,Schistosoma japonicum,9.6
3524,2.5.1.18,R07092,Solenopsis invicta,74.5
3525,2.5.1.18,R07092,Synechococcus elongatus,48.7
3526,2.5.1.18,R07092,Thermosynechococcus elongatus,17.0
3527,2.5.1.18,R07093,Aedes aegypti,11.0
3528,2.5.1.18,R07093,Agrobacterium tumefaciens,0.285
3529,2.5.1.18,R07093,Anopheles dirus,25.2
3530,2.5.1.18,R07093,Anopheles gambiae,0.2
3531,2.5.1.18,R07093,Atactodea striata,551.0
3532,2.5.1.18,R07093,Bombyx mori,57.87
3533,2.5.1.18,R07093,Bos taurus,7.95
3534,2.5.1.18,R07093,Burkholderia xenovorans,0.16
3535,2.5.1.18,R07093,Escherichia coli,7.7
3536,2.5.1.18,R07093,Homo sapiens,47.3
3537,2.5.1.18,R07093,Litopenaeus vannamei,274.4
3538,2.5.1.18,R07093,Lucilia cuprina,53.0
3539,2.5.1.18,R07093,Macrobrachium vollenhovenii,20.3
3540,2.5.1.18,R07093,Monopterus albus,3.82
3541,2.5.1.18,R07093,Mucor mucedo,295.9
3542,2.5.1.18,R07093,Mus musculus,2286.0
3543,2.5.1.18,R07093,Musca domestica,14.0
3544,2.5.1.18,R07093,Ochrobactrum anthropi,16.51
3545,2.5.1.18,R07093,Oryza sativa,0.264
3546,2.5.1.18,R07093,Phanerochaete chrysosporium,11.03
3547,2.5.1.18,R07093,Pinus tabuliformis,6.59
3548,2.5.1.18,R07093,Proteus mirabilis,6.64
3549,2.5.1.18,R07093,Pseudomonas putida,39.0
3550,2.5.1.18,R07093,Rattus norvegicus,7.33
3551,2.5.1.18,R07093,Schistosoma japonicum,9.6
3552,2.5.1.18,R07093,Solenopsis invicta,74.5
3553,2.5.1.18,R07093,Synechococcus elongatus,48.7
3554,2.5.1.18,R07093,Thermosynechococcus elongatus,17.0
3555,2.5.1.18,R07094,Aedes aegypti,11.0
3556,2.5.1.18,R07094,Agrobacterium tumefaciens,0.285
3557,2.5.1.18,R07094,Anopheles dirus,25.2
3558,2.5.1.18,R07094,Anopheles gambiae,0.2
3559,2.5.1.18,R07094,Atactodea striata,551.0
3560,2.5.1.18,R07094,Bombyx mori,57.87
3561,2.5.1.18,R07094,Bos taurus,7.95
3562,2.5.1.18,R07094,Burkholderia xenovorans,0.16
3563,2.5.1.18,R07094,Escherichia coli,7.7
3564,2.5.1.18,R07094,Homo sapiens,47.3
3565,2.5.1.18,R07094,Litopenaeus vannamei,274.4
3566,2.5.1.18,R07094,Lucilia cuprina,53.0
3567,2.5.1.18,R07094,Macrobrachium vollenhovenii,20.3
3568,2.5.1.18,R07094,Monopterus albus,3.82
3569,2.5.1.18,R07094,Mucor mucedo,295.9
3570,2.5.1.18,R07094,Mus musculus,2286.0
3571,2.5.1.18,R07094,Musca domestica,14.0
3572,2.5.1.18,R07094,Ochrobactrum anthropi,16.51
3573,2.5.1.18,R07094,Oryza sativa,0.264
3574,2.5.1.18,R07094,Phanerochaete chrysosporium,11.03
3575,2.5.1.18,R07094,Pinus tabuliformis,6.59
3576,2.5.1.18,R07094,Proteus mirabilis,6.64
3577,2.5.1.18,R07094,Pseudomonas putida,39.0
3578,2.5.1.18,R07094,Rattus norvegicus,7.33
3579,2.5.1.18,R07094,Schistosoma japonicum,9.6
3580,2.5.1.18,R07094,Solenopsis invicta,74.5
3581,2.5.1.18,R07094,Synechococcus elongatus,48.7
3582,2.5.1.18,R07094,Thermosynechococcus elongatus,17.0
3583,2.5.1.18,R07100,Aedes aegypti,11.0
3584,2.5.1.18,R07100,Agrobacterium tumefaciens,0.285
3585,2.5.1.18,R07100,Anopheles dirus,25.2
3586,2.5.1.18,R07100,Anopheles gambiae,0.2
3587,2.5.1.18,R07100,Atactodea striata,551.0
3588,2.5.1.18,R07100,Bombyx mori,57.87
3589,2.5.1.18,R07100,Bos taurus,7.95
3590,2.5.1.18,R07100,Burkholderia xenovorans,0.16
3591,2.5.1.18,R07100,Escherichia coli,7.7
3592,2.5.1.18,R07100,Homo sapiens,47.3
3593,2.5.1.18,R07100,Litopenaeus vannamei,274.4
3594,2.5.1.18,R07100,Lucilia cuprina,53.0
3595,2.5.1.18,R07100,Macrobrachium vollenhovenii,20.3
3596,2.5.1.18,R07100,Monopterus albus,3.82
3597,2.5.1.18,R07100,Mucor mucedo,295.9
3598,2.5.1.18,R07100,Mus musculus,2286.0
3599,2.5.1.18,R07100,Musca domestica,14.0
3600,2.5.1.18,R07100,Ochrobactrum anthropi,16.51
3601,2.5.1.18,R07100,Oryza sativa,0.264
3602,2.5.1.18,R07100,Phanerochaete chrysosporium,11.03
3603,2.5.1.18,R07100,Pinus tabuliformis,6.59
3604,2.5.1.18,R07100,Proteus mirabilis,6.64
3605,2.5.1.18,R07100,Pseudomonas putida,39.0
3606,2.5.1.18,R07100,Rattus norvegicus,7.33
3607,2.5.1.18,R07100,Schistosoma japonicum,9.6
3608,2.5.1.18,R07100,Solenopsis invicta,74.5
3609,2.5.1.18,R07100,Synechococcus elongatus,48.7
3610,2.5.1.18,R07100,Thermosynechococcus elongatus,17.0
3611,2.5.1.18,R07113,Aedes aegypti,11.0
3612,2.5.1.18,R07113,Agrobacterium tumefaciens,0.285
3613,2.5.1.18,R07113,Anopheles dirus,25.2
3614,2.5.1.18,R07113,Anopheles gambiae,0.2
3615,2.5.1.18,R07113,Atactodea striata,551.0
3616,2.5.1.18,R07113,Bombyx mori,57.87
3617,2.5.1.18,R07113,Bos taurus,7.95
3618,2.5.1.18,R07113,Burkholderia xenovorans,0.16
3619,2.5.1.18,R07113,Escherichia coli,7.7
3620,2.5.1.18,R07113,Homo sapiens,47.3
3621,2.5.1.18,R07113,Litopenaeus vannamei,274.4
3622,2.5.1.18,R07113,Lucilia cuprina,53.0
3623,2.5.1.18,R07113,Macrobrachium vollenhovenii,20.3
3624,2.5.1.18,R07113,Monopterus albus,3.82
3625,2.5.1.18,R07113,Mucor mucedo,295.9
3626,2.5.1.18,R07113,Mus musculus,2286.0
3627,2.5.1.18,R07113,Musca domestica,14.0
3628,2.5.1.18,R07113,Ochrobactrum anthropi,16.51
3629,2.5.1.18,R07113,Oryza sativa,0.264
3630,2.5.1.18,R07113,Phanerochaete chrysosporium,11.03
3631,2.5.1.18,R07113,Pinus tabuliformis,6.59
3632,2.5.1.18,R07113,Proteus mirabilis,6.64
3633,2.5.1.18,R07113,Pseudomonas putida,39.0
3634,2.5.1.18,R07113,Rattus norvegicus,7.33
3635,2.5.1.18,R07113,Schistosoma japonicum,9.6
3636,2.5.1.18,R07113,Solenopsis invicta,74.5
3637,2.5.1.18,R07113,Synechococcus elongatus,48.7
3638,2.5.1.18,R07113,Thermosynechococcus elongatus,17.0
3639,2.5.1.18,R07116,Aedes aegypti,11.0
3640,2.5.1.18,R07116,Agrobacterium tumefaciens,0.285
3641,2.5.1.18,R07116,Anopheles dirus,25.2
3642,2.5.1.18,R07116,Anopheles gambiae,0.2
3643,2.5.1.18,R07116,Atactodea striata,551.0
3644,2.5.1.18,R07116,Bombyx mori,57.87
3645,2.5.1.18,R07116,Bos taurus,7.95
3646,2.5.1.18,R07116,Burkholderia xenovorans,0.16
3647,2.5.1.18,R07116,Escherichia coli,7.7
3648,2.5.1.18,R07116,Homo sapiens,47.3
3649,2.5.1.18,R07116,Litopenaeus vannamei,274.4
3650,2.5.1.18,R07116,Lucilia cuprina,53.0
3651,2.5.1.18,R07116,Macrobrachium vollenhovenii,20.3
3652,2.5.1.18,R07116,Monopterus albus,3.82
3653,2.5.1.18,R07116,Mucor mucedo,295.9
3654,2.5.1.18,R07116,Mus musculus,2286.0
3655,2.5.1.18,R07116,Musca domestica,14.0
3656,2.5.1.18,R07116,Ochrobactrum anthropi,16.51
3657,2.5.1.18,R07116,Oryza sativa,0.264
3658,2.5.1.18,R07116,Phanerochaete chrysosporium,11.03
3659,2.5.1.18,R07116,Pinus tabuliformis,6.59
3660,2.5.1.18,R07116,Proteus mirabilis,6.64
3661,2.5.1.18,R07116,Pseudomonas putida,39.0
3662,2.5.1.18,R07116,Rattus norvegicus,7.33
3663,2.5.1.18,R07116,Schistosoma japonicum,9.6
3664,2.5.1.18,R07116,Solenopsis invicta,74.5
3665,2.5.1.18,R07116,Synechococcus elongatus,48.7
3666,2.5.1.18,R07116,Thermosynechococcus elongatus,17.0
3667,2.5.1.18,R08280,Aedes aegypti,11.0
3668,2.5.1.18,R08280,Agrobacterium tumefaciens,0.285
3669,2.5.1.18,R08280,Anopheles dirus,25.2
3670,2.5.1.18,R08280,Anopheles gambiae,0.2
3671,2.5.1.18,R08280,Atactodea striata,551.0
3672,2.5.1.18,R08280,Bombyx mori,57.87
3673,2.5.1.18,R08280,Bos taurus,7.95
3674,2.5.1.18,R08280,Burkholderia xenovorans,0.16
3675,2.5.1.18,R08280,Escherichia coli,7.7
3676,2.5.1.18,R08280,Homo sapiens,47.3
3677,2.5.1.18,R08280,Litopenaeus vannamei,274.4
3678,2.5.1.18,R08280,Lucilia cuprina,53.0
3679,2.5.1.18,R08280,Macrobrachium vollenhovenii,20.3
3680,2.5.1.18,R08280,Monopterus albus,3.82
3681,2.5.1.18,R08280,Mucor mucedo,295.9
3682,2.5.1.18,R08280,Mus musculus,2286.0
3683,2.5.1.18,R08280,Musca domestica,14.0
3684,2.5.1.18,R08280,Ochrobactrum anthropi,16.51
3685,2.5.1.18,R08280,Oryza sativa,0.264
3686,2.5.1.18,R08280,Phanerochaete chrysosporium,11.03
3687,2.5.1.18,R08280,Pinus tabuliformis,6.59
3688,2.5.1.18,R08280,Proteus mirabilis,6.64
3689,2.5.1.18,R08280,Pseudomonas putida,39.0
3690,2.5.1.18,R08280,Rattus norvegicus,7.33
3691,2.5.1.18,R08280,Schistosoma japonicum,9.6
3692,2.5.1.18,R08280,Solenopsis invicta,74.5
3693,2.5.1.18,R08280,Synechococcus elongatus,48.7
3694,2.5.1.18,R08280,Thermosynechococcus elongatus,17.0
3695,2.5.1.18,R08511,Aedes aegypti,11.0
3696,2.5.1.18,R08511,Agrobacterium tumefaciens,0.285
3697,2.5.1.18,R08511,Anopheles dirus,25.2
3698,2.5.1.18,R08511,Anopheles gambiae,0.2
3699,2.5.1.18,R08511,Atactodea striata,551.0
3700,2.5.1.18,R08511,Bombyx mori,57.87
3701,2.5.1.18,R08511,Bos taurus,7.95
3702,2.5.1.18,R08511,Burkholderia xenovorans,0.16
3703,2.5.1.18,R08511,Escherichia coli,7.7
3704,2.5.1.18,R08511,Homo sapiens,47.3
3705,2.5.1.18,R08511,Litopenaeus vannamei,274.4
3706,2.5.1.18,R08511,Lucilia cuprina,53.0
3707,2.5.1.18,R08511,Macrobrachium vollenhovenii,20.3
3708,2.5.1.18,R08511,Monopterus albus,3.82
3709,2.5.1.18,R08511,Mucor mucedo,295.9
3710,2.5.1.18,R08511,Mus musculus,2286.0
3711,2.5.1.18,R08511,Musca domestica,14.0
3712,2.5.1.18,R08511,Ochrobactrum anthropi,16.51
3713,2.5.1.18,R08511,Oryza sativa,0.264
3714,2.5.1.18,R08511,Phanerochaete chrysosporium,11.03
3715,2.5.1.18,R08511,Pinus tabuliformis,6.59
3716,2.5.1.18,R08511,Proteus mirabilis,6.64
3717,2.5.1.18,R08511,Pseudomonas putida,39.0
3718,2.5.1.18,R08511,Rattus norvegicus,7.33
3719,2.5.1.18,R08511,Schistosoma japonicum,9.6
3720,2.5.1.18,R08511,Solenopsis invicta,74.5
3721,2.5.1.18,R08511,Synechococcus elongatus,48.7
3722,2.5.1.18,R08511,Thermosynechococcus elongatus,17.0
3723,2.5.1.18,R08512,Aedes aegypti,11.0
3724,2.5.1.18,R08512,Agrobacterium tumefaciens,0.285
3725,2.5.1.18,R08512,Anopheles dirus,25.2
3726,2.5.1.18,R08512,Anopheles gambiae,0.2
3727,2.5.1.18,R08512,Atactodea striata,551.0
3728,2.5.1.18,R08512,Bombyx mori,57.87
3729,2.5.1.18,R08512,Bos taurus,7.95
3730,2.5.1.18,R08512,Burkholderia xenovorans,0.16
3731,2.5.1.18,R08512,Escherichia coli,7.7
3732,2.5.1.18,R08512,Homo sapiens,47.3
3733,2.5.1.18,R08512,Litopenaeus vannamei,274.4
3734,2.5.1.18,R08512,Lucilia cuprina,53.0
3735,2.5.1.18,R08512,Macrobrachium vollenhovenii,20.3
3736,2.5.1.18,R08512,Monopterus albus,3.82
3737,2.5.1.18,R08512,Mucor mucedo,295.9
3738,2.5.1.18,R08512,Mus musculus,2286.0
3739,2.5.1.18,R08512,Musca domestica,14.0
3740,2.5.1.18,R08512,Ochrobactrum anthropi,16.51
3741,2.5.1.18,R08512,Oryza sativa,0.264
3742,2.5.1.18,R08512,Phanerochaete chrysosporium,11.03
3743,2.5.1.18,R08512,Pinus tabuliformis,6.59
3744,2.5.1.18,R08512,Proteus mirabilis,6.64
3745,2.5.1.18,R08512,Pseudomonas putida,39.0
3746,2.5.1.18,R08512,Rattus norvegicus,7.33
3747,2.5.1.18,R08512,Schistosoma japonicum,9.6
3748,2.5.1.18,R08512,Solenopsis invicta,74.5
3749,2.5.1.18,R08512,Synechococcus elongatus,48.7
3750,2.5.1.18,R08512,Thermosynechococcus elongatus,17.0
3751,2.5.1.18,R09409,Aedes aegypti,11.0
3752,2.5.1.18,R09409,Agrobacterium tumefaciens,0.285
3753,2.5.1.18,R09409,Anopheles dirus,25.2
3754,2.5.1.18,R09409,Anopheles gambiae,0.2
3755,2.5.1.18,R09409,Atactodea striata,551.0
3756,2.5.1.18,R09409,Bombyx mori,57.87
3757,2.5.1.18,R09409,Bos taurus,7.95
3758,2.5.1.18,R09409,Burkholderia xenovorans,0.16
3759,2.5.1.18,R09409,Escherichia coli,7.7
3760,2.5.1.18,R09409,Homo sapiens,47.3
3761,2.5.1.18,R09409,Litopenaeus vannamei,274.4
3762,2.5.1.18,R09409,Lucilia cuprina,53.0
3763,2.5.1.18,R09409,Macrobrachium vollenhovenii,20.3
3764,2.5.1.18,R09409,Monopterus albus,3.82
3765,2.5.1.18,R09409,Mucor mucedo,295.9
3766,2.5.1.18,R09409,Mus musculus,2286.0
3767,2.5.1.18,R09409,Musca domestica,14.0
3768,2.5.1.18,R09409,Ochrobactrum anthropi,16.51
3769,2.5.1.18,R09409,Oryza sativa,0.264
3770,2.5.1.18,R09409,Phanerochaete chrysosporium,11.03
3771,2.5.1.18,R09409,Pinus tabuliformis,6.59
3772,2.5.1.18,R09409,Proteus mirabilis,6.64
3773,2.5.1.18,R09409,Pseudomonas putida,39.0
3774,2.5.1.18,R09409,Rattus norvegicus,7.33
3775,2.5.1.18,R09409,Schistosoma japonicum,9.6
3776,2.5.1.18,R09409,Solenopsis invicta,74.5
3777,2.5.1.18,R09409,Synechococcus elongatus,48.7
3778,2.5.1.18,R09409,Thermosynechococcus elongatus,17.0
3779,2.5.1.19,R03460,Bacillus cereus,31.8
3780,2.5.1.19,R03460,Bacteria,28.3
3781,2.5.1.19,R03460,Escherichia coli,20.2
3782,2.5.1.19,R03460,Neurospora crassa,33.6
3783,2.5.1.19,R03460,Ochrobactrum anthropi,26.7
3784,2.5.1.19,R03460,Pseudomonas aeruginosa,6.4
3785,2.5.1.19,R03460,Pseudomonas fluorescens,26.2
3786,2.5.1.19,R03460,Staphylococcus aureus,4.25
3787,2.5.1.19,R03460,Streptococcus pneumoniae,2.1
3788,2.5.1.19,R03460,plant,38.4
3789,2.5.1.21,R00702,Saccharomyces cerevisiae,1.915
3790,2.5.1.21,R00702,Thermosynechococcus elongatus,1.74
3791,2.5.1.21,R06223,Saccharomyces cerevisiae,1.915
3792,2.5.1.21,R06223,Thermosynechococcus elongatus,1.74
3793,2.5.1.22,R02869,Homo sapiens,32.0
3794,2.5.1.27,R04038,Agrobacterium tumefaciens,0.053
3795,2.5.1.27,R04038,Humulus lupulus,0.01764
3796,2.5.1.27,R04038,Morus alba,0.0345
3797,2.5.1.28,R01659,Solanum lycopersicum,0.2
3798,2.5.1.29,R02061,Homo sapiens,0.204
3799,2.5.1.29,R02061,Plasmodium vivax,0.8
3800,2.5.1.29,R02061,Saccharomyces cerevisiae,0.025
3801,2.5.1.29,R02061,Taxus canadensis,3.3
3802,2.5.1.31,R06447,Escherichia coli,2.5
3803,2.5.1.31,R06447,Helicobacter pylori,0.22
3804,2.5.1.31,R06447,Micrococcus luteus,1.55
3805,2.5.1.31,R06447,Saccharomyces cerevisiae,0.0002
3806,2.5.1.34,R01657,Aspergillus fumigatus,0.47
3807,2.5.1.34,R02943,Aspergillus fumigatus,0.47
3808,2.5.1.44,R00018,Acinetobacter tartarogenes,8.0
3809,2.5.1.44,R00018,Blastochloris viridis,1.2
3810,2.5.1.44,R00018,Bradyrhizobium japonicum,1.18
3811,2.5.1.44,R01919,Acinetobacter tartarogenes,8.0
3812,2.5.1.44,R01919,Blastochloris viridis,1.2
3813,2.5.1.44,R01919,Bradyrhizobium japonicum,1.18
3814,2.5.1.45,R01919,Senecio vernalis,0.0032
3815,2.5.1.48,R00999,Escherichia coli,112.0
3816,2.5.1.48,R00999,Helicobacter pylori,0.297
3817,2.5.1.48,R00999,Salmonella enterica subsp. enterica serovar Typhimurium,12.7
3818,2.5.1.48,R01288,Escherichia coli,112.0
3819,2.5.1.48,R01288,Helicobacter pylori,0.297
3820,2.5.1.48,R01288,Salmonella enterica subsp. enterica serovar Typhimurium,12.7
3821,2.5.1.48,R02508,Escherichia coli,112.0
3822,2.5.1.48,R02508,Helicobacter pylori,0.297
3823,2.5.1.48,R02508,Salmonella enterica subsp. enterica serovar Typhimurium,12.7
3824,2.5.1.48,R03260,Escherichia coli,112.0
3825,2.5.1.48,R03260,Helicobacter pylori,0.297
3826,2.5.1.48,R03260,Salmonella enterica subsp. enterica serovar Typhimurium,12.7
3827,2.5.1.48,R04946,Escherichia coli,112.0
3828,2.5.1.48,R04946,Helicobacter pylori,0.297
3829,2.5.1.48,R04946,Salmonella enterica subsp. enterica serovar Typhimurium,12.7
3830,2.5.1.54,R01826,Actinosynnema pretiosum,0.031
3831,2.5.1.54,R01826,Aeropyrum pernix,1.0
3832,2.5.1.54,R01826,Bacillus subtilis,4.6
3833,2.5.1.54,R01826,Corynebacterium glutamicum,0.35
3834,2.5.1.54,R01826,Escherichia coli,32.0
3835,2.5.1.54,R01826,Helicobacter pylori,3.3
3836,2.5.1.54,R01826,Pyrococcus furiosus,2.1
3837,2.5.1.54,R01826,Thermotoga maritima,5.0
3838,2.5.1.55,R03254,Acidithiobacillus ferrooxidans,4.8
3839,2.5.1.55,R03254,Aquifex aeolicus,0.48
3840,2.5.1.55,R03254,Aquifex pyrophilus,6.5
3841,2.5.1.55,R03254,Arabidopsis thaliana,5.9
3842,2.5.1.55,R03254,Escherichia coli,6.1
3843,2.5.1.55,R03254,Helicobacter pylori,0.4115
3844,2.5.1.55,R03254,Neisseria gonorrhoeae,1.0
3845,2.5.1.55,R03254,Neisseria meningitidis,8.0
3846,2.5.1.55,R03254,Salmonella enterica subsp. enterica serovar Typhimurium,3.84
3847,2.5.1.56,R01804,Campylobacter jejuni,19.45
3848,2.5.1.56,R01804,Neisseria meningitidis,0.83
3849,2.5.1.56,R04435,Campylobacter jejuni,19.0
3850,2.5.1.6,R00177,Escherichia coli,0.000417
3851,2.5.1.6,R00177,Leishmania donovani,0.032
3852,2.5.1.6,R00177,Leishmania infantum,8.83e-05
3853,2.5.1.6,R00177,Pyrococcus furiosus,7.5
3854,2.5.1.6,R00177,Rattus norvegicus,0.583
3855,2.5.1.6,R00177,Sulfolobus solfataricus,0.044
3856,2.5.1.6,R04771,Leishmania infantum,8.83e-05
3857,2.5.1.6,R04771,Pyrococcus furiosus,7.5
3858,2.5.1.6,R04771,Sulfolobus solfataricus,0.044
3859,2.5.1.61,R00084,Homo sapiens,0.25
3860,2.5.1.63,R09637,Streptomyces cattleya,0.0376
3861,2.5.1.65,R07274,Aeropyrum pernix,8525.0
3862,2.5.1.65,R07274,Mycobacterium tuberculosis,8.55
3863,2.5.1.67,R08948,Tanacetum cinerariifolium,0.008
3864,2.5.1.68,R08528,Corynebacterium efficiens,157.0
3865,2.5.1.68,R08528,Corynebacterium glutamicum,329.0
3866,2.5.1.68,R08528,Mycobacterium tuberculosis,824.0
3867,2.5.1.68,R08528,Thermobifida fusca,255.5
3868,2.5.1.69,R08950,Lavandula x intermedia,0.1
3869,2.5.1.7,R00660,Enterobacter cloacae,3.0
3870,2.5.1.7,R00660,Escherichia coli,4.275
3871,2.5.1.7,R00660,Haemophilus influenzae,3.5
3872,2.5.1.7,R00660,Pseudomonas aeruginosa,1.8
3873,2.5.1.7,R00660,Staphylococcus aureus,1.13
3874,2.5.1.7,R00660,Streptococcus pneumoniae,0.41
3875,2.5.1.76,R09530,Methanosarcina acetivorans,0.18
3876,2.5.1.78,R04457,Bacillus subtilis,0.0557
3877,2.5.1.78,R04457,Brucella melitensis,0.003
3878,2.5.1.78,R04457,Mesorhizobium loti,0.02015
3879,2.5.1.85,R07267,Arabidopsis thaliana,8.765
3880,2.5.1.85,R07267,Trypanosoma cruzi,0.131
3881,2.5.1.85,R09251,Arabidopsis thaliana,8.765
3882,2.5.1.85,R09251,Trypanosoma cruzi,0.109
3883,2.5.1.86,R09244,Mycobacterium tuberculosis,5.79
3884,2.5.1.9,R00066,Arabidopsis thaliana,0.027
3885,2.5.1.9,R00066,Bacillus subtilis,1.2
3886,2.5.1.9,R00066,Escherichia coli,0.137665
3887,2.5.1.90,R09248,Escherichia coli,2.0
3888,2.5.1.90,R09248,Thermotoga maritima,0.005
3889,2.5.1.91,R09249,Mycobacterium tuberculosis,0.076
3890,2.5.1.91,R09249,Rhodobacter sphaeroides,0.143
3891,2.5.1.94,R09639,Salinispora tropica CNB-440,0.015
3892,2.6.1.1,R00355,Arabidopsis thaliana,248.0
3893,2.6.1.1,R00355,Bacillus subtilis,24.5
3894,2.6.1.1,R00355,Bubalus bubalis,352.0
3895,2.6.1.1,R00355,Escherichia coli,530.0
3896,2.6.1.1,R00355,Gallus gallus,138.5
3897,2.6.1.1,R00355,Ovis aries,322.0
3898,2.6.1.1,R00355,Phormidium lapideum,144.0
3899,2.6.1.1,R00355,Thermus thermophilus,120.0
3900,2.6.1.1,R00694,Arabidopsis thaliana,205.0
3901,2.6.1.1,R00694,Bacillus subtilis,20.5
3902,2.6.1.1,R00694,Escherichia coli,670.0
3903,2.6.1.1,R00694,Gallus gallus,138.5
3904,2.6.1.1,R00694,Ovis aries,322.0
3905,2.6.1.1,R00694,Phormidium lapideum,101.0
3906,2.6.1.1,R00694,Thermus thermophilus,120.0
3907,2.6.1.1,R00734,Arabidopsis thaliana,205.0
3908,2.6.1.1,R00734,Bacillus subtilis,20.5
3909,2.6.1.1,R00734,Escherichia coli,670.0
3910,2.6.1.1,R00734,Gallus gallus,138.5
3911,2.6.1.1,R00734,Ovis aries,322.0
3912,2.6.1.1,R00734,Phormidium lapideum,101.0
3913,2.6.1.1,R00734,Thermus thermophilus,120.0
3914,2.6.1.1,R00895,Arabidopsis thaliana,205.0
3915,2.6.1.1,R00895,Bacillus subtilis,20.5
3916,2.6.1.1,R00895,Escherichia coli,670.0
3917,2.6.1.1,R00895,Gallus gallus,138.5
3918,2.6.1.1,R00895,Ovis aries,322.0
3919,2.6.1.1,R00895,Phormidium lapideum,101.0
3920,2.6.1.1,R00895,Thermus thermophilus,120.0
3921,2.6.1.1,R00896,Arabidopsis thaliana,205.0
3922,2.6.1.1,R00896,Bacillus subtilis,27.0
3923,2.6.1.1,R00896,Gallus gallus,138.5
3924,2.6.1.1,R00896,Ovis aries,322.0
3925,2.6.1.1,R00896,Thermus thermophilus,120.0
3926,2.6.1.1,R02433,Arabidopsis thaliana,205.0
3927,2.6.1.1,R02433,Bacillus subtilis,20.5
3928,2.6.1.1,R02433,Escherichia coli,670.0
3929,2.6.1.1,R02433,Gallus gallus,138.5
3930,2.6.1.1,R02433,Ovis aries,322.0
3931,2.6.1.1,R02433,Phormidium lapideum,101.0
3932,2.6.1.1,R02433,Thermus thermophilus,120.0
3933,2.6.1.1,R02619,Arabidopsis thaliana,205.0
3934,2.6.1.1,R02619,Bacillus subtilis,20.5
3935,2.6.1.1,R02619,Escherichia coli,670.0
3936,2.6.1.1,R02619,Gallus gallus,138.5
3937,2.6.1.1,R02619,Ovis aries,322.0
3938,2.6.1.1,R02619,Phormidium lapideum,101.0
3939,2.6.1.1,R02619,Thermus thermophilus,120.0
3940,2.6.1.1,R05052,Arabidopsis thaliana,205.0
3941,2.6.1.1,R05052,Bacillus subtilis,20.5
3942,2.6.1.1,R05052,Escherichia coli,670.0
3943,2.6.1.1,R05052,Gallus gallus,138.5
3944,2.6.1.1,R05052,Ovis aries,322.0
3945,2.6.1.1,R05052,Phormidium lapideum,101.0
3946,2.6.1.1,R05052,Thermus thermophilus,120.0
3947,2.6.1.13,R00667,Manduca sexta,0.0333
3948,2.6.1.13,R00667,Pisum sativum,4.3
3949,2.6.1.13,R00668,Manduca sexta,0.0333
3950,2.6.1.13,R00668,Pisum sativum,4.3
3951,2.6.1.13,R01343,Manduca sexta,0.0333
3952,2.6.1.13,R01343,Pisum sativum,4.3
3953,2.6.1.16,R00768,Candida albicans,0.021
3954,2.6.1.16,R00768,Escherichia coli,10.95
3955,2.6.1.16,R00768,Saccharomyces cerevisiae,35.5
3956,2.6.1.19,R01648,Arabidopsis thaliana,10.8
3957,2.6.1.2,R00258,Bacillus halodurans,2.8
